,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,202,84,117,38,0,55,51,0,11,0,0,8,11,10,0,0,0,8,12,0,0,0,0,9,0,5,7,7,5,0,0
1,286,99,140,31,0,47,44,0,15,0,0,16,21,22,0,0,0,11,8,0,0,0,0,3,0,5,11,5,6,0,0
2,287,94,99,47,0,51,33,0,16,0,0,12,4,17,0,0,0,8,5,0,0,0,0,10,0,4,15,3,12,0,0
3,269,88,136,40,0,36,65,0,18,0,0,16,6,26,0,0,0,13,9,0,0,0,0,6,0,4,17,6,8,0,0
4,243,122,125,45,0,50,62,0,14,0,0,10,19,18,0,0,0,8,6,0,0,0,0,2,0,6,9,4,5,0,0
5,205,104,119,31,0,52,45,0,14,0,0,15,13,21,0,0,0,5,4,0,0,0,0,7,0,5,13,6,17,0,0
6,226,92,130,55,0,50,57,0,10,0,0,16,18,24,0,0,0,8,1,0,0,0,0,4,0,4,14,1,12,0,0
7,300,117,115,50,0,41,48,0,15,0,0,20,10,22,0,0,0,8,8,0,0,0,0,5,0,2,14,4,8,0,0
8,232,87,118,38,0,41,51,0,8,0,0,17,15,19,0,0,0,7,11,0,0,0,0,3,0,2,9,8,10,0,0
9,277,77,149,54,0,42,63,0,14,0,0,18,20,17,0,0,0,10,12,0,0,0,0,5,0,1,10,0,13,0,0
10,245,106,116,48,0,38,57,0,16,0,0,24,10,17,0,0,0,6,14,0,0,0,0,7,0,2,15,5,13,0,0
11,270,97,134,48,0,47,45,0,19,0,0,15,10,21,0,0,0,11,12,0,0,0,0,4,0,2,16,4,12,0,0
12,259,128,114,44,0,50,65,0,12,0,0,24,14,26,0,0,0,8,9,0,0,0,0,3,0,0,17,4,11,0,0
13,275,109,131,45,0,47,63,0,17,0,0,13,13,13,0,0,0,12,8,0,0,0,0,8,0,5,13,7,9,0,0
14,270,96,132,48,0,27,55,0,23,0,0,18,14,19,0,0,0,15,7,0,0,0,0,3,0,2,11,4,14,0,0
15,248,86,146,38,0,50,65,0,14,0,0,12,18,6,0,0,0,8,6,0,0,0,0,7,0,2,12,2,8,0,0
16,245,117,129,45,0,46,59,0,19,0,0,16,8,27,0,0,0,7,7,0,0,0,0,8,0,2,11,2,12,0,0
17,272,95,151,29,0,39,40,0,17,0,0,16,16,18,0,0,0,9,7,0,0,0,0,2,0,6,14,6,8,0,0
18,236,99,129,53,0,51,46,0,14,0,0,16,10,21,0,0,0,9,6,0,0,0,0,4,0,6,13,3,12,0,0
19,222,89,112,52,0,47,58,0,10,0,0,17,20,31,0,0,0,11,5,0,0,0,0,3,0,2,20,3,10,0,0
20,247,116,121,42,0,46,73,0,9,0,0,18,18,24,0,0,0,6,7,0,0,0,0,5,0,4,10,2,11,0,0
21,272,76,119,37,0,58,58,0,11,0,0,17,12,19,0,0,0,13,2,0,0,0,0,5,0,2,16,3,12,0,0
22,281,95,135,64,0,54,42,0,11,0,0,15,15,17,0,0,0,9,7,0,0,0,0,5,0,2,11,4,12,0,0
23,239,101,141,50,0,44,48,0,13,0,0,12,14,21,0,0,0,5,5,0,0,0,0,2,0,7,9,1,11,0,0
24,227,104,123,48,0,55,52,0,16,0,0,13,16,16,0,0,0,16,2,0,0,0,0,7,0,1,13,4,19,0,0
25,278,119,138,60,0,52,75,0,18,0,0,16,16,23,0,0,0,6,6,0,0,0,0,6,0,4,13,2,9,0,0
26,254,86,131,41,0,57,44,0,23,0,0,17,14,12,0,0,0,9,9,0,0,0,0,6,0,5,9,4,15,0,0
27,298,98,102,55,0,38,41,0,13,0,0,9,11,22,0,0,0,7,2,0,0,0,0,5,0,2,10,2,8,0,0
28,273,112,109,35,0,50,55,0,15,0,0,9,13,17,0,0,0,6,11,0,0,0,0,6,0,5,6,4,4,0,0
29,245,86,125,43,0,66,57,0,17,0,0,18,11,25,0,0,0,10,6,0,0,0,0,1,0,5,6,1,11,0,0
30,233,94,115,56,0,34,43,0,11,0,0,20,10,25,0,0,0,11,6,0,0,0,0,1,0,4,9,4,18,0,0
31,246,90,149,37,0,44,55,0,18,0,0,11,16,19,0,0,0,12,6,0,0,0,0,5,0,5,14,3,8,0,0
32,208,102,121,45,0,48,50,0,9,0,0,22,12,25,0,0,0,12,11,0,0,0,0,10,0,0,12,2,12,0,0
33,239,76,107,47,0,35,47,0,10,0,0,20,17,20,0,0,0,13,8,0,0,0,0,8,0,1,10,6,8,0,0
34,252,104,137,46,0,50,58,0,15,0,0,13,15,21,0,0,0,8,6,0,0,0,0,4,0,2,12,5,12,0,0
35,261,127,134,46,0,45,54,0,16,0,0,14,17,19,0,0,0,9,10,0,0,0,0,2,0,7,15,6,10,0,0
36,255,96,153,38,0,41,61,0,14,0,0,17,12,24,0,0,0,8,6,0,0,0,0,5,0,5,7,2,10,0,0
37,262,111,125,31,0,46,39,0,14,0,0,20,14,22,0,0,0,10,6,0,0,0,0,3,0,0,10,2,10,0,0
38,286,113,112,38,0,35,50,0,15,0,0,12,17,14,0,0,0,11,6,0,0,0,0,2,0,0,13,2,13,0,0
39,285,96,139,47,0,52,53,0,14,0,0,11,14,19,0,0,0,12,9,0,0,0,0,4,0,3,17,8,6,0,0
40,264,92,121,40,0,38,42,0,13,0,0,10,15,18,0,0,0,7,6,0,0,0,0,2,0,7,16,2,15,0,0
41,233,103,127,36,0,70,50,0,9,0,0,14,14,27,0,0,0,8,2,0,0,0,0,5,0,2,12,1,12,0,0
42,282,80,122,53,0,50,67,0,10,0,0,23,17,19,0,0,0,8,8,0,0,0,0,3,0,3,12,3,10,0,0
43,228,123,168,43,0,27,38,0,17,0,0,19,10,28,0,0,0,9,5,0,0,0,0,6,0,3,10,2,9,0,0
44,278,127,151,25,0,45,54,0,14,0,0,20,14,18,0,0,0,11,10,0,0,0,0,4,0,4,9,7,11,0,0
45,237,112,132,35,0,37,51,0,16,0,0,14,12,25,0,0,0,8,6,0,0,0,0,7,0,3,14,2,7,0,0
46,298,81,128,46,0,54,58,0,15,0,0,28,23,21,0,0,0,12,6,0,0,0,0,5,0,2,15,1,9,0,0
47,282,96,124,41,0,48,51,0,6,0,0,15,10,34,0,0,0,19,6,0,0,0,0,4,0,3,7,3,2,0,0
48,293,109,164,46,0,42,52,0,20,0,0,15,10,30,0,0,0,14,4,0,0,0,0,5,0,0,11,5,17,0,0
49,273,84,159,47,0,44,61,0,12,0,0,16,12,24,0,0,0,7,1,0,0,0,0,8,0,1,11,3,19,0,0
50,160,112,152,34,0,49,38,0,19,0,0,18,23,22,0,0,0,5,4,0,0,0,0,4,0,3,15,6,10,0,0
51,226,110,135,65,0,45,65,0,16,0,0,20,9,17,0,0,0,8,7,0,0,0,0,3,0,5,16,5,13,0,0
52,225,104,137,46,0,40,57,0,12,0,0,23,12,28,0,0,0,9,7,0,0,0,0,4,0,4,20,2,14,0,0
53,269,96,144,38,0,34,56,0,20,0,0,16,15,24,0,0,0,9,12,0,0,0,0,6,0,3,8,1,14,0,0
54,244,93,114,35,0,48,58,0,11,0,0,12,10,26,0,0,0,9,6,0,0,0,0,5,0,3,8,2,17,0,0
55,322,94,123,48,0,32,60,0,17,0,0,15,18,22,0,0,0,17,7,0,0,0,0,5,0,1,9,3,9,0,0
56,277,97,107,48,0,36,57,0,5,0,0,11,20,18,0,0,0,13,5,0,0,0,0,7,0,5,16,3,12,0,0
57,248,76,116,38,0,42,44,0,13,0,0,18,8,21,0,0,0,9,3,0,0,0,0,4,0,3,13,2,11,0,0
58,260,83,147,41,0,48,71,0,15,0,0,16,15,25,0,0,0,9,7,0,0,0,0,2,0,2,7,0,7,0,0
59,242,67,97,59,0,40,49,0,15,0,0,15,16,21,0,0,0,8,10,0,0,0,0,7,0,3,11,6,10,0,0
60,271,116,124,45,0,32,45,0,8,0,0,17,18,21,0,0,0,10,6,0,0,0,0,6,0,9,14,4,13,0,0
61,285,119,139,62,0,47,65,0,17,0,0,11,13,21,0,0,0,13,11,0,0,0,0,6,0,1,8,2,12,0,0
62,278,95,120,38,0,29,48,0,9,0,0,20,18,21,0,0,0,13,7,0,0,0,0,3,0,7,9,0,15,0,0
63,206,99,125,45,0,49,51,0,10,0,0,6,16,30,0,0,0,12,3,0,0,0,0,4,0,3,18,3,7,0,0
64,239,86,140,48,0,46,49,0,23,0,0,19,19,14,0,0,0,7,5,0,0,0,0,7,0,5,11,0,12,0,0
65,285,106,118,53,0,44,62,0,9,0,0,17,14,24,0,0,0,14,8,0,0,0,0,6,0,3,12,3,10,0,0
66,290,95,111,45,0,36,46,0,10,0,0,17,13,25,0,0,0,9,6,0,0,0,0,4,0,7,11,1,9,0,0
67,245,92,135,57,0,55,50,0,10,0,0,11,9,27,0,0,0,15,6,0,0,0,0,4,0,9,14,7,15,0,0
68,297,116,110,40,0,46,55,0,15,0,0,20,12,20,0,0,0,10,6,0,0,0,0,3,0,6,8,5,10,0,0
69,242,115,149,38,0,48,50,0,15,0,0,16,12,18,0,0,0,11,3,0,0,0,0,7,0,4,10,1,12,0,0
70,269,81,145,36,0,53,48,0,9,0,0,15,15,20,0,0,0,13,4,0,0,0,0,5,0,8,18,3,17,0,0
71,222,96,103,30,0,41,55,0,11,0,0,19,14,23,0,0,0,13,8,0,0,0,0,6,0,3,16,3,9,0,0
72,239,104,103,53,0,38,52,0,14,0,0,11,8,22,0,0,0,15,5,0,0,0,0,11,0,2,15,4,10,0,0
73,204,103,148,51,0,44,59,0,11,0,0,13,26,24,0,0,0,9,5,0,0,0,0,5,0,5,7,5,10,0,0
74,268,110,124,46,0,35,65,0,11,0,0,19,20,15,0,0,0,10,9,0,0,0,0,2,0,5,11,2,10,0,0
75,237,105,148,38,0,31,38,0,11,0,0,13,15,14,0,0,0,8,8,0,0,0,0,3,0,2,8,4,12,0,0
76,271,102,155,40,0,34,55,0,18,0,0,18,10,25,0,0,0,11,17,0,0,0,0,6,0,2,10,3,14,0,0
77,211,100,142,37,0,46,43,0,15,0,0,30,14,22,0,0,0,9,7,0,0,0,0,3,0,3,8,6,16,0,0
78,225,108,117,42,0,49,75,0,17,0,0,17,8,25,0,0,0,7,11,0,0,0,0,4,0,7,14,0,13,0,0
79,258,94,164,37,0,45,44,0,14,0,0,19,20,17,0,0,0,10,10,0,0,0,0,8,0,4,16,3,5,0,0
80,248,112,137,26,0,42,49,0,18,0,0,21,18,21,0,0,0,10,5,0,0,0,0,4,0,3,12,6,10,0,0
81,318,116,129,36,0,48,42,0,16,0,0,13,11,25,0,0,0,14,4,0,0,0,0,4,0,5,20,3,12,0,0
82,302,108,104,43,0,59,48,0,13,0,0,21,13,21,0,0,0,13,6,0,0,0,0,7,0,3,13,4,10,0,0
