,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,210,102,119,0,35,51,46,0,0,17,15,16,21,0,16,0,0,0,0,4,9,7,10,8,0,7,2,0,0,7,0
1,241,106,139,0,39,46,38,0,0,13,16,25,16,0,20,0,0,0,0,4,8,12,7,3,0,11,2,0,0,15,0
2,228,115,123,0,35,52,45,0,0,24,17,12,21,0,22,0,0,0,0,1,5,9,5,8,0,8,5,0,0,7,0
3,233,105,137,0,44,53,37,0,0,18,17,19,18,0,14,0,0,0,0,4,5,14,6,6,0,9,1,0,0,11,0
4,256,108,106,0,41,55,34,0,0,15,17,14,14,0,15,0,0,0,0,3,10,6,5,5,0,6,1,0,0,15,0
5,239,126,116,0,46,48,54,0,0,12,15,15,17,0,18,0,0,0,0,4,5,8,7,7,0,6,8,0,0,14,0
6,241,124,114,0,36,47,42,0,0,16,23,14,28,0,17,0,0,0,0,7,3,5,4,5,0,8,1,0,0,13,0
7,236,119,149,0,31,46,47,0,0,16,15,17,21,0,15,0,0,0,0,6,9,8,5,6,0,4,3,0,0,8,0
8,249,125,109,0,30,51,46,0,0,16,22,15,23,0,24,0,0,0,0,5,2,14,11,6,0,13,3,0,0,12,0
9,232,104,124,0,40,63,48,0,0,26,19,11,16,0,23,0,0,0,0,0,5,11,11,9,0,3,2,0,0,5,0
10,224,103,126,0,38,46,46,0,0,15,20,8,18,0,22,0,0,0,0,3,1,7,7,10,0,5,2,0,0,10,0
11,223,111,121,0,42,51,42,0,0,14,17,12,15,0,16,0,0,0,0,6,8,9,6,6,0,7,2,0,0,12,0
12,200,113,114,0,46,60,48,0,0,15,22,10,28,0,25,0,0,0,0,4,8,8,4,6,0,9,4,0,0,11,0
13,250,99,131,0,37,49,41,0,0,17,22,16,21,0,24,0,0,0,0,2,7,14,6,6,0,10,4,0,0,12,0
14,207,114,129,0,45,50,41,0,0,16,23,12,18,0,25,0,0,0,0,5,10,8,9,11,0,11,4,0,0,12,0
15,237,96,131,0,52,59,45,0,0,20,20,15,23,0,17,0,0,0,0,2,9,6,6,8,0,7,3,0,0,9,0
16,233,111,122,0,48,45,32,0,0,25,26,17,28,0,10,0,0,0,0,8,5,9,7,6,0,8,2,0,0,12,0
17,245,116,125,0,37,50,40,0,0,13,15,16,16,0,13,0,0,0,0,2,3,7,5,7,0,7,3,0,0,6,0
18,237,108,123,0,51,46,32,0,0,17,20,17,16,0,18,0,0,0,0,3,6,9,7,7,0,6,2,0,0,13,0
19,223,108,121,0,43,66,44,0,0,13,17,14,20,0,23,0,0,0,0,5,8,15,10,6,0,9,6,0,0,9,0
20,220,81,141,0,46,48,43,0,0,19,17,14,30,0,30,0,0,0,0,8,7,14,5,6,0,7,3,0,0,7,0
21,242,105,129,0,38,42,54,0,0,16,27,13,16,0,19,0,0,0,0,3,7,13,2,7,0,9,2,0,0,13,0
22,234,111,96,0,40,48,44,0,0,19,18,13,21,0,23,0,0,0,0,5,6,3,4,8,0,6,4,0,0,10,0
23,243,106,127,0,28,53,47,0,0,22,21,10,26,0,23,0,0,0,0,2,3,13,3,14,0,6,2,0,0,6,0
24,250,103,117,0,38,51,42,0,0,16,19,18,21,0,16,0,0,0,0,6,5,12,5,4,0,10,0,0,0,10,0
25,234,114,113,0,44,53,48,0,0,17,25,17,15,0,21,0,0,0,0,5,5,11,9,10,0,10,2,0,0,10,0
26,224,129,114,0,41,43,36,0,0,22,30,8,20,0,29,0,0,0,0,3,11,10,4,7,0,2,2,0,0,11,0
27,255,104,126,0,44,51,45,0,0,12,18,15,28,0,22,0,0,0,0,2,5,6,7,9,0,2,5,0,0,12,0
28,243,103,117,0,42,52,46,0,0,14,22,17,24,0,17,0,0,0,0,3,5,7,6,7,0,7,3,0,0,13,0
29,243,95,133,0,40,53,39,0,0,18,29,21,20,0,19,0,0,0,0,6,6,6,10,10,0,8,8,0,0,4,0
30,246,111,126,0,60,63,37,0,0,10,17,13,13,0,18,0,0,0,0,3,7,12,4,9,0,8,0,0,0,14,0
31,250,103,118,0,43,44,50,0,0,17,25,15,18,0,15,0,0,0,0,8,11,7,6,12,0,8,1,0,0,15,0
32,244,101,119,0,47,49,43,0,0,17,11,16,14,0,18,0,0,0,0,2,4,6,7,8,0,8,3,0,0,12,0
33,237,120,129,0,40,71,44,0,0,18,17,10,16,0,22,0,0,0,0,5,8,11,3,8,0,4,3,0,0,22,0
34,239,97,121,0,42,55,46,0,0,24,14,15,14,0,20,0,0,0,0,9,7,13,5,8,0,5,4,0,0,11,0
35,242,102,110,0,32,53,44,0,0,14,15,17,18,0,23,0,0,0,0,4,6,3,4,9,0,3,3,0,0,10,0
