,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,241,120,135,47,0,49,33,0,29,0,0,10,20,0,22,0,0,13,14,0,0,0,0,0,3,6,0,0,0,0,12
1,256,111,114,33,0,41,38,0,16,0,0,11,23,0,19,0,0,7,10,0,0,0,0,0,10,6,1,0,0,0,11
2,209,111,118,47,0,57,42,0,25,0,0,15,14,0,14,0,0,10,9,0,0,0,0,0,5,8,2,0,0,0,4
3,229,100,135,40,0,65,44,0,19,0,0,17,26,0,20,0,0,11,10,0,0,0,0,0,4,2,4,0,0,0,13
4,223,113,119,52,0,55,38,0,29,0,0,11,24,0,20,0,0,9,8,0,0,0,0,0,3,11,6,0,0,0,12
5,194,97,130,40,0,52,48,0,22,0,0,14,13,0,20,0,0,10,11,0,0,0,0,0,6,6,5,0,0,0,6
6,257,123,116,50,0,54,47,0,19,0,0,21,17,0,20,0,0,10,8,0,0,0,0,0,4,10,3,0,0,0,6
7,240,103,109,35,0,55,44,0,15,0,0,17,14,0,15,0,0,9,9,0,0,0,0,0,2,8,4,0,0,0,7
8,236,108,121,42,0,55,47,0,15,0,0,20,19,0,15,0,0,8,6,0,0,0,0,0,3,8,2,0,0,0,12
9,232,93,107,44,0,55,27,0,27,0,0,22,30,0,15,0,0,8,11,0,0,0,0,0,2,6,2,0,0,0,7
10,220,123,110,46,0,55,54,0,24,0,0,8,18,0,19,0,0,10,3,0,0,0,0,0,6,5,4,0,0,0,13
11,242,100,137,38,0,52,51,0,28,0,0,12,19,0,29,0,0,12,11,0,0,0,0,0,4,9,2,0,0,0,6
12,234,97,134,68,0,54,46,0,27,0,0,12,19,0,16,0,0,12,9,0,0,0,0,0,4,6,7,0,0,0,5
13,245,108,113,41,0,49,52,0,22,0,0,21,21,0,22,0,0,8,8,0,0,0,0,0,4,8,3,0,0,0,7
14,231,91,138,43,0,54,29,0,19,0,0,14,24,0,28,0,0,7,6,0,0,0,0,0,4,5,1,0,0,0,4
15,242,121,127,64,0,50,34,0,26,0,0,16,17,0,15,0,0,10,7,0,0,0,0,0,2,5,7,0,0,0,12
16,217,113,127,38,0,50,41,0,29,0,0,15,16,0,21,0,0,10,13,0,0,0,0,0,0,5,4,0,0,0,7
17,231,109,112,35,0,44,37,0,20,0,0,10,19,0,17,0,0,11,6,0,0,0,0,0,2,9,4,0,0,0,9
18,246,118,139,43,0,59,34,0,16,0,0,13,15,0,27,0,0,12,12,0,0,0,0,0,3,7,4,0,0,0,10
19,217,118,108,38,0,57,47,0,23,0,0,11,18,0,18,0,0,9,11,0,0,0,0,0,6,4,2,0,0,0,7
20,258,123,116,46,0,45,46,0,24,0,0,14,24,0,17,0,0,7,6,0,0,0,0,0,3,11,2,0,0,0,13
21,233,113,109,45,0,55,39,0,15,0,0,9,22,0,11,0,0,10,5,0,0,0,0,0,6,3,4,0,0,0,10
22,218,117,117,40,0,48,50,0,20,0,0,16,21,0,26,0,0,4,8,0,0,0,0,0,2,4,2,0,0,0,4
23,231,123,111,37,0,61,35,0,25,0,0,15,14,0,24,0,0,7,10,0,0,0,0,0,3,5,5,0,0,0,10
24,263,111,121,46,0,60,34,0,23,0,0,16,24,0,16,0,0,9,11,0,0,0,0,0,7,5,3,0,0,0,6
25,257,130,106,48,0,49,50,0,22,0,0,17,18,0,10,0,0,11,9,0,0,0,0,0,3,9,3,0,0,0,5
26,250,108,127,40,0,45,47,0,19,0,0,13,19,0,15,0,0,10,11,0,0,0,0,0,1,7,0,0,0,0,6
27,241,113,146,37,0,56,45,0,17,0,0,12,16,0,20,0,0,11,9,0,0,0,0,0,3,3,6,0,0,0,9
28,227,87,118,48,0,53,31,0,22,0,0,22,19,0,15,0,0,19,6,0,0,0,0,0,4,11,0,0,0,0,4
29,261,114,112,34,0,62,50,0,28,0,0,13,16,0,18,0,0,10,3,0,0,0,0,0,6,9,2,0,0,0,5
30,230,108,116,54,0,40,43,0,23,0,0,10,10,0,11,0,0,15,14,0,0,0,0,0,4,7,7,0,0,0,7
31,225,100,131,44,0,58,36,0,19,0,0,13,19,0,17,0,0,20,11,0,0,0,0,0,8,7,7,0,0,0,14
32,225,112,112,45,0,52,36,0,26,0,0,15,13,0,25,0,0,10,6,0,0,0,0,0,5,8,6,0,0,0,7
33,239,110,116,38,0,45,29,0,23,0,0,17,18,0,23,0,0,11,10,0,0,0,0,0,3,8,2,0,0,0,10
34,250,108,112,48,0,55,53,0,26,0,0,17,16,0,25,0,0,9,5,0,0,0,0,0,5,8,3,0,0,0,4
35,229,122,120,47,0,30,41,0,25,0,0,16,25,0,18,0,0,10,7,0,0,0,0,0,1,1,3,0,0,0,5
36,237,129,129,51,0,40,43,0,20,0,0,19,20,0,24,0,0,9,13,0,0,0,0,0,4,5,1,0,0,0,4
37,238,111,91,42,0,50,42,0,21,0,0,11,20,0,20,0,0,6,9,0,0,0,0,0,1,9,4,0,0,0,8
38,261,131,108,44,0,61,42,0,15,0,0,15,17,0,28,0,0,15,3,0,0,0,0,0,1,4,3,0,0,0,4
39,217,115,112,38,0,53,41,0,21,0,0,14,19,0,19,0,0,6,12,0,0,0,0,0,4,8,1,0,0,0,8
40,238,110,122,39,0,48,38,0,15,0,0,11,23,0,23,0,0,10,5,0,0,0,0,0,4,7,4,0,0,0,9
41,221,109,108,59,0,53,41,0,12,0,0,15,17,0,25,0,0,10,8,0,0,0,0,0,4,6,1,0,0,0,6
