,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,241,111,149,50,0,45,46,20,0,0,0,14,15,0,24,3,0,0,0,0,0,0,0,0,3,8,2,0,0,12,0
1,215,103,120,40,0,51,40,17,0,0,0,20,23,0,20,5,0,0,0,0,0,0,0,0,5,9,2,0,0,6,0
2,239,141,120,51,0,52,35,19,0,0,0,13,16,0,22,6,0,0,0,0,0,0,0,0,6,6,3,0,0,8,0
3,255,106,110,53,0,48,52,14,0,0,0,20,16,0,19,13,0,0,0,0,0,0,0,0,3,6,3,0,0,13,0
4,231,123,122,43,0,49,47,37,0,0,0,17,11,0,14,7,0,0,0,0,0,0,0,0,2,8,2,0,0,9,0
5,270,102,121,42,0,59,46,26,0,0,0,13,22,0,19,13,0,0,0,0,0,0,0,0,3,8,3,0,0,11,0
6,217,108,113,40,0,54,41,23,0,0,0,22,19,0,16,8,0,0,0,0,0,0,0,0,5,8,0,0,0,9,0
7,256,110,119,41,0,53,38,17,0,0,0,20,22,0,21,2,0,0,0,0,0,0,0,0,5,6,6,0,0,13,0
8,250,101,102,29,0,40,38,14,0,0,0,16,19,0,21,13,0,0,0,0,0,0,0,0,5,10,3,0,0,9,0
9,249,102,100,56,0,49,33,21,0,0,0,14,22,0,24,8,0,0,0,0,0,0,0,0,5,3,3,0,0,14,0
10,235,112,118,59,0,64,44,29,0,0,0,13,18,0,13,1,0,0,0,0,0,0,0,0,3,6,3,0,0,14,0
11,236,120,125,39,0,47,64,19,0,0,0,16,22,0,12,4,0,0,0,0,0,0,0,0,5,10,3,0,0,8,0
12,226,115,122,47,0,43,44,25,0,0,0,17,22,0,20,7,0,0,0,0,0,0,0,0,4,5,1,0,0,12,0
13,242,81,135,41,0,44,46,24,0,0,0,13,14,0,15,7,0,0,0,0,0,0,0,0,6,10,3,0,0,7,0
14,240,94,123,45,0,52,50,24,0,0,0,9,15,0,18,6,0,0,0,0,0,0,0,0,6,6,5,0,0,8,0
15,236,101,110,44,0,42,34,18,0,0,0,17,29,0,12,11,0,0,0,0,0,0,0,0,7,5,2,0,0,11,0
