,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,254,74,131,3,0,18,7,0,0,0,0,6,12,13,0,0,12,0,0,0,0,0,0,0,11,22,1,15,19,0,0
1,4,56,137,217,0,26,86,1,0,0,0,11,12,43,0,0,1,0,0,0,0,0,0,0,5,10,0,4,6,0,0
2,291,48,101,5,0,34,15,0,0,0,0,25,6,19,0,0,3,0,0,0,0,0,0,0,11,13,1,13,5,0,0
3,550,34,14,62,0,75,10,56,0,0,0,4,30,50,0,0,7,0,0,0,0,0,0,0,8,11,1,8,0,0,0
4,105,105,20,3,0,28,32,17,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,16,34,3,1,12,0,0
5,311,92,212,78,0,106,12,18,0,0,0,7,26,2,0,0,11,0,0,0,0,0,0,0,5,23,2,10,3,0,0
6,49,208,37,210,0,15,20,1,0,0,0,7,20,19,0,0,1,0,0,0,0,0,0,0,1,1,2,11,6,0,0
7,225,229,38,15,0,75,48,2,0,0,0,19,34,7,0,0,0,0,0,0,0,0,0,0,16,4,2,15,8,0,0
8,36,45,32,26,0,70,5,6,0,0,0,23,9,2,0,0,10,0,0,0,0,0,0,0,0,23,2,6,2,0,0
9,121,10,48,274,0,12,35,20,0,0,0,28,19,21,0,0,25,0,0,0,0,0,0,0,10,24,0,17,2,0,0
10,23,191,28,5,0,92,13,8,0,0,0,29,6,47,0,0,6,0,0,0,0,0,0,0,22,32,0,2,8,0,0
11,446,227,129,0,0,129,57,18,0,0,0,12,6,17,0,0,3,0,0,0,0,0,0,0,0,2,6,4,12,0,0
12,91,9,41,0,0,3,23,9,0,0,0,27,24,20,0,0,14,0,0,0,0,0,0,0,5,18,3,17,11,0,0
13,162,114,41,3,0,42,33,1,0,0,0,45,0,2,0,0,9,0,0,0,0,0,0,0,6,16,1,21,6,0,0
14,18,315,160,57,0,23,52,5,0,0,0,45,11,13,0,0,5,0,0,0,0,0,0,0,7,24,1,20,12,0,0
15,59,24,65,20,0,69,55,10,0,0,0,18,10,14,0,0,4,0,0,0,0,0,0,0,10,20,1,12,16,0,0
16,267,77,48,8,0,38,21,5,0,0,0,4,7,9,0,0,6,0,0,0,0,0,0,0,4,22,2,10,14,0,0
17,192,40,16,1,0,4,48,9,0,0,0,51,6,36,0,0,1,0,0,0,0,0,0,0,8,19,0,7,13,0,0
18,248,94,101,68,0,67,14,1,0,0,0,16,8,36,0,0,4,0,0,0,0,0,0,0,9,19,5,5,11,0,0
19,191,236,82,6,0,42,24,0,0,0,0,14,9,1,0,0,5,0,0,0,0,0,0,0,11,2,1,0,8,0,0
20,282,163,55,112,0,2,14,52,0,0,0,2,4,37,0,0,29,0,0,0,0,0,0,0,25,21,1,22,2,0,0
21,773,65,89,423,0,36,12,14,0,0,0,14,11,3,0,0,23,0,0,0,0,0,0,0,8,6,2,27,9,0,0
22,147,259,12,9,0,26,17,2,0,0,0,22,53,0,0,0,1,0,0,0,0,0,0,0,4,18,3,12,15,0,0
23,69,29,170,23,0,81,27,15,0,0,0,11,61,8,0,0,35,0,0,0,0,0,0,0,1,32,4,23,6,0,0
24,136,11,50,99,0,125,64,115,0,0,0,9,11,11,0,0,10,0,0,0,0,0,0,0,3,4,0,3,9,0,0
25,134,55,97,12,0,0,24,10,0,0,0,11,42,12,0,0,4,0,0,0,0,0,0,0,13,7,0,7,5,0,0
26,179,55,37,79,0,43,9,14,0,0,0,5,4,11,0,0,5,0,0,0,0,0,0,0,15,5,1,1,2,0,0
27,60,12,158,12,0,18,21,17,0,0,0,25,25,5,0,0,17,0,0,0,0,0,0,0,12,42,0,13,6,0,0
28,679,35,51,8,0,272,50,5,0,0,0,33,97,10,0,0,10,0,0,0,0,0,0,0,19,32,0,3,9,0,0
29,151,230,115,0,0,67,2,12,0,0,0,18,10,0,0,0,2,0,0,0,0,0,0,0,11,32,1,5,1,0,0
30,2,16,134,7,0,16,34,1,0,0,0,26,27,18,0,0,5,0,0,0,0,0,0,0,1,8,1,3,1,0,0
31,39,131,62,158,0,55,36,4,0,0,0,9,22,8,0,0,2,0,0,0,0,0,0,0,3,13,2,9,17,0,0
32,321,12,67,9,0,45,12,4,0,0,0,50,36,11,0,0,56,0,0,0,0,0,0,0,9,15,5,9,1,0,0
33,688,62,131,18,0,43,51,6,0,0,0,17,37,40,0,0,12,0,0,0,0,0,0,0,2,14,5,5,0,0,0
34,366,151,133,0,0,55,55,14,0,0,0,8,27,18,0,0,1,0,0,0,0,0,0,0,20,3,0,3,2,0,0
35,124,131,17,3,0,91,84,24,0,0,0,24,11,7,0,0,62,0,0,0,0,0,0,0,15,9,2,11,9,0,0
36,266,28,97,3,0,106,16,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0,0,0,2,18,1,27,2,0,0
37,109,55,98,172,0,161,13,3,0,0,0,41,26,0,0,0,11,0,0,0,0,0,0,0,6,54,1,0,8,0,0
38,13,140,55,80,0,38,7,27,0,0,0,25,1,7,0,0,2,0,0,0,0,0,0,0,2,32,2,5,1,0,0
39,182,249,163,3,0,25,13,1,0,0,0,13,2,4,0,0,6,0,0,0,0,0,0,0,13,3,1,1,2,0,0
40,94,4,38,18,0,89,56,6,0,0,0,28,8,50,0,0,21,0,0,0,0,0,0,0,2,18,2,3,3,0,0
41,91,35,129,136,0,43,23,20,0,0,0,64,22,1,0,0,2,0,0,0,0,0,0,0,9,15,1,10,8,0,0
