,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,113,88,252,0,7,51,37,0,0,9,14,15,37,0,3,0,0,0,0,14,24,14,4,13,0,5,1,0,0,0,1
1,18,108,143,0,11,27,59,0,0,70,20,22,1,0,33,0,0,0,0,6,0,5,3,3,0,10,1,0,0,0,6
2,431,9,148,0,27,18,19,0,0,17,17,5,35,0,17,0,0,0,0,2,6,0,7,2,0,8,5,0,0,0,9
3,50,178,100,0,15,50,20,0,0,28,29,0,37,0,43,0,0,0,0,7,0,17,2,7,0,2,0,0,0,0,14
4,562,81,94,0,61,20,15,0,0,15,4,13,10,0,5,0,0,0,0,13,7,6,2,13,0,26,3,0,0,0,6
5,144,159,97,0,42,16,4,0,0,31,5,3,14,0,25,0,0,0,0,5,15,0,7,21,0,10,3,0,0,0,16
6,890,38,119,0,51,37,34,0,0,6,13,58,17,0,15,0,0,0,0,0,1,1,8,13,0,1,3,0,0,0,5
7,20,285,32,0,23,29,80,0,0,4,9,17,26,0,30,0,0,0,0,8,0,1,5,13,0,1,3,0,0,0,0
8,540,215,34,0,37,28,12,0,0,10,18,38,20,0,17,0,0,0,0,3,24,3,0,8,0,4,1,0,0,0,4
9,76,203,45,0,21,25,7,0,0,28,2,2,6,0,3,0,0,0,0,2,11,3,10,9,0,8,1,0,0,0,21
10,46,177,87,0,17,31,34,0,0,26,27,7,55,0,12,0,0,0,0,11,20,1,26,3,0,27,0,0,0,0,9
11,821,64,50,0,22,17,25,0,0,1,50,10,10,0,2,0,0,0,0,30,7,0,2,1,0,3,1,0,0,0,5
12,82,274,128,0,51,21,20,0,0,1,1,28,36,0,20,0,0,0,0,0,4,3,13,2,0,13,2,0,0,0,24
13,315,59,26,0,5,32,75,0,0,48,4,11,14,0,1,0,0,0,0,0,8,3,6,12,0,9,1,0,0,0,20
14,36,36,42,0,40,54,3,0,0,20,16,8,4,0,17,0,0,0,0,1,16,2,2,4,0,27,2,0,0,0,8
15,46,82,24,0,69,28,25,0,0,9,5,2,28,0,42,0,0,0,0,2,23,1,3,8,0,7,1,0,0,0,13
16,133,43,138,0,72,19,20,0,0,33,51,32,27,0,56,0,0,0,0,13,5,4,0,1,0,4,0,0,0,0,15
17,205,95,61,0,16,6,29,0,0,19,10,35,38,0,31,0,0,0,0,1,18,8,5,15,0,22,3,0,0,0,10
18,63,29,185,0,24,60,22,0,0,24,3,57,9,0,0,0,0,0,0,1,14,3,5,16,0,24,1,0,0,0,0
19,264,82,144,0,22,145,25,0,0,6,6,28,45,0,9,0,0,0,0,5,0,4,5,8,0,28,0,0,0,0,15
20,456,8,44,0,36,31,7,0,0,5,23,52,14,0,3,0,0,0,0,1,0,4,4,12,0,3,1,0,0,0,6
21,86,305,117,0,9,13,44,0,0,35,27,17,3,0,5,0,0,0,0,0,17,1,2,20,0,9,2,0,0,0,40
22,427,287,58,0,81,198,23,0,0,11,25,67,4,0,0,0,0,0,0,1,4,0,12,29,0,36,0,0,0,0,13
23,29,46,157,0,25,21,31,0,0,21,9,8,36,0,16,0,0,0,0,1,9,3,3,9,0,33,0,0,0,0,6
24,820,6,103,0,13,8,29,0,0,19,1,8,10,0,4,0,0,0,0,38,9,6,15,10,0,12,12,0,0,0,44
25,271,255,45,0,68,33,34,0,0,27,0,14,28,0,4,0,0,0,0,19,0,1,7,0,0,12,0,0,0,0,18
26,325,46,59,0,44,20,48,0,0,7,23,16,5,0,4,0,0,0,0,0,17,2,3,13,0,10,5,0,0,0,14
27,135,36,30,0,19,161,17,0,0,42,16,30,22,0,32,0,0,0,0,0,12,3,1,7,0,5,1,0,0,0,20
28,271,164,34,0,12,20,4,0,0,50,3,6,16,0,26,0,0,0,0,0,0,1,10,12,0,4,0,0,0,0,25
29,46,159,22,0,14,28,44,0,0,49,12,12,6,0,32,0,0,0,0,0,2,1,1,1,0,13,5,0,0,0,27
30,20,36,70,0,20,37,10,0,0,56,3,4,28,0,1,0,0,0,0,0,5,4,3,1,0,2,1,0,0,0,10
31,174,109,91,0,57,12,13,0,0,36,31,24,24,0,6,0,0,0,0,14,23,4,1,3,0,28,1,0,0,0,3
32,22,272,111,0,26,80,21,0,0,25,0,24,119,0,8,0,0,0,0,13,3,0,1,1,0,5,1,0,0,0,4
33,405,209,22,0,59,43,29,0,0,28,8,13,5,0,25,0,0,0,0,5,0,4,3,3,0,2,1,0,0,0,5
34,451,68,20,0,19,1,16,0,0,18,7,16,14,0,26,0,0,0,0,4,10,14,6,6,0,13,1,0,0,0,5
35,356,39,29,0,19,23,42,0,0,74,11,14,17,0,5,0,0,0,0,1,0,2,10,0,0,18,5,0,0,0,14
36,271,126,84,0,3,88,8,0,0,4,4,24,47,0,21,0,0,0,0,0,42,11,6,0,0,2,5,0,0,0,1
37,65,75,86,0,6,16,29,0,0,8,29,1,3,0,3,0,0,0,0,4,17,9,0,16,0,5,2,0,0,0,8
38,85,45,99,0,16,41,10,0,0,7,3,3,18,0,49,0,0,0,0,3,5,2,0,11,0,2,5,0,0,0,2
39,39,54,40,0,4,21,4,0,0,51,18,8,2,0,75,0,0,0,0,3,2,3,9,2,0,2,0,0,0,0,3
40,88,54,86,0,26,19,16,0,0,4,8,8,22,0,8,0,0,0,0,2,13,0,1,1,0,26,7,0,0,0,7
41,97,73,29,0,33,71,38,0,0,16,9,19,24,0,7,0,0,0,0,12,29,2,1,0,0,5,1,0,0,0,10
42,70,213,196,0,44,110,66,0,0,23,36,12,14,0,63,0,0,0,0,2,2,6,6,12,0,11,5,0,0,0,7
43,102,69,61,0,26,63,24,0,0,36,19,8,16,0,20,0,0,0,0,6,8,1,8,0,0,11,0,0,0,0,9
44,280,88,113,0,51,39,46,0,0,3,5,6,10,0,9,0,0,0,0,5,3,4,5,7,0,28,4,0,0,0,6
45,36,118,126,0,32,46,14,0,0,56,8,15,12,0,52,0,0,0,0,4,19,3,3,22,0,40,1,0,0,0,16
46,216,109,74,0,56,86,10,0,0,17,11,10,25,0,14,0,0,0,0,1,4,0,8,2,0,17,3,0,0,0,9
47,643,51,89,0,24,72,6,0,0,89,2,0,74,0,17,0,0,0,0,12,0,0,7,6,0,11,6,0,0,0,4
48,162,401,175,0,33,22,21,0,0,29,25,33,10,0,45,0,0,0,0,6,19,1,5,2,0,12,3,0,0,0,2
49,157,106,47,0,46,46,16,0,0,17,59,4,57,0,53,0,0,0,0,11,8,13,8,14,0,6,1,0,0,0,12
50,642,12,77,0,8,18,35,0,0,85,13,2,2,0,6,0,0,0,0,4,17,0,8,0,0,4,0,0,0,0,9
51,86,314,82,0,36,122,79,0,0,23,42,25,28,0,9,0,0,0,0,0,3,12,3,0,0,15,1,0,0,0,13
52,214,74,62,0,26,42,42,0,0,16,29,9,5,0,17,0,0,0,0,0,0,6,7,1,0,11,1,0,0,0,5
53,214,161,70,0,12,27,92,0,0,16,39,6,18,0,12,0,0,0,0,1,2,1,11,9,0,2,2,0,0,0,8
54,177,69,41,0,39,26,118,0,0,17,13,1,8,0,64,0,0,0,0,0,2,0,0,7,0,10,0,0,0,0,18
55,187,93,145,0,67,11,35,0,0,30,11,15,14,0,23,0,0,0,0,0,3,0,5,2,0,2,3,0,0,0,4
56,318,91,80,0,51,33,13,0,0,11,13,32,77,0,8,0,0,0,0,19,8,7,3,5,0,3,0,0,0,0,9
57,562,56,77,0,30,57,58,0,0,9,28,5,38,0,12,0,0,0,0,1,16,3,22,0,0,0,1,0,0,0,3
58,228,23,208,0,40,4,69,0,0,42,10,39,46,0,58,0,0,0,0,9,14,2,3,3,0,5,0,0,0,0,5
59,46,11,14,0,25,27,4,0,0,19,88,13,25,0,63,0,0,0,0,5,1,0,0,7,0,10,1,0,0,0,6
60,160,9,127,0,53,53,7,0,0,5,6,20,4,0,77,0,0,0,0,24,2,0,11,6,0,9,2,0,0,0,27
61,573,130,159,0,15,66,12,0,0,48,3,6,9,0,0,0,0,0,0,0,4,2,1,3,0,16,5,0,0,0,5
62,564,332,28,0,53,70,38,0,0,42,20,3,2,0,5,0,0,0,0,1,8,0,2,5,0,11,0,0,0,0,3
63,115,176,28,0,56,83,75,0,0,24,6,42,11,0,52,0,0,0,0,9,1,2,3,22,0,15,2,0,0,0,13
64,158,11,88,0,38,5,37,0,0,7,15,33,12,0,7,0,0,0,0,7,15,4,10,0,0,18,1,0,0,0,1
65,684,68,63,0,51,55,19,0,0,10,6,4,22,0,12,0,0,0,0,0,16,6,0,2,0,1,1,0,0,0,8
66,326,11,15,0,35,14,23,0,0,3,23,7,16,0,17,0,0,0,0,0,0,9,19,3,0,2,1,0,0,0,2
67,815,93,28,0,18,9,19,0,0,8,9,6,14,0,10,0,0,0,0,2,3,0,2,25,0,31,1,0,0,0,2
68,142,142,120,0,75,7,24,0,0,29,17,3,2,0,6,0,0,0,0,3,2,4,17,5,0,2,0,0,0,0,5
69,139,30,86,0,17,137,14,0,0,16,41,34,1,0,0,0,0,0,0,28,7,6,9,3,0,1,0,0,0,0,3
70,42,173,39,0,5,19,15,0,0,11,3,16,32,0,74,0,0,0,0,1,15,2,4,1,0,13,1,0,0,0,28
71,201,101,85,0,23,4,24,0,0,11,11,20,39,0,2,0,0,0,0,1,1,1,6,53,0,15,3,0,0,0,7
72,41,133,83,0,16,89,40,0,0,78,21,3,36,0,78,0,0,0,0,7,15,10,6,9,0,14,7,0,0,0,3
73,35,9,126,0,30,49,20,0,0,14,78,0,17,0,179,0,0,0,0,2,9,2,1,11,0,4,4,0,0,0,2
74,804,204,98,0,13,23,36,0,0,5,3,28,96,0,24,0,0,0,0,2,1,2,5,2,0,18,6,0,0,0,9
75,41,24,94,0,4,45,22,0,0,22,9,66,14,0,8,0,0,0,0,3,0,0,7,5,0,23,2,0,0,0,7
76,693,261,73,0,38,85,32,0,0,36,15,17,20,0,1,0,0,0,0,22,12,2,2,10,0,14,0,0,0,0,3
