,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,238,333,112,0,0,68,9,19,0,0,0,10,70,0,45,0,19,0,0,0,0,0,0,10,0,31,0,0,0,0,9
1,410,145,104,6,0,58,45,15,0,0,0,52,10,0,38,0,32,0,0,0,0,0,0,9,0,5,1,0,0,0,12
2,137,113,52,161,0,10,51,4,0,0,0,6,1,0,34,0,1,0,0,0,0,0,0,10,0,1,5,0,0,0,4
3,86,185,129,32,0,31,20,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,12,0,10,3,0,0,0,20
4,2262,10,157,51,0,16,6,5,0,0,0,33,16,0,18,0,24,0,0,0,0,0,0,0,0,7,0,0,0,0,1
5,410,22,26,13,0,15,25,9,0,0,0,9,28,0,8,0,12,0,0,0,0,0,0,0,0,26,1,0,0,0,15
6,338,23,13,77,0,16,2,18,0,0,0,35,9,0,9,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,9
7,17,33,174,8,0,92,9,1,0,0,0,12,30,0,91,0,10,0,0,0,0,0,0,5,0,15,1,0,0,0,16
8,112,96,161,6,0,50,56,2,0,0,0,9,77,0,13,0,18,0,0,0,0,0,0,2,0,4,2,0,0,0,8
9,123,78,108,31,0,73,82,7,0,0,0,13,14,0,85,0,3,0,0,0,0,0,0,3,0,28,0,0,0,0,11
10,652,22,26,193,0,8,54,0,0,0,0,47,7,0,1,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,4
11,20,258,89,27,0,53,40,7,0,0,0,28,22,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,11
12,4,160,123,15,0,80,32,0,0,0,0,42,21,0,4,0,1,0,0,0,0,0,0,17,0,8,3,0,0,0,14
13,411,221,44,56,0,35,37,0,0,0,0,30,47,0,23,0,15,0,0,0,0,0,0,42,0,12,2,0,0,0,19
14,557,173,110,66,0,26,32,61,0,0,0,2,19,0,6,0,0,0,0,0,0,0,0,5,0,39,0,0,0,0,32
15,52,33,70,52,0,20,6,0,0,0,0,28,19,0,6,0,8,0,0,0,0,0,0,5,0,18,0,0,0,0,4
16,85,63,130,2,0,47,38,6,0,0,0,27,46,0,28,0,13,0,0,0,0,0,0,1,0,18,2,0,0,0,33
17,409,9,24,15,0,42,56,13,0,0,0,27,23,0,31,0,5,0,0,0,0,0,0,0,0,8,3,0,0,0,3
18,48,31,86,0,0,79,0,26,0,0,0,20,9,0,22,0,28,0,0,0,0,0,0,1,0,3,7,0,0,0,1
19,93,166,66,18,0,42,3,90,0,0,0,9,25,0,0,0,4,0,0,0,0,0,0,5,0,35,4,0,0,0,31
20,254,138,23,214,0,111,3,3,0,0,0,8,10,0,16,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,7
21,37,6,76,14,0,11,38,45,0,0,0,24,2,0,13,0,5,0,0,0,0,0,0,7,0,5,0,0,0,0,7
22,22,41,156,56,0,104,179,0,0,0,0,4,15,0,6,0,1,0,0,0,0,0,0,3,0,20,1,0,0,0,6
23,18,37,159,103,0,3,38,7,0,0,0,22,32,0,3,0,13,0,0,0,0,0,0,1,0,17,1,0,0,0,1
24,413,87,101,14,0,35,49,15,0,0,0,1,86,0,22,0,3,0,0,0,0,0,0,0,0,16,1,0,0,0,9
25,162,59,230,145,0,30,54,25,0,0,0,4,66,0,12,0,16,0,0,0,0,0,0,2,0,13,3,0,0,0,7
26,873,52,68,26,0,59,55,67,0,0,0,16,39,0,11,0,7,0,0,0,0,0,0,12,0,15,0,0,0,0,9
27,578,77,51,87,0,47,74,24,0,0,0,15,24,0,14,0,1,0,0,0,0,0,0,16,0,9,4,0,0,0,3
28,163,285,14,2,0,102,55,2,0,0,0,8,61,0,7,0,4,0,0,0,0,0,0,12,0,22,2,0,0,0,5
29,723,50,122,27,0,19,23,41,0,0,0,45,10,0,10,0,8,0,0,0,0,0,0,2,0,15,6,0,0,0,1
30,60,39,39,23,0,54,18,3,0,0,0,5,93,0,22,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,12
31,744,100,46,86,0,55,7,3,0,0,0,37,23,0,22,0,9,0,0,0,0,0,0,2,0,10,0,0,0,0,7
32,14,140,30,65,0,148,50,1,0,0,0,25,0,0,18,0,2,0,0,0,0,0,0,2,0,21,0,0,0,0,5
33,474,100,103,78,0,16,46,4,0,0,0,10,45,0,1,0,4,0,0,0,0,0,0,4,0,13,2,0,0,0,11
34,48,154,179,119,0,19,12,49,0,0,0,26,26,0,10,0,0,0,0,0,0,0,0,4,0,24,3,0,0,0,28
35,306,232,53,56,0,18,17,46,0,0,0,73,7,0,59,0,6,0,0,0,0,0,0,9,0,19,4,0,0,0,8
36,922,68,88,0,0,145,6,4,0,0,0,17,15,0,9,0,27,0,0,0,0,0,0,7,0,39,1,0,0,0,22
37,21,63,121,64,0,24,12,88,0,0,0,16,53,0,8,0,9,0,0,0,0,0,0,3,0,6,3,0,0,0,5
38,207,51,46,6,0,20,15,13,0,0,0,4,16,0,5,0,57,0,0,0,0,0,0,17,0,9,4,0,0,0,25
39,158,94,74,96,0,179,44,3,0,0,0,75,6,0,51,0,5,0,0,0,0,0,0,15,0,1,5,0,0,0,13
40,325,25,107,95,0,15,64,3,0,0,0,16,47,0,21,0,13,0,0,0,0,0,0,1,0,20,3,0,0,0,4
41,282,84,33,2,0,124,63,18,0,0,0,21,22,0,6,0,5,0,0,0,0,0,0,7,0,14,1,0,0,0,5
42,292,13,46,1,0,65,24,8,0,0,0,4,17,0,6,0,11,0,0,0,0,0,0,2,0,11,2,0,0,0,14
43,211,49,167,227,0,55,37,18,0,0,0,3,50,0,4,0,17,0,0,0,0,0,0,1,0,8,0,0,0,0,5
44,236,29,28,142,0,147,39,7,0,0,0,11,15,0,5,0,8,0,0,0,0,0,0,5,0,6,0,0,0,0,10
45,258,35,76,6,0,122,34,2,0,0,0,8,16,0,35,0,18,0,0,0,0,0,0,8,0,18,6,0,0,0,12
46,658,22,37,27,0,73,7,5,0,0,0,16,10,0,4,0,6,0,0,0,0,0,0,6,0,2,2,0,0,0,17
47,334,181,42,160,0,38,49,18,0,0,0,20,5,0,36,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,14
48,1419,40,51,3,0,40,31,0,0,0,0,20,6,0,61,0,10,0,0,0,0,0,0,0,0,16,3,0,0,0,5
49,598,25,45,74,0,12,42,22,0,0,0,23,30,0,14,0,1,0,0,0,0,0,0,8,0,7,7,0,0,0,47
50,270,24,39,222,0,4,30,2,0,0,0,15,12,0,0,0,4,0,0,0,0,0,0,0,0,16,4,0,0,0,9
51,348,59,19,60,0,55,39,0,0,0,0,5,22,0,13,0,20,0,0,0,0,0,0,0,0,4,2,0,0,0,4
52,135,46,19,143,0,83,48,41,0,0,0,20,6,0,2,0,4,0,0,0,0,0,0,40,0,19,3,0,0,0,0
53,173,84,85,0,0,64,54,16,0,0,0,7,15,0,29,0,8,0,0,0,0,0,0,10,0,13,1,0,0,0,11
54,1094,37,190,9,0,30,21,8,0,0,0,2,37,0,52,0,27,0,0,0,0,0,0,14,0,11,4,0,0,0,4
55,371,38,127,2,0,18,48,6,0,0,0,51,5,0,25,0,0,0,0,0,0,0,0,1,0,36,3,0,0,0,17
56,36,6,104,19,0,44,28,1,0,0,0,33,16,0,24,0,5,0,0,0,0,0,0,5,0,1,1,0,0,0,12
57,56,47,184,11,0,67,15,0,0,0,0,34,3,0,20,0,12,0,0,0,0,0,0,9,0,66,1,0,0,0,3
58,245,116,36,3,0,41,46,20,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,21
59,100,94,331,193,0,95,37,6,0,0,0,17,20,0,17,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,17
60,255,289,54,32,0,26,15,1,0,0,0,23,7,0,6,0,33,0,0,0,0,0,0,15,0,8,1,0,0,0,12
61,253,40,43,41,0,37,89,15,0,0,0,5,51,0,37,0,4,0,0,0,0,0,0,1,0,7,0,0,0,0,17
62,456,38,92,129,0,19,27,0,0,0,0,15,23,0,4,0,0,0,0,0,0,0,0,2,0,14,2,0,0,0,9
63,947,53,86,1,0,54,4,3,0,0,0,4,3,0,19,0,5,0,0,0,0,0,0,9,0,19,2,0,0,0,19
64,25,17,49,297,0,4,20,16,0,0,0,1,20,0,8,0,10,0,0,0,0,0,0,3,0,9,3,0,0,0,3
65,139,70,71,34,0,19,38,1,0,0,0,15,46,0,0,0,12,0,0,0,0,0,0,1,0,3,5,0,0,0,7
66,168,42,40,44,0,75,10,7,0,0,0,31,4,0,6,0,5,0,0,0,0,0,0,9,0,13,3,0,0,0,10
67,60,45,90,132,0,36,71,22,0,0,0,12,21,0,34,0,7,0,0,0,0,0,0,23,0,2,0,0,0,0,26
68,7,61,125,281,0,65,43,4,0,0,0,0,33,0,6,0,11,0,0,0,0,0,0,1,0,2,0,0,0,0,2
69,428,132,15,448,0,23,9,28,0,0,0,5,14,0,2,0,5,0,0,0,0,0,0,26,0,14,1,0,0,0,6
70,402,60,42,34,0,7,26,13,0,0,0,7,6,0,1,0,1,0,0,0,0,0,0,24,0,27,3,0,0,0,10
71,217,250,115,11,0,81,58,18,0,0,0,53,47,0,27,0,0,0,0,0,0,0,0,10,0,2,6,0,0,0,39
72,116,232,22,25,0,26,87,0,0,0,0,19,41,0,14,0,8,0,0,0,0,0,0,0,0,24,0,0,0,0,13
73,240,12,157,65,0,15,19,39,0,0,0,21,2,0,9,0,1,0,0,0,0,0,0,10,0,28,1,0,0,0,10
74,251,239,104,114,0,10,33,53,0,0,0,2,3,0,15,0,26,0,0,0,0,0,0,3,0,26,0,0,0,0,12
75,133,281,105,62,0,10,28,3,0,0,0,20,27,0,0,0,4,0,0,0,0,0,0,7,0,56,1,0,0,0,14
76,8,201,57,57,0,94,49,1,0,0,0,2,17,0,19,0,2,0,0,0,0,0,0,7,0,9,0,0,0,0,12
77,21,23,36,51,0,52,45,22,0,0,0,8,25,0,4,0,6,0,0,0,0,0,0,1,0,20,10,0,0,0,6
78,15,185,75,5,0,21,16,5,0,0,0,26,21,0,37,0,0,0,0,0,0,0,0,7,0,18,7,0,0,0,12
79,423,43,65,1,0,11,28,37,0,0,0,1,13,0,11,0,2,0,0,0,0,0,0,8,0,7,0,0,0,0,8
80,34,158,120,44,0,43,57,7,0,0,0,9,12,0,16,0,2,0,0,0,0,0,0,2,0,1,3,0,0,0,14
81,16,137,109,2,0,3,45,8,0,0,0,25,57,0,6,0,5,0,0,0,0,0,0,2,0,12,2,0,0,0,17
82,435,108,58,22,0,2,55,9,0,0,0,1,9,0,10,0,3,0,0,0,0,0,0,1,0,14,6,0,0,0,1
83,116,35,111,53,0,31,2,2,0,0,0,21,1,0,36,0,7,0,0,0,0,0,0,9,0,11,4,0,0,0,9
84,2,140,77,787,0,22,78,0,0,0,0,1,21,0,30,0,8,0,0,0,0,0,0,9,0,18,1,0,0,0,4
85,49,63,53,5,0,78,29,0,0,0,0,14,18,0,12,0,43,0,0,0,0,0,0,2,0,17,3,0,0,0,4
86,294,93,37,3,0,9,24,5,0,0,0,47,12,0,1,0,9,0,0,0,0,0,0,0,0,10,1,0,0,0,8
