,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,265,103,88,45,48,0,48,20,33,23,0,0,0,0,15,12,7,6,9,7,3,0,0,0,0,0,0,0,0,16,0
1,256,113,100,43,51,0,38,32,24,29,0,0,0,0,13,10,12,14,8,17,4,0,0,0,0,0,0,0,0,14,0
2,256,101,81,31,69,0,36,37,22,14,0,0,0,0,22,6,5,9,11,17,6,0,0,0,0,0,0,0,0,15,0
3,263,116,97,45,42,0,42,30,35,25,0,0,0,0,14,7,4,14,11,13,8,0,0,0,0,0,0,0,0,17,0
4,237,106,78,37,47,0,47,36,32,20,0,0,0,0,12,7,7,15,7,13,0,0,0,0,0,0,0,0,0,13,0
5,246,111,93,46,53,0,31,22,19,33,0,0,0,0,16,8,9,11,7,15,6,0,0,0,0,0,0,0,0,17,0
6,270,110,96,36,60,0,41,34,25,29,0,0,0,0,16,7,14,12,8,6,8,0,0,0,0,0,0,0,0,14,0
7,260,97,78,42,62,0,42,29,25,22,0,0,0,0,15,11,2,15,8,9,5,0,0,0,0,0,0,0,0,8,0
8,261,121,84,45,43,0,50,32,23,30,0,0,0,0,18,16,7,15,8,9,6,0,0,0,0,0,0,0,0,10,0
9,255,110,92,32,56,0,45,31,23,17,0,0,0,0,18,7,8,11,15,19,8,0,0,0,0,0,0,0,0,11,0
10,266,116,88,44,48,0,36,42,26,30,0,0,0,0,19,6,6,13,9,7,7,0,0,0,0,0,0,0,0,15,0
11,263,95,94,32,43,0,35,20,28,19,0,0,0,0,20,4,7,13,5,7,4,0,0,0,0,0,0,0,0,8,0
12,287,120,101,31,48,0,48,33,26,18,0,0,0,0,13,5,11,14,5,16,4,0,0,0,0,0,0,0,0,17,0
13,245,108,98,41,45,0,40,30,16,22,0,0,0,0,18,7,13,13,6,12,4,0,0,0,0,0,0,0,0,13,0
14,285,113,79,33,51,0,30,30,25,22,0,0,0,0,15,8,9,16,7,13,9,0,0,0,0,0,0,0,0,11,0
15,235,113,90,31,47,0,42,35,26,29,0,0,0,0,10,6,4,10,12,14,9,0,0,0,0,0,0,0,0,11,0
16,260,81,97,42,55,0,47,28,34,32,0,0,0,0,19,7,7,8,5,20,5,0,0,0,0,0,0,0,0,11,0
17,255,81,98,37,65,0,38,34,22,20,0,0,0,0,17,6,7,14,8,13,7,0,0,0,0,0,0,0,0,13,0
18,278,95,70,30,54,0,39,35,21,25,0,0,0,0,22,11,10,10,7,13,4,0,0,0,0,0,0,0,0,10,0
19,244,93,108,41,53,0,52,27,12,17,0,0,0,0,24,11,9,13,9,10,6,0,0,0,0,0,0,0,0,11,0
20,270,104,89,37,45,0,32,22,16,22,0,0,0,0,18,12,11,13,4,7,5,0,0,0,0,0,0,0,0,14,0
21,268,88,94,43,58,0,37,29,26,23,0,0,0,0,25,11,10,12,7,12,5,0,0,0,0,0,0,0,0,13,0
22,268,104,74,41,50,0,33,28,24,25,0,0,0,0,18,11,6,9,7,12,7,0,0,0,0,0,0,0,0,13,0
23,271,117,101,35,55,0,33,24,26,21,0,0,0,0,19,10,3,6,7,15,6,0,0,0,0,0,0,0,0,13,0
24,266,110,71,42,55,0,41,27,21,19,0,0,0,0,23,8,10,12,14,12,6,0,0,0,0,0,0,0,0,12,0
25,262,98,86,37,54,0,37,24,23,28,0,0,0,0,19,6,7,6,10,16,9,0,0,0,0,0,0,0,0,22,0
26,251,102,90,24,59,0,57,37,28,31,0,0,0,0,17,15,14,8,7,14,7,0,0,0,0,0,0,0,0,9,0
27,261,104,92,34,53,0,37,33,28,26,0,0,0,0,22,4,6,11,5,11,4,0,0,0,0,0,0,0,0,13,0
28,272,99,73,34,59,0,45,32,22,19,0,0,0,0,15,8,7,21,7,11,3,0,0,0,0,0,0,0,0,10,0
29,241,107,70,40,50,0,38,34,25,24,0,0,0,0,17,9,6,12,10,9,8,0,0,0,0,0,0,0,0,11,0
30,256,115,79,38,46,0,49,32,19,26,0,0,0,0,13,10,15,13,11,7,4,0,0,0,0,0,0,0,0,8,0
31,286,113,86,32,54,0,30,32,16,17,0,0,0,0,19,11,10,13,9,18,6,0,0,0,0,0,0,0,0,9,0
32,244,105,80,39,53,0,49,28,32,22,0,0,0,0,22,18,5,11,9,13,4,0,0,0,0,0,0,0,0,11,0
33,257,106,101,38,64,0,48,26,24,30,0,0,0,0,24,8,5,7,8,12,6,0,0,0,0,0,0,0,0,11,0
34,242,127,68,31,50,0,43,25,28,23,0,0,0,0,18,14,7,19,6,13,9,0,0,0,0,0,0,0,0,17,0
35,255,127,95,37,52,0,42,38,24,19,0,0,0,0,16,6,6,9,15,10,5,0,0,0,0,0,0,0,0,15,0
36,290,108,82,45,55,0,49,24,17,25,0,0,0,0,18,7,6,16,5,12,2,0,0,0,0,0,0,0,0,10,0
37,258,115,83,44,58,0,33,32,24,24,0,0,0,0,19,4,16,16,8,17,7,0,0,0,0,0,0,0,0,11,0
38,244,107,96,42,53,0,34,30,32,28,0,0,0,0,18,6,15,12,7,17,4,0,0,0,0,0,0,0,0,16,0
39,274,102,103,31,42,0,52,20,24,21,0,0,0,0,24,8,4,13,9,15,5,0,0,0,0,0,0,0,0,12,0
40,257,111,93,51,54,0,42,31,20,27,0,0,0,0,15,11,12,10,5,17,10,0,0,0,0,0,0,0,0,7,0
41,271,94,101,41,44,0,37,28,38,24,0,0,0,0,17,11,4,6,8,7,7,0,0,0,0,0,0,0,0,17,0
42,240,109,72,45,51,0,35,30,19,31,0,0,0,0,19,10,12,4,9,16,8,0,0,0,0,0,0,0,0,11,0
43,283,108,87,32,64,0,29,34,25,26,0,0,0,0,15,9,10,13,12,10,6,0,0,0,0,0,0,0,0,9,0
44,285,118,79,41,58,0,37,22,21,27,0,0,0,0,17,9,7,10,12,7,5,0,0,0,0,0,0,0,0,7,0
45,282,109,73,28,49,0,47,34,27,33,0,0,0,0,16,8,8,7,6,8,8,0,0,0,0,0,0,0,0,11,0
46,265,106,89,25,53,0,46,36,21,21,0,0,0,0,19,5,9,17,5,11,12,0,0,0,0,0,0,0,0,13,0
47,258,110,89,40,62,0,42,25,20,24,0,0,0,0,24,6,6,12,9,10,9,0,0,0,0,0,0,0,0,15,0
48,257,111,91,48,60,0,44,29,21,21,0,0,0,0,17,7,8,9,12,11,4,0,0,0,0,0,0,0,0,11,0
49,241,113,85,34,51,0,42,28,19,27,0,0,0,0,19,10,10,12,13,16,6,0,0,0,0,0,0,0,0,14,0
50,277,97,97,27,64,0,44,35,22,20,0,0,0,0,15,8,11,10,8,8,7,0,0,0,0,0,0,0,0,15,0
51,263,97,84,41,51,0,41,26,24,22,0,0,0,0,27,9,6,8,10,7,7,0,0,0,0,0,0,0,0,16,0
52,278,115,89,34,53,0,46,22,24,17,0,0,0,0,15,8,8,10,10,12,5,0,0,0,0,0,0,0,0,10,0
53,229,105,85,40,65,0,34,30,30,19,0,0,0,0,28,10,4,14,5,15,4,0,0,0,0,0,0,0,0,10,0
54,267,103,99,27,51,0,57,28,21,22,0,0,0,0,16,4,9,13,8,21,8,0,0,0,0,0,0,0,0,8,0
55,254,105,82,35,53,0,29,29,17,21,0,0,0,0,19,5,5,10,12,10,5,0,0,0,0,0,0,0,0,13,0
56,249,125,88,35,51,0,38,19,32,27,0,0,0,0,14,10,6,9,11,16,6,0,0,0,0,0,0,0,0,10,0
57,256,107,94,42,47,0,48,26,19,24,0,0,0,0,17,9,8,11,16,15,10,0,0,0,0,0,0,0,0,7,0
58,258,108,84,23,56,0,50,33,22,22,0,0,0,0,13,10,10,8,9,17,3,0,0,0,0,0,0,0,0,15,0
59,273,85,85,38,53,0,41,24,17,21,0,0,0,0,19,11,5,12,8,14,10,0,0,0,0,0,0,0,0,11,0
60,233,89,106,30,45,0,37,34,29,25,0,0,0,0,17,7,5,10,10,15,6,0,0,0,0,0,0,0,0,10,0
61,249,103,86,36,57,0,42,26,20,26,0,0,0,0,23,6,12,19,5,16,4,0,0,0,0,0,0,0,0,13,0
62,285,84,84,39,52,0,48,36,23,20,0,0,0,0,18,13,11,6,12,15,10,0,0,0,0,0,0,0,0,11,0
63,281,106,99,34,52,0,41,37,19,17,0,0,0,0,14,8,9,9,7,7,5,0,0,0,0,0,0,0,0,9,0
64,283,109,81,51,49,0,34,23,19,24,0,0,0,0,16,11,4,15,9,14,4,0,0,0,0,0,0,0,0,12,0
65,255,97,91,36,59,0,49,43,29,27,0,0,0,0,13,11,7,12,8,8,10,0,0,0,0,0,0,0,0,14,0
66,260,115,111,39,56,0,39,25,22,20,0,0,0,0,24,15,4,9,11,14,8,0,0,0,0,0,0,0,0,12,0
67,270,116,94,30,50,0,38,27,38,18,0,0,0,0,18,8,7,14,4,18,4,0,0,0,0,0,0,0,0,11,0
68,255,91,96,36,42,0,54,28,25,28,0,0,0,0,12,8,8,11,11,12,6,0,0,0,0,0,0,0,0,10,0
69,236,107,105,28,54,0,48,37,19,27,0,0,0,0,15,6,10,14,10,14,4,0,0,0,0,0,0,0,0,7,0
70,254,112,83,57,43,0,37,22,27,23,0,0,0,0,19,15,6,8,13,11,6,0,0,0,0,0,0,0,0,12,0
71,316,101,72,45,54,0,47,27,30,29,0,0,0,0,20,5,6,17,10,10,8,0,0,0,0,0,0,0,0,15,0
72,274,106,85,38,55,0,49,29,21,28,0,0,0,0,16,8,11,7,10,14,3,0,0,0,0,0,0,0,0,15,0
73,237,106,96,49,55,0,34,25,23,25,0,0,0,0,19,11,7,19,9,7,6,0,0,0,0,0,0,0,0,9,0
74,295,85,97,33,52,0,43,42,31,19,0,0,0,0,19,5,11,14,7,10,7,0,0,0,0,0,0,0,0,16,0
75,264,106,89,31,67,0,52,29,18,17,0,0,0,0,8,2,14,16,6,7,4,0,0,0,0,0,0,0,0,10,0
76,278,104,93,45,60,0,37,28,22,24,0,0,0,0,19,9,10,10,10,14,5,0,0,0,0,0,0,0,0,14,0
77,268,83,97,35,70,0,37,25,19,18,0,0,0,0,17,6,8,15,16,16,5,0,0,0,0,0,0,0,0,9,0
78,265,110,90,44,48,0,29,29,15,18,0,0,0,0,15,11,6,12,7,17,6,0,0,0,0,0,0,0,0,13,0
79,287,103,81,36,56,0,42,29,35,24,0,0,0,0,15,7,7,16,5,14,4,0,0,0,0,0,0,0,0,7,0
80,223,103,110,36,55,0,43,31,27,26,0,0,0,0,19,11,7,19,6,6,4,0,0,0,0,0,0,0,0,16,0
81,260,113,83,51,54,0,28,40,10,16,0,0,0,0,22,18,13,14,3,11,5,0,0,0,0,0,0,0,0,14,0
82,258,94,111,37,49,0,38,39,29,30,0,0,0,0,13,8,5,11,12,13,8,0,0,0,0,0,0,0,0,14,0
83,270,114,78,41,48,0,44,37,25,27,0,0,0,0,17,7,10,6,7,10,4,0,0,0,0,0,0,0,0,14,0
84,279,108,101,35,70,0,52,22,27,26,0,0,0,0,12,7,7,10,7,11,11,0,0,0,0,0,0,0,0,7,0
85,254,109,85,40,54,0,35,30,27,23,0,0,0,0,12,4,6,11,3,17,8,0,0,0,0,0,0,0,0,15,0
86,283,105,97,37,39,0,42,36,16,22,0,0,0,0,22,10,7,9,8,5,11,0,0,0,0,0,0,0,0,6,0
87,253,101,92,50,46,0,32,29,18,26,0,0,0,0,21,12,14,10,7,10,8,0,0,0,0,0,0,0,0,14,0
88,294,98,82,39,63,0,46,37,21,23,0,0,0,0,20,6,9,9,10,11,6,0,0,0,0,0,0,0,0,12,0
89,281,82,89,52,59,0,43,31,18,20,0,0,0,0,19,8,7,11,12,13,9,0,0,0,0,0,0,0,0,15,0
90,266,97,72,35,44,0,50,26,25,21,0,0,0,0,18,9,12,11,8,18,2,0,0,0,0,0,0,0,0,13,0
91,234,109,84,45,46,0,39,32,20,26,0,0,0,0,18,10,6,12,5,11,4,0,0,0,0,0,0,0,0,7,0
92,254,101,94,45,56,0,38,30,20,28,0,0,0,0,15,11,4,10,4,15,11,0,0,0,0,0,0,0,0,13,0
93,234,115,99,23,65,0,42,34,27,28,0,0,0,0,14,5,10,13,7,12,4,0,0,0,0,0,0,0,0,13,0
94,251,119,81,36,55,0,47,31,24,25,0,0,0,0,19,13,5,11,5,16,6,0,0,0,0,0,0,0,0,13,0
95,279,103,83,40,54,0,43,21,26,32,0,0,0,0,23,9,4,6,6,11,5,0,0,0,0,0,0,0,0,12,0
96,259,97,91,49,50,0,35,34,17,23,0,0,0,0,15,9,10,9,9,8,4,0,0,0,0,0,0,0,0,9,0
97,234,114,100,43,54,0,45,29,25,24,0,0,0,0,16,8,7,8,10,8,4,0,0,0,0,0,0,0,0,11,0
98,224,115,88,39,48,0,56,30,23,16,0,0,0,0,18,10,9,7,7,12,5,0,0,0,0,0,0,0,0,11,0
99,267,110,98,33,60,0,33,29,22,20,0,0,0,0,15,9,10,9,6,11,2,0,0,0,0,0,0,0,0,15,0
