,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,234,117,0,79,71,0,0,33,25,23,16,0,0,0,0,17,4,13,0,0,10,11,20,0,0,0,0,0,0,0,0,10,0,5,3,4,9,0,0,0,0,10,0,0,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,116,0,88,73,0,0,35,32,15,34,0,0,0,0,15,5,19,0,0,22,20,28,0,0,0,0,0,0,0,0,16,0,6,6,11,7,0,0,0,0,7,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,257,110,0,59,62,0,0,41,23,16,23,0,0,0,0,17,7,16,0,0,16,19,19,0,0,0,0,0,0,0,0,10,0,4,4,13,7,0,0,0,0,12,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,242,104,0,74,60,0,0,40,26,24,32,0,0,0,0,14,9,20,0,0,23,18,21,0,0,0,0,0,0,0,0,11,0,5,8,7,11,0,0,0,0,10,0,0,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,253,112,0,67,74,0,0,25,19,18,30,0,0,0,0,18,7,16,0,0,21,10,17,0,0,0,0,0,0,0,0,9,0,9,3,10,8,0,0,0,0,8,0,0,4,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,260,107,0,71,65,0,0,43,16,19,33,0,0,0,0,16,8,12,0,0,21,11,17,0,0,0,0,0,0,0,0,8,0,1,6,13,7,0,0,0,0,4,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,241,120,0,74,79,0,0,35,26,14,30,0,0,0,0,23,3,18,0,0,16,9,22,0,0,0,0,0,0,0,0,12,0,8,7,9,7,0,0,0,0,7,0,0,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,235,124,0,77,73,0,0,42,19,27,34,0,0,0,0,19,7,23,0,0,21,12,16,0,0,0,0,0,0,0,0,6,0,0,5,12,6,0,0,0,0,10,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,239,140,0,79,83,0,0,31,25,12,30,0,0,0,0,13,14,17,0,0,24,11,29,0,0,0,0,0,0,0,0,6,0,2,3,13,5,0,0,0,0,7,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,227,119,0,85,70,0,0,45,23,20,23,0,0,0,0,18,12,13,0,0,15,19,17,0,0,0,0,0,0,0,0,10,0,6,2,12,5,0,0,0,0,5,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
