,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,230,140,0,77,67,0,0,31,26,12,37,0,0,0,0,18,5,19,0,0,10,7,22,0,0,0,0,0,0,0,0,0,5,5,10,15,3,0,0,0,0,0,9,0,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,240,125,0,69,69,0,0,45,21,22,28,0,0,0,0,17,17,22,0,0,17,10,25,0,0,0,0,0,0,0,0,0,7,4,3,12,11,0,0,0,0,0,4,0,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,240,104,0,78,77,0,0,36,32,23,31,0,0,0,0,17,8,13,0,0,13,16,24,0,0,0,0,0,0,0,0,0,6,5,6,9,7,0,0,0,0,0,8,0,2,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,238,121,0,81,78,0,0,40,24,21,28,0,0,0,0,18,6,14,0,0,16,10,14,0,0,0,0,0,0,0,0,0,6,3,5,4,8,0,0,0,0,0,9,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,236,124,0,76,57,0,0,38,33,17,30,0,0,0,0,16,7,11,0,0,20,9,14,0,0,0,0,0,0,0,0,0,9,7,2,6,8,0,0,0,0,0,5,0,6,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,254,113,0,75,74,0,0,41,25,15,27,0,0,0,0,21,8,28,0,0,10,17,25,0,0,0,0,0,0,0,0,0,6,1,7,9,7,0,0,0,0,0,5,0,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,209,138,0,63,79,0,0,41,16,19,32,0,0,0,0,13,4,17,0,0,24,9,31,0,0,0,0,0,0,0,0,0,9,6,3,8,10,0,0,0,0,0,4,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,275,97,0,79,71,0,0,37,33,17,27,0,0,0,0,16,9,21,0,0,16,14,26,0,0,0,0,0,0,0,0,0,8,4,5,8,10,0,0,0,0,0,8,0,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,249,118,0,77,58,0,0,42,30,11,25,0,0,0,0,13,15,22,0,0,19,16,21,0,0,0,0,0,0,0,0,0,5,5,5,15,9,0,0,0,0,0,7,0,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,244,121,0,71,65,0,0,32,27,22,25,0,0,0,0,25,10,23,0,0,21,10,21,0,0,0,0,0,0,0,0,0,10,6,4,10,5,0,0,0,0,0,9,0,4,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
