,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,251,122,0,77,60,0,0,45,23,21,36,0,0,0,0,20,7,0,21,0,23,15,21,0,0,0,0,0,0,0,0,11,0,5,4,0,0,15,10,0,0,0,10,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,236,120,0,97,88,0,0,31,23,21,28,0,0,0,0,17,11,0,18,0,23,9,17,0,0,0,0,0,0,0,0,18,0,1,5,0,0,7,7,0,0,0,5,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,258,108,0,71,98,0,0,42,15,25,32,0,0,0,0,22,8,0,20,0,18,11,19,0,0,0,0,0,0,0,0,14,0,2,4,0,0,19,9,0,0,0,6,9,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,230,122,0,68,79,0,0,31,20,15,15,0,0,0,0,17,9,0,25,0,14,14,21,0,0,0,0,0,0,0,0,13,0,4,5,0,0,16,11,0,0,0,10,12,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,231,147,0,68,73,0,0,41,19,19,26,0,0,0,0,15,8,0,24,0,22,18,23,0,0,0,0,0,0,0,0,8,0,2,5,0,0,15,6,0,0,0,4,3,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,231,118,0,72,80,0,0,46,20,17,35,0,0,0,0,17,7,0,22,0,18,10,26,0,0,0,0,0,0,0,0,11,0,5,7,0,0,12,7,0,0,0,10,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,270,121,0,60,66,0,0,36,35,27,30,0,0,0,0,13,8,0,29,0,18,9,18,0,0,0,0,0,0,0,0,10,0,3,5,0,0,13,8,0,0,0,10,4,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,230,115,0,59,70,0,0,36,36,29,26,0,0,0,0,21,9,0,21,0,15,10,27,0,0,0,0,0,0,0,0,10,0,5,6,0,0,22,5,0,0,0,7,5,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,279,104,0,59,73,0,0,38,22,24,27,0,0,0,0,23,8,0,25,0,16,8,13,0,0,0,0,0,0,0,0,8,0,6,5,0,0,16,6,0,0,0,4,6,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,258,132,0,82,81,0,0,50,25,21,29,0,0,0,0,16,11,0,21,0,13,10,19,0,0,0,0,0,0,0,0,12,0,4,2,0,0,15,7,0,0,0,7,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,224,120,0,85,61,0,0,38,27,24,36,0,0,0,0,16,14,0,22,0,20,16,26,0,0,0,0,0,0,0,0,15,0,2,3,0,0,13,3,0,0,0,4,7,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,270,114,0,61,66,0,0,46,19,20,32,0,0,0,0,23,14,0,18,0,28,14,21,0,0,0,0,0,0,0,0,6,0,3,2,0,0,13,5,0,0,0,4,2,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,256,137,0,66,54,0,0,36,30,14,28,0,0,0,0,10,8,0,17,0,21,21,22,0,0,0,0,0,0,0,0,14,0,5,2,0,0,12,7,0,0,0,7,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,238,126,0,74,60,0,0,40,23,14,25,0,0,0,0,14,10,0,15,0,13,13,23,0,0,0,0,0,0,0,0,8,0,0,5,0,0,13,5,0,0,0,7,5,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,252,118,0,82,79,0,0,41,27,20,33,0,0,0,0,15,5,0,15,0,14,14,23,0,0,0,0,0,0,0,0,12,0,8,3,0,0,18,10,0,0,0,6,5,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,225,123,0,58,65,0,0,55,27,22,30,0,0,0,0,13,8,0,20,0,15,15,26,0,0,0,0,0,0,0,0,13,0,3,4,0,0,20,5,0,0,0,6,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,220,128,0,84,63,0,0,37,29,24,27,0,0,0,0,27,4,0,22,0,20,12,17,0,0,0,0,0,0,0,0,7,0,2,6,0,0,21,10,0,0,0,6,7,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,234,136,0,67,65,0,0,31,21,18,28,0,0,0,0,23,8,0,22,0,15,9,18,0,0,0,0,0,0,0,0,7,0,4,8,0,0,10,7,0,0,0,3,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,241,131,0,65,65,0,0,43,33,29,31,0,0,0,0,16,8,0,20,0,22,14,23,0,0,0,0,0,0,0,0,9,0,8,5,0,0,9,6,0,0,0,2,6,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
