,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,248,125,0,71,92,0,0,38,20,19,39,0,0,0,0,21,9,0,15,0,16,19,13,0,0,0,0,0,0,0,0,0,5,4,9,0,0,17,8,0,0,0,2,6,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,222,124,0,87,79,0,0,39,23,23,25,0,0,0,0,23,10,0,16,0,18,9,28,0,0,0,0,0,0,0,0,0,13,3,7,0,0,22,6,0,0,0,8,8,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,259,111,0,73,68,0,0,35,25,18,23,0,0,0,0,11,6,0,20,0,22,14,32,0,0,0,0,0,0,0,0,0,9,8,4,0,0,14,6,0,0,0,8,9,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,251,119,0,73,84,0,0,38,19,20,34,0,0,0,0,18,9,0,16,0,21,18,16,0,0,0,0,0,0,0,0,0,8,5,4,0,0,14,6,0,0,0,4,6,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,258,115,0,64,61,0,0,43,30,14,26,0,0,0,0,24,8,0,19,0,15,10,22,0,0,0,0,0,0,0,0,0,9,3,3,0,0,15,7,0,0,0,11,5,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,259,117,0,79,67,0,0,50,18,19,36,0,0,0,0,18,9,0,22,0,14,8,23,0,0,0,0,0,0,0,0,0,9,4,3,0,0,6,6,0,0,0,9,10,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,256,111,0,74,87,0,0,35,27,12,35,0,0,0,0,16,10,0,24,0,16,11,17,0,0,0,0,0,0,0,0,0,6,3,4,0,0,17,5,0,0,0,7,8,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,245,126,0,67,84,0,0,37,25,14,30,0,0,0,0,17,8,0,21,0,17,15,24,0,0,0,0,0,0,0,0,0,9,4,3,0,0,14,8,0,0,0,10,8,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,248,129,0,80,74,0,0,50,23,21,24,0,0,0,0,16,10,0,23,0,25,9,22,0,0,0,0,0,0,0,0,0,3,5,8,0,0,18,8,0,0,0,7,7,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,282,116,0,48,74,0,0,40,26,14,20,0,0,0,0,18,13,0,14,0,16,12,16,0,0,0,0,0,0,0,0,0,6,7,3,0,0,10,11,0,0,0,1,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
