,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,234,123,0,74,62,0,0,40,25,14,24,0,0,0,0,14,13,10,0,0,13,17,18,0,0,0,0,0,0,0,0,11,0,1,9,10,5,0,0,0,0,0,14,0,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,228,137,0,82,73,0,0,41,29,20,36,0,0,0,0,23,8,20,0,0,15,13,18,0,0,0,0,0,0,0,0,10,0,6,3,11,3,0,0,0,0,0,8,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,229,112,0,60,76,0,0,50,29,19,26,0,0,0,0,27,9,15,0,0,17,14,15,0,0,0,0,0,0,0,0,12,0,4,3,11,4,0,0,0,0,0,5,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,267,145,0,76,100,0,0,36,26,21,23,0,0,0,0,16,5,26,0,0,26,13,21,0,0,0,0,0,0,0,0,10,0,3,2,8,15,0,0,0,0,0,8,0,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,256,115,0,68,61,0,0,28,29,13,24,0,0,0,0,11,4,21,0,0,15,10,22,0,0,0,0,0,0,0,0,16,0,5,4,11,4,0,0,0,0,0,10,0,4,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,244,111,0,83,69,0,0,51,27,22,33,0,0,0,0,21,8,20,0,0,16,11,19,0,0,0,0,0,0,0,0,8,0,3,1,8,4,0,0,0,0,0,8,0,5,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,205,125,0,71,78,0,0,53,27,29,31,0,0,0,0,15,9,15,0,0,15,15,15,0,0,0,0,0,0,0,0,10,0,4,5,10,7,0,0,0,0,0,5,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,247,112,0,69,72,0,0,38,24,28,32,0,0,0,0,26,18,21,0,0,16,14,15,0,0,0,0,0,0,0,0,10,0,2,2,11,8,0,0,0,0,0,11,0,1,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,235,116,0,69,77,0,0,52,23,25,27,0,0,0,0,13,12,18,0,0,30,12,25,0,0,0,0,0,0,0,0,10,0,5,8,11,3,0,0,0,0,0,5,0,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,248,111,0,75,67,0,0,34,16,20,28,0,0,0,0,14,8,15,0,0,17,9,20,0,0,0,0,0,0,0,0,14,0,3,5,8,11,0,0,0,0,0,1,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,238,128,0,73,71,0,0,37,22,26,17,0,0,0,0,21,10,18,0,0,8,13,20,0,0,0,0,0,0,0,0,13,0,6,5,16,6,0,0,0,0,0,6,0,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,242,113,0,75,67,0,0,39,29,27,26,0,0,0,0,18,4,20,0,0,23,15,23,0,0,0,0,0,0,0,0,12,0,2,4,12,3,0,0,0,0,0,6,0,1,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,257,126,0,80,80,0,0,35,19,14,28,0,0,0,0,11,4,18,0,0,24,12,23,0,0,0,0,0,0,0,0,14,0,4,5,9,7,0,0,0,0,0,8,0,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,224,145,0,62,66,0,0,34,23,15,27,0,0,0,0,18,5,24,0,0,17,13,23,0,0,0,0,0,0,0,0,10,0,9,2,8,8,0,0,0,0,0,5,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,233,116,0,78,80,0,0,35,25,20,26,0,0,0,0,18,11,19,0,0,17,11,16,0,0,0,0,0,0,0,0,8,0,10,4,8,9,0,0,0,0,0,3,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
