,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,225,119,0,89,62,0,0,37,23,22,27,0,0,0,0,12,5,0,11,14,0,12,16,0,0,0,0,0,0,0,0,0,11,4,6,0,0,16,7,0,9,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,244,111,0,77,61,0,0,41,27,13,24,0,0,0,0,7,6,0,25,17,0,11,21,0,0,0,0,0,0,0,0,0,9,2,0,0,0,11,6,0,6,0,0,6,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,224,125,0,58,60,0,0,41,16,25,33,0,0,0,0,16,6,0,15,21,0,16,23,0,0,0,0,0,0,0,0,0,7,2,2,0,0,12,9,0,13,0,0,8,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,246,120,0,69,62,0,0,40,28,22,32,0,0,0,0,21,14,0,16,14,0,21,15,0,0,0,0,0,0,0,0,0,7,2,5,0,0,8,4,0,15,0,0,1,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,229,112,0,76,85,0,0,42,29,19,26,0,0,0,0,21,8,0,28,23,0,13,23,0,0,0,0,0,0,0,0,0,7,3,6,0,0,12,11,0,9,0,0,4,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,248,113,0,63,78,0,0,34,30,13,33,0,0,0,0,15,11,0,13,21,0,10,21,0,0,0,0,0,0,0,0,0,7,1,4,0,0,16,10,0,14,0,0,1,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,263,128,0,64,69,0,0,33,25,21,28,0,0,0,0,13,4,0,27,22,0,6,18,0,0,0,0,0,0,0,0,0,10,2,10,0,0,9,7,0,17,0,0,4,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,262,100,0,70,61,0,0,42,28,14,32,0,0,0,0,14,8,0,21,20,0,13,18,0,0,0,0,0,0,0,0,0,10,8,5,0,0,12,7,0,10,0,0,8,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,248,114,0,62,67,0,0,40,25,11,31,0,0,0,0,10,6,0,24,20,0,10,15,0,0,0,0,0,0,0,0,0,5,6,5,0,0,23,3,0,12,0,0,7,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,236,125,0,77,79,0,0,48,29,17,27,0,0,0,0,17,5,0,19,25,0,14,22,0,0,0,0,0,0,0,0,0,8,4,7,0,0,15,6,0,9,0,0,5,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
