,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,244,108,0,59,65,0,0,46,27,18,38,0,0,0,0,22,9,0,24,14,0,8,24,0,0,0,0,0,0,0,0,9,0,4,9,0,0,11,11,9,0,0,0,9,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,244,128,0,73,67,0,0,46,23,17,30,0,0,0,0,20,7,0,18,16,0,13,19,0,0,0,0,0,0,0,0,12,0,7,7,0,0,14,10,8,0,0,0,4,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,258,121,0,64,75,0,0,39,23,14,35,0,0,0,0,15,8,0,19,9,0,14,28,0,0,0,0,0,0,0,0,6,0,5,3,0,0,11,5,4,0,0,0,3,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,245,116,0,55,86,0,0,38,22,21,21,0,0,0,0,16,19,0,18,17,0,17,24,0,0,0,0,0,0,0,0,13,0,3,3,0,0,16,7,6,0,0,0,8,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,226,120,0,69,68,0,0,48,21,13,33,0,0,0,0,19,9,0,23,23,0,18,15,0,0,0,0,0,0,0,0,11,0,7,2,0,0,23,7,6,0,0,0,4,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,235,138,0,66,78,0,0,43,18,15,34,0,0,0,0,21,13,0,17,13,0,8,29,0,0,0,0,0,0,0,0,12,0,2,9,0,0,12,12,5,0,0,0,7,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,279,125,0,84,65,0,0,31,25,29,18,0,0,0,0,14,7,0,26,17,0,17,18,0,0,0,0,0,0,0,0,7,0,4,10,0,0,21,10,13,0,0,0,5,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,216,132,0,70,61,0,0,34,24,17,33,0,0,0,0,18,7,0,17,16,0,15,20,0,0,0,0,0,0,0,0,11,0,2,2,0,0,17,8,4,0,0,0,10,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,218,132,0,68,80,0,0,37,25,21,39,0,0,0,0,18,5,0,14,17,0,13,24,0,0,0,0,0,0,0,0,11,0,5,6,0,0,21,3,4,0,0,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,236,124,0,61,88,0,0,33,27,18,29,0,0,0,0,15,7,0,25,15,0,11,17,0,0,0,0,0,0,0,0,11,0,7,5,0,0,17,9,3,0,0,0,11,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
