,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,229,105,0,82,80,0,0,44,27,23,26,0,0,0,0,13,7,0,22,19,0,15,21,0,0,0,0,0,0,0,0,16,0,10,5,0,0,9,5,6,0,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,248,136,0,70,70,0,0,44,16,17,28,0,0,0,0,25,13,0,17,20,0,9,15,0,0,0,0,0,0,0,0,5,0,2,2,0,0,17,8,3,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,243,138,0,70,66,0,0,34,25,17,25,0,0,0,0,33,4,0,21,13,0,16,22,0,0,0,0,0,0,0,0,10,0,5,6,0,0,15,6,11,0,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,251,104,0,64,73,0,0,40,29,22,21,0,0,0,0,14,11,0,20,12,0,13,20,0,0,0,0,0,0,0,0,9,0,1,6,0,0,21,4,7,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,273,110,0,89,79,0,0,44,31,16,27,0,0,0,0,20,15,0,14,20,0,15,23,0,0,0,0,0,0,0,0,9,0,1,8,0,0,16,9,5,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,240,134,0,67,85,0,0,26,14,17,27,0,0,0,0,14,4,0,28,19,0,16,26,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,7,3,0,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,207,125,0,71,69,0,0,48,27,16,36,0,0,0,0,17,6,0,17,17,0,11,21,0,0,0,0,0,0,0,0,11,0,5,7,0,0,13,5,7,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,244,119,0,67,76,0,0,41,36,24,35,0,0,0,0,19,5,0,23,11,0,12,11,0,0,0,0,0,0,0,0,9,0,1,4,0,0,16,12,9,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,244,135,0,70,75,0,0,37,30,21,28,0,0,0,0,18,10,0,13,16,0,10,20,0,0,0,0,0,0,0,0,9,0,4,6,0,0,22,8,5,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,229,100,0,71,70,0,0,34,32,25,27,0,0,0,0,17,12,0,21,21,0,9,16,0,0,0,0,0,0,0,0,11,0,1,5,0,0,25,6,3,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
