,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,228,113,0,65,71,0,0,30,20,13,27,0,0,0,0,14,9,18,0,14,0,11,22,0,0,0,0,0,0,0,0,13,0,7,2,10,9,0,0,4,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,111,0,80,77,0,0,36,24,18,23,0,0,0,0,19,10,25,0,10,0,9,26,0,0,0,0,0,0,0,0,18,0,6,3,13,6,0,0,7,0,0,0,0,7,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,258,113,0,65,64,0,0,29,23,14,24,0,0,0,0,13,9,15,0,21,0,6,13,0,0,0,0,0,0,0,0,10,0,4,4,12,6,0,0,5,0,0,0,0,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,234,119,0,72,89,0,0,43,27,16,50,0,0,0,0,23,6,17,0,13,0,23,26,0,0,0,0,0,0,0,0,9,0,2,10,11,10,0,0,9,0,0,0,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,236,128,0,82,70,0,0,46,25,19,18,0,0,0,0,23,6,12,0,14,0,18,27,0,0,0,0,0,0,0,0,14,0,6,7,12,5,0,0,9,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,245,101,0,76,59,0,0,29,26,19,31,0,0,0,0,19,13,15,0,14,0,12,21,0,0,0,0,0,0,0,0,12,0,5,3,9,2,0,0,2,0,0,0,0,7,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,236,121,0,53,63,0,0,39,24,20,31,0,0,0,0,15,6,13,0,14,0,14,18,0,0,0,0,0,0,0,0,9,0,8,6,13,7,0,0,8,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,272,107,0,75,65,0,0,44,29,26,27,0,0,0,0,15,11,12,0,19,0,17,32,0,0,0,0,0,0,0,0,8,0,7,3,14,6,0,0,4,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,230,132,0,71,66,0,0,40,21,19,30,0,0,0,0,18,6,13,0,16,0,12,20,0,0,0,0,0,0,0,0,11,0,3,4,7,5,0,0,6,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,217,115,0,70,72,0,0,36,30,24,30,0,0,0,0,20,6,14,0,23,0,14,12,0,0,0,0,0,0,0,0,11,0,5,6,9,7,0,0,9,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,264,132,0,62,67,0,0,32,20,17,30,0,0,0,0,27,16,16,0,11,0,13,19,0,0,0,0,0,0,0,0,7,0,6,6,7,7,0,0,5,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
