,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,254,114,0,71,68,0,0,40,19,18,34,0,0,0,0,15,3,0,15,0,15,11,11,0,0,0,0,0,0,0,0,8,0,4,8,0,0,10,7,0,0,3,0,8,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,264,117,0,66,67,0,0,34,24,18,24,0,0,0,0,15,5,0,20,0,18,13,14,0,0,0,0,0,0,0,0,9,0,1,7,0,0,14,6,0,0,13,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,232,126,0,66,70,0,0,38,25,21,25,0,0,0,0,19,9,0,31,0,20,14,22,0,0,0,0,0,0,0,0,6,0,4,2,0,0,15,10,0,0,9,0,6,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,253,132,0,74,71,0,0,33,24,11,35,0,0,0,0,21,11,0,31,0,15,13,29,0,0,0,0,0,0,0,0,11,0,2,2,0,0,23,5,0,0,9,0,7,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,220,120,0,72,64,0,0,41,13,16,29,0,0,0,0,11,9,0,22,0,19,8,20,0,0,0,0,0,0,0,0,12,0,4,2,0,0,17,10,0,0,5,0,5,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,232,137,0,72,88,0,0,39,17,20,29,0,0,0,0,19,12,0,19,0,13,15,23,0,0,0,0,0,0,0,0,12,0,2,3,0,0,14,5,0,0,5,0,5,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,219,108,0,69,63,0,0,42,26,8,34,0,0,0,0,20,13,0,19,0,20,10,18,0,0,0,0,0,0,0,0,7,0,4,4,0,0,17,5,0,0,3,0,4,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,226,129,0,68,85,0,0,43,30,20,38,0,0,0,0,23,7,0,27,0,16,6,14,0,0,0,0,0,0,0,0,14,0,4,10,0,0,16,6,0,0,8,0,5,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,243,106,0,76,73,0,0,47,30,29,26,0,0,0,0,13,6,0,20,0,14,14,17,0,0,0,0,0,0,0,0,11,0,4,3,0,0,14,8,0,0,8,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,240,134,0,80,70,0,0,33,18,12,27,0,0,0,0,19,11,0,11,0,17,9,17,0,0,0,0,0,0,0,0,14,0,3,4,0,0,14,8,0,0,7,0,4,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,234,120,0,68,81,0,0,41,21,22,26,0,0,0,0,15,6,0,7,0,19,14,27,0,0,0,0,0,0,0,0,5,0,1,6,0,0,18,5,0,0,11,0,10,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,232,119,0,65,54,0,0,37,35,22,26,0,0,0,0,23,9,0,16,0,14,12,25,0,0,0,0,0,0,0,0,6,0,4,8,0,0,18,11,0,0,8,0,6,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,222,127,0,89,64,0,0,37,29,8,26,0,0,0,0,22,8,0,22,0,18,13,18,0,0,0,0,0,0,0,0,16,0,5,4,0,0,14,8,0,0,15,0,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,218,138,0,80,70,0,0,51,25,13,20,0,0,0,0,13,6,0,19,0,18,10,23,0,0,0,0,0,0,0,0,11,0,2,3,0,0,15,6,0,0,10,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,270,122,0,72,70,0,0,48,32,17,41,0,0,0,0,17,8,0,24,0,24,13,21,0,0,0,0,0,0,0,0,10,0,6,6,0,0,18,6,0,0,14,0,3,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,214,110,0,68,73,0,0,42,32,20,36,0,0,0,0,12,10,0,14,0,15,14,15,0,0,0,0,0,0,0,0,10,0,6,8,0,0,20,8,0,0,8,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,236,123,0,66,71,0,0,40,33,14,21,0,0,0,0,15,8,0,23,0,15,8,24,0,0,0,0,0,0,0,0,14,0,6,5,0,0,11,7,0,0,10,0,8,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,231,130,0,65,71,0,0,31,20,20,31,0,0,0,0,23,8,0,18,0,10,11,21,0,0,0,0,0,0,0,0,11,0,5,9,0,0,21,6,0,0,8,0,4,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,222,122,0,56,81,0,0,42,24,21,27,0,0,0,0,12,5,0,16,0,18,9,20,0,0,0,0,0,0,0,0,9,0,4,3,0,0,17,6,0,0,7,0,7,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,239,102,0,77,69,0,0,35,25,19,29,0,0,0,0,19,10,0,23,0,17,12,29,0,0,0,0,0,0,0,0,11,0,2,10,0,0,12,6,0,0,8,0,7,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,265,108,0,78,70,0,0,33,24,20,31,0,0,0,0,7,13,0,12,0,24,9,20,0,0,0,0,0,0,0,0,11,0,4,9,0,0,13,8,0,0,6,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,247,109,0,72,73,0,0,32,24,15,32,0,0,0,0,18,7,0,17,0,17,14,17,0,0,0,0,0,0,0,0,11,0,1,3,0,0,12,3,0,0,6,0,7,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,237,113,0,69,65,0,0,40,16,15,30,0,0,0,0,18,12,0,17,0,14,12,21,0,0,0,0,0,0,0,0,11,0,7,4,0,0,17,11,0,0,10,0,6,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,235,122,0,62,77,0,0,47,23,22,37,0,0,0,0,17,6,0,19,0,14,10,21,0,0,0,0,0,0,0,0,14,0,3,6,0,0,17,8,0,0,9,0,8,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
