,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,232,0,117,0,0,55,40,0,0,0,0,30,24,28,30,0,0,0,0,0,0,0,0,22,20,0,30,13,26,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,8,0,0,1,13,6,4,3,8,12,21,5,9
1,217,0,139,0,0,54,68,0,0,0,0,38,31,26,27,0,0,0,0,0,0,0,0,14,22,0,21,18,21,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,13,8,0,0,3,10,11,3,3,8,11,10,6,6
2,222,0,123,0,0,72,47,0,0,0,0,42,20,18,40,0,0,0,0,0,0,0,0,14,13,0,12,19,21,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,8,10,0,0,1,9,5,5,5,7,10,11,5,7
3,231,0,131,0,0,60,50,0,0,0,0,38,27,24,29,0,0,0,0,0,0,0,0,15,15,0,16,12,24,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,9,0,0,0,12,4,0,3,10,9,13,7,11
4,228,0,110,0,0,57,59,0,0,0,0,26,35,25,36,0,0,0,0,0,0,0,0,19,16,0,19,9,21,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,8,0,0,3,8,8,3,6,3,8,13,5,5
5,250,0,124,0,0,65,52,0,0,0,0,23,34,25,34,0,0,0,0,0,0,0,0,10,26,0,19,16,22,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,5,10,0,0,1,14,9,3,5,7,11,18,6,8
6,245,0,128,0,0,75,52,0,0,0,0,28,27,23,21,0,0,0,0,0,0,0,0,16,21,0,22,13,24,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,7,10,0,0,6,18,11,4,7,7,10,13,5,4
7,227,0,107,0,0,60,49,0,0,0,0,37,22,31,26,0,0,0,0,0,0,0,0,15,25,0,20,20,14,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,6,9,0,0,2,10,8,5,2,11,10,12,12,10
8,260,0,133,0,0,54,55,0,0,0,0,35,25,21,40,0,0,0,0,0,0,0,0,12,19,0,19,19,14,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,7,12,0,0,0,13,7,4,7,8,13,7,8,7
9,253,0,134,0,0,76,47,0,0,0,0,34,24,38,32,0,0,0,0,0,0,0,0,19,19,0,23,17,25,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,12,0,0,2,7,7,1,1,6,16,7,5,13
