,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,222,106,0,83,72,0,0,40,26,21,32,0,0,0,0,15,9,0,22,0,19,5,12,0,0,0,0,0,0,0,0,10,0,7,7,0,0,14,14,0,0,8,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,266,107,0,71,75,0,0,37,24,21,20,0,0,0,0,22,14,0,16,0,9,13,18,0,0,0,0,0,0,0,0,10,0,5,2,0,0,15,10,0,0,8,0,0,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,240,124,0,64,73,0,0,32,24,18,29,0,0,0,0,11,7,0,19,0,19,14,24,0,0,0,0,0,0,0,0,7,0,4,6,0,0,22,8,0,0,7,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,230,129,0,77,99,0,0,55,24,16,27,0,0,0,0,14,7,0,22,0,11,11,21,0,0,0,0,0,0,0,0,11,0,5,4,0,0,19,12,0,0,5,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,224,124,0,72,74,0,0,41,29,20,29,0,0,0,0,16,11,0,21,0,28,16,20,0,0,0,0,0,0,0,0,5,0,4,6,0,0,15,9,0,0,10,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,239,126,0,73,76,0,0,45,28,17,23,0,0,0,0,16,5,0,19,0,22,9,28,0,0,0,0,0,0,0,0,11,0,3,4,0,0,14,7,0,0,9,0,0,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,251,114,0,65,78,0,0,43,22,17,29,0,0,0,0,12,6,0,18,0,19,12,17,0,0,0,0,0,0,0,0,9,0,7,7,0,0,18,7,0,0,9,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,210,106,0,58,71,0,0,36,18,15,30,0,0,0,0,15,7,0,22,0,17,20,18,0,0,0,0,0,0,0,0,12,0,2,2,0,0,17,6,0,0,10,0,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,221,104,0,74,79,0,0,39,30,23,17,0,0,0,0,22,9,0,18,0,15,9,21,0,0,0,0,0,0,0,0,12,0,3,3,0,0,11,8,0,0,7,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,245,125,0,66,83,0,0,31,30,22,26,0,0,0,0,20,10,0,22,0,10,14,19,0,0,0,0,0,0,0,0,10,0,5,4,0,0,17,5,0,0,5,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,246,131,0,76,65,0,0,33,27,21,27,0,0,0,0,12,7,0,21,0,20,8,25,0,0,0,0,0,0,0,0,8,0,4,5,0,0,10,7,0,0,7,0,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,218,123,0,67,58,0,0,42,27,18,32,0,0,0,0,26,11,0,24,0,13,12,21,0,0,0,0,0,0,0,0,6,0,2,1,0,0,15,3,0,0,7,0,0,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,223,111,0,68,69,0,0,32,21,8,26,0,0,0,0,18,7,0,24,0,20,11,27,0,0,0,0,0,0,0,0,12,0,4,3,0,0,17,7,0,0,7,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,223,98,0,57,69,0,0,38,22,19,39,0,0,0,0,12,13,0,25,0,15,22,26,0,0,0,0,0,0,0,0,6,0,6,1,0,0,15,5,0,0,12,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,247,96,0,70,71,0,0,42,22,18,32,0,0,0,0,16,12,0,20,0,18,21,28,0,0,0,0,0,0,0,0,8,0,5,2,0,0,23,10,0,0,12,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,231,142,0,74,63,0,0,44,25,14,31,0,0,0,0,15,9,0,15,0,9,15,21,0,0,0,0,0,0,0,0,14,0,6,3,0,0,20,2,0,0,10,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,232,130,0,62,61,0,0,40,21,17,32,0,0,0,0,10,9,0,14,0,17,12,31,0,0,0,0,0,0,0,0,14,0,3,5,0,0,13,10,0,0,11,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,226,121,0,70,70,0,0,38,41,21,24,0,0,0,0,19,5,0,24,0,17,8,20,0,0,0,0,0,0,0,0,12,0,3,4,0,0,16,7,0,0,8,0,0,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,224,122,0,56,61,0,0,39,25,23,20,0,0,0,0,14,9,0,15,0,22,16,25,0,0,0,0,0,0,0,0,7,0,0,6,0,0,13,10,0,0,7,0,0,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,236,99,0,60,74,0,0,45,19,23,23,0,0,0,0,16,3,0,21,0,12,14,25,0,0,0,0,0,0,0,0,9,0,4,4,0,0,17,5,0,0,13,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,249,118,0,81,85,0,0,44,25,15,27,0,0,0,0,18,6,0,20,0,23,12,14,0,0,0,0,0,0,0,0,13,0,2,1,0,0,22,10,0,0,9,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,252,121,0,56,63,0,0,26,25,16,27,0,0,0,0,10,7,0,21,0,17,15,26,0,0,0,0,0,0,0,0,10,0,4,4,0,0,20,7,0,0,9,0,0,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,223,101,0,70,57,0,0,41,23,22,35,0,0,0,0,13,5,0,16,0,26,16,21,0,0,0,0,0,0,0,0,11,0,3,3,0,0,15,9,0,0,5,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,230,125,0,63,57,0,0,40,27,19,25,0,0,0,0,17,11,0,28,0,19,10,25,0,0,0,0,0,0,0,0,18,0,7,2,0,0,18,12,0,0,5,0,0,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,223,100,0,70,78,0,0,36,29,20,29,0,0,0,0,24,14,0,11,0,20,17,21,0,0,0,0,0,0,0,0,10,0,1,4,0,0,35,9,0,0,7,0,0,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,233,111,0,64,88,0,0,37,23,22,31,0,0,0,0,9,6,0,13,0,24,10,23,0,0,0,0,0,0,0,0,17,0,3,7,0,0,16,7,0,0,8,0,0,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,255,120,0,66,79,0,0,37,30,24,31,0,0,0,0,18,8,0,16,0,20,20,28,0,0,0,0,0,0,0,0,10,0,6,7,0,0,20,12,0,0,5,0,0,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,264,138,0,80,62,0,0,41,23,22,27,0,0,0,0,15,9,0,25,0,16,18,18,0,0,0,0,0,0,0,0,8,0,4,5,0,0,14,13,0,0,5,0,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,213,114,0,61,71,0,0,39,24,26,27,0,0,0,0,15,7,0,17,0,19,19,15,0,0,0,0,0,0,0,0,14,0,4,7,0,0,20,10,0,0,4,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,229,126,0,51,84,0,0,37,15,28,37,0,0,0,0,14,8,0,25,0,8,12,20,0,0,0,0,0,0,0,0,7,0,8,8,0,0,13,3,0,0,8,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,228,102,0,68,72,0,0,34,27,13,39,0,0,0,0,15,9,0,20,0,21,14,20,0,0,0,0,0,0,0,0,11,0,4,1,0,0,15,8,0,0,8,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,255,120,0,79,82,0,0,32,20,20,27,0,0,0,0,15,14,0,34,0,20,10,13,0,0,0,0,0,0,0,0,8,0,3,6,0,0,14,11,0,0,12,0,0,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,217,124,0,75,63,0,0,38,17,23,34,0,0,0,0,24,14,0,19,0,20,9,33,0,0,0,0,0,0,0,0,13,0,1,2,0,0,20,9,0,0,12,0,0,1,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,244,104,0,60,81,0,0,31,14,17,24,0,0,0,0,13,6,0,15,0,12,14,19,0,0,0,0,0,0,0,0,8,0,4,7,0,0,17,7,0,0,9,0,0,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,239,110,0,86,72,0,0,31,21,22,33,0,0,0,0,16,6,0,18,0,19,12,19,0,0,0,0,0,0,0,0,7,0,4,3,0,0,20,6,0,0,6,0,0,4,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,243,115,0,65,81,0,0,31,21,19,31,0,0,0,0,15,9,0,15,0,19,12,18,0,0,0,0,0,0,0,0,13,0,2,4,0,0,15,8,0,0,6,0,0,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,261,130,0,77,61,0,0,35,27,18,20,0,0,0,0,15,10,0,15,0,23,13,24,0,0,0,0,0,0,0,0,11,0,3,7,0,0,16,6,0,0,8,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,268,123,0,70,59,0,0,34,27,22,29,0,0,0,0,24,10,0,19,0,13,11,18,0,0,0,0,0,0,0,0,11,0,5,2,0,0,16,7,0,0,7,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,232,115,0,64,75,0,0,39,25,19,33,0,0,0,0,16,7,0,20,0,22,13,19,0,0,0,0,0,0,0,0,13,0,8,8,0,0,13,13,0,0,6,0,0,6,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,233,142,0,73,64,0,0,42,31,16,32,0,0,0,0,18,9,0,25,0,15,8,16,0,0,0,0,0,0,0,0,10,0,1,4,0,0,19,6,0,0,10,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,248,96,0,75,83,0,0,54,24,19,24,0,0,0,0,30,11,0,19,0,22,10,31,0,0,0,0,0,0,0,0,5,0,3,3,0,0,18,10,0,0,6,0,0,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,210,121,0,68,66,0,0,41,31,15,26,0,0,0,0,11,5,0,18,0,22,6,18,0,0,0,0,0,0,0,0,17,0,0,7,0,0,17,6,0,0,10,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
