,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,240,130,0,63,71,0,0,41,20,18,35,0,0,0,0,13,4,18,0,11,0,11,28,0,0,0,0,0,0,0,0,13,0,4,5,11,6,0,0,0,7,0,0,6,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,241,117,0,73,74,0,0,42,26,24,37,0,0,0,0,23,11,18,0,13,0,18,21,0,0,0,0,0,0,0,0,11,0,5,5,17,10,0,0,0,10,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,235,131,0,59,73,0,0,37,18,17,24,0,0,0,0,20,2,17,0,13,0,13,15,0,0,0,0,0,0,0,0,11,0,4,6,13,3,0,0,0,16,0,0,7,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,227,112,0,65,75,0,0,39,24,16,33,0,0,0,0,16,6,25,0,23,0,15,20,0,0,0,0,0,0,0,0,13,0,3,6,12,13,0,0,0,13,0,0,6,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,248,127,0,72,72,0,0,38,22,20,22,0,0,0,0,14,5,14,0,14,0,14,12,0,0,0,0,0,0,0,0,9,0,4,5,12,5,0,0,0,13,0,0,5,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,243,124,0,79,69,0,0,40,27,15,39,0,0,0,0,16,12,28,0,15,0,8,14,0,0,0,0,0,0,0,0,11,0,4,2,12,3,0,0,0,11,0,0,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,247,130,0,87,72,0,0,44,29,18,27,0,0,0,0,17,8,20,0,16,0,7,27,0,0,0,0,0,0,0,0,10,0,4,3,8,8,0,0,0,13,0,0,6,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,255,102,0,61,69,0,0,41,23,14,29,0,0,0,0,13,7,18,0,14,0,9,13,0,0,0,0,0,0,0,0,11,0,2,5,9,6,0,0,0,17,0,0,7,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,236,114,0,63,68,0,0,40,19,22,36,0,0,0,0,22,9,14,0,12,0,17,29,0,0,0,0,0,0,0,0,13,0,5,9,17,4,0,0,0,17,0,0,3,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,233,125,0,63,73,0,0,44,24,15,27,0,0,0,0,20,9,24,0,19,0,15,20,0,0,0,0,0,0,0,0,10,0,5,3,17,9,0,0,0,12,0,0,5,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,208,128,0,65,64,0,0,37,24,27,24,0,0,0,0,18,8,18,0,17,0,15,26,0,0,0,0,0,0,0,0,6,0,2,4,14,9,0,0,0,12,0,0,8,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,223,144,0,59,87,0,0,41,33,21,24,0,0,0,0,21,3,21,0,23,0,13,15,0,0,0,0,0,0,0,0,13,0,4,5,5,6,0,0,0,7,0,0,7,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,246,120,0,70,83,0,0,36,27,17,27,0,0,0,0,19,7,14,0,7,0,11,15,0,0,0,0,0,0,0,0,11,0,4,7,13,5,0,0,0,10,0,0,7,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,236,104,0,68,77,0,0,47,22,27,27,0,0,0,0,22,7,18,0,20,0,12,21,0,0,0,0,0,0,0,0,4,0,6,3,12,7,0,0,0,4,0,0,10,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,239,116,0,69,66,0,0,45,31,21,30,0,0,0,0,14,12,13,0,17,0,13,30,0,0,0,0,0,0,0,0,13,0,8,3,12,10,0,0,0,12,0,0,7,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,208,117,0,71,70,0,0,43,36,17,30,0,0,0,0,17,11,15,0,12,0,14,28,0,0,0,0,0,0,0,0,10,0,2,4,13,7,0,0,0,13,0,0,6,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,223,132,0,70,72,0,0,47,28,29,30,0,0,0,0,21,9,14,0,18,0,24,13,0,0,0,0,0,0,0,0,14,0,3,6,9,9,0,0,0,10,0,0,6,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,241,133,0,87,78,0,0,35,24,14,21,0,0,0,0,10,11,23,0,16,0,14,27,0,0,0,0,0,0,0,0,9,0,7,6,9,6,0,0,0,10,0,0,2,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,262,122,0,87,65,0,0,41,31,11,33,0,0,0,0,19,9,20,0,21,0,12,21,0,0,0,0,0,0,0,0,6,0,1,4,7,6,0,0,0,11,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,232,106,0,73,81,0,0,32,23,16,23,0,0,0,0,21,13,18,0,14,0,14,26,0,0,0,0,0,0,0,0,6,0,3,5,13,5,0,0,0,14,0,0,6,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,219,116,0,71,68,0,0,36,27,17,28,0,0,0,0,23,13,18,0,21,0,18,16,0,0,0,0,0,0,0,0,10,0,4,7,6,10,0,0,0,8,0,0,7,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,259,137,0,73,81,0,0,40,22,13,36,0,0,0,0,20,6,19,0,15,0,14,18,0,0,0,0,0,0,0,0,11,0,5,8,8,3,0,0,0,9,0,0,9,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,233,116,0,88,75,0,0,42,24,15,28,0,0,0,0,12,4,14,0,17,0,16,19,0,0,0,0,0,0,0,0,13,0,3,3,18,6,0,0,0,8,0,0,9,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,226,112,0,67,75,0,0,37,22,22,34,0,0,0,0,25,5,28,0,13,0,10,16,0,0,0,0,0,0,0,0,11,0,4,4,14,8,0,0,0,10,0,0,8,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,244,112,0,73,76,0,0,46,31,16,28,0,0,0,0,24,9,21,0,17,0,10,22,0,0,0,0,0,0,0,0,13,0,5,6,7,7,0,0,0,15,0,0,7,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,238,120,0,67,61,0,0,35,27,12,26,0,0,0,0,16,4,19,0,22,0,14,15,0,0,0,0,0,0,0,0,10,0,6,4,7,9,0,0,0,12,0,0,9,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,250,126,0,73,64,0,0,34,24,10,33,0,0,0,0,14,11,13,0,17,0,18,18,0,0,0,0,0,0,0,0,14,0,5,5,13,8,0,0,0,6,0,0,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,251,127,0,68,76,0,0,37,18,20,34,0,0,0,0,16,8,20,0,16,0,17,25,0,0,0,0,0,0,0,0,11,0,2,10,15,13,0,0,0,15,0,0,12,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,231,139,0,78,62,0,0,32,29,18,36,0,0,0,0,13,10,32,0,20,0,14,22,0,0,0,0,0,0,0,0,10,0,7,5,14,8,0,0,0,10,0,0,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,251,137,0,86,72,0,0,42,30,18,25,0,0,0,0,10,7,19,0,11,0,16,25,0,0,0,0,0,0,0,0,11,0,4,5,9,6,0,0,0,12,0,0,6,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,246,122,0,80,86,0,0,45,28,30,36,0,0,0,0,15,11,16,0,11,0,11,23,0,0,0,0,0,0,0,0,8,0,3,7,15,7,0,0,0,13,0,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
