,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,246,119,0,95,82,0,0,35,19,20,33,0,0,0,0,16,10,13,0,19,0,9,24,0,0,0,0,0,0,0,0,3,0,2,7,7,7,0,0,7,0,0,0,11,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,234,115,0,77,67,0,0,37,23,15,29,0,0,0,0,11,13,19,0,17,0,15,18,0,0,0,0,0,0,0,0,19,0,5,4,6,2,0,0,8,0,0,0,5,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,240,119,0,69,73,0,0,43,27,18,31,0,0,0,0,10,6,17,0,10,0,13,17,0,0,0,0,0,0,0,0,9,0,4,8,15,6,0,0,4,0,0,0,10,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,270,114,0,61,75,0,0,32,29,24,31,0,0,0,0,15,9,18,0,12,0,15,24,0,0,0,0,0,0,0,0,11,0,4,7,11,10,0,0,7,0,0,0,5,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,242,112,0,58,67,0,0,50,27,20,20,0,0,0,0,16,7,19,0,19,0,8,21,0,0,0,0,0,0,0,0,16,0,1,6,6,6,0,0,2,0,0,0,5,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,240,114,0,76,64,0,0,44,15,15,27,0,0,0,0,11,10,22,0,13,0,10,15,0,0,0,0,0,0,0,0,8,0,4,3,7,11,0,0,9,0,0,0,10,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,234,112,0,69,70,0,0,25,16,18,38,0,0,0,0,21,9,16,0,19,0,20,18,0,0,0,0,0,0,0,0,8,0,4,4,9,11,0,0,4,0,0,0,9,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,263,124,0,75,64,0,0,29,23,17,30,0,0,0,0,23,6,17,0,20,0,8,15,0,0,0,0,0,0,0,0,13,0,8,9,13,10,0,0,7,0,0,0,5,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,243,115,0,76,67,0,0,36,24,18,30,0,0,0,0,14,16,31,0,11,0,8,24,0,0,0,0,0,0,0,0,11,0,2,2,12,5,0,0,4,0,0,0,12,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,233,118,0,78,74,0,0,40,17,17,28,0,0,0,0,19,2,19,0,20,0,11,18,0,0,0,0,0,0,0,0,15,0,8,6,8,8,0,0,6,0,0,0,12,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,203,134,0,65,72,0,0,50,26,28,26,0,0,0,0,19,5,13,0,16,0,9,19,0,0,0,0,0,0,0,0,9,0,3,4,11,6,0,0,3,0,0,0,10,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,229,134,0,81,74,0,0,47,23,16,33,0,0,0,0,22,8,18,0,20,0,18,25,0,0,0,0,0,0,0,0,13,0,4,5,7,8,0,0,4,0,0,0,6,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,256,110,0,76,69,0,0,49,26,18,33,0,0,0,0,16,10,18,0,19,0,9,20,0,0,0,0,0,0,0,0,6,0,5,4,16,2,0,0,5,0,0,0,6,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,218,107,0,68,88,0,0,48,22,12,26,0,0,0,0,13,8,16,0,12,0,12,19,0,0,0,0,0,0,0,0,10,0,5,9,8,8,0,0,7,0,0,0,8,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,236,102,0,85,65,0,0,54,24,13,31,0,0,0,0,21,7,18,0,14,0,8,23,0,0,0,0,0,0,0,0,10,0,3,7,11,6,0,0,12,0,0,0,8,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,271,114,0,78,72,0,0,41,23,17,20,0,0,0,0,18,4,24,0,16,0,9,19,0,0,0,0,0,0,0,0,5,0,4,5,16,6,0,0,7,0,0,0,4,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,253,96,0,63,73,0,0,31,22,11,31,0,0,0,0,18,8,19,0,16,0,21,21,0,0,0,0,0,0,0,0,7,0,3,8,13,5,0,0,5,0,0,0,5,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,233,102,0,70,68,0,0,45,27,19,22,0,0,0,0,13,6,22,0,13,0,5,23,0,0,0,0,0,0,0,0,9,0,8,3,8,6,0,0,8,0,0,0,7,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,249,129,0,76,77,0,0,43,20,14,28,0,0,0,0,20,8,20,0,18,0,13,26,0,0,0,0,0,0,0,0,11,0,5,11,10,3,0,0,5,0,0,0,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,225,126,0,56,68,0,0,39,17,24,30,0,0,0,0,20,7,16,0,15,0,21,19,0,0,0,0,0,0,0,0,7,0,9,5,8,6,0,0,7,0,0,0,7,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,229,124,0,77,73,0,0,39,23,13,38,0,0,0,0,12,15,27,0,13,0,19,23,0,0,0,0,0,0,0,0,14,0,5,6,4,4,0,0,5,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
