,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,261,116,0,78,87,0,0,42,22,22,33,0,0,0,0,14,13,17,0,10,0,19,16,0,0,0,0,0,0,0,0,0,9,4,6,15,8,0,0,12,0,0,0,5,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,225,119,0,69,87,0,0,29,22,16,29,0,0,0,0,20,5,15,0,13,0,11,21,0,0,0,0,0,0,0,0,0,8,2,4,8,8,0,0,5,0,0,0,7,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,232,121,0,83,84,0,0,33,42,28,22,0,0,0,0,16,6,18,0,14,0,15,21,0,0,0,0,0,0,0,0,0,7,4,8,8,6,0,0,6,0,0,0,3,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,243,122,0,64,76,0,0,45,28,18,30,0,0,0,0,19,5,20,0,17,0,13,29,0,0,0,0,0,0,0,0,0,9,4,9,12,5,0,0,8,0,0,0,7,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,244,137,0,82,62,0,0,39,20,17,29,0,0,0,0,14,12,19,0,14,0,15,25,0,0,0,0,0,0,0,0,0,10,5,5,12,15,0,0,6,0,0,0,9,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,240,117,0,90,75,0,0,34,31,18,28,0,0,0,0,14,12,23,0,20,0,8,24,0,0,0,0,0,0,0,0,0,3,4,5,11,7,0,0,10,0,0,0,6,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,261,122,0,64,70,0,0,32,29,11,27,0,0,0,0,18,3,18,0,10,0,10,28,0,0,0,0,0,0,0,0,0,6,4,4,15,12,0,0,7,0,0,0,6,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,236,118,0,60,50,0,0,40,23,17,30,0,0,0,0,25,7,9,0,22,0,23,18,0,0,0,0,0,0,0,0,0,6,3,6,12,7,0,0,5,0,0,0,4,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,240,99,0,80,84,0,0,40,27,20,27,0,0,0,0,23,3,21,0,7,0,11,23,0,0,0,0,0,0,0,0,0,4,3,7,10,7,0,0,6,0,0,0,7,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,223,125,0,71,73,0,0,51,29,15,28,0,0,0,0,19,7,22,0,14,0,15,23,0,0,0,0,0,0,0,0,0,5,4,8,10,5,0,0,9,0,0,0,8,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,229,135,0,70,75,0,0,38,21,23,28,0,0,0,0,15,9,19,0,14,0,13,13,0,0,0,0,0,0,0,0,0,6,4,5,18,7,0,0,8,0,0,0,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,226,106,0,66,80,0,0,28,28,24,31,0,0,0,0,17,8,12,0,12,0,17,35,0,0,0,0,0,0,0,0,0,4,4,5,14,10,0,0,5,0,0,0,5,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,259,153,0,70,68,0,0,45,32,15,32,0,0,0,0,19,11,13,0,13,0,20,13,0,0,0,0,0,0,0,0,0,9,4,7,11,6,0,0,8,0,0,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,233,119,0,67,69,0,0,43,32,11,29,0,0,0,0,24,11,13,0,11,0,14,28,0,0,0,0,0,0,0,0,0,6,7,5,11,7,0,0,7,0,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,249,125,0,67,61,0,0,40,19,19,21,0,0,0,0,17,4,14,0,13,0,13,22,0,0,0,0,0,0,0,0,0,5,4,6,9,6,0,0,10,0,0,0,2,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
