,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,258,138,0,53,84,0,0,36,28,12,27,0,0,0,0,15,9,0,25,0,14,11,18,0,0,0,0,0,0,0,0,0,12,4,4,0,0,19,5,0,0,0,8,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,241,107,0,66,65,0,0,44,20,24,37,0,0,0,0,16,7,0,29,0,11,15,17,0,0,0,0,0,0,0,0,0,4,1,6,0,0,16,6,0,0,0,2,0,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,222,106,0,65,65,0,0,34,21,28,27,0,0,0,0,22,7,0,26,0,26,14,16,0,0,0,0,0,0,0,0,0,5,3,2,0,0,16,4,0,0,0,6,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,272,128,0,74,67,0,0,39,41,24,25,0,0,0,0,12,12,0,20,0,16,15,19,0,0,0,0,0,0,0,0,0,3,7,5,0,0,13,11,0,0,0,12,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,267,121,0,73,65,0,0,32,30,15,27,0,0,0,0,23,7,0,16,0,15,12,14,0,0,0,0,0,0,0,0,0,12,6,6,0,0,22,7,0,0,0,4,0,5,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,205,130,0,65,76,0,0,41,25,22,27,0,0,0,0,10,8,0,23,0,19,16,20,0,0,0,0,0,0,0,0,0,7,6,2,0,0,19,3,0,0,0,8,0,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,211,115,0,68,64,0,0,41,27,18,32,0,0,0,0,24,4,0,19,0,15,9,27,0,0,0,0,0,0,0,0,0,7,4,3,0,0,21,9,0,0,0,5,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,215,96,0,77,62,0,0,24,26,23,32,0,0,0,0,16,9,0,16,0,22,10,26,0,0,0,0,0,0,0,0,0,8,1,4,0,0,15,5,0,0,0,6,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,259,122,0,58,77,0,0,42,24,17,35,0,0,0,0,22,6,0,20,0,13,15,22,0,0,0,0,0,0,0,0,0,5,12,1,0,0,15,5,0,0,0,7,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,244,134,0,57,75,0,0,27,28,27,22,0,0,0,0,18,6,0,19,0,8,19,22,0,0,0,0,0,0,0,0,0,7,6,3,0,0,24,5,0,0,0,5,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,262,129,0,68,61,0,0,34,31,15,29,0,0,0,0,22,8,0,28,0,16,15,21,0,0,0,0,0,0,0,0,0,4,4,1,0,0,16,11,0,0,0,8,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,244,106,0,86,73,0,0,34,20,13,31,0,0,0,0,23,10,0,11,0,20,13,20,0,0,0,0,0,0,0,0,0,6,1,5,0,0,21,5,0,0,0,7,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,233,146,0,57,72,0,0,38,24,18,28,0,0,0,0,23,10,0,17,0,8,16,20,0,0,0,0,0,0,0,0,0,4,7,9,0,0,16,7,0,0,0,12,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,235,118,0,71,73,0,0,26,23,19,30,0,0,0,0,18,7,0,25,0,16,14,20,0,0,0,0,0,0,0,0,0,10,3,7,0,0,19,8,0,0,0,5,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,234,101,0,71,65,0,0,37,26,21,28,0,0,0,0,19,13,0,20,0,10,18,28,0,0,0,0,0,0,0,0,0,3,7,4,0,0,11,4,0,0,0,6,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,228,102,0,79,67,0,0,39,37,25,29,0,0,0,0,18,6,0,20,0,18,11,24,0,0,0,0,0,0,0,0,0,8,6,7,0,0,17,6,0,0,0,9,0,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,222,125,0,56,76,0,0,36,16,22,25,0,0,0,0,20,7,0,18,0,22,15,22,0,0,0,0,0,0,0,0,0,6,4,3,0,0,15,5,0,0,0,7,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,252,128,0,73,63,0,0,29,27,18,16,0,0,0,0,15,9,0,21,0,18,10,21,0,0,0,0,0,0,0,0,0,8,3,8,0,0,16,6,0,0,0,9,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,243,115,0,76,89,0,0,31,24,22,22,0,0,0,0,23,5,0,19,0,8,21,16,0,0,0,0,0,0,0,0,0,6,6,4,0,0,16,10,0,0,0,7,0,1,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,246,106,0,64,71,0,0,40,22,20,22,0,0,0,0,21,7,0,13,0,22,9,15,0,0,0,0,0,0,0,0,0,8,3,7,0,0,12,5,0,0,0,7,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
