,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,221,103,0,69,83,0,0,40,24,25,29,0,0,0,0,23,5,13,0,11,0,15,23,0,0,0,0,0,0,0,0,0,4,8,7,13,6,0,0,5,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,235,122,0,64,59,0,0,39,22,22,28,0,0,0,0,15,8,13,0,16,0,15,20,0,0,0,0,0,0,0,0,0,4,3,3,15,6,0,0,2,0,0,0,0,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,227,122,0,64,67,0,0,43,25,14,32,0,0,0,0,18,7,10,0,15,0,20,13,0,0,0,0,0,0,0,0,0,4,0,5,9,7,0,0,7,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,220,126,0,74,76,0,0,40,32,14,29,0,0,0,0,15,8,16,0,12,0,17,26,0,0,0,0,0,0,0,0,0,8,5,8,7,6,0,0,6,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,236,128,0,79,84,0,0,33,19,24,29,0,0,0,0,18,7,18,0,15,0,17,19,0,0,0,0,0,0,0,0,0,6,3,4,14,10,0,0,10,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,241,130,0,75,75,0,0,42,16,16,18,0,0,0,0,17,14,17,0,19,0,14,24,0,0,0,0,0,0,0,0,0,4,2,7,14,6,0,0,6,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,274,122,0,74,68,0,0,36,26,20,35,0,0,0,0,25,9,19,0,19,0,8,15,0,0,0,0,0,0,0,0,0,8,5,6,9,4,0,0,6,0,0,0,0,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,242,129,0,75,86,0,0,39,32,16,25,0,0,0,0,18,7,21,0,16,0,15,24,0,0,0,0,0,0,0,0,0,6,3,5,10,11,0,0,5,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,237,101,0,69,76,0,0,32,28,20,32,0,0,0,0,23,9,19,0,16,0,11,33,0,0,0,0,0,0,0,0,0,8,1,5,8,5,0,0,7,0,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,256,108,0,52,88,0,0,47,28,22,21,0,0,0,0,18,11,16,0,24,0,15,15,0,0,0,0,0,0,0,0,0,10,4,3,10,5,0,0,4,0,0,0,0,2,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,249,115,0,67,85,0,0,30,27,21,25,0,0,0,0,17,10,12,0,17,0,12,22,0,0,0,0,0,0,0,0,0,7,7,6,6,11,0,0,6,0,0,0,0,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,232,133,0,72,68,0,0,32,23,19,23,0,0,0,0,17,6,17,0,16,0,16,28,0,0,0,0,0,0,0,0,0,11,3,3,7,7,0,0,7,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,243,121,0,81,70,0,0,34,25,16,22,0,0,0,0,14,7,19,0,12,0,10,24,0,0,0,0,0,0,0,0,0,8,4,4,13,7,0,0,9,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,232,112,0,64,74,0,0,29,27,20,30,0,0,0,0,18,8,23,0,14,0,17,30,0,0,0,0,0,0,0,0,0,7,4,6,10,11,0,0,2,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,233,117,0,69,74,0,0,29,29,16,24,0,0,0,0,13,5,13,0,17,0,8,18,0,0,0,0,0,0,0,0,0,2,7,6,7,8,0,0,10,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,219,117,0,64,78,0,0,32,17,21,25,0,0,0,0,20,7,25,0,21,0,13,21,0,0,0,0,0,0,0,0,0,12,1,2,12,10,0,0,6,0,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,236,116,0,76,70,0,0,42,20,18,37,0,0,0,0,23,9,20,0,17,0,13,21,0,0,0,0,0,0,0,0,0,2,3,4,9,8,0,0,6,0,0,0,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,237,133,0,73,71,0,0,34,28,13,34,0,0,0,0,11,14,19,0,21,0,15,27,0,0,0,0,0,0,0,0,0,7,4,4,11,7,0,0,9,0,0,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,278,118,0,70,78,0,0,31,28,21,16,0,0,0,0,14,9,16,0,13,0,12,15,0,0,0,0,0,0,0,0,0,7,7,4,8,6,0,0,5,0,0,0,0,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
