,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,246,105,0,91,70,0,0,33,22,14,22,0,0,0,0,16,7,20,0,16,0,16,15,0,0,0,0,0,0,0,0,0,9,2,10,12,2,0,0,0,11,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,219,120,0,61,73,0,0,44,28,21,29,0,0,0,0,15,7,12,0,13,0,12,19,0,0,0,0,0,0,0,0,0,6,7,5,9,3,0,0,0,10,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,264,134,0,70,76,0,0,22,34,14,31,0,0,0,0,21,6,13,0,18,0,8,14,0,0,0,0,0,0,0,0,0,3,5,5,10,4,0,0,0,10,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,240,116,0,82,62,0,0,39,26,23,33,0,0,0,0,21,10,19,0,19,0,11,26,0,0,0,0,0,0,0,0,0,6,4,4,12,8,0,0,0,6,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,248,137,0,67,59,0,0,30,29,14,30,0,0,0,0,15,6,18,0,19,0,11,35,0,0,0,0,0,0,0,0,0,7,3,2,12,7,0,0,0,10,0,0,0,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,225,104,0,69,80,0,0,39,29,25,31,0,0,0,0,16,7,18,0,17,0,15,18,0,0,0,0,0,0,0,0,0,5,3,7,17,7,0,0,0,10,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,245,113,0,74,64,0,0,44,19,18,30,0,0,0,0,21,8,19,0,13,0,8,15,0,0,0,0,0,0,0,0,0,4,3,3,8,11,0,0,0,15,0,0,0,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,269,128,0,69,71,0,0,40,39,17,20,0,0,0,0,25,8,16,0,19,0,13,18,0,0,0,0,0,0,0,0,0,9,3,6,14,7,0,0,0,8,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,246,115,0,64,64,0,0,45,27,17,22,0,0,0,0,17,12,15,0,10,0,14,18,0,0,0,0,0,0,0,0,0,7,3,5,7,9,0,0,0,4,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,214,121,0,67,56,0,0,39,25,25,30,0,0,0,0,19,11,15,0,10,0,15,14,0,0,0,0,0,0,0,0,0,13,5,5,14,8,0,0,0,9,0,0,0,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,268,120,0,62,69,0,0,37,30,17,30,0,0,0,0,14,4,21,0,13,0,14,30,0,0,0,0,0,0,0,0,0,8,0,7,11,10,0,0,0,5,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
