,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,256,145,0,66,65,0,0,37,27,16,30,0,0,0,0,22,7,0,27,15,0,15,32,0,0,0,0,0,0,0,0,7,0,4,5,0,0,16,2,0,8,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,265,116,0,81,78,0,0,38,36,18,31,0,0,0,0,15,12,0,19,17,0,21,31,0,0,0,0,0,0,0,0,12,0,2,6,0,0,14,6,0,7,0,0,0,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,238,117,0,73,64,0,0,37,32,21,33,0,0,0,0,24,10,0,18,19,0,16,19,0,0,0,0,0,0,0,0,10,0,8,4,0,0,17,5,0,10,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,228,118,0,66,90,0,0,35,27,27,23,0,0,0,0,16,8,0,22,14,0,12,23,0,0,0,0,0,0,0,0,7,0,7,5,0,0,17,7,0,8,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,266,125,0,86,52,0,0,37,25,31,22,0,0,0,0,15,9,0,14,16,0,13,21,0,0,0,0,0,0,0,0,9,0,2,3,0,0,14,3,0,11,0,0,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,204,104,0,68,67,0,0,36,17,16,32,0,0,0,0,14,9,0,16,17,0,12,31,0,0,0,0,0,0,0,0,14,0,8,4,0,0,15,8,0,13,0,0,0,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,241,128,0,79,70,0,0,34,16,15,30,0,0,0,0,10,8,0,24,14,0,13,19,0,0,0,0,0,0,0,0,11,0,3,4,0,0,15,3,0,14,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,258,133,0,83,55,0,0,44,31,15,26,0,0,0,0,18,5,0,21,20,0,9,25,0,0,0,0,0,0,0,0,26,0,6,5,0,0,15,7,0,6,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,237,129,0,65,83,0,0,41,30,17,23,0,0,0,0,18,12,0,19,17,0,9,17,0,0,0,0,0,0,0,0,11,0,11,4,0,0,18,7,0,10,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,259,112,0,72,79,0,0,42,18,19,27,0,0,0,0,21,12,0,25,21,0,14,23,0,0,0,0,0,0,0,0,11,0,4,6,0,0,23,8,0,12,0,0,0,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,259,112,0,59,62,0,0,44,20,19,32,0,0,0,0,14,10,0,20,15,0,9,17,0,0,0,0,0,0,0,0,5,0,6,2,0,0,17,4,0,11,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,254,118,0,69,66,0,0,40,24,22,30,0,0,0,0,23,6,0,19,23,0,11,15,0,0,0,0,0,0,0,0,14,0,4,2,0,0,17,10,0,9,0,0,0,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,239,117,0,74,83,0,0,43,23,25,38,0,0,0,0,12,10,0,20,15,0,10,23,0,0,0,0,0,0,0,0,12,0,7,2,0,0,9,14,0,14,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,221,119,0,71,64,0,0,37,28,22,29,0,0,0,0,9,10,0,25,14,0,13,22,0,0,0,0,0,0,0,0,9,0,2,5,0,0,19,8,0,11,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,228,136,0,82,60,0,0,45,24,21,22,0,0,0,0,17,5,0,23,17,0,9,23,0,0,0,0,0,0,0,0,14,0,5,8,0,0,27,5,0,10,0,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,238,129,0,75,61,0,0,39,30,15,32,0,0,0,0,23,6,0,30,14,0,12,16,0,0,0,0,0,0,0,0,9,0,1,3,0,0,17,4,0,10,0,0,0,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,260,125,0,73,66,0,0,31,26,23,23,0,0,0,0,15,7,0,15,23,0,14,21,0,0,0,0,0,0,0,0,9,0,3,4,0,0,9,7,0,15,0,0,0,4,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,245,122,0,70,79,0,0,27,32,20,29,0,0,0,0,18,9,0,19,19,0,12,10,0,0,0,0,0,0,0,0,12,0,4,4,0,0,19,5,0,10,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,245,123,0,60,80,0,0,30,24,26,34,0,0,0,0,16,6,0,21,15,0,18,17,0,0,0,0,0,0,0,0,7,0,5,2,0,0,13,8,0,9,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
