,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,245,103,0,56,77,0,0,32,17,15,33,0,0,0,0,11,6,0,24,0,16,9,21,0,0,0,0,0,0,0,0,0,6,6,5,0,0,16,10,0,0,3,0,5,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,266,122,0,63,77,0,0,39,13,20,22,0,0,0,0,13,9,0,26,0,18,18,16,0,0,0,0,0,0,0,0,0,13,5,6,0,0,18,12,0,0,9,0,9,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,265,134,0,66,66,0,0,47,20,24,20,0,0,0,0,20,14,0,18,0,10,11,28,0,0,0,0,0,0,0,0,0,3,4,4,0,0,10,5,0,0,7,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,227,122,0,70,71,0,0,38,29,10,29,0,0,0,0,12,6,0,29,0,17,13,21,0,0,0,0,0,0,0,0,0,6,5,8,0,0,11,9,0,0,5,0,6,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,218,107,0,79,73,0,0,50,22,16,31,0,0,0,0,13,10,0,13,0,20,18,16,0,0,0,0,0,0,0,0,0,4,4,8,0,0,15,9,0,0,7,0,6,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,247,132,0,70,60,0,0,44,27,22,25,0,0,0,0,21,13,0,24,0,10,12,15,0,0,0,0,0,0,0,0,0,5,2,4,0,0,16,11,0,0,4,0,2,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,210,121,0,74,83,0,0,39,22,22,33,0,0,0,0,12,10,0,23,0,22,9,15,0,0,0,0,0,0,0,0,0,6,6,2,0,0,16,7,0,0,9,0,9,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,251,110,0,82,76,0,0,36,23,20,24,0,0,0,0,15,12,0,30,0,19,18,23,0,0,0,0,0,0,0,0,0,5,4,3,0,0,17,11,0,0,11,0,7,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,235,126,0,72,79,0,0,41,23,20,25,0,0,0,0,16,6,0,28,0,20,8,16,0,0,0,0,0,0,0,0,0,6,8,3,0,0,14,5,0,0,11,0,5,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,223,117,0,83,68,0,0,53,28,26,33,0,0,0,0,14,8,0,21,0,16,10,19,0,0,0,0,0,0,0,0,0,3,1,3,0,0,24,3,0,0,5,0,8,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
