,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,218,120,0,90,81,0,0,35,19,22,23,0,0,0,0,13,9,27,0,0,13,17,14,0,0,0,0,0,0,0,0,8,0,3,3,13,6,0,0,0,0,4,0,3,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,233,127,0,65,66,0,0,34,27,13,31,0,0,0,0,13,10,19,0,0,21,11,22,0,0,0,0,0,0,0,0,6,0,6,5,6,12,0,0,0,0,6,0,10,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,227,137,0,60,81,0,0,37,27,19,21,0,0,0,0,24,5,18,0,0,11,11,27,0,0,0,0,0,0,0,0,3,0,6,8,10,5,0,0,0,0,8,0,6,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,208,114,0,71,73,0,0,36,35,10,23,0,0,0,0,14,7,15,0,0,11,12,22,0,0,0,0,0,0,0,0,8,0,3,2,10,8,0,0,0,0,11,0,10,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,243,122,0,63,79,0,0,34,29,26,31,0,0,0,0,15,11,22,0,0,18,6,20,0,0,0,0,0,0,0,0,13,0,1,6,8,9,0,0,0,0,8,0,11,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,237,145,0,65,69,0,0,42,18,18,32,0,0,0,0,15,11,17,0,0,17,16,16,0,0,0,0,0,0,0,0,7,0,6,7,11,7,0,0,0,0,15,0,6,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,224,116,0,69,68,0,0,38,29,16,23,0,0,0,0,30,4,18,0,0,20,16,18,0,0,0,0,0,0,0,0,10,0,4,1,18,4,0,0,0,0,6,0,7,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,269,129,0,71,57,0,0,30,28,15,32,0,0,0,0,19,9,25,0,0,14,10,13,0,0,0,0,0,0,0,0,8,0,1,6,11,5,0,0,0,0,4,0,7,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,255,112,0,69,56,0,0,40,22,19,31,0,0,0,0,15,8,19,0,0,20,17,17,0,0,0,0,0,0,0,0,13,0,2,6,10,4,0,0,0,0,8,0,6,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,248,113,0,77,76,0,0,45,26,10,32,0,0,0,0,18,8,24,0,0,19,9,21,0,0,0,0,0,0,0,0,12,0,3,5,17,11,0,0,0,0,12,0,5,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
