,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62
0,264,108,0,73,83,0,0,46,22,23,29,0,0,0,0,18,9,0,16,16,0,13,15,0,0,0,0,0,0,0,0,0,9,2,3,0,0,14,10,4,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,228,118,0,68,54,0,0,29,21,14,35,0,0,0,0,15,5,0,22,26,0,6,17,0,0,0,0,0,0,0,0,0,7,4,4,0,0,12,5,6,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,233,102,0,51,57,0,0,42,24,23,30,0,0,0,0,19,10,0,13,18,0,10,20,0,0,0,0,0,0,0,0,0,9,3,4,0,0,18,1,4,0,0,0,0,1,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,231,103,0,76,53,0,0,38,25,16,35,0,0,0,0,19,8,0,25,16,0,11,19,0,0,0,0,0,0,0,0,0,9,2,2,0,0,17,6,12,0,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,238,129,0,69,74,0,0,35,35,20,18,0,0,0,0,15,7,0,27,22,0,11,26,0,0,0,0,0,0,0,0,0,12,5,4,0,0,16,8,7,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,230,108,0,74,61,0,0,38,23,18,39,0,0,0,0,16,7,0,17,21,0,16,25,0,0,0,0,0,0,0,0,0,7,5,5,0,0,25,11,3,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,248,134,0,83,86,0,0,44,22,16,22,0,0,0,0,16,10,0,21,19,0,16,25,0,0,0,0,0,0,0,0,0,9,5,2,0,0,15,13,4,0,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,228,126,0,72,57,0,0,48,28,21,33,0,0,0,0,11,11,0,25,19,0,5,20,0,0,0,0,0,0,0,0,0,7,2,4,0,0,17,7,3,0,0,0,0,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,267,127,0,66,64,0,0,40,27,22,26,0,0,0,0,9,6,0,15,21,0,18,24,0,0,0,0,0,0,0,0,0,12,4,4,0,0,17,4,4,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,249,132,0,73,73,0,0,48,21,18,27,0,0,0,0,19,7,0,15,19,0,16,13,0,0,0,0,0,0,0,0,0,7,5,9,0,0,16,3,6,0,0,0,0,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,248,133,0,74,69,0,0,29,34,15,34,0,0,0,0,14,12,0,13,26,0,20,19,0,0,0,0,0,0,0,0,0,6,1,3,0,0,26,5,6,0,0,0,0,4,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,245,101,0,87,75,0,0,45,27,20,31,0,0,0,0,12,7,0,13,15,0,9,28,0,0,0,0,0,0,0,0,0,8,1,3,0,0,12,5,6,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,254,109,0,67,77,0,0,40,24,18,31,0,0,0,0,13,5,0,22,27,0,12,22,0,0,0,0,0,0,0,0,0,7,4,8,0,0,17,8,7,0,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,226,126,0,88,67,0,0,41,23,25,43,0,0,0,0,14,6,0,23,18,0,10,18,0,0,0,0,0,0,0,0,0,7,2,3,0,0,9,4,4,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,249,116,0,67,68,0,0,35,37,11,28,0,0,0,0,17,8,0,18,7,0,13,23,0,0,0,0,0,0,0,0,0,9,3,6,0,0,10,4,12,0,0,0,0,2,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,236,112,0,72,63,0,0,41,21,18,25,0,0,0,0,17,12,0,20,17,0,13,23,0,0,0,0,0,0,0,0,0,7,5,7,0,0,15,5,4,0,0,0,0,2,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,274,129,0,78,89,0,0,37,24,18,23,0,0,0,0,15,9,0,11,22,0,13,20,0,0,0,0,0,0,0,0,0,3,7,4,0,0,11,9,8,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,255,133,0,55,83,0,0,39,31,17,29,0,0,0,0,15,10,0,23,18,0,10,21,0,0,0,0,0,0,0,0,0,6,7,7,0,0,18,6,8,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,267,124,0,58,80,0,0,45,34,17,29,0,0,0,0,18,6,0,21,15,0,11,27,0,0,0,0,0,0,0,0,0,8,2,7,0,0,12,12,9,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,240,122,0,59,63,0,0,50,21,14,34,0,0,0,0,15,9,0,19,21,0,20,29,0,0,0,0,0,0,0,0,0,5,8,2,0,0,11,9,5,0,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,256,103,0,63,80,0,0,42,31,14,31,0,0,0,0,17,8,0,14,18,0,11,21,0,0,0,0,0,0,0,0,0,7,2,0,0,0,15,4,4,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,242,119,0,87,64,0,0,29,22,20,40,0,0,0,0,14,8,0,18,20,0,9,28,0,0,0,0,0,0,0,0,0,5,6,5,0,0,16,5,6,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,256,138,0,65,85,0,0,28,19,19,32,0,0,0,0,24,5,0,19,16,0,16,28,0,0,0,0,0,0,0,0,0,4,3,8,0,0,12,5,3,0,0,0,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,218,122,0,70,75,0,0,30,26,19,24,0,0,0,0,16,5,0,13,21,0,19,23,0,0,0,0,0,0,0,0,0,5,4,3,0,0,21,2,6,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,221,119,0,64,71,0,0,45,32,16,29,0,0,0,0,18,6,0,24,15,0,9,19,0,0,0,0,0,0,0,0,0,9,7,5,0,0,18,2,3,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,261,143,0,62,70,0,0,50,27,9,27,0,0,0,0,18,9,0,22,19,0,11,29,0,0,0,0,0,0,0,0,0,7,6,6,0,0,9,2,5,0,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,236,115,0,76,66,0,0,36,23,13,26,0,0,0,0,16,9,0,18,10,0,18,23,0,0,0,0,0,0,0,0,0,8,4,5,0,0,13,8,5,0,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,210,120,0,81,76,0,0,46,24,11,32,0,0,0,0,15,7,0,26,22,0,13,24,0,0,0,0,0,0,0,0,0,8,4,3,0,0,16,11,8,0,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,229,115,0,86,69,0,0,40,29,21,27,0,0,0,0,18,9,0,14,25,0,14,25,0,0,0,0,0,0,0,0,0,4,4,4,0,0,11,8,6,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,272,130,0,73,78,0,0,34,25,24,40,0,0,0,0,20,11,0,18,18,0,11,24,0,0,0,0,0,0,0,0,0,8,4,6,0,0,23,13,6,0,0,0,0,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,236,115,0,70,72,0,0,30,21,22,38,0,0,0,0,19,7,0,24,16,0,8,17,0,0,0,0,0,0,0,0,0,7,3,5,0,0,15,10,6,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,257,111,0,68,79,0,0,42,28,20,40,0,0,0,0,7,3,0,23,26,0,17,12,0,0,0,0,0,0,0,0,0,5,1,6,0,0,19,8,6,0,0,0,0,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,238,127,0,72,63,0,0,32,23,21,34,0,0,0,0,9,10,0,24,12,0,23,31,0,0,0,0,0,0,0,0,0,8,3,7,0,0,22,7,9,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,249,112,0,77,65,0,0,40,24,18,35,0,0,0,0,14,9,0,19,21,0,13,26,0,0,0,0,0,0,0,0,0,9,2,5,0,0,30,8,10,0,0,0,0,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,252,126,0,75,68,0,0,42,24,16,24,0,0,0,0,27,10,0,9,15,0,10,22,0,0,0,0,0,0,0,0,0,10,5,6,0,0,15,6,3,0,0,0,0,8,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,241,133,0,52,69,0,0,31,23,25,35,0,0,0,0,15,8,0,27,19,0,12,20,0,0,0,0,0,0,0,0,0,11,3,6,0,0,18,9,8,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,232,105,0,80,65,0,0,28,23,18,25,0,0,0,0,15,13,0,23,15,0,13,14,0,0,0,0,0,0,0,0,0,7,3,6,0,0,22,11,4,0,0,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,209,108,0,76,85,0,0,36,34,27,28,0,0,0,0,17,9,0,24,14,0,12,26,0,0,0,0,0,0,0,0,0,8,5,5,0,0,20,6,9,0,0,0,0,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,261,115,0,70,63,0,0,40,26,17,22,0,0,0,0,17,7,0,22,16,0,8,25,0,0,0,0,0,0,0,0,0,6,2,7,0,0,18,3,7,0,0,0,0,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
