,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,235,107,0,51,46,0,0,17,0,20,13,0,0,0,0,3,6,0,0,8,3,0,11,0,0,0,0,0,0,0,0
1,235,113,0,35,62,0,0,29,0,26,12,0,0,0,0,3,12,0,0,9,10,0,12,0,0,0,0,0,0,0,0
2,222,123,0,30,54,0,0,22,0,25,16,0,0,0,0,3,15,0,0,10,1,0,10,0,0,0,0,0,0,0,0
3,256,118,0,44,43,0,0,17,0,27,13,0,0,0,0,7,8,0,0,3,8,0,7,0,0,0,0,0,0,0,0
4,247,104,0,40,43,0,0,17,0,29,19,0,0,0,0,2,4,0,0,6,11,0,7,0,0,0,0,0,0,0,0
5,237,95,0,38,39,0,0,25,0,30,16,0,0,0,0,4,11,0,0,9,3,0,7,0,0,0,0,0,0,0,0
6,225,114,0,30,39,0,0,25,0,24,11,0,0,0,0,6,6,0,0,7,4,0,11,0,0,0,0,0,0,0,0
7,231,97,0,29,49,0,0,23,0,34,12,0,0,0,0,1,7,0,0,12,5,0,13,0,0,0,0,0,0,0,0
8,231,104,0,40,46,0,0,20,0,27,17,0,0,0,0,4,8,0,0,10,7,0,9,0,0,0,0,0,0,0,0
9,224,88,0,35,55,0,0,17,0,24,12,0,0,0,0,1,8,0,0,8,7,0,7,0,0,0,0,0,0,0,0
10,244,111,0,27,48,0,0,16,0,24,20,0,0,0,0,8,6,0,0,11,7,0,9,0,0,0,0,0,0,0,0
11,232,111,0,37,42,0,0,23,0,24,13,0,0,0,0,6,15,0,0,6,6,0,17,0,0,0,0,0,0,0,0
12,248,114,0,38,40,0,0,24,0,28,15,0,0,0,0,3,14,0,0,5,9,0,12,0,0,0,0,0,0,0,0
13,241,113,0,32,44,0,0,24,0,27,22,0,0,0,0,4,10,0,0,4,4,0,11,0,0,0,0,0,0,0,0
14,236,119,0,36,49,0,0,18,0,24,19,0,0,0,0,5,4,0,0,3,12,0,19,0,0,0,0,0,0,0,0
15,244,104,0,44,42,0,0,27,0,29,13,0,0,0,0,5,4,0,0,6,2,0,8,0,0,0,0,0,0,0,0
16,241,96,0,44,48,0,0,15,0,22,16,0,0,0,0,10,6,0,0,8,4,0,16,0,0,0,0,0,0,0,0
17,216,125,0,36,44,0,0,20,0,30,18,0,0,0,0,3,8,0,0,14,3,0,14,0,0,0,0,0,0,0,0
18,227,107,0,32,45,0,0,22,0,26,13,0,0,0,0,1,3,0,0,7,7,0,8,0,0,0,0,0,0,0,0
19,230,110,0,34,47,0,0,30,0,18,8,0,0,0,0,5,9,0,0,6,4,0,11,0,0,0,0,0,0,0,0
20,236,110,0,33,34,0,0,19,0,24,12,0,0,0,0,2,12,0,0,10,5,0,6,0,0,0,0,0,0,0,0
21,232,129,0,32,55,0,0,14,0,29,17,0,0,0,0,8,13,0,0,8,9,0,17,0,0,0,0,0,0,0,0
22,231,112,0,34,49,0,0,29,0,30,10,0,0,0,0,1,8,0,0,8,3,0,16,0,0,0,0,0,0,0,0
23,215,110,0,41,49,0,0,28,0,19,19,0,0,0,0,1,6,0,0,12,6,0,10,0,0,0,0,0,0,0,0
24,239,96,0,40,45,0,0,20,0,24,13,0,0,0,0,5,7,0,0,12,5,0,9,0,0,0,0,0,0,0,0
25,209,111,0,34,50,0,0,15,0,36,21,0,0,0,0,4,6,0,0,10,7,0,11,0,0,0,0,0,0,0,0
26,241,111,0,32,53,0,0,22,0,29,16,0,0,0,0,6,12,0,0,8,3,0,5,0,0,0,0,0,0,0,0
27,247,113,0,51,43,0,0,28,0,23,10,0,0,0,0,5,11,0,0,5,7,0,9,0,0,0,0,0,0,0,0
28,203,115,0,32,47,0,0,17,0,28,11,0,0,0,0,0,5,0,0,6,7,0,16,0,0,0,0,0,0,0,0
29,231,132,0,32,45,0,0,23,0,36,19,0,0,0,0,5,12,0,0,6,6,0,6,0,0,0,0,0,0,0,0
30,227,101,0,37,40,0,0,24,0,25,10,0,0,0,0,2,7,0,0,8,7,0,10,0,0,0,0,0,0,0,0
31,231,109,0,35,52,0,0,22,0,25,15,0,0,0,0,5,19,0,0,10,8,0,10,0,0,0,0,0,0,0,0
32,227,103,0,32,38,0,0,21,0,24,18,0,0,0,0,8,8,0,0,9,5,0,11,0,0,0,0,0,0,0,0
33,244,114,0,31,42,0,0,26,0,36,13,0,0,0,0,5,16,0,0,9,7,0,7,0,0,0,0,0,0,0,0
34,242,99,0,35,39,0,0,27,0,21,21,0,0,0,0,3,7,0,0,7,4,0,10,0,0,0,0,0,0,0,0
35,231,104,0,34,49,0,0,24,0,35,16,0,0,0,0,5,7,0,0,11,3,0,10,0,0,0,0,0,0,0,0
36,181,118,0,30,45,0,0,15,0,26,15,0,0,0,0,6,6,0,0,5,5,0,9,0,0,0,0,0,0,0,0
37,227,110,0,31,46,0,0,18,0,30,17,0,0,0,0,3,14,0,0,7,6,0,9,0,0,0,0,0,0,0,0
38,231,99,0,27,44,0,0,22,0,29,19,0,0,0,0,2,11,0,0,7,5,0,12,0,0,0,0,0,0,0,0
39,254,109,0,36,54,0,0,28,0,27,7,0,0,0,0,3,11,0,0,5,5,0,7,0,0,0,0,0,0,0,0
40,240,108,0,36,57,0,0,19,0,35,23,0,0,0,0,4,11,0,0,6,5,0,7,0,0,0,0,0,0,0,0
41,254,114,0,27,55,0,0,16,0,28,13,0,0,0,0,3,8,0,0,8,8,0,15,0,0,0,0,0,0,0,0
42,237,108,0,32,50,0,0,24,0,23,14,0,0,0,0,3,13,0,0,7,6,0,9,0,0,0,0,0,0,0,0
43,217,110,0,34,34,0,0,24,0,35,14,0,0,0,0,5,9,0,0,3,10,0,8,0,0,0,0,0,0,0,0
44,236,104,0,31,48,0,0,25,0,24,13,0,0,0,0,7,8,0,0,8,4,0,10,0,0,0,0,0,0,0,0
45,217,129,0,41,37,0,0,24,0,27,17,0,0,0,0,2,5,0,0,6,2,0,12,0,0,0,0,0,0,0,0
46,254,119,0,33,43,0,0,22,0,31,16,0,0,0,0,1,10,0,0,9,5,0,10,0,0,0,0,0,0,0,0
47,223,86,0,33,39,0,0,20,0,29,9,0,0,0,0,1,6,0,0,11,9,0,15,0,0,0,0,0,0,0,0
48,218,101,0,27,40,0,0,20,0,22,12,0,0,0,0,1,6,0,0,12,9,0,8,0,0,0,0,0,0,0,0
49,236,115,0,43,38,0,0,25,0,15,15,0,0,0,0,2,10,0,0,10,7,0,7,0,0,0,0,0,0,0,0
50,226,95,0,32,53,0,0,16,0,27,18,0,0,0,0,5,9,0,0,8,11,0,9,0,0,0,0,0,0,0,0
51,231,106,0,39,53,0,0,25,0,33,17,0,0,0,0,4,5,0,0,7,5,0,12,0,0,0,0,0,0,0,0
52,230,101,0,38,41,0,0,25,0,19,12,0,0,0,0,4,9,0,0,4,6,0,14,0,0,0,0,0,0,0,0
53,244,108,0,38,43,0,0,29,0,34,20,0,0,0,0,9,13,0,0,9,3,0,8,0,0,0,0,0,0,0,0
54,231,106,0,35,41,0,0,13,0,24,11,0,0,0,0,5,11,0,0,8,9,0,12,0,0,0,0,0,0,0,0
55,225,115,0,39,55,0,0,21,0,25,20,0,0,0,0,5,11,0,0,5,5,0,10,0,0,0,0,0,0,0,0
56,230,103,0,34,52,0,0,26,0,26,14,0,0,0,0,3,14,0,0,10,12,0,5,0,0,0,0,0,0,0,0
57,241,132,0,33,46,0,0,22,0,29,11,0,0,0,0,3,11,0,0,6,4,0,14,0,0,0,0,0,0,0,0
58,267,97,0,29,54,0,0,29,0,32,16,0,0,0,0,1,11,0,0,8,3,0,16,0,0,0,0,0,0,0,0
59,221,87,0,36,42,0,0,23,0,22,20,0,0,0,0,2,9,0,0,11,8,0,12,0,0,0,0,0,0,0,0
60,215,95,0,36,34,0,0,17,0,28,16,0,0,0,0,3,12,0,0,11,5,0,21,0,0,0,0,0,0,0,0
61,248,124,0,29,59,0,0,21,0,19,14,0,0,0,0,3,9,0,0,8,6,0,14,0,0,0,0,0,0,0,0
62,231,99,0,37,48,0,0,22,0,27,18,0,0,0,0,3,6,0,0,5,5,0,4,0,0,0,0,0,0,0,0
63,219,100,0,37,48,0,0,20,0,26,16,0,0,0,0,3,13,0,0,11,4,0,6,0,0,0,0,0,0,0,0
64,234,103,0,43,47,0,0,26,0,39,17,0,0,0,0,4,8,0,0,5,7,0,5,0,0,0,0,0,0,0,0
65,252,126,0,40,47,0,0,22,0,30,16,0,0,0,0,6,6,0,0,6,4,0,5,0,0,0,0,0,0,0,0
66,229,116,0,36,48,0,0,27,0,22,14,0,0,0,0,3,8,0,0,6,8,0,10,0,0,0,0,0,0,0,0
67,234,108,0,30,49,0,0,25,0,26,24,0,0,0,0,5,7,0,0,7,7,0,10,0,0,0,0,0,0,0,0
68,226,93,0,32,37,0,0,15,0,31,14,0,0,0,0,5,12,0,0,3,6,0,13,0,0,0,0,0,0,0,0
69,238,104,0,30,49,0,0,23,0,33,14,0,0,0,0,5,5,0,0,2,5,0,13,0,0,0,0,0,0,0,0
70,233,98,0,35,25,0,0,28,0,34,16,0,0,0,0,7,16,0,0,9,10,0,11,0,0,0,0,0,0,0,0
71,210,100,0,34,48,0,0,26,0,38,14,0,0,0,0,6,7,0,0,7,8,0,10,0,0,0,0,0,0,0,0
72,228,131,0,22,37,0,0,26,0,21,14,0,0,0,0,2,9,0,0,11,10,0,6,0,0,0,0,0,0,0,0
73,206,97,0,29,48,0,0,21,0,25,19,0,0,0,0,4,1,0,0,5,8,0,8,0,0,0,0,0,0,0,0
74,231,99,0,44,52,0,0,30,0,25,9,0,0,0,0,6,10,0,0,9,6,0,10,0,0,0,0,0,0,0,0
75,249,91,0,44,53,0,0,20,0,25,16,0,0,0,0,4,10,0,0,10,9,0,8,0,0,0,0,0,0,0,0
76,232,106,0,39,58,0,0,16,0,17,14,0,0,0,0,7,11,0,0,4,11,0,21,0,0,0,0,0,0,0,0
77,212,108,0,32,40,0,0,16,0,24,15,0,0,0,0,3,7,0,0,9,4,0,13,0,0,0,0,0,0,0,0
78,221,122,0,33,51,0,0,28,0,28,17,0,0,0,0,4,7,0,0,9,11,0,11,0,0,0,0,0,0,0,0
79,242,108,0,36,50,0,0,27,0,32,20,0,0,0,0,3,6,0,0,10,5,0,4,0,0,0,0,0,0,0,0
80,185,108,0,40,52,0,0,19,0,24,12,0,0,0,0,5,9,0,0,4,4,0,19,0,0,0,0,0,0,0,0
81,225,99,0,40,49,0,0,26,0,25,13,0,0,0,0,3,8,0,0,5,4,0,7,0,0,0,0,0,0,0,0
82,219,92,0,17,58,0,0,25,0,32,15,0,0,0,0,9,11,0,0,11,7,0,8,0,0,0,0,0,0,0,0
83,238,109,0,28,48,0,0,28,0,23,16,0,0,0,0,4,6,0,0,13,7,0,6,0,0,0,0,0,0,0,0
84,242,107,0,31,48,0,0,17,0,25,7,0,0,0,0,4,6,0,0,8,9,0,10,0,0,0,0,0,0,0,0
85,220,88,0,37,46,0,0,26,0,29,10,0,0,0,0,7,10,0,0,7,6,0,13,0,0,0,0,0,0,0,0
86,236,117,0,30,42,0,0,13,0,16,19,0,0,0,0,6,15,0,0,7,3,0,8,0,0,0,0,0,0,0,0
87,237,111,0,30,49,0,0,24,0,21,26,0,0,0,0,7,7,0,0,10,3,0,12,0,0,0,0,0,0,0,0
88,239,101,0,27,47,0,0,24,0,31,10,0,0,0,0,3,11,0,0,7,5,0,7,0,0,0,0,0,0,0,0
89,227,117,0,51,46,0,0,15,0,26,15,0,0,0,0,5,7,0,0,8,4,0,10,0,0,0,0,0,0,0,0
90,271,106,0,40,51,0,0,22,0,20,14,0,0,0,0,6,5,0,0,11,8,0,8,0,0,0,0,0,0,0,0
91,231,109,0,30,42,0,0,20,0,17,13,0,0,0,0,3,12,0,0,6,5,0,16,0,0,0,0,0,0,0,0
92,215,106,0,31,50,0,0,17,0,20,13,0,0,0,0,0,9,0,0,7,4,0,5,0,0,0,0,0,0,0,0
93,250,92,0,33,39,0,0,27,0,24,15,0,0,0,0,4,11,0,0,9,9,0,14,0,0,0,0,0,0,0,0
94,246,110,0,29,34,0,0,21,0,24,15,0,0,0,0,4,11,0,0,8,6,0,16,0,0,0,0,0,0,0,0
95,225,115,0,33,54,0,0,15,0,27,11,0,0,0,0,7,4,0,0,7,4,0,14,0,0,0,0,0,0,0,0
96,230,95,0,33,46,0,0,25,0,25,12,0,0,0,0,6,8,0,0,11,9,0,9,0,0,0,0,0,0,0,0
97,216,94,0,44,35,0,0,17,0,27,10,0,0,0,0,3,14,0,0,5,5,0,8,0,0,0,0,0,0,0,0
98,247,118,0,31,43,0,0,24,0,31,13,0,0,0,0,4,10,0,0,5,3,0,8,0,0,0,0,0,0,0,0
99,258,116,0,55,40,0,0,13,0,29,17,0,0,0,0,5,3,0,0,5,12,0,12,0,0,0,0,0,0,0,0
