,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,239,126,0,50,51,0,0,0,32,0,17,0,0,0,0,0,0,0,4,0,0,5,11,0,0,0,0,0,0,0,0
1,220,108,0,48,46,0,0,0,34,0,17,0,0,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,0,0,0
2,222,93,0,56,50,0,0,0,31,0,18,0,0,0,0,0,0,0,6,0,0,7,10,0,0,0,0,0,0,0,0
3,239,120,0,57,53,0,0,0,32,0,13,0,0,0,0,0,0,0,2,0,0,9,14,0,0,0,0,0,0,0,0
4,233,118,0,54,42,0,0,0,33,0,16,0,0,0,0,0,0,0,5,0,0,4,12,0,0,0,0,0,0,0,0
5,254,110,0,45,48,0,0,0,33,0,18,0,0,0,0,0,0,0,8,0,0,7,9,0,0,0,0,0,0,0,0
6,241,100,0,38,45,0,0,0,36,0,21,0,0,0,0,0,0,0,6,0,0,12,6,0,0,0,0,0,0,0,0
7,269,117,0,63,59,0,0,0,34,0,13,0,0,0,0,0,0,0,2,0,0,6,15,0,0,0,0,0,0,0,0
8,211,103,0,37,50,0,0,0,20,0,17,0,0,0,0,0,0,0,6,0,0,7,11,0,0,0,0,0,0,0,0
9,232,104,0,31,54,0,0,0,22,0,17,0,0,0,0,0,0,0,8,0,0,10,10,0,0,0,0,0,0,0,0
10,239,103,0,45,51,0,0,0,29,0,18,0,0,0,0,0,0,0,5,0,0,8,12,0,0,0,0,0,0,0,0
11,252,132,0,53,52,0,0,0,32,0,19,0,0,0,0,0,0,0,3,0,0,9,12,0,0,0,0,0,0,0,0
12,231,106,0,47,56,0,0,0,32,0,23,0,0,0,0,0,0,0,5,0,0,7,11,0,0,0,0,0,0,0,0
13,227,119,0,51,81,0,0,0,44,0,22,0,0,0,0,0,0,0,10,0,0,12,11,0,0,0,0,0,0,0,0
14,224,118,0,50,43,0,0,0,43,0,30,0,0,0,0,0,0,0,6,0,0,7,15,0,0,0,0,0,0,0,0
15,210,113,0,36,47,0,0,0,30,0,18,0,0,0,0,0,0,0,6,0,0,11,15,0,0,0,0,0,0,0,0
