,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,229,164,139,92,101,96,122,60,55,59,56,60,54,45,60,40,64,55,46,23,30,27,32,40,31,37,37,49,35,47,23,16,21,35,16,30,13,19,18,16,14,24,11,10,17,25,39,23,24,22,19,23,0,14,12,24,0,26,15,33,16,20,18,8,20,22,16,7,12,11,15,12,11,12,20,16,11,24,15,11,12,13,11,10,12,12,12,13,23,15,9,6,19,16,12,0,14,8,13,10,19,11,14,9,0,0,0,6,7,19,17,9,12,0,0,7,7,11,18,12,4,6,10,8,13,23,14,5,7,3,2,17,8,7,7,11,10,11,12,7,7,4,8,7,4,7,6,6,5,4,13,10,3,10,14,10,12,6,7,3,6,15,9,3,5,2,4,6,7,8,13,17,15,9,9,10,9,18,9,5,3,4,15,7,1,20,4,9,17,8,9,0,0,10,9,8,4,11,10,5,6,1,12,15,0,15,12,8,5,0,0,0,0,0,0,8,12,8,6,7,12,10,17,10,7,10,10,0,0,0,0,8,6,3,3,9,4,7,5,10,11,3,13,9,10,14,5,9,12,12,5,16,8,9,9
1,261,163,144,89,97,106,106,59,60,52,64,72,60,52,64,37,52,54,38,23,39,27,36,49,28,36,29,38,37,39,21,23,25,33,23,20,10,22,13,23,18,21,20,25,18,25,24,23,29,29,27,22,0,15,17,13,0,28,22,20,20,9,16,19,16,13,9,12,10,8,18,21,8,8,23,14,11,16,17,9,10,11,8,12,14,11,10,17,19,11,14,12,19,18,15,0,17,6,13,15,24,13,12,12,0,0,0,19,18,8,11,12,13,0,0,13,8,19,11,12,9,6,11,17,7,17,11,2,9,6,6,12,4,14,8,14,5,7,6,12,7,12,6,6,7,4,3,9,5,8,8,15,10,11,15,8,8,11,5,10,4,12,16,6,12,6,9,2,13,8,9,4,14,7,9,5,7,10,10,6,3,8,13,4,2,14,4,8,7,9,9,0,0,11,10,16,8,8,14,8,5,5,11,10,0,10,9,7,6,0,0,0,0,0,0,10,11,9,1,7,11,7,7,5,7,11,13,0,0,0,0,12,5,6,1,6,3,5,3,2,14,3,6,6,17,11,12,4,13,9,10,6,4,7,15
2,244,175,138,86,113,103,115,52,68,55,69,48,60,55,54,28,54,50,31,27,36,27,35,47,26,44,38,43,34,50,16,28,27,29,15,31,8,15,21,26,12,15,13,28,20,25,22,19,31,24,20,22,0,25,23,11,0,22,15,25,24,20,13,21,22,28,14,11,13,15,8,18,18,8,10,8,15,15,20,9,10,16,12,14,18,17,12,22,26,16,14,18,20,10,14,0,9,9,10,13,15,14,12,12,0,0,0,14,16,11,15,8,6,0,0,9,7,15,25,14,2,1,9,11,10,21,14,3,8,3,3,10,4,17,4,15,7,7,7,13,9,9,7,4,6,9,10,4,3,3,8,13,6,9,9,10,9,8,3,8,7,15,10,5,8,2,8,4,12,9,6,8,27,8,7,3,14,7,14,9,5,2,10,4,3,13,9,11,6,11,5,0,0,12,6,9,7,9,12,7,8,4,7,12,0,6,10,7,5,0,0,0,0,0,0,7,7,14,5,13,12,8,8,9,8,9,11,0,0,0,0,10,3,8,2,7,4,3,8,9,12,4,11,7,15,12,6,7,15,9,7,8,4,5,7
3,245,165,153,89,111,90,120,54,71,69,68,50,67,51,65,22,56,42,32,24,36,42,29,35,22,48,38,50,44,39,22,24,28,37,19,24,16,21,8,35,20,17,10,19,16,18,25,22,29,21,24,34,0,20,22,18,0,20,18,24,14,15,19,8,23,18,10,3,13,7,15,12,17,7,19,12,12,15,18,9,16,10,11,19,8,14,9,15,18,17,21,14,23,9,14,0,20,11,13,11,21,13,11,11,0,0,0,17,14,10,13,14,12,0,0,5,5,22,20,22,11,4,18,13,8,20,9,3,7,6,5,5,8,12,4,11,6,11,6,10,6,16,7,8,10,1,7,12,5,4,12,8,2,9,12,8,7,8,3,8,9,14,7,13,8,1,9,2,12,8,11,11,18,7,18,9,12,18,10,5,6,6,14,5,7,16,9,7,7,4,8,0,0,13,6,8,19,8,9,8,6,3,9,12,0,4,10,4,11,0,0,0,0,0,0,8,13,9,5,3,10,6,8,4,6,6,8,0,0,0,0,12,5,4,2,7,8,4,12,6,6,7,5,7,11,7,11,13,17,11,7,8,8,8,10
4,253,168,157,105,82,116,112,55,69,67,62,56,66,50,59,20,58,42,40,26,27,35,37,49,22,36,30,32,43,47,27,22,25,34,17,30,21,23,22,18,12,16,15,20,25,30,24,21,27,29,22,26,0,25,14,25,0,30,25,23,20,14,19,18,19,15,15,7,19,7,14,13,15,8,16,15,9,18,18,7,14,14,7,13,21,16,8,10,22,11,20,19,18,13,13,0,15,7,12,13,13,15,7,10,0,0,0,10,11,14,14,8,11,0,0,11,8,20,16,17,3,3,6,6,19,12,18,2,10,6,2,20,4,5,5,13,8,11,9,10,11,5,7,7,7,3,7,8,8,9,12,5,4,6,10,9,14,5,2,3,10,19,14,5,12,2,8,4,6,3,11,8,12,6,5,9,12,13,7,10,6,8,13,10,3,22,2,15,9,7,6,0,0,12,13,11,7,14,4,3,2,2,5,13,0,8,13,2,7,0,0,0,0,0,0,5,5,8,4,10,13,7,8,8,5,9,9,0,0,0,0,6,2,8,2,6,4,5,6,5,10,6,10,6,20,7,8,7,15,15,9,6,7,9,14
5,255,172,154,92,106,83,118,69,53,53,46,53,61,43,58,30,56,52,38,28,38,41,31,40,20,36,41,36,34,44,28,43,18,34,19,27,15,19,21,13,18,19,18,29,20,32,25,21,32,25,22,25,0,16,12,20,0,31,17,24,18,15,22,16,8,23,12,15,9,7,16,16,11,5,13,9,13,26,13,11,16,16,11,15,16,13,15,12,24,15,11,18,19,11,13,0,19,8,10,14,24,7,16,7,0,0,0,13,13,12,15,12,12,0,0,16,7,24,12,16,1,5,7,13,13,16,7,8,13,8,5,6,5,4,4,6,2,5,10,6,5,6,13,9,12,2,8,7,6,7,10,9,6,11,10,9,9,13,5,10,8,19,7,7,8,2,8,3,14,7,11,4,14,7,10,6,9,11,12,7,6,6,10,4,5,15,3,10,3,7,3,0,0,11,10,7,13,12,8,7,6,2,6,10,0,8,11,1,7,0,0,0,0,0,0,9,10,4,5,6,20,12,8,6,9,11,10,0,0,0,0,8,6,7,5,7,6,7,12,5,10,9,2,7,12,13,10,9,14,17,8,12,4,11,8
6,271,167,166,86,107,98,105,56,58,54,58,52,53,60,60,39,50,40,34,36,26,22,39,57,29,48,37,46,33,50,20,14,34,34,23,23,19,22,13,24,10,20,12,20,19,24,26,19,26,35,27,15,0,14,15,14,0,24,24,28,13,19,16,15,15,20,11,15,18,10,27,17,10,8,13,11,13,15,14,14,13,5,8,14,14,16,7,19,12,14,6,11,22,11,15,0,9,7,17,10,16,15,13,17,0,0,0,9,10,8,10,10,14,0,0,6,13,10,14,10,3,2,6,10,14,21,12,3,9,1,5,11,3,8,6,16,10,7,10,14,8,8,11,9,10,7,3,8,4,8,10,6,3,8,15,6,10,11,6,7,5,17,9,8,11,2,10,4,6,9,10,10,22,11,9,7,9,7,2,9,7,8,11,9,4,13,4,17,12,9,8,0,0,12,15,3,10,11,14,3,9,6,12,9,0,9,9,7,4,0,0,0,0,0,0,6,12,12,1,3,7,9,6,5,5,10,11,0,0,0,0,11,6,9,4,12,5,6,5,11,7,7,3,4,12,9,7,3,10,10,12,5,6,13,6
7,279,188,135,99,108,104,105,59,66,64,56,54,67,55,49,34,54,42,41,31,34,36,30,36,28,47,44,36,37,52,20,22,20,34,20,14,18,20,19,18,18,18,19,21,19,29,26,17,35,31,9,15,0,21,25,26,0,27,20,38,11,15,14,13,17,5,17,10,8,10,8,8,10,13,13,11,22,17,14,11,12,11,21,10,18,12,7,18,17,11,15,20,20,4,19,0,18,9,10,9,17,11,14,10,0,0,0,8,9,6,11,21,10,0,0,15,8,9,17,12,7,11,7,12,11,16,18,7,7,3,4,7,5,6,11,10,3,5,11,15,11,11,15,9,12,3,2,6,9,10,13,14,6,13,10,15,6,11,3,5,7,10,13,10,9,3,12,8,13,8,9,11,24,5,12,11,5,12,9,9,6,4,12,4,4,21,6,15,12,8,10,0,0,13,5,6,8,12,12,4,13,2,13,12,0,11,13,8,8,0,0,0,0,0,0,4,10,7,4,7,8,5,11,8,7,6,8,0,0,0,0,16,9,3,4,5,1,3,1,8,8,4,4,8,16,11,12,5,14,11,7,12,7,15,13
8,247,167,116,84,98,101,104,46,64,54,58,45,64,49,60,37,66,33,43,28,36,26,38,39,20,30,46,41,38,43,10,22,25,29,18,25,15,17,16,23,12,28,20,24,25,27,30,29,31,22,20,17,0,18,19,14,0,29,20,25,10,16,20,14,17,20,10,9,16,9,13,14,13,7,21,7,20,26,14,9,11,9,12,12,14,12,13,19,15,11,15,17,26,14,9,0,11,5,13,10,32,9,10,6,0,0,0,13,19,10,12,12,11,0,0,7,12,17,20,11,3,7,7,11,11,10,12,6,11,9,8,17,5,9,4,10,7,14,9,11,5,7,15,5,5,7,6,2,5,5,7,8,5,10,13,14,7,6,3,3,11,15,11,5,8,1,10,5,11,15,14,13,22,6,8,5,7,14,6,5,3,7,12,10,8,15,2,9,13,9,2,0,0,13,17,5,5,12,10,9,9,3,11,12,0,8,9,5,6,0,0,0,0,0,0,8,9,8,2,9,12,10,10,9,17,8,12,0,0,0,0,12,5,6,0,6,7,5,8,4,13,7,7,9,14,17,7,5,7,9,7,13,2,5,13
9,280,153,129,91,99,111,108,61,58,71,55,49,63,45,50,26,42,41,30,37,32,31,25,47,22,34,35,40,40,43,25,18,25,24,20,29,16,18,19,14,22,22,19,29,26,21,24,19,33,37,18,16,0,18,20,15,0,29,25,26,20,15,24,10,19,21,13,11,18,11,13,16,12,9,13,15,19,21,12,10,13,12,10,8,15,13,7,24,21,19,16,20,25,10,11,0,20,11,11,6,22,8,9,11,0,0,0,9,16,10,17,13,11,0,0,16,11,19,25,10,4,1,11,13,9,13,17,4,10,8,5,13,2,6,9,10,6,9,7,10,11,10,8,8,5,3,8,7,9,6,19,10,6,5,9,9,8,15,3,10,5,12,12,8,7,2,6,6,19,6,14,9,19,7,5,10,8,15,10,7,9,6,14,4,3,10,4,8,11,6,11,0,0,11,11,8,10,12,6,6,11,3,7,9,0,3,13,11,8,0,0,0,0,0,0,6,10,7,1,4,6,10,9,6,15,2,17,0,0,0,0,11,8,7,2,2,6,4,9,9,6,4,3,11,11,6,5,9,14,12,9,6,5,9,10
