,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,236,158,124,91,90,86,115,49,66,72,67,53,72,49,50,27,53,47,37,34,31,24,40,38,25,40,31,40,34,42,23,29,24,36,24,18,11,20,21,21,17,33,11,25,30,30,28,22,32,37,15,0,23,24,22,0,32,22,23,20,15,22,26,13,25,17,13,7,20,11,11,10,12,12,8,17,25,22,12,8,11,10,9,11,14,15,9,24,10,9,17,15,27,9,14,14,0,6,9,12,16,12,11,0,0,23,20,8,17,11,11,0,0,17,11,10,4,16,23,18,2,4,7,15,11,16,9,2,8,5,6,14,2,8,7,6,13,6,7,7,7,2,11,4,4,7,10,9,5,7,8,9,8,13,11,10,8,6,2,2,8,13,15,9,5,6,9,6,18,6,12,9,16,16,10,6,8,13,8,6,11,7,10,5,1,19,1,10,13,12,4,13,5,0,0,7,6,10,12,4,5,3,11,5,0,5,8,0,0,0,0,5,15,11,7,9,1,8,6,6,12,11,11,0,0,0,0,10,4,1,10,9,4,3,10,8,4,6,4,9,6,9,4,8,23,10,9,8,16,17,4,5,5,7,5
1,242,176,131,82,93,103,106,63,74,59,47,56,62,48,65,46,63,56,40,23,27,30,35,46,21,34,30,31,42,39,21,27,27,28,16,18,10,24,14,18,12,19,13,27,15,32,22,27,32,34,13,0,29,19,23,0,25,21,13,21,21,21,17,17,16,24,12,11,12,11,19,10,15,4,13,16,20,20,18,13,11,9,15,10,10,14,10,13,18,13,6,20,21,15,18,18,0,1,7,9,22,9,17,0,0,15,19,9,12,7,6,0,0,7,16,11,12,22,20,20,6,7,14,18,9,20,13,2,5,3,5,15,3,6,4,8,8,6,7,10,9,2,8,5,4,6,11,11,3,9,16,8,6,7,16,13,9,9,7,4,6,14,8,6,8,3,7,8,13,10,10,12,17,12,7,8,5,13,11,1,10,5,10,6,3,13,8,10,12,11,2,6,10,0,0,8,8,3,11,5,11,1,9,5,0,10,8,0,0,0,0,5,15,13,12,9,17,7,3,5,11,11,12,0,0,0,0,5,7,1,12,9,3,3,3,7,8,7,9,6,9,13,6,6,8,11,9,5,11,11,13,8,3,17,12
2,244,189,163,85,90,110,118,53,53,58,51,62,64,54,54,27,56,47,45,36,26,32,31,51,23,36,32,37,42,36,20,28,24,33,20,19,14,25,11,24,16,17,16,26,28,22,16,30,33,40,25,0,27,17,21,0,31,24,24,21,13,14,22,19,28,20,9,10,11,11,11,6,11,6,12,12,16,11,6,7,15,12,17,16,13,12,15,15,27,7,16,14,22,8,11,16,0,4,12,13,20,11,16,0,0,14,22,5,11,11,10,0,0,8,11,20,5,15,14,13,7,8,12,17,11,17,13,5,8,7,1,14,4,9,4,9,7,6,16,9,7,4,9,8,3,7,9,7,7,7,11,8,7,11,22,9,14,11,2,7,9,14,10,11,12,2,2,5,12,6,9,11,13,4,5,2,14,18,7,7,2,9,11,9,4,17,0,12,6,12,7,5,12,0,0,3,11,12,5,5,5,6,12,8,0,13,8,0,0,0,0,6,11,4,9,8,14,4,5,5,12,8,14,0,0,0,0,12,6,3,17,12,5,9,2,9,2,6,7,6,10,13,11,5,19,9,3,6,16,8,7,7,7,7,8
3,255,177,145,81,111,98,120,49,76,41,55,50,69,47,62,29,45,39,34,30,28,20,27,48,35,41,35,41,46,49,15,31,23,34,11,19,8,22,15,24,16,21,10,19,19,30,16,31,30,28,22,0,35,21,17,0,32,22,20,28,21,20,24,14,22,14,13,13,15,10,10,11,12,8,17,14,18,21,12,12,14,10,7,7,20,13,8,24,15,13,14,16,19,8,14,17,0,6,15,6,19,12,22,0,0,14,18,16,12,10,14,0,0,9,8,5,11,13,15,8,2,6,10,20,11,22,13,2,8,8,6,18,6,7,5,8,4,9,6,11,6,9,20,7,7,6,5,6,5,12,10,5,7,17,16,6,11,6,2,5,8,14,5,7,12,4,19,3,8,11,15,8,18,11,6,9,8,10,11,9,6,3,11,9,7,17,2,9,9,8,9,9,11,0,0,3,16,10,11,12,6,6,8,13,0,10,8,0,0,0,0,6,5,13,7,8,8,12,3,10,7,10,9,0,0,0,0,9,3,5,12,9,1,6,2,11,7,6,8,8,3,9,5,10,16,18,7,9,14,14,8,5,3,8,11
4,250,158,137,81,108,98,119,59,63,66,68,45,72,51,38,33,51,38,48,37,32,32,36,54,27,48,39,41,27,47,21,23,17,31,20,24,15,18,21,26,13,20,14,33,28,32,23,16,36,23,15,0,21,29,10,0,30,29,10,20,19,6,21,14,25,24,10,7,17,8,15,12,9,9,21,10,12,18,17,13,16,20,9,11,10,9,13,16,20,18,28,17,22,17,15,11,0,8,18,12,25,14,11,0,0,21,18,17,18,13,10,0,0,10,7,16,9,18,21,13,6,13,8,13,10,15,15,5,7,4,2,14,3,5,8,13,6,8,6,12,12,6,5,9,3,8,3,10,3,10,3,10,2,6,14,10,15,15,3,10,6,19,8,6,7,4,7,7,11,8,6,8,16,2,6,3,11,17,20,2,9,3,11,10,4,14,5,15,14,6,8,10,10,0,0,9,8,14,11,6,14,4,8,10,0,6,7,0,0,0,0,9,14,10,10,8,16,5,5,4,13,5,15,0,0,0,0,7,9,4,15,8,5,5,3,8,4,4,2,10,13,3,7,10,17,12,7,7,9,15,7,6,7,11,13
5,247,161,150,85,96,89,103,54,59,62,49,37,50,53,47,33,52,51,39,31,25,36,32,36,23,35,42,39,55,52,9,19,15,22,23,25,13,14,9,19,17,16,12,18,26,27,31,23,25,24,22,0,20,23,12,0,28,27,26,23,15,18,24,20,17,20,10,9,10,13,17,13,6,10,12,12,18,24,11,19,18,10,10,8,13,17,8,17,24,7,11,16,13,17,18,14,0,5,12,6,16,16,10,0,0,15,24,11,10,14,10,0,0,11,9,12,9,14,24,16,4,7,12,20,10,24,15,5,6,4,3,10,5,6,6,5,9,7,6,13,12,10,6,4,9,2,5,12,5,2,15,9,3,11,10,5,8,4,2,5,9,14,14,7,7,3,8,5,11,12,11,15,17,3,7,8,9,10,9,9,7,7,9,8,5,15,1,13,12,12,5,8,10,0,0,7,6,13,10,2,11,8,10,7,0,13,14,0,0,0,0,8,10,9,10,4,12,9,4,5,12,10,14,0,0,0,0,9,4,5,13,10,4,5,3,5,6,7,4,6,13,10,2,11,13,16,3,9,15,9,9,9,5,11,9
6,283,164,162,97,104,87,114,61,82,58,68,54,62,55,57,32,54,42,45,31,45,31,32,58,30,36,45,45,54,45,18,29,19,25,26,19,16,18,16,22,13,28,19,24,17,21,22,26,26,26,22,0,27,16,20,0,37,23,21,24,15,23,23,14,20,19,11,15,9,7,5,4,17,13,22,17,16,21,10,15,17,12,13,12,11,10,4,16,23,16,16,12,18,10,11,17,0,7,8,17,22,8,8,0,0,12,19,11,12,10,10,0,0,15,10,15,8,17,7,19,3,3,7,12,16,10,17,5,12,3,5,11,2,7,6,6,2,6,11,11,9,6,13,4,5,8,5,9,3,2,7,6,4,12,13,9,7,15,4,8,9,10,5,4,14,2,4,3,11,10,11,8,20,1,8,9,11,11,12,7,1,7,9,5,4,11,3,10,13,16,9,6,6,0,0,7,8,4,13,4,7,4,11,7,0,10,19,0,0,0,0,9,13,3,7,5,14,4,3,3,10,14,16,0,0,0,0,7,9,5,17,5,7,5,4,8,5,6,10,8,10,4,3,5,17,7,13,9,11,11,4,5,5,11,16
7,231,165,147,92,103,93,108,80,56,54,52,61,82,56,41,35,53,38,31,30,26,28,25,40,28,42,26,25,48,51,22,26,24,38,24,22,9,15,21,22,13,20,26,20,24,30,28,19,26,29,20,0,28,18,16,0,34,24,18,33,24,21,34,25,23,27,8,13,11,10,17,10,13,7,13,9,20,18,14,14,18,11,13,13,11,5,2,25,18,17,11,17,23,7,12,12,0,4,18,15,16,11,13,0,0,15,17,9,14,15,25,0,0,14,16,12,11,22,12,15,8,2,17,11,10,18,7,7,2,4,11,14,5,10,10,11,10,13,6,11,6,6,10,5,10,6,7,10,6,5,15,10,9,4,14,6,8,5,7,8,9,12,14,7,6,4,10,1,13,6,10,12,18,7,3,8,7,8,5,7,6,1,11,2,3,17,2,11,12,8,5,7,4,0,0,12,10,9,11,7,8,4,18,10,0,11,9,0,0,0,0,6,7,8,11,6,13,8,9,3,8,10,12,0,0,0,0,6,11,3,19,8,3,6,4,9,9,8,6,7,8,5,7,11,18,10,8,6,21,11,7,9,3,11,11
8,272,195,161,100,113,100,126,56,59,50,65,56,59,51,68,33,45,38,34,29,43,51,36,50,26,38,28,35,40,39,19,23,17,30,28,26,16,21,17,16,10,24,22,22,14,19,18,22,34,32,25,0,24,18,18,0,31,24,19,29,17,13,22,19,24,27,14,11,16,9,11,14,11,10,24,23,11,20,10,2,17,20,9,11,13,12,12,13,19,12,13,16,25,15,18,13,0,7,11,13,15,14,12,0,0,15,14,8,14,9,11,0,0,12,4,16,9,16,13,16,9,6,9,19,7,14,22,2,7,1,5,10,9,10,7,9,5,6,5,12,5,6,10,7,9,6,3,10,6,6,10,7,3,12,8,8,12,5,3,5,6,17,13,1,10,2,6,5,17,8,15,10,20,3,5,4,15,14,6,10,4,5,14,4,5,17,2,4,6,10,8,13,14,0,0,8,19,10,10,4,2,4,12,14,0,10,9,0,0,0,0,4,11,6,9,5,11,11,3,9,8,12,12,0,0,0,0,10,8,5,10,15,3,9,3,7,5,6,11,5,6,8,6,6,14,10,10,11,7,13,9,8,2,7,9
9,241,155,142,86,123,109,99,61,59,57,69,62,62,50,44,32,69,49,30,23,20,27,28,40,27,38,48,36,51,30,14,26,34,38,17,14,12,22,21,15,9,23,15,31,22,30,29,19,28,33,24,0,27,19,20,0,33,33,22,26,15,21,15,19,12,22,14,11,10,10,16,17,10,14,17,10,14,24,21,9,9,12,13,9,10,14,3,15,16,18,16,10,22,11,13,11,0,4,15,6,21,10,13,0,0,21,9,7,19,14,14,0,0,15,7,14,11,12,16,15,7,7,10,11,10,24,18,5,6,5,4,12,6,1,6,9,2,12,8,5,4,8,7,4,10,3,7,12,2,4,13,3,6,15,12,4,12,5,6,11,8,17,5,8,11,3,4,4,17,10,2,9,18,6,9,5,7,10,12,5,3,5,13,6,2,16,5,11,11,9,8,4,7,0,0,5,6,13,16,6,7,3,7,13,0,7,7,0,0,0,0,5,15,10,11,5,6,19,8,4,7,7,12,0,0,0,0,9,9,5,12,13,1,2,2,10,7,5,6,6,8,11,17,7,14,13,5,5,13,8,9,10,7,9,14
