,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,247,149,153,91,92,104,99,63,60,60,42,45,69,34,61,21,70,57,41,29,30,33,34,37,19,34,37,30,32,49,21,28,17,40,25,23,5,13,16,20,11,26,14,22,26,21,17,28,28,26,16,22,0,25,17,13,0,21,28,25,17,22,21,16,17,21,14,12,15,14,14,17,13,7,19,11,14,34,9,7,13,10,14,12,20,10,6,12,17,16,17,14,28,15,14,11,0,4,16,10,22,9,17,0,9,0,0,12,17,10,13,9,5,0,0,10,6,11,10,13,6,7,15,5,11,16,16,2,3,3,4,12,1,6,9,7,3,5,11,7,5,8,6,7,8,8,4,6,7,6,13,8,8,11,12,12,7,10,1,3,6,19,11,4,11,6,5,6,10,6,9,8,21,8,7,2,9,11,10,3,8,3,9,5,4,18,1,16,8,5,12,6,11,0,0,11,5,9,13,2,5,5,13,0,15,12,7,0,0,3,6,0,0,0,0,9,9,4,2,10,8,11,13,7,7,7,12,0,0,0,0,11,6,6,2,2,3,5,11,5,9,13,6,11,10,10,10,5,19,10,13,9,5,11,12
1,244,177,144,95,108,98,121,59,51,56,52,45,56,56,44,28,58,52,36,26,28,22,39,33,30,30,37,36,38,44,14,14,14,35,19,20,14,24,18,25,16,25,18,24,17,19,35,29,33,28,18,18,0,23,30,24,0,25,17,21,18,19,18,20,13,20,15,9,18,10,15,14,12,7,14,12,13,12,13,13,22,15,12,9,14,10,19,14,13,15,16,17,18,15,15,15,0,6,14,9,26,12,15,0,8,0,0,16,15,9,17,11,11,0,0,19,10,15,17,10,4,4,7,9,5,22,11,9,5,5,5,14,8,10,6,6,5,12,6,13,10,7,9,11,2,5,7,10,4,7,9,13,2,15,10,16,10,6,6,5,12,14,9,5,12,3,9,4,11,6,8,8,19,2,6,10,6,22,9,9,4,5,11,5,3,13,4,5,12,6,5,6,14,0,0,8,9,16,8,2,8,2,8,0,12,11,12,0,0,9,6,0,0,0,0,9,13,9,8,11,7,9,9,10,9,6,7,0,0,0,0,8,3,5,1,5,10,4,10,8,3,8,6,8,12,17,6,4,16,10,12,5,4,9,13
2,248,150,153,77,108,99,111,65,58,57,51,46,72,72,50,32,60,43,27,35,28,34,25,34,20,32,27,33,39,57,17,30,25,29,19,21,14,17,14,14,17,34,12,20,20,20,29,16,33,29,18,21,0,20,18,21,0,31,22,33,18,21,21,22,27,24,11,15,13,11,24,5,13,8,13,7,8,20,10,9,11,14,8,8,17,13,8,21,21,15,19,18,32,16,16,6,0,7,7,9,22,9,10,0,20,0,0,17,16,9,12,7,17,0,0,13,10,18,11,21,5,9,16,12,7,19,10,4,13,2,6,14,6,9,6,9,5,9,10,8,5,9,9,6,8,5,5,7,2,5,6,11,5,13,7,6,13,10,4,6,6,12,3,8,4,5,3,8,16,9,8,5,28,10,11,8,8,21,8,9,4,3,18,2,7,12,2,16,11,6,3,5,11,0,0,4,8,5,8,7,7,7,12,0,14,3,11,0,0,10,8,0,0,0,0,10,8,10,6,3,11,11,7,5,10,9,7,0,0,0,0,13,5,8,3,12,4,7,4,7,9,7,5,5,17,6,12,5,8,10,6,2,2,13,9
3,231,159,170,81,109,93,108,68,57,43,58,53,67,46,65,39,48,45,41,18,31,28,41,35,19,30,29,42,33,47,27,24,29,30,25,22,9,21,21,19,15,21,11,24,12,23,21,14,25,22,24,25,0,19,17,16,0,30,16,30,18,24,16,16,11,23,13,13,10,12,13,10,11,5,17,15,16,16,11,10,14,11,16,4,14,19,17,13,23,17,14,13,19,10,8,15,0,7,12,12,15,8,12,0,10,0,0,10,15,9,10,9,10,0,0,9,8,19,16,16,7,4,6,10,11,18,19,10,10,1,4,12,9,14,8,8,7,7,8,8,3,10,11,6,6,3,5,8,2,15,9,11,6,10,15,8,12,10,5,3,6,19,6,6,5,3,11,2,14,9,12,5,16,7,7,1,5,15,10,10,4,5,17,5,4,17,4,8,13,7,2,5,12,0,0,13,5,12,8,7,8,8,12,0,16,11,16,0,0,8,3,0,0,0,0,12,9,8,4,4,8,12,21,3,10,8,12,0,0,0,0,13,2,5,4,12,4,4,8,5,9,9,7,11,21,17,9,8,12,18,4,12,3,8,3
4,238,183,120,88,100,101,108,63,74,71,62,49,63,50,69,27,67,45,42,25,31,26,38,37,23,39,39,42,38,35,24,25,23,30,20,14,13,22,16,15,18,18,18,21,18,22,28,23,31,31,18,24,0,24,23,18,0,20,21,25,17,18,15,15,12,18,7,7,10,7,25,16,13,12,15,15,17,18,12,6,14,10,19,12,19,14,8,25,14,14,10,13,17,14,11,19,0,3,11,8,21,13,9,0,10,0,0,10,13,10,14,9,13,0,0,9,8,19,9,17,8,6,7,19,12,20,14,3,5,4,3,12,8,3,5,10,6,7,9,9,5,2,9,7,5,6,6,8,4,6,19,17,6,9,16,6,1,12,5,8,6,15,7,7,7,6,12,3,11,5,14,6,18,16,4,5,9,8,9,12,4,4,13,6,4,11,3,8,11,11,5,11,9,0,0,13,17,13,8,6,9,6,4,0,10,8,10,0,0,7,5,0,0,0,0,8,13,7,6,10,12,10,7,6,15,10,10,0,0,0,0,15,7,4,6,7,5,4,11,3,9,4,3,8,15,17,7,7,19,13,11,7,8,10,10
5,245,167,147,94,109,97,104,64,57,56,59,57,74,48,50,21,56,50,36,32,38,37,28,49,16,37,51,33,34,43,27,32,29,40,23,17,12,23,19,24,20,18,15,30,17,35,21,18,31,24,23,19,0,21,18,16,0,23,22,25,18,22,20,17,20,26,10,15,19,15,12,18,8,9,23,10,19,17,9,10,14,6,11,6,12,6,3,17,26,16,17,23,18,11,10,13,0,4,13,12,21,9,11,0,10,0,0,7,16,12,15,14,7,0,0,11,5,15,18,19,4,7,6,13,14,19,15,8,6,3,8,7,3,10,11,7,2,12,5,9,11,1,9,4,5,8,6,7,6,5,8,3,5,10,15,7,5,9,1,6,7,14,13,13,11,7,10,7,10,11,12,3,12,8,6,2,9,12,8,6,4,6,13,6,7,15,7,9,5,6,4,10,11,0,0,8,11,9,11,6,11,5,13,0,9,11,12,0,0,6,7,0,0,0,0,3,9,11,1,9,7,5,15,11,7,11,8,0,0,0,0,17,3,5,2,9,2,6,5,3,4,11,8,8,15,5,4,2,8,11,10,8,5,12,8
6,260,175,116,84,116,106,114,52,62,61,51,47,62,60,58,28,42,47,45,32,25,30,30,45,24,33,38,35,42,50,17,39,21,34,25,18,16,16,13,25,13,27,14,25,25,26,29,24,39,21,22,15,0,19,17,22,0,32,28,24,16,22,20,22,19,19,15,10,20,19,14,18,14,5,8,10,10,29,16,3,5,12,11,20,8,13,13,16,34,10,9,15,17,13,11,18,0,7,15,14,16,16,10,0,10,0,0,20,14,6,14,10,16,0,0,14,10,14,14,12,4,4,20,14,6,18,12,4,6,4,2,12,4,7,12,17,9,10,4,11,5,4,8,7,6,8,7,3,5,12,9,10,7,10,14,10,7,6,5,8,9,9,8,3,3,3,6,2,13,8,13,10,21,7,11,3,8,15,18,8,2,6,19,5,4,14,2,17,13,8,3,12,9,0,0,5,8,8,14,8,8,2,12,0,13,6,13,0,0,6,4,0,0,0,0,3,7,8,3,9,5,10,21,7,6,11,8,0,0,0,0,9,2,6,3,6,7,2,6,3,8,8,4,7,23,14,6,4,19,7,6,8,14,9,6
7,227,178,162,73,112,83,96,59,54,57,57,50,61,42,68,26,60,44,38,22,38,28,31,41,20,34,47,35,46,50,8,16,16,20,21,20,13,20,12,23,14,22,16,17,11,27,31,27,37,30,24,30,0,18,17,19,0,18,17,20,13,24,28,12,12,25,7,15,10,7,11,10,8,3,11,16,12,28,10,11,8,18,10,13,8,13,6,14,19,13,18,20,15,10,17,10,0,12,9,11,21,11,11,0,13,0,0,9,13,8,15,8,15,0,0,14,8,19,22,13,4,6,10,11,11,15,16,4,5,5,5,10,2,10,4,15,4,6,8,14,8,7,9,8,12,6,6,9,2,4,6,10,2,5,16,9,11,6,5,8,5,13,14,6,14,2,9,8,19,10,11,6,21,4,10,8,9,7,18,4,2,4,13,5,5,14,6,18,12,5,6,4,14,0,0,7,9,12,10,9,9,2,7,0,15,13,8,0,0,10,5,0,0,0,0,9,10,10,4,4,10,6,14,9,10,10,8,0,0,0,0,5,2,7,2,5,5,6,9,8,8,8,3,4,12,16,6,5,7,17,10,7,5,12,6
8,229,180,156,112,90,94,94,71,69,60,55,45,68,54,38,36,44,43,38,35,38,35,38,58,17,38,42,36,46,55,24,23,20,30,21,21,15,21,11,18,15,25,16,15,23,36,25,29,29,34,17,21,0,19,16,13,0,28,16,15,18,16,21,19,13,12,15,7,9,9,9,14,16,9,13,10,15,20,10,8,17,12,8,14,18,17,6,9,22,26,13,11,15,12,10,18,0,9,16,17,19,12,15,0,12,0,0,14,18,7,15,9,12,0,0,8,9,17,14,16,0,6,10,13,12,19,11,6,7,7,5,13,1,6,6,13,4,6,8,12,8,8,6,6,2,6,5,8,3,4,8,4,6,12,11,9,3,3,1,7,4,12,15,8,16,1,8,7,15,9,8,7,31,6,5,11,6,6,5,3,5,4,10,8,6,9,5,17,14,13,7,11,11,0,0,7,9,6,12,4,7,3,12,0,12,4,9,0,0,7,5,0,0,0,0,11,14,5,4,11,11,8,7,6,11,4,10,0,0,0,0,12,6,5,3,12,4,4,5,4,8,7,5,5,15,7,10,7,24,14,10,15,5,13,10
9,234,180,152,80,77,85,103,44,60,62,51,59,56,40,59,25,66,45,33,25,28,32,39,50,21,43,38,39,30,50,17,17,23,21,17,18,19,20,14,23,25,14,9,21,12,34,20,16,33,34,25,21,0,29,16,19,0,26,17,30,16,14,19,14,16,17,17,4,4,8,9,8,15,13,15,9,21,16,18,12,9,8,22,11,13,22,9,16,19,9,14,15,23,11,13,10,0,4,9,13,21,13,7,0,9,0,0,17,12,9,11,8,8,0,0,15,8,20,18,13,8,4,8,19,13,16,12,2,9,4,2,7,1,9,9,6,7,7,5,5,5,7,14,10,12,6,4,7,8,5,9,7,6,13,11,6,12,9,1,8,3,15,12,7,9,3,10,7,18,7,8,9,16,7,5,5,9,14,5,3,4,5,10,6,1,22,0,8,4,11,10,8,9,0,0,7,9,6,4,5,11,5,7,0,11,15,11,0,0,7,3,0,0,0,0,11,12,5,4,7,13,10,8,4,13,8,11,0,0,0,0,8,7,2,6,6,6,3,8,11,4,15,9,6,13,13,12,6,9,10,5,10,4,5,18
