,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,273,163,152,91,104,95,107,58,75,48,70,45,62,55,57,30,57,50,33,26,28,32,25,41,32,43,42,43,34,45,23,30,17,26,16,21,12,15,18,34,15,19,14,20,17,25,24,17,22,30,28,15,0,20,14,0,23,26,13,27,10,16,16,24,13,18,10,15,14,17,10,15,10,18,16,8,10,22,12,19,16,16,11,10,17,14,9,19,19,16,12,13,21,15,8,12,0,4,7,12,20,10,4,8,0,0,0,12,18,10,6,0,0,8,19,13,12,19,17,10,7,6,16,17,18,17,12,6,5,4,4,9,5,6,6,12,4,8,7,8,10,12,11,6,2,6,6,12,8,6,11,7,1,11,12,12,7,9,7,6,9,16,14,8,6,4,11,8,9,7,8,10,16,7,8,6,7,6,13,7,4,7,10,8,9,18,3,8,9,9,6,5,16,0,0,4,9,12,15,5,7,3,14,10,0,6,10,7,8,0,0,0,0,0,0,11,10,9,7,7,10,12,11,0,0,0,0,6,5,5,15,12,3,8,5,6,6,14,7,4,15,9,4,12,23,9,14,11,13,7,10,11,7,11,11
1,250,161,128,106,93,86,117,72,66,58,62,60,68,45,49,25,66,40,30,27,31,28,32,37,23,34,44,40,41,47,21,25,23,36,25,31,6,16,12,25,14,24,23,19,27,32,32,20,32,32,21,20,0,9,14,0,30,23,20,20,23,28,17,19,16,19,14,9,15,9,14,14,9,8,12,19,19,17,12,15,15,18,13,16,9,13,14,23,16,21,10,10,14,9,9,25,0,4,15,12,13,19,10,11,0,0,0,8,8,16,11,0,0,7,6,15,7,17,13,27,6,6,7,17,15,22,17,4,6,3,5,12,2,8,6,9,8,7,7,8,10,9,6,8,7,7,4,9,5,4,8,7,3,8,14,9,8,9,1,9,8,17,10,5,8,3,5,4,13,7,5,5,19,8,5,6,9,6,6,5,4,1,12,3,3,19,2,11,10,5,4,6,15,0,0,6,9,8,16,3,12,5,15,8,0,13,11,3,7,0,0,0,0,0,0,8,10,9,6,5,8,8,15,0,0,0,0,11,5,3,16,9,5,5,3,4,2,9,7,6,5,6,6,8,17,12,10,7,11,15,7,6,2,9,12
2,235,159,114,105,99,89,102,69,67,67,53,43,57,51,46,36,65,40,31,34,22,32,36,39,19,39,37,51,42,41,24,20,23,26,22,24,9,18,15,15,11,35,17,23,13,16,30,18,31,39,22,22,0,28,11,0,24,30,25,30,16,19,16,16,16,21,13,7,15,7,25,11,14,12,16,10,18,24,13,8,14,12,11,10,10,12,14,13,17,15,18,17,20,9,16,21,0,8,11,13,26,11,10,6,0,0,0,17,15,9,12,0,0,18,12,17,7,22,13,7,8,9,10,11,12,8,13,6,8,6,1,15,7,7,10,6,8,7,10,8,8,6,9,7,8,6,6,4,5,4,15,9,8,8,14,5,4,5,3,7,7,17,16,11,8,6,6,7,18,11,5,7,15,7,5,8,6,13,14,7,4,2,7,7,7,20,2,10,12,14,11,6,5,0,0,10,6,6,10,5,9,4,10,9,0,12,15,5,4,0,0,0,0,0,0,6,10,8,5,5,8,6,13,0,0,0,0,11,14,3,14,10,8,6,4,6,9,5,6,5,13,3,10,9,17,18,5,5,14,11,8,11,3,6,7
3,231,156,155,93,101,104,119,72,79,56,55,42,69,55,59,40,58,44,32,23,26,26,20,36,30,30,34,38,42,44,32,23,21,32,17,15,12,18,18,24,16,21,21,29,22,19,21,26,43,34,16,19,0,14,28,0,26,21,16,30,20,12,20,16,14,16,12,14,10,11,20,16,12,13,23,6,21,17,19,12,11,10,17,9,14,14,13,8,19,15,12,16,20,9,20,18,0,5,14,16,20,19,9,14,0,0,0,11,17,8,14,0,0,13,8,11,10,16,17,19,3,10,12,11,11,14,16,5,10,10,3,9,4,12,3,14,8,9,7,6,6,6,13,4,5,7,11,13,5,6,10,8,7,4,13,12,12,11,6,4,8,18,15,7,9,2,8,4,19,6,14,9,22,5,6,5,6,19,9,6,2,4,12,4,2,15,4,7,11,10,5,9,16,0,0,7,14,11,8,5,11,0,8,10,0,9,5,8,7,0,0,0,0,0,0,8,9,10,3,8,11,12,9,0,0,0,0,9,6,4,8,8,0,7,3,8,4,4,6,6,15,4,5,6,10,10,8,10,14,15,6,12,5,9,7
4,266,162,160,84,87,88,105,66,67,47,53,56,67,51,61,30,56,55,35,27,32,26,40,50,24,51,38,35,38,40,19,21,19,39,23,23,12,17,13,31,14,21,17,27,26,32,25,19,35,37,24,28,0,15,16,0,28,24,21,28,21,14,21,16,14,15,9,14,11,12,18,11,23,8,17,17,18,22,11,17,14,16,18,8,9,16,10,23,13,12,11,20,16,12,13,13,0,6,7,11,17,12,11,13,0,0,0,15,14,7,10,0,0,14,17,10,5,19,12,16,7,13,16,17,9,16,19,6,11,5,4,16,3,8,3,10,7,12,8,7,5,6,5,6,6,6,5,6,6,3,15,8,5,9,12,3,9,6,0,4,5,9,11,3,8,5,13,6,10,8,5,7,23,8,12,4,4,11,11,6,7,3,7,7,7,13,2,11,7,6,1,11,7,0,0,8,4,10,12,5,7,4,11,13,0,7,11,8,1,0,0,0,0,0,0,8,13,6,4,8,10,9,6,0,0,0,0,12,6,7,15,3,4,6,2,8,1,8,8,8,10,7,8,7,24,8,6,9,17,9,3,13,4,15,11
5,247,150,135,94,100,86,111,71,68,63,41,45,66,41,54,15,47,37,39,27,44,31,28,43,21,43,36,30,40,43,16,22,23,22,29,30,15,18,10,27,14,20,19,25,23,24,21,17,28,32,21,16,0,11,21,0,31,30,22,23,14,17,20,13,15,25,9,8,20,11,13,16,10,8,18,4,24,13,11,10,13,12,12,10,19,15,14,17,13,12,22,23,17,5,15,16,0,8,12,6,17,8,14,10,0,0,0,15,12,10,8,0,0,12,15,14,11,30,14,24,4,12,11,7,11,15,18,5,8,6,1,16,5,8,4,11,15,10,11,10,10,6,12,8,9,6,8,7,2,2,9,10,4,6,15,4,11,13,2,11,11,15,16,6,14,2,10,5,14,9,10,14,23,7,7,3,6,6,7,8,5,5,7,9,5,15,3,6,7,9,5,7,14,0,0,10,14,9,13,4,12,3,16,13,0,11,7,9,7,0,0,0,0,0,0,17,9,7,4,5,7,9,10,0,0,0,0,6,7,4,9,11,5,4,5,3,3,7,4,5,8,7,4,11,18,7,10,9,13,9,5,7,3,12,10
6,270,177,159,75,108,96,90,56,59,55,55,51,54,48,57,33,61,51,36,23,34,38,36,38,19,34,28,39,30,48,25,28,26,33,21,30,13,18,16,19,16,32,17,24,18,22,18,23,31,38,25,23,0,21,13,0,31,27,26,27,23,29,23,21,19,25,10,4,8,12,13,12,14,8,13,9,9,19,11,10,18,9,9,5,8,15,10,13,29,14,14,10,18,6,21,14,0,8,15,13,18,10,12,11,0,0,0,17,17,10,12,0,0,10,12,13,11,19,9,14,8,4,12,10,20,17,16,6,9,2,4,7,6,12,5,7,6,7,7,6,4,6,11,5,5,3,5,8,2,7,9,7,6,7,13,13,9,14,1,3,6,18,7,10,9,1,7,6,13,12,5,8,18,7,7,8,8,9,13,6,9,4,10,7,6,16,2,12,17,12,3,7,5,0,0,4,10,9,14,3,7,5,8,8,0,11,9,4,13,0,0,0,0,0,0,6,6,16,2,6,12,8,13,0,0,0,0,10,9,5,13,10,4,3,2,10,4,4,6,4,9,6,4,8,18,4,7,4,12,8,12,5,6,14,7
7,218,152,139,79,98,114,117,53,58,52,60,62,65,46,58,35,51,43,31,22,41,40,28,43,22,35,39,35,53,57,19,28,24,32,21,17,7,18,12,17,15,23,11,23,28,34,23,24,35,25,30,16,0,16,17,0,24,25,24,19,17,24,14,17,13,14,16,13,13,9,16,7,15,3,12,8,16,24,18,10,10,19,9,12,20,15,10,12,21,15,17,16,20,13,12,15,0,5,16,14,20,7,9,11,0,0,0,19,11,6,14,0,0,9,15,7,13,17,17,20,6,1,12,14,8,14,19,4,12,9,6,3,5,5,7,17,8,3,7,11,6,8,9,8,9,5,7,12,4,11,14,13,7,11,16,10,11,6,4,2,8,12,9,8,13,5,2,8,8,7,12,8,16,4,7,8,7,15,10,11,4,5,7,7,6,21,2,15,8,10,6,8,6,0,0,6,8,8,12,7,10,7,6,5,0,11,11,3,10,0,0,0,0,0,0,7,8,8,2,6,7,8,13,0,0,0,0,13,6,5,14,11,3,9,3,11,9,6,4,2,7,5,7,4,16,8,10,8,9,11,9,12,3,12,7
8,210,168,136,103,92,107,121,62,68,56,51,65,63,57,51,24,56,40,33,32,39,29,36,41,30,35,40,36,40,44,19,23,24,31,15,19,16,25,12,25,18,24,12,16,22,22,20,26,28,20,18,29,0,20,12,0,28,28,19,15,15,17,13,15,23,18,12,15,10,16,19,15,13,7,13,13,11,17,11,7,11,9,9,12,8,12,12,20,21,13,17,10,23,11,15,13,0,9,13,14,25,12,10,14,0,0,0,13,13,9,19,0,0,12,13,10,7,18,7,13,2,6,9,13,11,28,12,7,12,2,4,13,8,10,7,9,9,7,4,9,8,6,6,5,9,6,9,14,3,7,15,6,6,9,12,9,13,9,2,8,4,13,16,10,6,4,7,4,13,11,14,9,21,10,4,7,10,16,7,10,1,3,14,4,3,17,7,9,7,6,5,2,7,0,0,7,9,10,11,6,6,3,9,18,0,8,13,2,9,0,0,0,0,0,0,10,9,3,3,4,6,12,9,0,0,0,0,10,9,5,10,8,3,5,5,9,4,10,11,8,12,2,6,6,15,14,8,6,9,12,9,12,8,11,10
9,227,146,123,90,84,107,92,65,64,47,64,65,70,41,70,23,59,51,46,36,30,38,38,50,28,35,35,35,42,36,17,30,14,31,16,23,15,18,15,27,16,20,9,31,17,14,23,30,29,29,19,16,0,18,25,0,28,22,21,34,16,14,15,13,22,27,7,12,15,5,16,12,14,8,10,17,15,18,13,10,9,16,17,13,15,8,12,17,24,10,23,7,25,7,13,14,0,3,17,13,18,6,12,7,0,0,0,12,9,12,17,0,0,10,16,18,8,9,16,16,4,3,12,14,13,18,11,4,9,1,4,11,2,6,11,10,7,10,5,12,8,5,11,3,8,2,3,11,8,3,7,9,10,7,7,4,8,7,5,6,9,21,9,10,11,6,7,5,14,8,10,5,15,14,8,7,7,9,3,8,3,3,10,8,3,8,8,11,15,20,9,9,12,0,0,12,8,6,2,6,8,1,5,11,0,6,9,5,3,0,0,0,0,0,0,4,13,5,2,7,12,7,12,0,0,0,0,11,5,3,14,10,4,5,2,5,7,6,5,9,11,7,9,6,15,17,10,6,12,17,9,8,3,8,11
