,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,232,167,149,96,108,116,104,57,55,53,57,40,60,44,42,36,47,44,36,24,34,36,28,46,23,47,33,29,31,52,24,23,23,25,20,27,17,26,17,13,11,29,14,15,16,26,26,15,34,33,20,20,0,27,13,0,27,26,19,24,22,22,25,10,21,21,15,10,15,13,15,10,16,4,15,17,12,15,3,13,12,20,13,16,9,15,4,13,35,14,20,14,10,10,19,0,14,6,11,15,26,8,7,7,0,0,0,21,14,11,13,0,0,17,16,13,6,20,18,13,8,3,11,15,4,8,15,6,7,6,6,6,4,4,9,10,2,7,4,7,8,8,3,6,6,1,1,12,8,7,11,2,3,12,10,7,14,15,2,10,9,18,10,10,9,5,13,6,8,5,12,4,15,9,12,4,14,14,5,7,3,5,13,5,4,11,3,11,11,12,3,0,0,8,13,4,13,8,13,7,10,3,12,7,0,5,13,4,5,0,0,0,0,0,0,9,8,9,2,10,8,11,11,0,0,0,0,8,7,3,15,10,4,6,2,5,5,7,4,8,14,4,4,6,10,16,8,9,11,6,8,12,9,17,13
1,250,194,154,92,95,88,104,65,48,45,54,50,72,58,59,33,49,46,36,31,38,39,28,46,29,34,28,40,41,44,25,31,22,28,16,22,12,20,11,19,14,31,21,24,17,21,26,17,25,30,23,18,0,21,16,0,36,28,22,22,16,22,15,18,13,21,10,8,15,12,12,18,14,12,15,12,7,20,18,8,9,9,6,20,13,13,5,11,21,12,13,9,23,15,10,0,17,6,16,8,17,13,14,6,0,0,0,13,16,12,15,0,0,15,14,10,8,21,13,14,7,4,13,13,12,26,21,5,10,11,6,7,6,7,2,11,8,8,6,10,10,5,8,6,6,13,11,7,2,4,13,4,3,7,4,7,8,16,3,5,5,14,6,7,11,1,6,5,12,12,5,8,25,7,6,6,5,15,9,11,6,3,13,7,3,17,3,11,9,9,5,0,0,11,9,9,12,6,11,4,6,4,9,9,0,13,6,7,7,0,0,0,0,0,0,6,7,8,2,10,14,7,8,0,0,0,0,11,7,6,10,7,1,4,3,4,5,6,7,4,9,4,5,7,21,10,13,7,10,12,3,9,8,14,8
2,247,168,136,87,88,101,101,73,76,54,40,67,58,48,68,39,59,48,37,33,26,29,34,44,22,31,29,34,29,57,22,27,30,40,22,14,7,22,12,19,15,30,14,20,21,33,27,21,30,26,19,19,0,21,15,0,36,21,11,28,23,22,17,11,10,17,14,11,12,5,17,12,13,13,11,8,10,19,24,8,16,10,14,12,17,12,9,15,19,22,13,13,22,14,18,0,20,5,13,10,27,13,11,10,0,0,0,12,13,7,14,0,0,13,16,6,8,15,18,18,1,5,12,7,15,14,15,4,6,2,4,20,3,11,4,3,4,11,13,9,6,11,6,10,11,9,4,8,4,16,12,10,7,8,12,6,9,12,5,3,6,13,7,6,6,4,11,5,9,9,14,8,23,11,10,9,7,9,12,6,5,7,13,5,2,13,12,10,12,6,6,0,0,12,13,7,7,8,4,4,7,5,8,11,0,7,11,7,9,0,0,0,0,0,0,10,9,10,3,9,5,7,8,0,0,0,0,12,5,6,15,13,4,5,4,8,5,5,10,7,10,4,8,7,15,13,4,8,19,9,8,12,8,13,14
3,243,160,149,73,100,112,93,61,56,43,50,56,66,64,44,37,42,49,29,30,30,27,38,30,23,52,43,47,32,51,17,26,28,26,20,15,7,18,14,25,15,25,16,19,17,36,28,21,30,25,38,29,0,14,22,0,33,23,20,18,21,13,18,17,18,14,8,12,10,7,13,13,16,11,13,9,17,21,18,11,18,11,15,12,18,12,8,16,18,22,14,14,23,7,20,0,15,14,9,12,24,12,12,10,0,0,0,13,16,8,11,0,0,12,14,14,8,22,8,23,5,6,15,12,10,14,13,4,11,4,6,18,5,6,10,12,8,7,10,10,8,7,5,5,6,7,2,9,5,5,12,9,4,6,8,8,9,8,5,2,4,10,13,6,8,2,3,7,12,5,7,8,18,6,6,6,12,12,15,9,4,8,10,3,5,13,3,6,8,12,9,0,0,10,9,10,13,12,12,6,12,5,11,10,0,16,6,8,11,0,0,0,0,0,0,11,12,12,6,10,10,14,14,0,0,0,0,14,5,4,17,12,3,5,1,9,4,7,5,4,12,12,6,9,10,9,14,6,16,17,5,10,5,13,8
4,250,169,137,77,105,114,125,70,56,54,48,61,60,59,60,30,66,50,33,30,38,34,38,40,24,37,39,34,27,51,22,20,26,33,20,16,8,19,18,24,14,20,11,17,14,24,31,16,38,38,21,27,0,10,16,0,20,30,21,28,20,15,22,14,21,10,16,8,10,8,19,21,13,21,18,11,12,15,16,12,14,9,9,15,5,15,6,17,17,8,17,16,11,10,12,0,11,12,7,14,29,10,17,7,0,0,0,13,20,9,10,0,0,13,13,12,9,15,22,18,7,3,8,5,7,14,13,8,8,4,5,14,1,7,6,9,10,7,9,10,1,6,9,5,6,6,2,6,6,4,20,8,1,3,12,6,13,12,2,6,7,14,10,8,6,5,3,6,13,7,10,7,18,12,9,6,5,15,10,6,1,2,9,4,2,15,3,9,10,10,4,0,0,9,8,7,16,10,11,6,5,8,7,10,0,9,14,10,7,0,0,0,0,0,0,8,14,7,4,5,7,11,10,0,0,0,0,10,5,10,20,8,6,4,2,8,3,8,11,14,6,15,8,14,12,11,14,7,17,11,7,10,8,8,10
5,229,170,153,77,97,99,122,63,70,53,64,66,55,53,59,28,51,45,41,27,46,39,30,38,24,44,33,33,48,44,17,33,22,34,21,22,9,13,10,22,22,23,19,23,21,23,29,21,23,30,21,27,0,17,21,0,31,18,21,33,29,15,18,14,18,23,14,11,10,8,24,18,9,7,12,15,19,21,15,17,13,10,10,7,9,12,10,11,23,15,18,14,18,11,18,0,19,9,15,9,22,11,3,8,0,0,0,11,14,8,11,0,0,9,20,10,7,13,25,22,2,7,7,11,6,22,14,5,5,4,11,8,4,10,7,9,7,7,11,10,5,12,12,8,5,7,7,11,4,10,7,6,3,11,18,5,8,9,2,6,9,14,13,6,8,3,9,6,10,8,6,7,19,7,6,6,5,9,5,6,3,4,16,5,4,16,1,11,7,6,2,0,0,8,14,9,9,9,9,6,7,3,17,13,0,8,9,1,3,0,0,0,0,0,0,11,6,9,2,3,7,9,11,0,0,0,0,9,10,6,17,8,5,5,7,5,7,5,8,2,13,5,4,5,10,11,6,4,6,8,11,17,5,9,5
6,248,163,149,88,84,84,109,65,73,43,53,55,67,40,51,34,54,47,33,33,29,38,36,32,18,26,44,47,34,39,25,28,15,40,22,29,12,25,13,20,13,30,11,30,24,23,28,20,20,34,21,23,0,21,22,0,37,30,20,28,14,13,19,15,14,23,16,13,9,12,14,14,8,14,10,12,11,10,19,9,15,15,20,6,12,15,11,13,13,12,12,18,22,7,18,0,9,4,9,12,13,9,12,7,0,0,0,19,12,7,10,0,0,11,13,5,6,14,17,12,7,5,11,9,11,14,13,4,9,2,2,10,8,8,6,5,9,9,7,3,7,7,9,15,7,9,6,7,1,5,15,6,7,9,14,9,15,10,2,6,9,20,16,7,12,3,6,5,14,7,4,10,26,13,7,5,10,11,6,9,5,7,16,6,2,12,1,11,11,12,4,0,0,11,13,11,14,10,10,2,11,5,8,6,0,10,14,10,9,0,0,0,0,0,0,3,15,8,7,8,6,6,5,0,0,0,0,15,4,4,14,11,4,8,1,9,6,3,9,11,5,5,3,7,18,3,10,11,13,11,6,4,2,6,16
7,239,171,128,109,94,90,109,55,56,52,45,67,64,49,47,37,46,55,44,28,39,20,33,41,21,40,36,42,40,44,19,27,22,38,30,25,11,15,15,13,21,24,16,15,17,17,30,21,30,36,19,22,0,12,20,0,27,17,18,19,23,20,21,14,18,12,15,13,15,8,22,18,7,9,14,12,16,27,16,10,9,16,10,8,8,15,6,14,16,16,14,14,19,11,7,0,18,4,13,13,19,10,13,6,0,0,0,15,13,14,13,0,0,12,11,15,11,19,16,17,3,7,13,16,11,18,16,6,12,4,6,13,8,4,9,9,6,11,7,8,4,7,5,9,11,7,2,11,5,2,9,5,4,12,16,9,9,13,9,3,10,10,12,13,8,2,6,3,9,7,10,7,20,5,12,6,6,17,5,5,9,4,16,3,5,12,2,7,7,7,9,0,0,9,14,7,12,7,6,2,7,7,10,6,0,8,8,6,4,0,0,0,0,0,0,13,12,10,1,6,18,9,9,0,0,0,0,16,7,3,14,13,4,7,4,10,7,9,6,9,6,10,12,9,19,11,6,5,9,6,5,5,7,14,10
8,249,172,161,89,98,108,120,67,61,55,60,69,67,49,59,26,49,42,35,33,42,37,40,51,22,38,38,32,32,43,21,35,26,34,21,13,13,25,19,24,17,26,15,12,24,26,25,21,31,37,20,25,0,26,15,0,35,19,19,26,13,24,22,24,18,19,13,14,15,9,19,13,8,5,17,10,14,28,14,10,16,17,27,10,10,11,7,11,26,8,16,17,17,13,16,0,18,8,17,8,27,17,15,9,0,0,0,9,15,16,16,0,0,10,10,12,7,7,16,14,5,11,11,9,13,16,11,8,8,8,3,8,1,6,8,15,7,8,12,11,10,5,8,6,6,4,5,6,6,3,5,5,5,7,19,12,7,14,2,4,8,14,14,10,7,7,9,7,6,6,6,6,19,6,6,7,10,16,7,11,5,4,16,7,1,14,4,8,9,8,9,0,0,10,8,8,10,4,19,7,10,4,12,13,0,14,9,4,6,0,0,0,0,0,0,6,8,5,4,7,7,13,5,0,0,0,0,10,8,2,16,9,3,4,4,8,3,10,7,6,9,10,4,6,16,10,9,6,16,7,8,6,5,3,13
9,252,171,158,90,93,91,105,59,65,59,61,58,51,55,66,26,45,42,27,25,32,44,28,50,15,36,37,36,31,43,24,19,30,28,18,28,11,16,17,25,14,20,22,25,21,31,23,22,26,31,28,29,0,19,14,0,33,34,14,18,14,22,16,23,18,18,16,7,11,16,11,10,12,7,12,10,19,12,14,13,20,16,17,13,16,16,10,16,21,17,15,7,19,15,16,0,17,2,15,8,23,17,12,9,0,0,0,14,18,13,14,0,0,10,14,18,7,12,17,25,5,6,14,13,17,26,11,4,1,3,5,8,4,5,4,11,7,6,6,16,3,7,8,4,6,2,5,6,5,7,13,2,4,10,9,6,14,6,7,9,5,18,12,5,5,3,8,3,14,7,7,9,17,6,5,7,3,13,10,7,2,4,9,5,5,9,2,13,10,9,7,0,0,10,3,4,15,6,8,6,8,1,6,14,0,6,7,4,8,0,0,0,0,0,0,8,12,5,2,8,14,7,13,0,0,0,0,13,6,6,15,11,1,3,1,12,6,3,7,8,15,5,2,13,16,15,9,7,10,16,4,13,5,10,17
