,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,236,145,157,85,88,114,106,64,48,46,52,36,53,49,55,31,49,48,32,30,28,39,35,45,27,40,39,46,37,56,21,21,21,32,25,27,12,22,10,24,17,29,14,15,23,25,25,17,26,34,16,0,27,22,17,15,0,31,16,29,21,18,19,20,21,21,12,13,11,10,15,10,11,6,19,12,18,24,16,11,13,6,13,11,13,8,12,9,16,14,14,16,13,12,14,0,15,8,13,12,20,5,11,0,0,22,19,16,12,10,12,17,13,0,0,8,8,22,16,16,5,5,11,11,13,17,16,8,13,5,3,6,4,6,12,6,7,10,8,9,4,9,10,10,10,7,11,16,8,4,6,7,7,10,11,11,11,9,1,11,11,14,8,9,4,4,13,9,10,9,12,5,16,11,13,2,4,12,15,10,5,6,16,7,8,15,3,10,11,10,3,0,0,16,13,6,7,6,17,3,8,5,8,0,13,12,8,0,0,0,0,11,14,8,13,6,7,10,5,8,8,12,19,4,12,8,10,0,0,0,0,11,5,10,3,5,2,6,6,6,9,9,7,7,10,9,10,5,15,14,10,7,7,12,14
1,253,172,148,88,93,116,118,55,76,57,57,56,63,44,64,36,69,48,40,33,29,26,43,41,28,33,45,44,39,35,22,35,28,27,13,14,14,17,18,26,15,26,10,15,16,36,24,21,25,22,20,0,30,22,14,20,0,29,20,27,17,15,20,12,18,20,16,15,16,4,16,15,10,9,14,8,15,18,16,11,5,14,10,6,14,8,10,16,12,15,16,15,18,7,15,0,12,1,15,16,19,10,14,0,0,22,8,9,9,15,10,11,15,0,0,10,5,11,18,16,7,9,15,16,10,19,13,9,10,7,6,14,2,12,11,8,4,13,7,11,8,8,6,4,6,6,4,11,3,10,6,21,7,14,18,7,10,7,1,10,6,14,15,7,10,4,8,8,12,7,12,10,13,7,4,4,5,10,10,6,4,7,21,7,6,14,4,11,6,5,8,0,0,12,9,8,10,8,6,7,5,5,8,0,10,8,9,0,0,0,0,5,10,12,6,12,7,4,2,8,16,9,11,3,10,9,11,0,0,0,0,9,4,11,1,8,2,4,7,7,10,11,10,8,18,14,14,2,13,14,8,10,2,12,15
2,264,165,155,110,84,100,105,61,59,61,58,57,69,52,59,23,61,43,45,37,34,37,38,29,23,35,51,34,28,54,20,20,21,26,18,19,9,14,11,14,11,21,8,22,22,24,29,20,33,22,12,0,30,20,13,10,0,30,20,21,10,13,22,17,22,25,14,11,12,7,8,9,15,11,16,20,11,15,22,9,12,12,11,14,13,12,8,13,22,18,15,19,22,8,22,0,11,6,11,13,24,15,5,0,0,13,16,8,8,11,7,12,12,0,0,12,5,18,10,24,8,9,14,12,11,18,13,4,9,5,7,8,3,7,9,8,5,5,6,12,10,6,15,6,6,4,6,13,5,5,9,3,3,11,17,11,5,11,5,7,11,12,15,10,4,3,5,5,5,8,13,4,18,7,4,6,7,8,8,9,8,9,11,9,5,20,2,11,8,14,8,0,0,11,9,3,12,6,11,5,4,4,9,0,22,12,7,0,0,0,0,8,11,10,13,6,6,13,6,8,9,6,13,5,11,7,11,0,0,0,0,16,1,8,2,9,6,5,7,6,12,7,9,12,22,11,8,7,8,15,9,9,9,11,4
3,236,159,128,77,89,114,119,75,50,55,57,57,62,36,55,39,54,35,31,32,29,30,20,35,23,46,39,45,31,48,26,27,27,26,19,24,6,14,28,25,13,18,10,15,20,26,35,21,24,29,23,0,26,18,16,15,0,28,14,31,21,15,12,17,17,15,9,8,15,11,13,10,16,9,18,16,10,22,11,14,12,17,17,10,16,13,8,14,20,10,14,15,22,14,14,0,12,7,14,11,26,12,14,0,0,19,17,12,15,10,12,6,6,0,0,13,8,19,12,13,5,6,11,14,10,15,18,6,8,7,4,14,3,7,5,10,4,10,6,10,8,8,5,12,5,4,7,9,3,6,10,10,3,14,10,6,9,6,0,1,9,18,12,6,12,2,6,6,19,6,6,5,15,9,6,4,9,10,13,4,11,6,11,10,4,17,5,7,12,9,2,0,0,7,9,5,12,7,13,3,6,3,9,0,11,11,8,0,0,0,0,6,15,13,6,7,13,10,4,6,8,5,12,6,9,6,9,0,0,0,0,13,3,7,2,5,5,5,5,6,11,6,8,6,12,10,7,3,13,15,13,14,5,7,8
4,231,164,140,99,90,86,112,67,62,50,56,47,57,43,48,45,64,55,42,28,38,38,31,40,22,48,34,26,33,46,13,21,21,39,26,19,16,15,20,10,19,21,15,23,20,29,29,21,31,23,20,0,25,15,19,19,0,18,16,13,22,16,22,24,18,20,16,13,13,7,9,13,13,12,19,9,12,12,14,16,16,11,5,15,10,14,6,16,19,15,12,16,18,12,22,0,9,4,12,11,22,12,10,0,0,21,13,11,11,6,9,6,11,0,0,14,10,6,14,14,6,5,6,11,9,13,15,5,6,4,5,8,3,5,5,5,5,6,7,11,4,9,5,8,7,10,2,18,7,9,13,7,8,10,8,8,8,11,8,5,10,12,6,8,9,0,12,5,14,6,6,12,15,4,13,5,4,13,11,5,8,6,10,7,3,14,5,6,5,5,4,0,0,9,10,4,9,15,9,13,6,3,13,0,10,9,6,0,0,0,0,7,14,7,9,9,8,6,3,9,9,6,6,11,7,11,12,0,0,0,0,7,3,6,1,5,6,4,6,5,8,5,8,5,21,11,6,5,22,20,12,14,1,9,9
5,261,158,137,72,85,98,81,65,74,50,64,50,66,52,54,38,64,47,34,26,28,44,30,52,14,43,41,50,39,48,21,29,21,28,18,21,12,28,14,27,18,20,11,20,23,25,20,28,44,25,24,0,21,20,16,16,0,27,17,28,12,19,18,11,18,25,17,8,14,13,8,8,14,7,22,14,11,19,12,7,7,11,8,13,17,10,5,24,24,12,14,8,30,11,17,0,13,5,15,11,19,12,15,0,0,12,21,17,17,9,14,7,12,0,0,12,6,12,20,13,5,8,12,14,14,27,10,2,11,5,3,9,4,8,11,10,4,6,4,13,8,8,11,7,4,7,8,12,5,7,12,2,10,6,6,6,15,11,3,5,10,22,10,12,5,1,3,6,23,9,8,5,20,10,10,4,6,11,8,6,4,6,19,10,2,22,9,9,6,14,4,0,0,6,12,7,7,7,8,6,3,3,12,0,20,10,7,0,0,0,0,7,12,13,5,7,7,8,3,7,11,7,9,5,10,3,9,0,0,0,0,9,3,8,1,8,6,5,8,3,12,6,4,4,26,12,11,6,21,7,9,5,7,3,15
6,255,177,131,85,99,97,115,62,61,51,64,44,65,46,52,28,31,36,32,34,39,36,47,47,24,43,34,21,37,40,21,21,29,28,18,27,8,27,20,26,10,22,20,24,19,21,19,25,35,34,29,0,25,21,12,20,0,35,20,39,19,17,23,15,15,17,13,15,12,20,14,13,7,8,17,13,11,14,17,8,4,12,13,11,12,9,8,13,19,12,16,23,22,10,13,0,21,6,13,13,18,9,6,0,0,22,18,14,11,11,13,10,13,0,0,14,14,18,17,10,6,4,7,17,9,12,5,2,13,6,1,8,2,7,11,10,3,8,4,11,17,9,10,12,8,14,7,9,8,4,15,12,2,12,18,9,9,10,9,2,11,11,11,4,11,1,7,5,8,9,8,2,17,7,10,5,8,12,5,6,4,6,17,4,2,14,4,11,10,5,5,0,0,11,12,9,11,6,11,3,6,6,8,0,16,9,10,0,0,0,0,3,11,8,15,6,8,10,6,11,9,8,4,6,14,4,16,0,0,0,0,7,6,7,1,8,3,6,2,4,10,5,5,9,12,8,8,9,18,12,13,12,7,12,12
7,241,182,161,91,106,109,113,72,62,55,59,51,64,53,53,36,55,43,30,32,31,27,25,45,23,29,50,42,48,48,19,31,20,32,23,13,13,20,13,24,14,16,13,22,19,25,26,28,30,26,23,0,25,24,26,22,0,26,25,24,16,20,22,24,18,19,11,13,15,9,21,12,15,6,17,10,26,17,11,10,22,14,8,6,16,12,10,8,20,11,18,17,17,16,12,0,14,5,7,11,22,9,16,0,0,17,14,12,10,10,13,11,12,0,0,10,6,19,19,21,2,8,8,19,9,16,15,4,9,4,5,5,2,5,2,8,5,5,7,12,8,6,11,5,5,6,5,6,4,3,14,9,5,11,15,7,4,10,5,11,11,9,14,10,7,4,4,7,17,7,11,5,20,6,9,7,10,15,9,9,4,5,12,6,6,10,6,7,8,7,4,0,0,12,12,7,10,8,12,6,8,2,11,0,10,16,8,0,0,0,0,9,18,9,15,11,13,2,1,6,12,11,10,5,15,9,8,0,0,0,0,10,7,4,1,7,5,4,8,3,6,11,8,7,15,11,13,6,14,15,9,8,6,10,8
8,248,192,124,79,85,93,95,68,79,62,68,57,68,62,58,31,48,37,41,31,30,29,32,44,14,32,41,41,38,56,21,34,25,31,19,23,12,21,17,26,15,16,23,25,17,33,28,18,37,21,14,0,18,14,20,19,0,32,24,20,14,29,12,17,28,25,14,12,11,7,13,14,11,7,12,7,12,24,20,6,13,10,19,12,18,15,8,17,31,21,15,13,17,17,14,0,10,6,8,10,28,4,11,0,0,18,20,10,12,9,14,2,10,0,0,10,10,18,17,19,4,11,16,13,10,22,14,3,10,5,5,11,6,11,8,8,7,6,5,21,6,7,11,5,13,7,7,10,3,8,8,8,6,13,19,6,9,6,3,5,7,15,9,3,6,2,9,3,11,9,5,9,17,5,8,1,13,14,13,7,7,4,9,11,7,16,2,14,9,12,8,0,0,17,6,7,9,10,9,4,9,5,7,0,15,9,11,0,0,0,0,9,18,12,7,16,10,3,6,5,12,18,8,7,10,9,17,0,0,0,0,11,5,6,1,3,2,9,3,6,8,9,8,12,12,9,9,6,8,10,6,7,7,5,11
9,249,174,155,97,102,91,122,63,67,64,61,42,68,50,51,24,51,56,31,31,37,40,29,51,27,52,38,48,29,38,20,16,22,20,23,22,9,12,17,26,12,25,25,6,24,29,36,29,28,33,25,0,30,15,11,14,0,30,22,28,21,13,17,15,13,22,10,14,10,16,14,17,16,9,16,12,9,16,10,7,17,13,12,14,15,12,12,19,14,18,22,20,12,10,16,0,8,8,22,14,22,12,13,0,0,15,13,15,12,7,16,8,14,0,0,14,8,15,8,10,4,6,8,14,9,12,18,6,5,7,3,15,0,6,9,7,5,9,4,8,7,10,14,7,3,11,4,8,2,7,10,2,3,6,8,7,7,9,1,5,14,13,11,9,10,3,11,9,6,8,8,9,26,8,10,3,9,14,9,14,3,5,13,3,6,18,5,13,7,10,5,0,0,12,8,6,4,4,8,8,8,3,8,0,9,11,6,0,0,0,0,8,9,15,13,10,12,7,2,9,7,7,7,10,10,8,18,0,0,0,0,9,5,5,1,9,4,4,8,9,10,14,6,10,17,8,7,8,13,11,6,11,5,15,10
