,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,249,172,147,106,88,92,106,61,58,54,60,53,52,56,57,19,54,53,37,27,39,33,39,39,18,31,31,28,40,42,17,25,15,46,22,27,9,17,13,33,13,24,15,22,13,30,27,19,28,31,17,27,0,21,14,0,38,28,15,28,14,19,15,23,25,17,11,9,14,10,16,10,14,5,16,8,15,25,12,9,16,17,12,12,13,11,11,17,14,7,10,17,21,22,12,0,19,4,13,15,18,8,11,0,7,0,0,13,15,9,16,0,0,16,16,11,8,12,24,19,6,7,10,9,14,22,8,5,10,5,3,7,3,10,6,12,5,10,8,15,7,5,6,11,6,8,2,6,3,3,5,6,3,15,13,5,12,7,4,11,4,14,13,9,8,2,10,3,15,8,16,8,14,12,6,5,13,9,11,4,2,10,12,3,4,16,4,10,9,9,5,0,0,12,6,6,9,11,12,7,10,3,15,7,0,10,10,0,0,9,5,0,0,0,0,7,6,9,5,10,7,10,11,0,0,0,0,13,4,1,7,7,2,10,0,4,6,6,3,9,13,9,3,8,16,6,9,3,11,11,7,8,8,14,15
1,269,165,141,89,93,106,118,60,50,44,71,56,64,51,65,43,60,48,27,35,37,26,32,41,21,46,37,38,35,42,23,28,22,31,26,23,11,20,10,18,15,30,23,16,14,29,28,23,29,24,19,14,0,12,16,0,24,34,17,19,13,20,22,18,14,14,16,11,11,14,13,13,13,7,10,6,19,28,16,20,14,20,11,17,15,14,10,12,26,10,13,10,22,15,10,0,13,2,11,15,25,12,7,0,14,0,0,13,13,9,12,0,0,8,7,20,9,15,29,14,3,5,6,16,9,20,14,6,9,4,6,13,2,4,12,13,12,4,12,9,6,6,12,6,7,7,1,10,8,6,12,9,4,9,17,10,13,7,4,8,3,14,17,10,5,3,8,4,17,15,12,14,15,4,11,2,12,7,12,8,2,5,9,3,6,14,8,7,11,9,8,0,0,11,9,2,4,11,15,9,5,4,8,13,0,6,10,0,0,9,8,0,0,0,0,6,6,5,5,10,12,12,18,0,0,0,0,11,5,8,10,7,2,5,1,7,5,3,4,9,8,10,4,13,13,10,3,4,11,13,5,11,3,8,6
2,220,162,127,89,102,102,115,55,85,53,46,56,67,53,62,17,55,56,41,28,37,31,33,45,28,35,26,42,34,49,21,23,31,27,17,35,6,15,12,25,16,30,16,23,20,32,23,20,27,29,19,12,0,12,19,0,28,37,19,26,17,24,20,13,13,14,7,12,17,14,8,13,11,5,24,14,12,27,18,11,14,14,13,12,10,15,7,16,19,10,18,15,22,14,18,0,21,5,22,13,23,19,11,0,13,0,0,14,16,8,22,0,0,7,18,14,8,15,20,11,8,8,11,11,7,14,11,6,6,10,6,15,3,11,8,20,9,11,7,7,5,7,7,10,6,10,9,6,5,8,13,7,4,12,14,6,6,6,5,7,3,14,15,11,7,1,4,5,9,8,4,8,17,7,6,8,9,17,12,7,6,4,7,7,7,18,5,10,8,13,4,0,0,9,11,6,8,6,11,8,3,3,7,8,0,7,10,0,0,14,6,0,0,0,0,7,15,9,2,5,16,6,12,0,0,0,0,6,6,4,11,9,2,5,2,7,8,1,8,6,8,4,3,3,13,11,6,5,15,4,7,7,5,12,11
3,247,183,141,71,90,120,109,64,63,58,44,61,58,46,47,26,43,46,35,25,31,32,32,42,24,45,38,39,39,51,16,16,22,22,22,20,18,18,14,32,21,20,12,22,16,27,26,16,36,29,18,21,0,16,16,0,32,22,26,31,14,18,15,20,33,17,18,9,11,3,12,14,14,15,13,8,16,14,17,10,19,20,16,11,14,13,11,15,18,14,19,11,20,15,10,0,8,7,8,6,25,11,7,0,11,0,0,11,13,12,18,0,0,11,13,13,8,17,15,16,1,6,15,16,13,17,7,7,13,6,5,12,2,7,11,12,12,5,8,16,2,5,7,4,9,5,8,13,8,10,15,8,6,7,7,11,11,13,6,4,8,14,8,7,10,1,6,8,13,5,5,14,12,9,6,3,8,22,8,7,5,3,9,7,6,12,4,16,15,11,8,0,0,12,10,8,13,10,7,5,9,3,8,9,0,10,6,0,0,5,6,0,0,0,0,5,15,6,2,8,11,9,10,0,0,0,0,6,6,3,24,15,8,4,2,5,6,6,11,7,6,5,4,12,20,11,4,6,10,10,5,9,6,12,10
4,242,174,141,101,93,78,101,59,55,56,64,57,62,50,55,35,59,29,45,32,29,25,30,38,28,47,41,54,39,59,28,24,26,37,18,37,13,12,18,25,17,20,15,19,18,30,25,20,27,32,16,23,0,22,16,0,42,27,15,22,9,16,18,15,19,21,21,11,11,9,13,7,9,7,12,12,20,18,11,16,14,20,6,8,16,7,9,12,27,23,19,16,20,12,14,0,14,6,18,6,21,11,5,0,10,0,0,8,20,5,15,0,0,7,6,7,9,15,14,19,7,3,9,19,7,18,11,5,16,4,5,14,1,12,9,10,6,11,6,11,10,9,6,7,8,8,6,12,4,4,10,15,3,11,14,13,5,11,4,8,10,16,8,4,10,3,4,5,12,5,8,10,21,8,6,6,6,9,11,8,1,6,8,5,5,12,7,5,15,16,6,0,0,8,6,10,10,13,10,10,5,4,9,9,0,1,11,0,0,11,5,0,0,0,0,12,6,7,2,11,10,10,21,0,0,0,0,8,8,5,17,10,1,6,0,5,3,1,5,5,14,6,7,11,18,10,5,9,11,5,9,5,9,13,9
5,246,176,141,84,101,81,128,75,52,46,52,60,62,56,55,19,45,42,39,33,21,27,33,39,27,36,36,38,40,48,16,26,26,33,16,25,12,20,17,19,13,26,13,22,16,20,26,23,37,29,19,24,0,21,27,0,27,31,25,19,23,21,14,10,16,13,13,10,6,11,12,15,16,10,21,11,8,28,10,20,18,13,16,6,16,18,10,18,16,16,20,15,9,19,13,0,15,10,12,10,11,15,7,0,16,0,0,12,9,8,8,0,0,11,10,10,9,18,11,13,5,7,12,9,22,14,20,7,11,5,6,9,2,13,4,5,6,8,1,11,13,9,7,3,5,7,9,9,3,9,13,3,5,7,6,9,12,7,4,3,4,21,10,7,9,5,8,7,16,7,9,3,19,5,8,7,8,10,5,17,4,2,8,6,3,10,3,8,5,7,6,0,0,11,7,5,4,8,19,6,9,4,8,9,0,7,12,0,0,9,8,0,0,0,0,2,9,11,3,5,4,3,4,0,0,0,0,21,6,5,11,16,2,7,3,12,8,5,6,5,9,9,6,7,11,13,10,7,14,9,14,6,4,11,11
6,270,157,168,105,86,109,106,56,77,45,47,58,69,45,62,39,59,42,37,26,31,34,30,46,21,41,43,37,41,49,23,31,17,20,19,15,12,21,12,28,26,24,15,26,19,24,32,23,19,29,28,15,0,15,18,0,22,17,14,23,25,23,20,24,18,20,16,9,11,11,13,19,15,6,10,20,10,27,18,7,10,9,10,11,6,9,10,18,26,13,12,19,16,15,15,0,22,6,9,9,25,7,11,0,14,0,0,17,10,13,15,0,0,7,16,9,6,17,24,14,2,5,11,8,19,21,14,9,6,7,4,12,4,7,7,12,5,9,9,7,5,5,8,9,4,7,8,9,7,4,11,5,3,9,17,7,8,9,3,5,8,14,8,10,8,3,8,7,19,3,12,7,15,6,10,4,7,11,9,9,9,4,12,9,3,20,1,6,11,6,5,0,0,8,13,8,12,9,15,7,8,6,5,10,0,8,10,0,0,11,5,0,0,0,0,4,20,4,6,10,11,6,9,0,0,0,0,6,12,6,14,12,6,5,2,7,8,5,12,8,8,11,4,9,11,13,8,5,12,13,6,11,4,7,5
7,252,152,130,82,119,110,108,64,49,51,53,41,66,61,46,31,70,46,33,25,38,29,40,47,24,42,34,38,33,70,25,22,32,31,19,13,15,23,14,19,21,29,13,24,22,25,23,16,36,28,32,29,0,16,22,0,33,19,22,17,21,15,17,21,13,16,9,11,14,10,15,17,12,12,14,13,14,17,17,13,14,14,8,14,15,13,9,23,23,12,15,13,16,6,22,0,15,7,13,17,12,12,7,0,7,0,0,8,15,13,12,0,0,11,11,10,8,19,17,23,8,5,9,13,9,15,11,12,6,6,9,6,5,9,8,3,4,3,7,14,10,6,9,8,2,5,5,9,4,5,12,6,3,4,15,6,9,11,1,4,5,15,13,6,7,1,2,6,16,9,9,9,17,12,9,6,7,10,8,8,4,4,15,10,9,12,2,8,4,11,8,0,0,9,8,10,7,7,12,11,5,6,9,11,0,8,9,0,0,10,9,0,0,0,0,15,10,5,6,9,12,5,14,0,0,0,0,12,16,3,17,11,6,3,2,6,11,5,5,6,14,10,6,8,12,15,9,8,12,14,4,8,6,3,7
8,239,160,160,88,104,93,119,60,58,50,56,63,68,58,58,36,57,44,37,26,36,32,29,36,21,28,36,35,38,49,16,29,17,24,26,16,15,20,15,20,19,19,11,22,23,24,20,16,33,31,22,28,0,15,19,0,57,23,18,25,22,19,17,17,19,8,11,13,12,7,14,9,13,6,14,10,17,17,19,10,18,16,8,8,9,11,12,18,21,13,15,15,17,6,21,0,18,6,14,11,22,12,11,0,10,0,0,11,16,16,20,0,0,7,11,10,10,20,22,18,5,2,13,17,18,23,12,1,6,9,7,12,2,6,4,15,8,11,7,12,3,8,7,5,9,1,7,6,6,4,13,6,5,14,12,7,12,10,5,9,6,15,13,8,9,4,9,4,22,5,7,9,26,7,3,5,10,12,6,8,8,4,14,6,3,23,6,5,6,11,3,0,0,15,10,7,11,6,8,8,9,9,8,6,0,5,7,0,0,9,4,0,0,0,0,12,8,7,4,9,15,10,12,0,0,0,0,13,6,1,11,8,3,9,3,5,3,5,10,3,8,7,10,8,10,14,11,6,12,10,3,8,2,15,13
9,270,152,145,74,109,118,103,70,63,48,59,46,67,58,64,29,66,46,33,30,39,37,24,38,23,38,39,38,46,50,21,22,18,30,29,19,13,18,10,18,16,22,20,18,21,28,30,18,22,42,15,13,0,18,13,0,32,35,18,25,19,19,23,20,12,16,20,10,18,11,16,15,11,11,16,11,17,19,16,11,19,8,17,13,18,18,16,13,16,19,14,16,10,7,12,0,12,5,14,19,14,16,8,0,12,0,0,5,13,15,7,0,0,11,8,8,8,12,10,10,5,12,9,18,9,12,15,4,13,3,14,11,5,7,11,12,10,11,6,6,6,11,9,6,8,0,9,5,6,9,6,12,10,7,20,7,5,5,1,5,12,7,11,8,16,2,11,6,13,8,3,6,17,14,2,7,13,20,13,5,2,3,14,6,2,17,6,5,10,7,2,0,0,8,10,3,14,11,7,4,12,3,3,5,0,14,5,0,0,9,6,0,0,0,0,9,12,6,3,7,6,6,13,0,0,0,0,7,6,2,6,8,6,4,5,3,9,6,8,5,7,4,7,8,19,7,3,15,15,12,6,6,3,8,10
