,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,256,151,169,98,93,74,117,79,55,59,58,58,61,52,51,39,51,45,36,31,28,28,39,55,27,30,31,48,43,44,18,29,28,21,18,18,16,16,21,28,14,36,6,20,19,23,31,22,24,38,21,22,0,23,9,12,0,21,7,20,21,16,18,22,14,22,17,15,10,9,14,14,11,14,22,14,24,19,16,10,10,13,13,14,15,11,8,16,24,6,12,16,19,17,8,0,16,11,12,9,23,8,12,9,0,0,0,11,15,11,12,11,12,0,0,16,10,19,14,13,3,5,12,11,13,20,20,10,5,10,3,13,7,8,7,7,7,9,3,9,6,10,8,8,8,6,6,10,4,10,9,9,3,10,10,6,10,5,2,6,13,14,13,7,16,2,7,2,10,5,4,6,19,5,3,7,5,17,11,2,14,3,14,8,3,17,2,9,11,10,7,0,0,9,8,3,11,9,13,2,10,6,11,0,12,15,10,3,6,0,0,0,0,0,0,10,11,7,4,8,9,9,10,7,13,6,15,0,0,0,0,12,2,3,5,5,4,7,5,3,11,4,3,8,17,8,7,7,21,11,12,5,6,10,7
1,260,165,133,91,112,117,107,67,54,74,61,51,68,40,64,30,61,56,21,18,31,26,30,47,27,35,43,38,28,53,22,17,24,43,17,22,6,16,17,22,13,26,11,25,24,22,27,34,31,30,23,19,0,19,16,16,0,24,13,22,23,17,18,18,19,19,10,21,12,13,16,7,22,7,13,11,12,14,16,12,13,21,14,10,13,6,11,15,19,13,14,15,21,9,13,0,12,8,11,15,22,17,9,5,0,0,0,7,13,11,14,20,10,0,0,18,9,20,21,20,6,7,6,5,10,20,12,6,10,3,6,11,3,8,8,8,3,7,10,5,14,7,5,9,7,4,6,7,3,9,14,10,6,9,13,5,12,10,6,6,10,9,10,10,5,1,3,4,21,3,11,5,12,6,10,6,10,13,13,7,4,7,13,6,3,10,3,8,11,13,8,0,0,13,12,7,16,8,10,1,12,4,7,0,12,14,13,12,5,0,0,0,0,0,0,5,4,4,5,4,5,10,12,6,9,14,8,0,0,0,0,11,8,4,3,8,4,6,8,5,8,7,6,5,14,13,9,5,9,13,7,8,4,14,5
2,256,167,132,93,99,118,91,54,65,55,71,60,59,53,50,37,61,45,32,24,31,32,26,38,21,35,37,27,53,47,22,26,20,34,20,21,13,17,19,22,13,19,18,27,23,25,20,21,24,25,21,24,0,21,16,13,0,31,21,27,15,19,21,18,18,25,9,10,14,18,15,18,6,9,14,9,21,25,16,22,17,10,7,6,16,24,8,18,21,13,13,17,27,11,7,0,11,6,14,5,17,7,9,9,0,0,0,13,14,9,4,10,10,0,0,10,7,22,21,21,6,6,15,10,15,8,15,5,9,7,6,11,7,11,5,14,6,10,9,6,8,4,8,4,9,6,9,3,5,1,16,7,5,7,16,11,8,9,2,5,9,11,9,9,7,4,9,13,15,8,8,9,26,7,3,11,4,14,14,8,6,5,13,5,1,16,2,6,8,8,6,0,0,6,11,10,11,9,9,7,6,3,7,0,13,8,14,6,4,0,0,0,0,0,0,10,9,5,7,7,16,4,15,12,12,8,8,0,0,0,0,9,4,8,4,7,4,11,6,7,10,4,9,15,11,10,7,12,19,11,7,7,4,14,8
3,243,169,143,78,102,105,128,80,54,54,62,56,69,53,61,30,47,52,41,39,31,31,31,32,31,29,34,48,43,41,17,27,21,35,17,18,9,24,13,22,14,22,16,25,15,25,15,13,28,27,30,23,0,22,13,19,0,35,15,34,18,17,20,18,18,16,10,16,13,10,20,13,14,9,11,9,17,24,15,12,7,11,11,15,13,16,7,14,23,17,26,16,18,9,19,0,15,8,11,7,16,8,15,6,0,0,0,9,8,8,9,11,16,0,0,9,5,17,22,13,8,8,13,13,15,20,7,3,9,3,3,16,6,6,3,14,4,7,9,17,6,10,5,11,3,9,6,10,4,4,13,6,10,11,17,9,6,14,2,6,12,20,10,6,9,3,9,4,9,13,6,4,15,6,10,8,6,16,17,5,3,4,18,6,4,15,4,7,13,6,3,0,0,12,4,4,8,13,7,6,9,5,10,0,10,4,9,6,5,0,0,0,0,0,0,5,4,6,6,4,7,11,10,8,12,1,22,0,0,0,0,12,2,7,1,15,6,3,2,7,10,12,4,11,16,8,14,9,10,6,10,10,8,9,4
4,273,181,152,107,78,108,105,54,50,51,50,50,63,55,51,26,57,49,38,23,28,29,33,38,27,41,37,40,38,39,19,30,19,25,26,19,11,15,15,33,20,29,15,28,22,32,20,19,46,25,19,29,0,16,18,23,0,25,17,22,14,18,23,13,14,16,7,15,9,8,18,19,10,7,15,15,18,17,14,14,17,12,25,10,14,14,9,16,30,16,15,16,23,18,14,0,15,4,13,8,15,13,9,9,0,0,0,17,16,9,6,12,8,0,0,12,5,20,10,15,8,3,10,11,16,14,13,8,8,4,4,13,5,8,8,16,4,8,10,11,8,8,7,6,9,6,4,8,3,5,14,13,2,7,12,12,11,6,3,9,6,17,13,9,10,0,8,2,16,4,15,7,19,8,7,4,8,12,14,5,5,6,18,13,6,7,4,6,9,9,3,0,0,13,9,7,9,5,12,7,10,2,7,0,12,10,10,10,6,0,0,0,0,0,0,6,9,11,1,11,5,4,10,13,11,14,17,0,0,0,0,9,5,5,3,5,9,8,5,4,13,7,6,8,15,16,12,7,15,17,9,10,2,9,5
5,265,166,125,83,87,79,114,72,52,59,80,48,54,59,48,32,61,45,43,34,35,35,31,44,23,30,39,44,36,57,15,31,29,26,17,10,11,16,13,24,21,29,11,26,24,25,24,30,24,25,25,19,0,19,17,12,0,19,17,31,14,25,17,14,20,18,15,11,15,12,22,12,5,6,16,13,20,13,19,19,10,9,10,15,13,20,11,18,24,16,18,14,21,16,14,0,10,2,16,6,20,12,9,6,0,0,0,4,12,10,8,11,10,0,0,13,10,20,11,18,3,3,10,13,5,13,13,6,6,7,6,8,7,11,8,5,9,11,7,13,6,6,3,6,7,9,6,12,5,5,6,10,2,10,10,9,14,11,6,5,8,10,11,12,3,2,7,4,17,6,9,5,21,11,12,9,9,4,14,10,6,6,12,5,1,22,3,12,11,12,7,0,0,11,12,6,10,5,8,7,9,7,11,0,9,10,10,9,4,0,0,0,0,0,0,3,10,9,5,7,9,14,15,7,7,7,14,0,0,0,0,14,6,6,4,10,6,6,3,6,9,5,4,10,17,10,9,9,12,10,15,10,3,10,17
6,238,138,151,82,78,91,108,70,67,56,58,47,51,46,57,34,49,41,34,35,30,23,32,30,17,40,45,39,35,50,11,26,26,36,25,19,13,23,19,20,13,32,16,15,22,24,21,18,19,21,9,17,0,17,25,13,0,24,15,31,12,12,15,16,18,12,13,12,16,6,9,10,14,10,9,10,11,28,9,11,13,5,10,12,18,11,13,17,21,15,21,13,24,11,13,0,6,4,11,14,26,4,16,12,0,0,0,9,17,8,9,6,5,0,0,18,4,17,9,12,2,5,12,8,10,20,14,7,8,10,6,9,1,12,7,9,6,6,12,11,8,8,6,3,8,13,1,7,4,9,9,8,4,12,12,3,11,8,5,4,6,14,13,8,9,5,10,2,11,9,5,15,18,6,8,6,8,10,11,6,5,4,11,5,5,9,2,5,13,10,5,0,0,15,13,4,12,4,17,7,6,7,9,0,14,7,9,8,6,0,0,0,0,0,0,11,10,6,1,5,6,6,7,12,9,8,13,0,0,0,0,4,7,14,5,13,6,14,5,8,11,5,8,6,17,11,7,5,7,18,16,9,3,7,8
7,245,172,164,98,105,113,106,67,59,49,62,72,56,48,64,35,55,46,41,29,32,37,40,54,18,28,40,40,38,41,21,29,23,34,26,21,14,17,12,21,21,22,10,22,22,20,32,26,22,29,20,23,0,21,27,13,0,26,15,30,22,18,22,23,14,27,15,15,11,10,22,13,9,11,14,15,22,21,18,17,17,16,12,4,14,14,11,11,14,14,28,13,18,11,16,0,17,5,13,12,18,11,8,14,0,0,0,9,17,7,14,4,16,0,0,12,6,24,21,16,8,7,15,9,12,11,12,3,8,3,5,17,2,7,15,12,11,8,9,6,4,5,10,13,9,10,5,5,5,7,10,12,4,7,12,9,10,4,4,9,5,18,10,14,10,2,7,7,10,11,7,7,21,6,10,2,10,9,12,5,1,4,7,4,5,10,2,8,8,12,7,0,0,13,8,1,8,6,9,5,3,4,8,0,19,13,8,7,7,0,0,0,0,0,0,5,20,5,5,7,9,10,13,3,6,10,13,0,0,0,0,11,4,2,2,5,7,3,7,3,6,12,6,8,19,12,10,14,19,15,8,9,2,11,1
8,253,184,121,87,100,105,94,68,67,54,63,52,63,48,56,31,55,37,22,32,19,41,29,42,33,34,40,32,48,62,17,20,28,29,15,30,13,18,15,19,21,15,10,29,16,21,28,18,40,26,23,13,0,20,17,13,0,23,12,34,19,17,18,19,19,20,16,13,13,12,18,9,11,9,14,4,13,20,14,9,20,12,14,11,16,11,10,19,14,20,19,15,22,9,21,0,14,4,15,9,12,12,7,11,0,0,0,13,12,8,12,11,5,0,0,12,7,15,17,12,6,4,10,17,11,20,19,1,10,3,5,7,4,11,7,12,8,9,11,7,5,7,7,7,7,4,5,10,4,3,12,8,5,8,10,15,15,12,4,11,12,12,11,8,13,5,10,5,11,8,9,9,22,7,5,6,5,20,9,6,2,6,13,6,8,15,7,7,7,10,8,0,0,7,12,5,8,10,14,5,8,5,8,0,11,8,6,5,6,0,0,0,0,0,0,3,10,6,1,5,9,5,12,1,18,8,15,0,0,0,0,9,2,6,1,7,6,5,9,11,5,9,8,11,12,11,7,6,12,7,7,11,9,8,6
9,246,196,130,87,100,104,127,64,82,58,52,54,55,46,57,33,51,43,33,34,38,21,39,40,19,37,42,37,30,46,15,22,20,24,25,22,15,21,12,22,15,24,14,20,24,26,26,17,34,39,14,27,0,16,12,21,0,31,18,25,27,9,20,10,24,25,7,8,21,9,17,6,9,3,10,10,12,25,16,11,11,12,17,9,11,11,13,18,26,14,25,26,23,13,15,0,10,7,13,14,27,12,13,9,0,0,0,11,19,9,16,7,8,0,0,13,4,17,13,13,3,6,9,8,10,5,9,9,9,4,6,8,2,7,4,8,6,7,5,6,6,4,6,8,6,5,7,3,4,2,12,11,2,11,17,7,9,8,6,7,3,20,11,7,7,2,10,3,10,11,9,9,20,14,6,5,10,12,7,7,5,2,7,10,3,15,1,6,17,8,6,0,0,12,13,4,10,8,13,5,4,2,2,0,16,10,9,6,7,0,0,0,0,0,0,10,11,11,7,9,9,14,18,5,14,9,9,0,0,0,0,6,4,3,3,11,4,6,11,5,11,9,6,6,16,17,5,4,17,13,6,6,10,8,10
10,259,158,146,90,91,104,95,74,65,62,54,71,64,57,66,36,64,43,40,24,37,35,30,58,29,37,40,39,45,54,26,16,18,35,15,23,12,16,16,15,15,29,15,10,20,28,33,26,23,29,26,21,0,28,21,14,0,25,30,23,9,16,12,12,9,22,14,4,12,6,10,8,8,11,12,19,16,10,19,13,19,14,13,9,21,16,11,18,22,14,12,13,19,13,10,0,15,6,9,11,21,11,7,8,0,0,0,13,13,12,12,10,15,0,0,9,7,11,15,11,6,5,21,12,10,24,12,2,3,5,5,14,3,10,7,10,7,6,8,9,5,12,12,6,2,9,2,8,6,9,12,6,6,8,11,6,11,10,8,10,5,17,11,9,9,1,17,5,11,5,5,5,14,5,5,10,8,12,12,7,4,2,10,5,8,17,6,8,13,9,8,0,0,11,9,7,12,7,14,6,7,1,11,0,18,7,8,6,8,0,0,0,0,0,0,3,11,5,2,10,17,8,10,6,12,6,21,0,0,0,0,11,4,3,3,5,4,3,10,8,8,6,6,6,20,16,16,9,19,11,7,8,2,10,10
11,234,171,146,86,103,105,100,63,70,61,64,55,72,41,58,31,52,50,41,29,32,29,43,39,30,37,32,42,32,45,11,19,21,22,19,16,10,18,14,23,17,19,16,23,23,18,21,24,33,27,25,26,0,16,26,11,0,25,25,22,13,12,22,22,15,22,13,11,11,11,10,17,9,12,16,10,20,15,15,12,9,12,9,11,7,9,6,18,26,12,13,18,13,8,18,0,9,8,12,8,24,9,17,12,0,0,0,11,10,12,11,10,12,0,0,6,6,13,17,20,2,4,17,18,13,15,11,5,4,7,8,14,2,13,11,14,3,5,9,6,6,9,7,7,10,5,7,8,6,4,8,11,7,8,11,10,8,10,5,12,11,9,14,7,11,7,6,5,9,3,5,6,17,6,10,4,10,12,8,8,6,3,13,4,2,9,3,6,11,8,12,0,0,6,10,10,10,9,9,3,8,4,8,0,15,5,10,7,14,0,0,0,0,0,0,9,10,14,2,5,8,9,9,9,17,9,11,0,0,0,0,10,1,10,4,3,6,6,6,1,8,2,4,10,12,11,8,6,12,9,5,8,3,17,10
12,245,156,171,94,89,82,115,57,57,52,56,62,71,42,52,34,55,51,38,32,35,30,29,45,26,29,47,40,41,46,8,22,26,38,19,21,9,23,14,22,15,21,8,23,23,24,19,22,35,30,18,24,0,20,18,17,0,28,19,33,10,19,15,16,13,11,13,10,16,9,16,4,12,10,23,7,15,16,13,14,16,10,13,19,17,15,4,19,16,9,16,14,23,8,13,0,14,5,14,7,23,7,13,9,0,0,0,6,9,5,16,13,11,0,0,14,9,11,11,14,4,2,9,20,13,15,14,6,8,5,1,8,1,6,7,11,6,7,6,8,4,8,5,6,10,2,6,6,3,5,8,15,5,13,14,6,6,13,3,7,6,12,10,8,8,1,8,7,14,10,8,11,17,11,7,8,13,9,11,7,2,7,12,6,5,19,6,9,11,9,6,0,0,15,13,11,10,14,15,7,6,3,7,0,13,13,8,5,11,0,0,0,0,0,0,6,9,10,3,7,17,8,11,2,4,8,11,0,0,0,0,14,6,8,0,9,6,4,8,3,9,8,10,12,19,13,9,7,16,10,3,9,2,12,12
13,265,159,174,82,97,95,117,66,60,60,54,61,57,48,54,27,63,44,37,28,27,35,30,38,17,39,46,36,29,44,14,34,17,33,19,21,8,17,17,18,10,24,9,16,35,28,22,19,25,32,27,22,0,17,24,13,0,27,19,30,15,22,26,17,14,15,10,9,18,10,10,11,11,5,12,15,13,17,16,11,9,17,15,12,11,15,5,8,17,15,18,16,23,6,14,0,9,6,18,9,20,13,10,9,0,0,0,12,10,12,10,9,10,0,0,14,8,15,10,11,8,8,11,18,13,23,21,6,7,3,3,14,4,8,10,15,8,6,7,4,5,4,8,7,6,6,6,8,7,6,13,8,6,15,5,7,9,8,2,2,5,15,10,12,6,3,8,4,22,8,6,10,21,8,4,11,12,8,10,6,7,5,13,7,1,16,3,14,10,9,8,0,0,12,11,11,4,9,10,10,12,2,10,0,10,6,4,2,3,0,0,0,0,0,0,11,12,12,7,6,11,10,12,14,6,12,17,0,0,0,0,12,4,3,1,6,4,2,8,5,6,13,5,8,14,9,10,12,17,9,11,12,3,8,11
14,262,166,159,90,102,102,112,65,58,62,53,59,72,45,62,22,62,48,38,25,33,28,27,40,21,45,40,39,40,43,20,23,27,29,14,12,12,13,14,32,15,26,19,20,16,19,21,16,29,39,23,25,0,19,22,24,0,23,19,15,22,19,26,15,10,19,14,10,9,13,19,16,14,9,16,11,6,20,18,9,20,12,9,9,12,20,9,21,19,15,20,18,19,7,11,0,10,2,8,13,23,12,17,9,0,0,0,14,22,8,7,11,8,0,0,9,9,16,15,9,9,6,6,21,9,17,17,5,9,2,4,11,6,10,7,16,13,11,4,8,13,3,6,7,10,6,8,6,3,3,6,4,4,7,13,5,10,11,5,14,5,21,6,6,7,2,6,2,13,10,11,4,19,7,10,10,3,11,10,9,7,7,15,5,4,13,5,7,4,12,4,0,0,8,14,6,7,4,14,6,9,2,11,0,13,9,10,8,6,0,0,0,0,0,0,11,16,5,3,5,11,6,8,3,17,9,13,0,0,0,0,11,2,5,4,11,9,8,4,7,12,5,6,6,17,9,14,4,15,9,5,6,8,6,8
