,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,249,161,130,78,114,99,94,69,61,63,62,63,64,55,61,30,60,35,42,35,31,36,35,41,19,32,31,41,41,53,15,24,22,35,16,27,11,22,16,16,19,26,17,19,16,27,29,25,26,37,18,33,0,17,21,0,21,42,18,20,16,12,20,11,18,17,17,12,6,12,14,8,8,8,16,12,16,20,7,7,16,13,10,10,7,20,9,17,19,16,16,19,20,15,17,12,0,5,13,16,17,14,13,0,11,0,0,15,14,16,14,0,0,15,12,11,9,15,21,14,2,7,8,9,18,17,16,3,10,3,4,13,3,9,9,8,12,10,5,14,9,8,8,6,7,4,7,6,4,5,8,9,4,8,12,5,9,10,11,8,8,14,15,8,10,2,8,8,14,8,9,2,14,9,8,5,13,6,12,10,6,6,15,5,1,18,2,15,9,9,6,4,6,0,0,7,12,11,8,9,9,3,9,13,0,10,4,0,0,7,3,0,0,0,0,9,10,5,3,8,10,9,9,0,0,0,0,9,1,4,11,12,2,5,0,5,3,6,8,4,8,4,4,7,24,10,9,7,18,9,11,13,9,11,12
1,227,177,151,89,99,96,104,67,62,52,57,50,62,46,48,27,50,42,33,26,35,31,43,32,17,39,37,37,43,45,24,31,19,31,24,26,10,26,14,22,26,26,13,20,25,24,21,15,41,34,13,27,0,12,31,0,36,35,21,21,18,15,24,19,11,20,12,12,12,10,19,10,13,7,18,11,16,24,17,8,11,12,12,17,14,13,6,27,18,13,16,17,20,12,16,7,0,5,12,13,22,11,15,0,6,0,0,10,11,4,10,0,0,12,10,15,10,10,11,15,5,4,9,17,14,21,9,4,8,4,2,7,3,7,6,17,6,9,7,8,8,4,15,5,11,4,8,8,3,6,9,9,9,7,24,7,10,13,7,13,8,19,10,9,8,3,8,4,10,13,10,8,16,8,10,8,8,12,13,6,3,7,16,8,6,19,5,15,15,8,5,11,7,0,0,5,8,17,8,6,7,6,10,7,0,13,7,0,0,8,4,0,0,0,0,3,4,7,3,5,9,10,13,0,0,0,0,11,8,5,11,8,7,3,1,6,7,4,3,9,3,15,4,9,13,9,7,9,11,16,14,15,5,13,9
2,247,188,151,82,102,102,142,61,75,51,64,57,70,39,63,27,61,40,30,30,23,46,33,48,15,33,39,46,43,41,18,26,29,35,14,18,11,14,11,20,14,25,18,21,26,32,21,21,26,20,28,26,0,14,23,0,33,21,21,18,18,22,20,18,13,20,14,7,10,13,18,14,15,5,17,12,17,16,22,8,12,12,15,12,21,10,7,15,21,15,12,15,19,9,6,15,0,6,16,19,15,14,11,0,14,0,0,13,14,9,10,0,0,12,7,17,12,17,12,22,6,9,4,9,15,17,13,4,6,6,5,6,4,9,9,10,6,8,3,11,6,2,11,6,8,6,2,8,6,5,11,11,6,8,20,7,11,10,2,8,8,11,9,9,8,4,7,4,12,6,14,9,17,8,12,9,7,8,4,4,6,6,14,7,8,14,5,8,13,10,3,10,13,0,0,5,5,8,14,3,8,4,12,6,0,14,4,0,0,13,3,0,0,0,0,9,9,2,7,6,6,9,6,0,0,0,0,5,7,4,9,9,3,4,1,7,4,5,9,11,6,7,10,5,16,8,12,4,15,11,8,10,8,6,7
3,266,173,156,107,102,92,104,62,64,67,54,54,68,50,59,19,42,48,42,25,32,28,22,50,23,29,38,47,41,32,17,24,30,28,23,21,12,23,16,22,23,29,9,23,24,23,19,17,40,24,23,19,0,18,17,0,43,33,17,19,16,20,17,20,11,13,9,9,12,12,17,22,14,11,19,7,17,14,17,9,12,9,15,9,20,17,10,16,30,19,11,17,25,11,15,12,0,7,13,7,19,10,7,0,14,0,0,8,14,7,12,0,0,18,11,14,15,12,25,13,6,8,10,14,10,19,15,3,8,5,10,10,2,8,6,4,8,4,6,6,11,6,4,7,5,9,4,3,4,5,8,5,6,12,14,4,11,5,4,6,8,13,10,6,5,2,13,9,10,8,9,11,18,7,7,3,7,10,9,7,6,7,8,6,6,15,2,7,8,6,3,6,12,0,0,8,11,7,7,5,7,7,14,9,0,13,15,0,0,7,7,0,0,0,0,14,10,12,0,12,6,13,7,0,0,0,0,14,6,3,17,6,4,10,3,6,5,5,5,10,10,8,8,4,10,13,6,10,10,16,8,10,5,11,8
4,238,172,134,90,112,110,116,66,71,41,54,58,59,48,46,27,44,60,28,28,44,30,22,50,25,38,37,36,35,41,20,26,21,44,22,25,11,14,17,23,23,24,14,16,18,27,22,16,26,21,26,14,0,19,16,0,29,25,11,25,16,14,21,21,13,23,9,12,13,11,14,18,13,13,15,16,11,22,10,17,16,13,9,10,20,14,10,12,19,9,21,20,25,10,10,12,0,5,16,7,23,8,12,0,8,0,0,14,9,8,14,0,0,10,11,12,13,22,19,18,5,3,9,17,15,20,10,3,11,9,2,9,4,6,6,8,10,10,5,7,5,11,9,12,2,5,3,6,11,4,11,10,4,14,6,10,7,12,6,5,5,14,12,7,10,6,7,4,15,8,10,9,19,12,7,5,11,7,15,8,2,4,19,3,2,10,3,12,13,12,5,6,12,0,0,4,7,8,10,8,11,3,7,13,0,11,7,0,0,10,3,0,0,0,0,7,11,13,0,9,14,9,7,0,0,0,0,9,7,3,11,12,4,8,1,9,7,5,9,4,7,10,3,8,11,7,9,11,13,15,7,10,6,12,6
5,245,167,149,83,102,85,126,58,75,56,53,65,77,49,68,22,57,57,27,34,38,30,37,54,23,50,28,33,38,45,23,21,18,35,15,21,6,14,14,26,14,26,16,20,24,26,19,24,31,23,21,17,0,24,14,0,31,25,21,22,23,19,19,15,11,21,15,9,10,12,11,16,12,6,14,16,19,15,12,5,13,11,11,8,10,16,11,14,19,14,12,21,19,10,12,16,0,5,18,10,24,4,15,0,7,0,0,9,12,21,10,0,0,11,11,9,7,15,17,10,9,7,11,10,12,15,13,5,15,4,4,9,4,8,4,8,12,7,14,9,6,8,9,8,5,9,6,4,5,2,10,8,3,8,13,10,11,14,4,6,6,13,12,4,10,3,10,7,11,8,7,9,17,11,4,9,7,13,5,6,4,6,8,8,0,15,5,14,8,7,7,4,10,0,0,5,7,9,17,7,8,2,10,7,0,5,9,0,0,9,6,0,0,0,0,5,14,9,9,6,12,6,10,0,0,0,0,15,5,8,13,8,2,9,2,10,7,7,8,6,12,5,9,6,18,7,8,6,10,10,6,5,2,6,6
6,261,156,149,83,87,107,99,62,67,40,61,51,58,42,52,36,76,32,40,26,34,30,31,53,23,41,27,32,33,59,19,21,22,28,22,22,9,18,24,20,11,39,9,14,14,25,30,26,26,23,22,19,0,24,21,0,34,29,17,30,16,14,20,16,18,15,18,12,11,9,20,15,16,9,16,9,13,29,13,11,12,15,17,14,15,12,8,13,20,18,16,15,18,12,17,21,0,9,14,21,20,11,11,0,7,0,0,11,12,12,11,0,0,16,21,9,10,16,12,18,2,12,17,8,18,19,11,2,12,2,3,14,1,14,2,10,7,5,11,13,3,6,4,4,7,6,6,3,3,4,12,11,5,11,9,7,7,4,5,5,7,15,13,9,10,5,7,9,11,3,7,9,23,7,6,3,12,10,11,11,6,5,12,2,4,19,7,12,10,9,5,7,14,0,0,6,7,8,7,4,9,1,12,6,0,11,6,0,0,9,9,0,0,0,0,13,5,4,3,7,14,15,8,0,0,0,0,11,5,9,17,7,3,2,4,5,4,11,7,10,5,8,6,10,8,13,7,6,14,8,7,8,1,7,7
7,217,186,151,80,95,82,108,80,64,57,63,59,61,48,58,30,57,42,29,22,30,35,26,40,11,43,35,42,35,40,21,30,22,27,18,23,12,15,16,25,14,26,6,32,20,25,28,17,31,33,24,20,0,25,14,0,34,23,19,32,12,19,22,14,19,24,16,11,19,7,16,12,9,6,19,15,16,22,20,14,25,14,12,8,16,28,13,12,24,17,8,12,25,14,18,10,0,9,11,10,26,14,11,0,14,0,0,18,17,11,11,0,0,10,9,15,3,17,15,17,2,6,12,16,11,11,14,5,6,6,1,16,3,4,8,9,3,3,4,14,6,6,10,3,12,9,11,7,3,3,9,9,4,7,24,5,13,5,1,4,10,11,10,10,9,6,4,8,14,7,10,7,21,8,9,7,7,15,12,5,1,4,20,7,4,18,5,17,16,3,9,4,6,0,0,8,9,9,16,4,9,3,6,8,0,8,11,0,0,9,10,0,0,0,0,10,13,11,5,6,11,8,14,0,0,0,0,8,13,3,11,9,4,5,3,6,4,6,15,5,13,9,3,3,12,7,9,8,11,14,5,8,4,8,7
8,251,180,119,87,110,105,107,67,55,51,74,59,63,63,57,37,57,54,40,27,27,23,27,44,31,40,33,35,39,47,25,37,20,22,23,21,15,24,15,21,11,21,14,14,15,28,31,18,29,34,22,16,0,17,22,0,37,24,27,20,23,15,14,16,13,25,14,11,20,8,12,14,11,11,17,13,14,10,19,16,22,14,9,9,11,12,10,11,25,10,10,14,19,13,15,13,0,3,19,12,21,10,16,0,7,0,0,14,13,11,17,0,0,9,8,10,11,17,6,22,9,11,10,16,12,16,17,7,6,7,6,10,6,10,10,7,11,7,5,15,2,2,12,4,9,10,6,5,3,15,18,3,4,6,15,14,13,8,6,4,7,16,14,4,7,3,14,6,12,13,5,10,19,4,11,5,11,9,13,6,7,4,14,8,3,18,2,9,6,12,7,8,6,0,0,6,11,6,9,11,9,3,8,13,0,12,11,0,0,9,8,0,0,0,0,7,4,8,4,3,16,15,11,0,0,0,0,7,5,5,11,15,5,8,1,9,5,4,8,6,14,10,10,14,10,4,9,8,18,14,13,9,7,16,12
9,255,161,150,90,89,106,112,52,66,57,68,61,75,45,74,41,47,38,33,23,42,31,33,33,20,46,36,47,34,36,16,25,23,39,19,22,19,19,10,29,21,33,13,18,23,23,27,20,26,24,27,19,0,17,21,0,35,34,13,26,14,19,15,15,18,24,11,11,11,11,11,12,16,12,13,11,17,18,10,13,15,13,13,8,7,16,11,12,22,22,18,17,21,18,12,19,0,4,7,10,21,10,8,0,10,0,0,10,14,5,12,0,0,8,11,13,7,11,16,11,10,9,7,13,11,17,10,5,4,7,4,12,5,11,9,4,4,7,6,8,7,8,9,7,5,7,6,7,6,3,6,8,2,11,17,13,9,12,2,4,5,18,14,12,7,0,8,6,7,11,11,5,22,5,9,8,10,10,7,9,4,7,9,6,3,12,5,11,16,10,5,4,14,0,0,6,11,6,6,5,9,6,12,10,0,13,6,0,0,5,7,0,0,0,0,4,8,8,5,4,19,12,5,0,0,0,0,10,11,7,19,15,6,2,2,3,7,7,9,4,9,5,6,13,15,12,9,6,8,10,7,9,6,14,8
10,254,195,157,89,106,89,92,66,60,63,51,64,58,57,55,28,46,53,35,31,31,36,26,38,16,38,31,28,34,53,20,29,31,31,19,24,11,23,20,22,16,21,19,25,24,28,20,22,28,31,18,25,0,15,12,0,38,25,25,25,19,22,12,9,18,24,12,13,11,12,15,16,10,9,11,13,11,21,23,12,10,14,12,11,18,8,6,16,14,10,16,17,18,12,16,22,0,5,10,14,25,11,10,0,11,0,0,8,14,9,7,0,0,10,17,19,2,14,13,13,9,5,11,13,6,15,13,4,8,8,3,10,2,4,8,12,7,8,8,8,8,12,5,5,6,5,7,5,7,11,9,10,3,14,16,8,8,13,4,3,4,15,15,5,11,2,7,7,12,8,12,4,15,14,6,7,12,15,11,9,6,4,9,3,3,13,2,2,4,11,4,6,13,0,0,6,8,7,6,10,10,4,16,14,0,7,8,0,0,7,4,0,0,0,0,7,7,6,2,11,13,10,10,0,0,0,0,10,8,3,10,14,2,11,0,6,4,4,8,4,8,8,7,8,16,5,15,6,10,13,3,8,5,12,8
11,260,161,150,75,92,94,119,60,50,52,59,59,56,53,54,39,51,47,38,28,41,22,46,43,25,39,33,30,38,57,28,21,21,28,17,14,10,18,10,10,19,27,17,36,21,24,23,19,37,35,24,22,0,22,18,0,38,27,20,19,12,14,20,15,16,17,22,16,15,15,20,12,5,6,15,16,18,18,19,10,19,11,14,9,17,12,5,22,25,17,13,11,27,11,15,11,0,6,10,16,22,12,12,0,7,0,0,10,18,8,13,0,0,13,14,13,9,14,12,9,2,6,10,14,11,18,10,5,9,10,9,17,2,7,7,7,6,8,6,12,4,7,6,11,6,9,5,7,3,5,8,6,8,14,10,6,7,15,7,7,7,12,10,10,11,1,11,5,11,5,9,8,16,7,7,5,10,13,10,6,4,3,16,3,7,15,4,9,10,13,3,7,9,0,0,8,2,8,12,5,8,7,13,16,0,13,9,0,0,8,11,0,0,0,0,6,10,8,0,11,8,7,13,0,0,0,0,17,9,5,10,7,6,3,2,9,5,4,5,3,7,8,3,6,16,10,7,12,12,7,9,12,6,8,13
12,238,171,130,80,119,107,102,72,62,58,61,62,71,55,66,37,61,47,38,38,30,34,31,50,16,45,25,42,32,54,23,20,20,39,28,27,5,18,13,28,18,20,14,24,20,31,27,20,24,35,13,40,0,24,18,0,49,23,19,25,20,19,18,6,15,15,11,6,14,13,14,13,14,12,14,10,17,17,12,14,10,13,11,13,13,13,8,16,23,12,14,13,21,8,18,6,0,2,9,11,22,7,12,0,8,0,0,12,13,11,14,0,0,9,13,12,13,10,14,24,8,7,7,15,6,10,11,9,7,2,4,21,8,5,7,15,11,6,7,11,5,8,7,10,6,1,7,10,6,5,16,5,7,8,9,8,8,10,4,6,10,17,11,9,17,0,9,4,8,9,6,10,19,6,5,4,8,8,9,4,5,5,14,7,1,14,4,21,9,9,6,5,10,0,0,9,8,6,7,5,10,1,8,8,0,14,6,0,0,6,6,0,0,0,0,14,5,9,4,7,13,5,9,0,0,0,0,13,9,2,15,13,6,3,4,10,5,10,5,3,9,11,8,9,16,14,12,10,20,8,9,10,4,9,6
13,257,168,160,89,86,106,101,54,60,53,59,51,62,57,55,28,47,52,29,29,34,31,32,42,21,42,45,43,44,41,23,27,18,33,27,24,10,11,11,26,11,29,17,29,29,30,24,22,40,29,22,20,0,17,15,0,33,31,16,28,19,14,24,25,17,12,14,14,14,11,18,14,20,8,8,5,17,25,18,14,24,14,10,9,16,9,5,13,13,13,15,15,28,18,14,14,0,4,14,16,24,9,11,0,8,0,0,12,12,6,18,0,0,8,10,17,8,22,12,11,3,3,9,8,6,20,15,2,14,6,6,8,2,11,11,7,6,3,5,11,6,10,7,5,12,2,10,5,4,6,10,8,2,12,10,8,9,11,3,7,9,16,12,7,5,4,7,5,13,10,11,9,18,9,5,3,3,14,10,7,5,2,10,3,6,9,5,15,8,11,6,4,5,0,0,11,12,6,10,6,6,6,11,14,0,6,16,0,0,12,5,0,0,0,0,8,7,6,2,7,8,6,11,0,0,0,0,7,4,3,5,7,3,4,4,5,7,4,5,7,7,9,9,8,12,12,7,14,17,12,7,5,3,8,8
14,275,194,147,118,95,86,106,57,62,54,52,56,70,49,77,32,64,44,40,37,26,24,24,46,34,31,27,36,47,41,23,20,18,28,20,19,7,14,19,25,11,24,16,8,15,33,31,15,26,31,14,23,0,16,23,0,29,22,13,27,19,18,19,17,23,29,10,20,11,10,15,12,15,9,20,20,8,17,11,11,12,8,13,14,13,11,12,8,27,19,20,13,15,10,17,18,0,9,11,15,18,13,10,0,11,0,0,7,15,11,13,0,0,18,9,6,12,16,12,14,6,2,8,17,13,15,12,4,9,4,6,6,6,5,4,14,7,14,5,11,14,6,10,6,5,5,4,13,8,4,10,8,6,12,13,6,8,9,5,11,8,10,11,12,10,4,8,4,13,7,11,7,21,5,2,7,9,7,6,7,5,3,21,10,3,14,4,3,10,9,4,12,9,0,0,6,10,14,11,3,17,6,8,11,0,11,6,0,0,6,5,0,0,0,0,9,5,7,5,12,10,9,15,0,0,0,0,9,5,2,21,10,4,1,1,12,3,11,9,8,6,6,5,4,15,9,5,5,9,13,11,14,5,6,6
15,215,178,127,80,106,102,99,73,66,58,69,53,69,50,50,27,54,39,37,29,36,31,25,40,22,39,24,30,29,36,21,38,28,37,19,21,16,24,17,21,14,17,24,27,20,23,27,19,31,29,31,31,0,25,19,0,50,30,16,30,7,11,20,19,18,20,15,6,19,3,12,9,16,7,15,18,18,26,10,12,11,6,17,6,14,15,5,18,25,17,20,17,20,12,8,10,0,3,16,10,28,11,20,0,12,0,0,8,16,19,12,0,0,14,21,16,6,16,21,12,4,6,11,8,13,17,16,2,8,1,4,15,5,5,5,15,1,10,3,14,12,11,4,9,7,7,5,11,7,5,5,12,5,12,13,9,6,8,6,4,5,14,14,9,9,2,10,4,6,7,16,9,15,10,10,8,8,11,12,4,4,7,4,5,9,15,5,10,5,12,6,8,15,0,0,9,11,7,11,8,8,5,5,9,0,9,11,0,0,7,5,0,0,0,0,8,8,8,3,3,10,15,11,0,0,0,0,14,12,4,14,17,5,3,2,6,4,8,6,9,6,10,5,5,13,12,6,8,8,16,3,12,7,8,8
16,247,150,143,89,81,93,97,80,65,51,76,64,69,45,58,26,43,40,27,22,38,31,33,53,18,44,49,38,35,50,30,27,24,27,11,26,15,20,20,20,14,36,14,24,25,18,17,23,29,21,25,24,0,25,9,0,32,25,17,26,16,20,23,17,16,23,18,15,17,10,5,14,11,8,19,12,14,18,17,15,15,12,10,8,17,18,6,7,17,19,17,14,24,7,18,18,0,6,17,5,22,11,9,0,10,0,0,13,6,17,14,0,0,15,12,16,4,16,12,22,4,5,17,14,10,24,20,9,11,4,7,16,7,5,6,13,8,11,10,5,5,7,5,5,8,4,6,11,2,5,7,3,5,6,12,5,10,10,1,5,5,8,13,9,12,1,11,5,10,9,6,11,16,14,7,4,15,8,6,6,4,5,15,6,5,15,4,9,9,8,1,7,22,0,0,6,11,11,10,5,4,0,7,9,0,2,18,0,0,9,6,0,0,0,0,5,13,8,5,4,14,7,10,0,0,0,0,8,5,1,10,7,4,9,1,13,3,11,6,4,12,10,6,11,17,7,6,7,13,11,8,11,2,6,8
17,235,175,125,85,107,114,94,76,46,50,56,52,71,55,49,36,57,32,35,29,37,43,24,48,23,39,35,28,44,51,24,21,19,28,20,25,16,22,15,16,24,12,16,25,28,19,27,26,33,31,23,24,0,18,14,0,36,40,22,29,14,19,16,16,16,19,12,6,10,6,9,15,9,11,18,9,17,25,7,7,13,14,9,8,16,14,2,13,17,15,11,11,15,11,9,7,0,6,16,8,23,8,10,0,12,0,0,15,13,11,8,0,0,12,13,14,9,19,15,11,4,9,9,11,8,11,15,3,6,4,5,9,6,5,5,11,8,15,13,6,2,8,6,4,4,7,6,1,5,4,5,12,8,8,7,9,8,13,2,4,2,19,14,6,8,5,7,3,8,3,9,9,23,6,10,6,8,9,6,8,4,6,8,9,1,15,8,10,12,5,4,10,12,0,0,4,8,8,10,9,11,4,13,8,0,3,6,0,0,8,3,0,0,0,0,2,8,4,2,5,12,7,6,0,0,0,0,7,8,4,16,10,8,3,2,5,3,7,4,8,11,10,3,5,12,11,5,9,12,13,8,11,3,13,9
