,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,239,156,147,85,110,109,106,61,60,58,63,53,54,53,71,30,50,35,44,22,23,32,33,33,23,32,34,41,49,51,25,28,19,31,26,19,11,20,17,20,14,26,15,26,20,27,19,21,30,43,25,22,0,20,18,11,0,27,18,28,21,11,16,19,17,23,16,4,13,7,18,11,11,7,12,9,15,23,16,12,23,13,14,6,13,11,8,21,22,16,22,16,27,15,7,16,0,10,11,8,13,11,12,17,0,0,0,15,10,14,7,8,14,0,0,11,10,18,16,13,7,8,12,9,10,16,9,6,6,5,8,6,3,6,4,12,5,11,7,8,5,7,7,9,5,5,7,6,5,5,7,6,6,5,19,7,10,12,4,3,11,17,16,10,8,4,8,5,21,10,11,13,23,7,14,8,7,13,13,5,3,6,15,6,1,12,3,15,17,12,11,2,9,0,0,9,5,9,7,5,6,2,14,11,0,6,13,1,10,0,0,0,0,0,0,5,7,8,4,4,13,14,7,8,13,8,11,0,0,0,0,8,5,6,3,9,6,8,3,4,8,9,6,6,12,11,5,3,11,11,9,6,7,13,9
1,241,186,159,93,97,100,119,57,69,60,61,54,75,43,50,31,57,41,33,28,34,25,33,47,26,32,43,40,34,48,29,26,21,29,17,20,19,19,13,27,17,26,18,30,11,25,24,24,36,23,21,16,0,16,18,19,0,24,19,26,16,28,26,18,24,21,13,13,13,13,15,16,12,11,15,13,14,20,9,11,15,11,14,8,14,13,8,18,33,16,19,7,22,10,10,14,0,6,7,10,27,7,9,15,0,0,0,15,18,8,17,9,8,0,0,22,6,11,20,12,5,6,5,10,13,16,14,2,7,4,7,9,4,8,7,10,8,6,11,10,8,7,10,4,5,7,7,5,4,7,8,9,6,10,12,6,12,6,2,3,6,12,9,8,10,4,9,5,13,9,15,5,27,13,9,9,6,16,9,8,4,9,11,5,3,15,6,8,11,8,1,5,8,0,0,4,4,8,6,3,5,5,10,12,0,6,13,6,5,0,0,0,0,0,0,6,8,9,3,7,10,6,14,10,12,10,16,0,0,0,0,9,6,3,6,9,2,3,6,4,8,6,3,7,13,14,11,5,16,6,10,11,1,13,9
2,225,163,157,76,98,102,124,58,59,51,71,52,67,57,69,35,53,42,34,28,38,23,35,45,23,26,35,30,50,52,18,17,25,33,19,21,16,20,13,31,18,26,18,21,19,19,25,14,37,31,24,16,0,20,21,25,0,34,20,21,14,26,16,11,13,18,11,10,10,4,16,9,13,14,16,13,19,26,22,14,15,21,10,5,11,7,12,15,31,9,22,16,16,10,12,12,0,7,13,16,19,12,12,5,0,0,0,13,17,8,14,14,11,0,0,12,13,13,18,21,4,5,9,12,13,15,16,9,15,2,4,12,5,6,11,10,11,7,15,10,8,9,6,15,8,7,7,9,4,4,5,5,3,13,17,9,8,9,6,10,7,18,14,5,7,4,5,10,13,6,8,12,25,7,8,8,6,6,13,8,2,3,4,5,2,20,4,17,6,10,6,7,8,0,0,9,16,12,14,2,7,5,9,10,0,12,13,3,7,0,0,0,0,0,0,12,12,12,6,3,10,5,17,6,14,12,11,0,0,0,0,9,0,4,4,3,2,8,5,4,8,5,6,4,14,11,6,11,16,11,8,11,5,8,4
3,243,187,139,103,86,94,98,57,77,67,66,54,69,48,51,34,54,52,37,26,38,34,25,43,22,36,34,34,44,50,19,24,25,23,22,25,7,23,21,21,14,20,17,20,16,26,41,23,30,24,33,20,0,25,15,17,0,25,18,26,24,16,19,11,15,26,11,14,18,15,21,10,15,7,20,12,16,17,13,11,16,9,16,8,14,14,8,17,18,18,15,16,27,7,6,19,0,7,18,14,22,14,12,10,0,0,0,12,15,12,12,14,8,0,0,8,9,22,17,14,3,4,12,17,16,20,17,2,12,1,4,12,3,11,9,8,5,9,6,8,9,6,6,7,9,7,3,8,4,5,9,12,4,16,12,7,3,8,4,3,7,16,10,12,11,0,8,3,13,5,6,5,24,9,3,5,13,13,12,8,7,3,18,8,3,23,3,9,4,7,9,7,15,0,0,4,10,11,10,5,11,6,10,11,0,6,10,5,3,0,0,0,0,0,0,10,11,8,5,7,9,6,16,9,12,5,18,0,0,0,0,13,2,3,5,8,3,5,4,9,11,9,4,7,11,10,5,5,10,8,10,6,4,10,13
4,224,170,147,78,116,84,125,61,72,64,39,66,69,52,60,28,51,51,34,30,54,19,32,45,25,42,41,28,26,34,17,22,23,37,24,23,10,21,20,27,16,26,15,15,7,24,29,23,23,35,25,21,0,10,24,14,0,24,23,34,16,19,22,18,10,18,12,10,14,13,16,15,8,9,11,11,11,20,6,9,20,11,23,10,18,9,8,15,15,15,12,5,24,10,9,4,0,5,15,9,20,14,10,13,0,0,0,16,19,11,13,9,10,0,0,10,9,20,17,16,7,2,15,13,15,13,13,5,10,5,2,9,3,11,5,16,5,9,1,14,6,11,8,10,6,5,6,12,4,4,7,8,2,10,14,7,7,0,4,7,5,18,9,6,7,0,8,6,7,10,6,10,18,6,10,3,5,11,8,10,9,5,17,11,4,17,7,7,9,8,7,6,6,0,0,6,11,9,14,6,4,4,10,10,0,9,11,7,6,0,0,0,0,0,0,7,9,6,6,10,13,8,9,4,17,11,11,0,0,0,0,8,5,6,1,5,5,6,4,4,7,9,7,7,17,12,10,9,18,7,6,10,4,9,15
5,259,169,134,81,108,81,103,59,73,40,61,53,72,46,58,35,54,41,33,24,47,29,36,45,21,43,41,32,34,51,19,27,19,35,21,21,10,20,11,29,13,14,12,21,14,32,24,25,17,19,19,22,0,19,19,14,0,25,16,25,18,17,24,16,18,16,13,12,10,8,13,10,9,8,10,12,14,25,16,9,17,17,13,6,11,12,6,22,21,12,16,17,28,9,14,17,0,5,14,14,20,13,14,5,0,0,0,11,5,11,15,17,12,0,0,12,10,11,16,17,9,3,7,24,11,16,8,2,8,5,4,17,3,8,4,11,7,7,7,6,13,8,12,6,9,4,9,4,1,5,12,8,11,12,14,10,11,11,5,6,9,14,8,10,7,3,8,4,8,11,4,6,25,9,7,3,13,8,9,7,8,7,15,5,5,17,2,8,13,10,7,6,13,0,0,8,9,5,12,8,4,1,8,7,0,9,8,6,7,0,0,0,0,0,0,8,14,11,2,3,7,15,14,6,12,7,8,0,0,0,0,9,3,6,2,3,7,9,9,8,12,4,8,6,15,11,8,4,13,13,12,6,5,8,11
6,226,171,174,100,123,100,128,63,57,47,58,48,56,51,62,32,46,42,49,22,41,31,37,43,21,43,42,43,41,54,20,26,15,19,23,17,10,21,8,27,18,25,17,19,20,27,33,23,39,27,30,21,0,13,24,27,0,25,16,27,23,11,27,13,13,31,14,4,3,11,7,15,8,11,14,13,14,20,9,7,19,16,8,9,16,11,8,15,16,15,19,11,15,9,11,10,0,7,13,9,24,8,10,9,0,0,0,9,8,3,14,11,14,0,0,11,15,15,17,18,2,4,12,11,16,18,19,6,4,8,5,15,5,5,2,6,1,5,4,14,5,8,9,12,9,4,5,8,6,4,12,11,3,8,12,5,10,4,4,7,4,14,11,6,10,3,6,4,15,4,9,9,14,6,10,2,11,8,5,4,6,5,17,3,4,8,4,13,4,2,4,10,14,0,0,7,3,9,9,3,10,2,10,11,0,8,7,4,6,0,0,0,0,0,0,9,16,6,5,3,6,6,9,5,4,8,16,0,0,0,0,10,2,6,4,5,3,4,4,6,15,4,7,9,15,12,10,6,18,9,6,8,5,8,10
7,253,172,140,88,105,113,100,46,59,47,48,58,50,54,67,27,58,37,30,37,37,33,42,50,22,42,55,30,40,46,21,25,20,28,23,19,12,10,13,25,18,27,16,23,18,26,19,29,34,34,17,23,0,19,17,21,0,23,17,36,23,25,24,13,21,22,14,10,14,6,16,12,13,5,16,13,10,25,13,8,16,11,8,14,19,21,14,11,18,8,16,15,17,8,16,12,0,9,11,16,16,17,17,8,0,0,0,12,12,10,18,13,10,0,0,13,7,17,13,14,4,4,14,15,17,19,8,6,12,3,6,7,4,9,11,10,5,6,2,13,7,7,12,10,12,6,6,12,4,6,9,13,4,15,13,9,10,12,3,2,5,18,13,7,7,0,9,6,14,6,6,10,30,7,7,11,3,15,5,7,4,6,11,4,2,11,7,8,13,13,9,14,12,0,0,7,11,12,14,5,4,7,8,8,0,10,14,4,8,0,0,0,0,0,0,14,10,7,4,3,13,12,10,8,8,7,15,0,0,0,0,11,2,5,5,8,4,3,9,1,10,8,5,4,19,14,6,8,12,12,10,5,4,16,11
8,247,176,136,86,102,88,127,66,64,54,61,59,73,39,72,27,54,58,33,33,35,31,40,36,19,36,32,37,34,55,26,25,17,25,20,30,7,15,8,17,23,25,18,24,23,18,18,17,26,36,17,23,0,12,15,22,0,32,18,18,20,19,18,13,20,15,6,9,16,14,15,15,10,13,12,16,10,23,11,12,14,10,9,14,18,10,13,13,20,11,19,21,27,12,7,17,0,3,11,10,28,9,8,8,0,0,0,13,13,11,15,11,12,0,0,6,9,8,16,12,6,5,8,13,11,9,17,3,8,2,3,12,6,4,8,10,4,7,11,7,12,7,2,13,10,4,7,7,8,6,14,8,4,9,13,7,9,11,5,4,10,8,11,7,7,5,9,8,9,8,11,6,22,7,8,6,13,14,8,9,7,3,8,6,4,18,7,14,11,7,10,7,16,0,0,8,3,10,11,2,12,5,10,11,0,10,14,5,9,0,0,0,0,0,0,4,5,8,7,5,16,10,11,7,9,8,15,0,0,0,0,7,4,7,3,5,11,3,8,4,8,7,3,7,16,9,5,8,18,16,6,9,4,11,11
9,238,175,131,71,88,91,111,70,68,49,68,47,47,56,47,29,61,37,56,32,44,35,28,36,26,35,29,43,39,44,19,25,34,33,19,11,12,19,7,28,13,35,9,22,28,35,23,14,29,33,20,17,0,20,25,22,0,19,20,24,19,15,23,26,16,12,10,14,8,17,18,11,11,8,14,4,17,19,18,11,18,6,19,7,15,15,6,12,26,21,10,16,18,14,10,12,0,5,7,19,15,14,13,9,0,0,0,6,14,6,16,9,9,0,0,11,7,15,10,15,7,7,13,16,7,12,18,4,11,8,6,12,3,12,9,11,6,10,8,9,3,8,5,9,7,4,3,5,5,4,10,5,3,7,18,5,11,6,2,7,7,17,7,9,12,1,8,6,11,4,13,13,21,10,5,5,6,13,5,11,9,5,9,4,3,13,6,10,9,8,4,6,10,0,0,15,4,13,11,2,9,2,9,7,0,5,7,8,13,0,0,0,0,0,0,9,8,9,5,6,9,10,3,6,5,1,11,0,0,0,0,18,5,9,4,6,4,7,6,5,9,12,3,11,18,14,13,4,9,13,8,5,4,12,11
