,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,268,180,142,102,112,98,106,77,65,61,70,61,60,57,44,24,51,41,24,29,35,44,36,46,24,43,43,36,37,55,15,27,20,36,28,19,14,15,11,27,19,20,13,27,25,30,31,18,23,23,20,0,24,11,18,0,33,28,22,18,18,18,15,16,11,29,12,8,14,9,17,14,15,12,18,8,12,19,18,6,11,9,7,10,10,7,13,15,16,9,17,17,27,14,17,0,18,5,10,10,16,9,14,0,0,14,20,16,14,8,12,0,0,14,10,5,10,25,16,12,1,6,7,15,11,16,8,11,9,5,4,10,2,4,7,13,9,4,8,12,10,8,19,9,7,4,3,7,6,4,8,12,2,19,17,9,7,6,6,6,7,17,5,10,9,7,4,4,11,8,11,4,16,5,9,2,10,14,9,12,4,4,14,4,7,12,4,8,13,13,1,0,0,8,9,4,11,11,11,4,8,1,13,0,14,7,13,0,0,0,0,6,12,8,8,4,11,6,9,9,5,12,17,0,0,0,0,8,6,5,9,7,2,4,4,8,6,2,6,5,15,4,6,6,17,7,11,12,19,6,7,11,10,8,8
1,240,165,129,78,100,105,105,58,69,53,70,56,74,43,44,27,56,57,44,26,39,34,45,33,20,45,31,43,42,56,18,17,26,26,19,24,13,24,20,22,11,19,16,20,26,24,30,19,29,34,17,0,25,19,16,0,27,31,18,25,14,12,14,11,24,15,13,12,7,11,16,11,16,6,13,13,13,20,12,13,15,15,8,8,13,12,5,19,15,13,17,13,18,12,7,0,21,3,16,9,16,16,16,0,0,20,12,13,9,11,13,0,0,7,14,11,5,12,16,16,8,8,7,16,11,16,11,4,10,9,3,7,4,4,5,5,9,2,8,7,2,6,5,12,5,4,6,9,3,4,11,6,5,19,15,11,12,8,7,5,9,15,7,7,4,4,7,4,15,7,9,8,27,8,4,7,16,12,14,10,4,6,8,6,2,13,5,7,11,8,9,0,0,10,15,3,16,11,13,7,2,3,11,0,9,14,10,0,0,0,0,2,7,5,13,8,6,8,2,3,11,9,8,0,0,0,0,14,9,6,11,8,4,7,2,10,3,4,9,11,10,3,9,5,13,8,11,3,13,13,11,15,5,6,12
2,234,167,159,100,93,82,100,64,74,49,63,70,68,62,57,25,49,39,40,26,29,33,30,47,31,27,38,45,43,47,13,26,20,22,22,16,9,13,20,16,14,21,8,24,25,31,20,15,27,27,17,0,23,16,17,0,27,28,22,19,14,20,21,10,13,16,21,8,8,13,13,15,16,6,13,6,11,21,14,13,17,11,8,8,17,12,11,21,31,14,16,12,25,15,19,0,14,4,10,9,11,17,8,0,0,20,22,10,15,14,17,0,0,17,10,14,8,20,9,12,4,5,8,11,15,19,16,4,10,2,5,10,3,13,10,16,6,11,10,9,10,4,7,4,7,2,7,4,8,5,15,4,4,10,21,7,4,3,4,8,5,14,12,8,7,4,8,6,6,7,11,10,17,5,6,5,7,10,9,4,4,5,12,1,7,16,0,6,10,10,1,0,0,16,9,9,8,10,10,9,13,5,7,0,17,5,12,0,0,0,0,5,14,14,7,6,15,8,4,8,13,7,14,0,0,0,0,9,9,7,17,11,1,6,3,4,5,5,7,6,8,6,3,6,22,10,15,8,11,10,15,10,6,17,9
3,264,176,147,98,112,90,115,66,59,54,58,65,63,44,60,27,52,51,46,30,37,36,35,47,27,40,39,32,44,37,23,21,18,27,19,23,13,13,10,13,16,23,17,23,24,27,29,25,28,24,17,0,22,19,20,0,17,28,18,24,13,18,18,19,13,18,12,9,11,9,11,15,13,9,16,16,6,24,21,11,14,17,18,18,13,18,10,14,23,20,10,11,30,12,10,0,12,5,17,7,22,10,11,0,0,15,16,11,15,7,10,0,0,15,14,9,8,15,10,28,7,7,11,15,18,16,12,10,10,5,4,17,4,7,3,13,11,15,5,11,11,9,6,3,6,3,3,7,1,4,13,5,8,9,10,11,9,14,4,3,7,21,13,5,10,2,6,5,11,13,8,9,18,7,2,11,6,9,6,8,5,6,7,8,7,16,4,12,8,11,6,0,0,16,8,7,6,6,8,8,12,7,10,0,11,13,11,0,0,0,0,5,15,6,21,12,11,11,2,5,12,6,10,0,0,0,0,14,4,1,17,4,3,5,2,16,5,8,11,5,6,7,5,11,23,11,6,6,13,14,11,14,5,13,5
4,216,171,149,78,109,92,94,68,63,48,56,54,50,52,59,32,62,51,48,25,23,27,28,50,19,37,44,31,38,51,18,22,23,27,15,20,8,22,10,23,23,22,16,27,19,35,33,20,38,26,20,0,21,26,19,0,29,27,16,30,22,19,18,22,14,26,11,4,10,9,16,16,14,7,17,11,18,17,18,9,19,15,10,6,11,14,8,16,19,9,18,18,25,9,24,0,12,3,17,9,22,15,11,0,0,11,15,12,17,14,17,0,0,9,12,9,7,7,11,12,6,3,7,20,18,16,16,3,11,2,5,8,5,8,8,10,2,2,8,3,1,10,9,13,3,2,7,13,6,3,12,6,5,7,19,9,8,7,1,5,4,20,17,9,4,2,9,8,12,8,12,6,16,9,7,2,11,15,13,3,4,6,12,4,9,24,3,9,9,7,6,0,0,6,12,9,9,5,12,3,10,1,15,0,15,12,7,0,0,0,0,5,10,9,5,11,6,7,2,10,10,10,15,0,0,0,0,8,8,4,11,8,3,6,4,9,4,4,5,5,10,18,6,7,13,12,5,9,15,14,4,11,7,9,6
5,257,169,163,87,106,91,105,41,64,50,66,55,60,62,65,39,53,36,41,37,37,27,35,52,16,37,30,29,33,59,18,24,25,46,22,15,9,18,20,19,11,21,22,30,23,24,14,18,40,28,24,0,19,8,7,0,25,25,21,17,16,17,21,20,19,16,16,5,13,13,16,13,12,6,18,14,14,18,14,10,15,11,8,8,12,7,12,17,22,13,19,14,26,19,12,0,16,8,11,9,23,8,9,0,0,12,23,9,16,8,15,0,0,5,13,18,6,17,11,11,6,11,11,16,15,20,17,5,11,6,5,5,3,6,4,9,6,8,5,9,8,6,10,6,11,5,6,9,6,9,8,9,4,14,13,4,15,6,2,3,5,16,15,5,6,4,10,4,12,9,13,9,13,7,8,7,9,14,12,12,3,5,14,8,6,14,2,7,4,8,4,0,0,13,12,4,16,7,9,6,6,3,10,0,10,10,7,0,0,0,0,3,22,6,7,3,12,7,10,3,8,7,12,0,0,0,0,7,6,3,12,4,4,5,1,8,6,7,14,5,11,11,6,7,19,8,10,5,13,14,4,9,4,7,9
6,239,151,146,89,116,95,132,57,58,60,47,44,66,56,45,31,47,52,41,28,37,27,33,48,16,41,34,39,41,38,23,27,19,35,26,24,10,20,15,28,16,27,16,22,20,16,21,15,36,22,21,0,24,18,16,0,26,35,18,17,23,22,12,20,12,14,16,13,12,12,10,14,24,14,16,9,13,19,9,12,14,16,11,9,14,15,6,15,24,10,15,22,24,8,10,0,11,7,15,9,25,14,7,0,0,19,17,16,16,11,8,0,0,6,11,9,10,15,11,11,5,5,18,9,19,17,8,4,7,3,5,12,4,6,6,10,13,13,12,10,6,6,10,8,2,4,4,6,7,3,7,14,4,13,13,5,11,5,10,10,6,18,5,7,4,4,8,5,9,9,6,8,17,9,8,7,4,14,5,7,4,7,14,7,2,14,1,7,14,5,9,0,0,8,4,5,8,9,15,3,4,3,7,0,18,10,7,0,0,0,0,8,12,8,11,11,21,6,3,8,13,9,11,0,0,0,0,7,11,5,15,14,5,4,7,6,2,7,7,6,6,10,7,7,10,11,7,10,13,11,13,11,7,8,5
7,254,165,135,85,115,87,96,69,52,55,63,43,65,59,59,33,51,38,27,36,31,31,31,54,32,39,31,38,40,52,18,34,22,35,22,19,17,17,15,16,20,19,17,21,20,25,23,22,36,41,25,0,30,21,22,0,31,30,21,20,18,21,25,17,11,12,12,17,6,8,17,13,13,7,16,12,17,18,11,4,11,10,12,13,20,10,5,17,17,14,21,11,21,9,19,0,13,7,14,5,19,8,11,0,0,22,16,13,10,18,12,0,0,16,12,17,10,20,12,21,2,9,13,10,14,12,16,3,10,7,6,16,4,7,16,8,5,7,15,13,3,3,11,8,8,8,4,6,4,7,9,8,4,11,13,5,12,15,5,7,8,16,11,10,5,2,9,5,12,13,7,8,10,10,10,3,6,8,11,5,4,4,10,7,4,20,2,12,8,13,3,0,0,11,10,7,7,13,5,5,2,5,5,0,16,7,9,0,0,0,0,8,14,8,9,6,11,9,1,4,17,14,10,0,0,0,0,13,6,1,16,13,0,7,2,11,3,4,4,8,5,9,3,7,15,7,6,10,15,10,9,10,5,13,3
8,259,182,140,93,109,93,103,71,62,62,64,69,75,49,45,26,61,43,39,28,28,35,21,47,20,39,47,43,44,52,21,19,26,39,17,22,14,20,19,16,17,31,18,27,21,26,28,33,25,42,14,0,34,25,23,0,28,22,16,27,19,28,19,21,16,12,14,15,16,12,15,11,13,9,15,15,17,16,12,9,18,16,8,10,22,18,8,13,20,15,21,17,17,16,11,0,15,5,18,6,14,11,14,0,0,22,10,14,15,6,8,0,0,9,15,9,12,8,13,19,6,8,7,9,13,14,13,6,9,5,4,13,5,7,12,10,7,6,7,16,7,9,11,7,3,7,10,8,4,2,20,5,6,4,13,10,11,9,3,11,9,22,7,9,8,2,10,3,17,5,7,7,13,9,8,4,13,9,15,6,3,5,9,3,5,13,5,11,7,8,3,0,0,16,14,9,9,9,16,4,7,10,9,0,15,8,10,0,0,0,0,12,11,11,14,6,10,7,4,8,5,9,8,0,0,0,0,7,14,3,9,3,3,8,2,8,5,3,3,4,8,5,6,8,14,13,6,13,8,12,10,9,6,14,10
9,241,147,146,93,82,111,123,55,53,43,66,49,67,51,63,36,52,46,39,25,30,31,31,42,27,44,23,31,43,46,29,30,16,31,22,21,17,17,19,22,15,17,13,17,13,20,24,20,20,24,17,0,22,17,11,0,34,29,19,29,20,13,27,17,24,16,19,13,15,9,13,13,6,11,18,10,9,17,19,5,17,10,12,4,14,12,6,11,23,19,20,15,24,18,14,0,16,9,17,9,22,19,15,0,0,13,15,12,16,5,6,0,0,8,12,8,10,10,20,18,1,5,7,14,10,14,17,7,2,3,4,7,3,2,8,12,7,8,9,11,4,6,9,9,4,3,3,14,4,7,6,8,5,14,14,10,5,10,3,7,7,15,13,9,6,3,4,8,13,4,4,12,18,11,3,4,9,16,7,12,5,7,10,2,3,18,4,5,5,7,8,0,0,12,6,4,10,16,8,5,5,0,14,0,11,10,12,0,0,0,0,9,14,9,10,6,8,9,5,5,10,10,12,0,0,0,0,7,6,2,15,9,2,7,3,13,6,0,5,2,7,9,7,3,10,8,10,9,11,15,6,9,8,14,11
