,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,249,178,121,94,93,99,107,43,47,58,65,48,69,53,75,36,64,46,35,24,22,32,42,39,23,45,31,46,33,48,21,16,20,28,14,16,10,20,11,18,19,28,17,21,22,28,29,16,26,31,23,0,21,18,20,0,34,23,17,24,20,21,21,13,12,15,15,10,8,18,20,15,11,8,15,17,17,27,13,21,9,17,10,12,15,18,10,18,30,12,18,17,14,17,17,0,18,5,14,15,17,9,5,0,0,22,15,9,7,12,12,0,0,11,18,13,9,12,14,18,7,3,9,12,13,16,18,6,14,3,3,6,5,6,8,11,1,4,8,11,4,6,5,11,10,5,11,4,11,13,11,12,1,8,11,12,9,7,4,3,11,15,10,6,11,2,6,4,11,9,7,12,19,8,6,9,9,13,5,5,3,0,16,3,5,8,3,14,10,6,12,0,0,11,7,4,5,9,14,7,12,6,7,6,0,7,11,0,0,0,0,6,8,8,10,9,5,6,5,8,14,5,11,0,0,0,0,8,3,5,17,7,1,5,3,4,4,4,7,7,11,9,9,9,9,10,8,5,12,12,10,4,5,16,6
1,259,158,118,78,97,100,103,63,70,48,79,49,54,50,60,26,48,45,36,29,35,28,34,49,23,27,36,37,46,56,23,18,26,28,21,26,10,21,11,15,24,21,14,18,27,27,17,18,36,20,20,0,34,15,22,0,45,19,19,23,22,26,18,18,24,11,13,13,15,5,10,18,13,8,11,13,17,26,11,12,12,17,17,16,13,12,11,16,21,10,14,17,16,14,18,0,19,12,19,8,14,10,15,0,0,21,15,13,17,10,14,0,0,10,14,9,10,11,21,23,5,6,7,12,14,13,16,4,16,4,5,13,2,7,5,10,7,10,10,4,9,14,6,5,10,9,11,7,9,4,11,6,8,16,8,11,7,5,5,5,10,14,8,8,10,2,6,2,11,14,13,8,22,14,8,5,9,10,9,4,2,6,11,7,1,16,2,9,8,8,6,0,0,13,8,11,9,4,13,6,7,8,10,15,0,9,10,0,0,0,0,7,7,7,16,5,9,8,5,4,12,8,9,0,0,0,0,15,5,5,9,4,4,9,2,8,2,3,9,7,11,5,8,8,20,13,8,5,15,14,9,10,2,10,5
2,251,165,157,91,125,104,108,65,64,53,70,71,47,37,60,44,50,44,33,27,38,32,31,44,25,38,40,40,42,55,15,28,19,26,22,14,16,21,12,23,17,19,13,17,17,21,21,28,34,28,14,0,22,14,12,0,31,28,14,26,25,21,21,16,23,23,12,7,11,10,22,21,15,7,15,9,21,21,10,8,24,8,11,7,8,11,10,22,24,20,14,14,16,14,11,0,18,5,15,14,19,9,13,0,0,19,22,12,11,14,12,0,0,8,9,9,11,11,12,18,6,3,9,9,12,25,14,13,12,5,5,15,5,6,5,8,9,7,7,6,2,4,8,7,8,5,3,10,2,4,4,7,1,5,15,8,14,6,2,4,7,20,11,7,10,4,7,7,17,8,12,5,19,12,8,10,7,15,11,3,4,2,16,5,2,12,0,10,10,13,4,0,0,9,18,9,9,12,5,7,5,0,8,9,0,11,8,0,0,0,0,6,9,8,8,6,12,8,5,9,8,9,10,0,0,0,0,10,6,4,18,12,6,4,1,7,3,4,3,4,4,10,8,8,16,13,10,8,12,14,8,10,1,7,7
3,273,164,134,89,96,67,115,78,53,45,75,50,66,58,59,26,58,57,30,26,32,32,34,45,21,43,29,34,43,53,15,29,27,30,30,25,15,19,7,21,18,27,12,28,14,28,17,18,27,21,26,0,13,18,22,0,23,27,18,29,13,27,18,17,24,18,7,14,13,7,19,10,7,9,15,9,23,13,16,13,11,12,14,15,13,11,6,14,23,9,24,13,12,14,16,0,14,2,18,14,28,12,15,0,0,26,14,13,22,14,9,0,0,14,8,16,5,15,8,22,3,5,3,9,7,14,8,3,14,7,7,8,3,7,11,8,5,6,4,13,6,8,5,7,10,10,5,7,8,8,11,13,7,9,8,12,15,5,4,6,4,7,11,8,9,3,8,8,13,7,8,9,18,7,8,9,8,14,10,7,6,5,12,6,5,7,0,7,12,17,3,0,0,11,9,6,15,10,14,5,6,2,20,11,0,11,13,0,0,0,0,7,13,8,6,10,14,7,5,10,13,13,10,0,0,0,0,11,8,3,13,11,4,7,4,9,6,8,8,5,6,14,6,7,13,7,6,7,11,18,8,10,5,5,13
4,258,155,146,83,86,91,110,67,54,45,57,48,57,48,62,19,63,48,35,37,23,34,28,44,25,27,33,34,42,49,22,17,22,26,21,17,10,15,14,29,18,25,18,19,15,29,20,20,37,25,15,0,30,14,20,0,28,29,14,30,18,21,15,14,15,23,12,11,9,6,14,10,8,12,13,11,12,21,20,6,14,11,13,10,11,9,10,15,19,18,6,12,29,7,16,0,19,5,17,16,16,8,16,0,0,18,20,13,15,13,11,0,0,13,18,9,8,15,16,15,3,7,11,7,11,14,19,5,11,1,5,12,6,6,12,18,8,13,12,9,4,9,5,9,5,8,8,8,5,3,10,7,6,12,9,13,6,7,5,8,8,14,15,12,6,3,10,3,10,8,6,4,14,12,10,4,3,13,14,6,4,2,9,7,4,16,4,8,6,9,9,0,0,14,8,10,12,7,8,8,8,1,16,15,0,8,7,0,0,0,0,5,22,3,13,8,14,6,4,8,15,11,13,0,0,0,0,6,7,5,19,8,6,3,4,7,4,8,4,5,7,9,1,4,22,6,6,17,16,11,7,7,5,9,10
5,271,181,137,76,109,102,108,69,58,55,57,62,71,54,57,36,50,39,16,42,33,42,42,39,23,34,40,38,38,45,13,29,21,33,23,20,12,16,13,14,16,23,19,22,27,26,20,20,20,31,17,0,19,20,22,0,19,27,16,19,14,18,21,13,19,21,9,13,8,12,15,14,12,10,16,9,19,21,23,10,12,10,13,13,23,9,6,14,17,10,18,14,16,6,14,0,14,7,12,14,19,11,10,0,0,22,16,18,14,13,13,0,0,16,8,11,5,13,20,24,0,4,9,8,10,15,16,8,10,9,6,6,4,8,8,8,6,12,8,9,8,10,13,5,9,3,9,13,3,6,12,6,3,8,17,10,9,9,4,7,8,23,9,8,12,2,3,3,7,8,8,11,29,11,2,9,10,12,12,4,3,5,10,7,6,21,4,13,9,12,4,0,0,10,8,8,10,13,15,7,7,2,19,8,0,6,13,0,0,0,0,10,16,10,15,7,7,10,4,10,8,6,13,0,0,0,0,9,9,5,15,6,4,2,6,8,5,6,3,3,7,10,4,8,18,11,6,6,18,16,7,7,7,7,10
6,238,189,156,73,106,96,105,67,63,53,67,52,73,56,49,32,58,57,43,34,33,24,31,42,12,48,38,34,40,53,20,33,29,44,25,23,4,20,9,24,19,34,16,19,25,20,32,19,39,23,14,0,25,23,17,0,22,35,13,23,18,17,23,18,16,18,17,14,12,13,18,22,10,8,13,7,15,19,22,14,11,10,11,16,7,17,11,16,25,13,12,19,13,19,11,0,16,8,14,17,16,11,15,0,0,13,10,7,14,10,14,0,0,6,15,10,8,15,25,19,7,10,8,17,13,15,16,2,10,3,3,14,1,6,4,7,6,9,9,8,9,6,3,7,8,3,4,7,7,5,9,4,2,5,14,8,9,18,3,5,8,14,18,6,5,2,11,4,19,5,11,7,27,13,7,5,13,12,9,5,6,5,14,6,9,18,2,6,11,11,10,0,0,9,9,4,10,7,12,4,11,1,19,6,0,14,7,0,0,0,0,5,14,10,7,7,6,6,3,9,13,9,18,0,0,0,0,11,6,1,11,11,1,3,2,5,6,1,8,7,8,5,4,8,12,14,7,4,7,18,13,14,2,11,11
7,222,158,167,84,108,112,109,50,69,69,59,55,56,42,53,20,63,48,42,23,29,25,36,38,18,37,41,50,36,48,22,19,19,25,20,21,14,20,12,21,18,23,9,16,17,16,22,30,26,22,24,0,20,26,17,0,24,27,11,27,19,18,16,21,27,15,22,14,12,11,17,18,7,6,15,12,17,20,17,12,18,15,9,16,8,17,14,17,27,16,14,18,19,8,16,0,15,6,12,6,23,15,9,0,0,19,18,10,12,12,10,0,0,6,12,10,7,19,15,14,3,1,9,7,10,15,13,4,8,6,6,11,2,11,7,13,5,8,13,8,6,8,7,8,10,6,9,4,4,2,10,7,4,8,11,11,13,14,3,5,7,14,9,7,12,3,12,5,6,4,14,8,23,8,10,1,8,13,12,7,1,8,10,9,6,15,5,10,7,9,6,0,0,10,7,6,9,9,13,8,8,6,4,11,0,9,4,0,0,0,0,3,15,12,14,5,8,6,1,7,9,10,13,0,0,0,0,11,7,4,18,13,5,5,2,6,9,6,10,9,12,4,3,4,21,12,8,4,14,15,5,4,2,16,7
8,244,158,129,80,103,91,106,60,70,57,62,57,69,56,52,30,69,49,43,36,21,27,38,47,20,41,39,41,44,53,19,25,16,27,18,21,8,18,16,17,17,19,21,20,17,26,27,24,34,28,17,0,26,22,26,0,45,18,19,28,25,11,27,17,10,21,18,11,16,10,17,14,9,10,17,11,6,18,10,11,14,14,10,18,13,16,10,17,21,12,17,18,18,14,22,0,17,4,15,7,16,13,11,0,0,23,18,13,14,9,19,0,0,10,9,12,9,16,17,14,1,5,12,21,10,14,15,6,8,8,3,10,7,8,8,15,4,9,5,9,8,7,7,8,4,4,2,7,1,16,7,8,3,7,10,6,4,9,5,6,5,14,16,11,11,3,6,5,9,8,7,13,23,6,13,6,7,6,9,8,6,4,11,2,2,8,1,7,12,10,7,0,0,14,11,3,3,14,10,2,7,2,10,10,0,12,12,0,0,0,0,8,12,9,10,11,11,5,10,9,8,8,8,0,0,0,0,10,5,5,12,11,2,4,7,11,9,8,6,6,13,12,9,7,13,17,9,9,13,20,7,12,3,5,6
9,233,171,153,90,97,97,94,69,62,62,58,45,59,52,65,40,51,39,41,28,22,32,31,35,18,36,40,45,40,47,21,21,23,27,18,21,15,16,13,26,16,34,16,23,13,36,32,19,38,34,17,0,17,13,13,0,25,27,19,23,19,20,21,17,25,14,13,16,11,11,14,13,13,12,8,17,15,20,11,12,17,11,15,12,12,12,5,12,28,16,17,15,23,10,15,0,21,8,12,13,24,13,8,0,0,13,12,16,8,12,10,0,0,9,11,22,5,23,21,15,4,5,11,14,20,16,12,5,18,6,6,10,2,8,1,9,2,8,6,17,5,7,5,8,3,7,7,5,4,5,11,7,5,8,9,7,7,9,3,5,9,16,13,4,8,3,6,2,9,10,12,11,17,8,7,6,11,8,10,6,8,7,7,6,0,13,7,5,16,11,5,0,0,11,18,13,8,10,15,5,8,8,4,10,0,10,11,0,0,0,0,7,11,7,7,9,5,10,6,8,9,6,10,0,0,0,0,17,5,4,17,8,2,7,3,10,4,8,8,3,6,8,4,6,9,8,7,7,11,13,6,8,6,9,11
