,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,247,166,142,84,106,84,89,56,66,67,52,61,74,53,50,30,53,46,42,27,33,37,25,34,17,48,51,39,34,52,16,21,18,32,18,25,12,23,24,19,14,17,17,24,22,32,20,20,29,23,23,27,0,21,22,19,0,25,22,19,22,14,19,12,20,29,13,5,8,4,12,12,15,10,20,13,23,16,6,11,10,12,13,10,15,21,6,15,29,15,9,13,23,14,11,12,0,6,11,11,17,11,13,0,10,0,0,17,16,12,20,9,11,0,0,20,11,15,18,23,5,3,15,9,10,12,7,8,12,2,5,10,1,5,6,11,6,8,9,8,11,12,12,3,5,3,8,8,1,3,7,10,9,6,21,8,7,10,2,6,7,15,8,11,7,5,10,5,8,10,11,11,12,7,11,5,9,7,11,6,3,9,13,5,5,25,3,8,7,7,9,11,11,0,0,7,3,5,16,8,6,5,20,7,0,9,14,0,0,10,4,0,0,0,0,2,6,5,5,6,7,7,13,5,10,8,8,0,0,0,0,9,0,5,8,8,5,7,7,2,6,10,3,5,15,7,7,5,12,14,11,10,6,10,8
1,247,164,128,91,97,100,102,73,61,50,59,47,56,53,65,34,52,45,33,31,36,21,34,39,18,39,39,36,31,37,24,33,24,33,14,19,9,27,13,14,19,21,14,28,13,24,22,15,32,20,21,30,0,22,16,15,0,21,23,26,13,19,21,15,21,18,16,8,10,16,13,15,12,9,17,8,12,14,11,12,18,16,8,13,21,11,7,18,23,9,16,18,17,6,7,17,0,7,12,17,19,15,11,0,9,0,0,9,7,11,15,8,13,0,0,10,4,19,17,22,4,5,9,20,19,15,14,4,7,1,6,13,4,9,5,10,9,7,5,7,8,4,10,6,7,4,4,10,2,5,13,11,7,10,15,7,5,8,6,3,6,15,10,6,10,3,9,5,17,8,7,8,18,9,4,5,8,7,11,3,5,3,11,8,3,12,8,16,11,2,6,6,12,0,0,6,12,7,6,11,5,6,10,13,0,7,18,0,0,10,5,0,0,0,0,6,5,14,6,4,6,12,6,7,13,6,11,0,0,0,0,11,3,6,1,10,6,9,5,5,9,8,6,13,12,13,9,12,13,13,11,18,6,7,14
2,245,168,137,97,99,94,97,85,53,53,71,57,59,53,55,30,56,34,35,39,31,27,25,47,17,42,34,34,42,44,31,22,23,36,18,24,8,17,15,18,11,20,4,18,24,18,25,27,28,38,16,19,0,14,24,22,0,38,22,23,28,17,16,11,19,18,9,11,18,6,8,9,15,11,19,23,16,19,17,8,21,15,9,11,14,17,13,10,19,7,16,13,17,15,18,11,0,7,13,11,18,12,8,0,9,0,0,11,22,7,18,9,7,0,0,17,10,20,15,18,3,5,7,13,14,26,11,6,5,3,6,8,4,5,8,4,5,7,7,16,5,12,9,9,8,7,5,7,4,5,12,10,6,8,13,8,7,8,2,4,9,23,14,11,10,5,7,8,11,8,6,8,22,9,5,4,11,10,13,6,6,5,13,8,3,17,7,15,7,9,8,9,11,0,0,5,15,4,12,12,9,4,7,11,0,14,9,0,0,8,4,0,0,0,0,4,12,9,1,5,6,6,7,10,7,10,16,0,0,0,0,5,2,8,4,9,6,6,7,9,3,6,8,5,15,15,5,5,14,19,5,15,3,16,5
3,230,178,138,81,92,104,108,59,57,55,57,55,60,60,59,27,53,47,36,32,23,20,32,43,20,42,35,40,26,45,17,26,24,40,17,24,13,22,18,19,23,24,19,23,15,29,26,26,28,35,23,26,0,20,17,20,0,20,12,16,20,22,19,14,14,19,13,16,15,15,16,14,8,10,17,12,19,21,15,9,21,9,11,9,12,12,7,13,23,16,13,16,17,7,8,20,0,7,18,12,25,13,12,0,8,0,0,10,12,10,9,10,12,0,0,12,9,15,11,14,4,5,11,18,11,24,11,3,11,5,8,9,1,8,8,6,6,8,10,8,5,11,11,4,9,10,5,10,6,11,9,7,6,5,17,9,11,9,8,5,8,8,9,4,8,3,7,7,12,10,12,6,26,8,17,11,10,19,9,10,5,9,13,3,5,13,2,8,10,6,4,7,19,0,0,5,13,7,5,5,10,5,11,12,0,10,8,0,0,8,6,0,0,0,0,12,13,11,5,5,10,9,17,9,6,11,15,0,0,0,0,9,1,9,5,4,3,6,7,9,7,8,4,6,12,9,4,4,21,12,5,15,2,7,9
4,256,152,148,73,106,106,109,59,43,57,66,51,83,51,55,33,56,43,24,27,31,27,21,51,16,30,33,35,39,52,15,28,24,27,24,22,9,20,15,21,15,39,10,16,22,19,24,24,27,26,24,20,0,20,13,15,0,23,23,21,16,18,18,17,22,15,12,16,21,14,17,18,6,10,10,8,18,23,12,13,15,9,11,12,14,18,4,12,20,16,28,13,21,12,17,13,0,8,13,9,16,14,9,0,9,0,0,7,14,11,11,11,14,0,0,8,3,19,11,12,1,8,7,9,16,23,12,6,11,3,5,12,7,9,13,11,6,4,4,9,6,4,13,9,7,9,5,3,5,8,10,4,4,8,11,12,7,13,2,11,9,12,7,7,4,2,11,1,9,6,13,10,24,10,6,8,10,8,10,4,5,3,8,4,4,9,2,8,9,6,8,13,10,0,0,8,12,10,15,4,12,6,15,13,0,12,12,0,0,6,3,0,0,0,0,7,11,8,2,10,8,8,8,7,7,6,12,0,0,0,0,6,4,9,5,0,6,3,6,4,7,10,10,8,10,18,6,5,13,11,8,6,8,5,13
5,220,160,121,88,111,122,114,70,43,51,62,53,53,47,67,31,53,40,50,27,25,33,34,45,15,32,35,33,33,38,15,27,25,21,26,25,11,11,18,26,7,19,17,22,14,23,15,22,38,24,28,34,0,12,15,19,0,29,18,28,17,14,12,17,19,28,11,11,18,19,16,17,14,10,15,12,20,21,17,9,14,13,11,15,19,16,10,13,19,22,14,14,23,13,13,10,0,6,11,13,23,11,14,0,10,0,0,10,14,10,12,6,7,0,0,10,12,20,22,14,6,7,11,16,17,19,17,4,13,3,3,9,4,8,6,8,6,7,5,9,6,6,6,5,6,6,3,11,9,1,12,7,3,7,15,4,9,8,8,4,6,10,5,11,8,5,8,2,12,3,11,7,19,13,9,3,11,13,10,7,5,5,10,10,5,15,4,8,8,11,1,11,11,0,0,7,9,10,5,9,6,1,10,11,0,14,11,0,0,6,7,0,0,0,0,9,9,7,2,10,6,11,9,4,7,5,6,0,0,0,0,7,3,7,2,4,7,8,11,4,13,5,1,9,12,10,3,4,9,13,6,11,1,5,8
6,238,191,159,80,108,114,107,56,53,48,47,55,79,49,63,31,44,54,41,34,31,23,23,52,15,43,40,39,37,51,19,26,14,27,16,13,8,18,25,22,17,25,9,22,27,26,33,17,28,26,22,20,0,15,15,19,0,19,17,32,20,25,18,11,10,15,10,15,8,6,15,15,13,9,16,16,17,20,13,11,10,16,12,5,12,14,9,15,18,12,14,21,22,17,14,15,0,4,8,8,17,6,10,0,10,0,0,10,21,7,15,10,9,0,0,18,5,17,11,20,3,4,18,15,9,19,17,4,10,5,5,16,5,7,10,8,9,7,10,8,9,3,11,6,5,5,11,10,5,1,9,7,5,12,12,8,4,14,3,9,5,20,13,4,9,2,9,6,18,5,7,12,20,11,6,5,8,17,7,3,5,9,8,12,5,26,5,9,5,13,3,9,14,0,0,5,7,6,12,5,5,2,7,9,0,5,11,0,0,4,3,0,0,0,0,8,8,10,0,10,10,11,10,8,8,10,10,0,0,0,0,10,4,9,2,5,5,7,10,5,6,11,5,5,12,5,6,7,16,10,3,17,5,13,9
7,255,137,170,79,88,108,120,63,78,62,51,63,67,43,58,21,53,41,26,31,32,41,28,44,24,36,34,39,36,39,14,26,27,31,17,33,9,16,20,22,15,20,13,17,19,18,26,21,32,28,30,21,0,13,27,20,0,30,21,24,14,25,25,18,16,22,17,9,14,9,10,12,6,14,10,18,10,19,11,14,15,10,18,11,11,13,6,14,27,20,18,17,13,4,8,18,0,4,20,20,15,15,13,0,12,0,0,11,13,11,13,11,6,0,0,13,3,11,17,20,6,7,7,13,9,12,14,3,6,7,5,6,7,7,4,10,6,8,9,13,0,5,9,8,6,4,7,9,4,6,13,10,5,18,15,10,12,13,2,10,8,28,9,11,5,1,10,4,15,8,10,4,19,6,14,4,4,13,12,11,5,8,4,5,6,25,2,10,5,12,4,10,15,0,0,13,9,8,15,6,10,3,10,13,0,11,14,0,0,9,12,0,0,0,0,10,9,6,5,4,8,11,10,6,16,6,13,0,0,0,0,9,4,2,4,7,6,8,8,8,8,9,5,4,14,19,9,8,8,18,5,7,7,7,12
8,223,155,156,113,99,92,96,73,78,58,59,57,66,42,54,41,49,38,29,25,31,37,34,45,28,41,36,41,49,52,28,22,19,35,20,22,15,19,12,19,17,18,19,24,21,30,31,21,23,31,31,22,0,13,16,16,0,27,19,30,13,15,17,15,16,27,12,9,15,10,18,12,16,11,15,7,17,12,19,6,13,16,16,13,8,14,6,15,27,15,15,21,20,14,9,15,0,7,10,11,24,13,6,0,6,0,0,12,17,11,17,9,10,0,0,12,4,19,20,15,2,10,12,14,17,20,21,5,7,8,9,11,3,9,7,16,8,7,10,13,9,10,5,8,5,2,6,13,2,3,6,5,1,10,7,9,11,9,4,4,7,17,12,8,10,0,5,9,13,6,4,12,28,14,5,7,11,16,14,9,5,5,17,5,6,12,5,12,13,6,9,14,8,0,0,7,10,11,13,1,9,6,5,11,0,10,12,0,0,6,3,0,0,0,0,9,10,5,2,9,11,9,10,6,11,4,6,0,0,0,0,12,2,12,4,10,2,7,6,8,12,7,5,9,20,8,12,7,15,12,6,8,2,5,12
9,239,162,148,93,93,96,115,61,68,46,65,64,75,67,56,39,58,49,37,33,34,33,34,42,18,37,41,39,30,45,13,30,25,38,22,21,3,16,13,19,14,24,14,16,13,29,20,31,33,42,17,32,0,18,19,15,0,23,15,28,20,23,24,12,24,20,12,6,13,10,21,14,13,4,13,16,9,18,8,15,17,12,8,14,19,11,8,27,15,11,12,22,27,7,18,13,0,7,7,13,18,16,11,0,9,0,0,10,15,12,14,14,17,0,0,9,7,16,18,20,9,4,5,14,15,22,18,2,10,5,3,13,4,6,9,12,10,7,7,11,6,5,9,6,4,6,9,7,3,4,8,5,6,12,11,6,6,10,4,6,4,14,7,10,13,1,6,4,14,9,13,7,23,6,4,8,7,13,10,4,13,7,4,7,5,11,5,10,12,14,6,11,8,0,0,6,10,9,11,5,7,10,13,11,0,14,7,0,0,8,2,0,0,0,0,8,16,7,6,11,9,5,15,9,15,6,8,0,0,0,0,10,6,3,2,4,5,9,5,1,11,7,4,8,21,12,11,9,8,8,9,7,7,11,11
