,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,261,164,150,83,105,116,106,68,59,52,65,48,59,55,70,24,54,42,29,25,22,24,27,32,23,48,42,38,41,48,26,18,19,21,18,16,14,12,15,21,13,38,19,25,26,25,24,18,28,25,33,22,0,17,13,13,0,21,17,23,15,12,18,13,21,14,16,19,11,14,16,7,8,8,9,8,15,20,15,10,14,10,8,14,22,10,9,14,13,19,16,11,20,14,12,0,14,7,10,9,27,10,14,0,6,0,0,10,20,7,22,14,9,0,0,12,4,19,17,19,10,4,10,14,17,17,16,3,9,4,6,11,2,8,6,10,8,10,9,6,6,5,7,7,11,10,6,6,6,2,8,11,6,7,13,7,9,6,1,7,8,19,10,7,14,3,15,5,8,6,4,12,15,16,8,12,7,7,9,10,7,3,14,12,3,22,5,10,6,8,8,0,0,12,13,10,4,9,8,6,14,2,12,10,0,12,11,0,0,5,4,0,0,0,0,7,12,9,1,7,8,9,14,5,11,13,10,0,0,0,0,5,5,3,3,7,7,6,6,8,6,12,5,11,19,10,8,12,14,13,11,8,5,10,11
1,253,154,150,85,89,76,100,63,63,56,52,44,66,53,56,28,69,53,46,32,21,26,29,45,17,34,33,46,38,61,21,23,18,27,21,31,14,22,15,23,11,25,14,17,25,25,23,16,29,31,18,26,0,10,26,17,0,23,18,25,24,17,18,18,16,20,17,5,7,8,13,14,16,5,9,14,19,17,10,8,9,18,10,12,19,11,10,11,18,18,16,15,15,14,10,0,15,7,6,9,21,10,14,0,9,0,0,11,20,11,10,12,5,0,0,15,11,20,17,17,3,3,9,9,9,17,11,4,13,6,7,9,6,4,11,11,7,6,8,12,2,9,6,6,4,5,9,10,3,7,12,10,6,6,17,3,7,8,2,6,10,13,14,9,13,2,6,6,12,9,7,10,23,6,9,15,16,6,7,10,1,4,12,5,3,16,5,7,10,8,2,0,0,12,13,11,5,11,10,6,3,1,12,7,0,10,15,0,0,7,9,0,0,0,0,6,6,14,6,10,9,11,10,7,9,11,10,0,0,0,0,10,3,7,2,7,4,4,5,3,11,6,9,9,10,9,4,2,9,14,4,12,4,13,11
2,256,162,128,86,99,101,124,65,66,52,60,61,58,60,58,28,57,59,29,30,29,31,28,38,32,39,26,26,38,45,21,30,11,28,15,17,11,27,14,14,9,28,13,24,22,27,22,20,21,39,30,20,0,19,14,27,0,23,21,22,13,13,23,15,11,24,15,4,12,7,19,13,14,6,23,15,14,26,14,14,7,15,9,9,21,14,12,15,22,13,22,20,20,11,18,0,13,11,21,10,11,12,11,0,6,0,0,8,14,12,15,15,11,0,0,12,10,22,13,8,3,3,16,13,10,19,11,4,4,4,7,10,4,9,8,8,10,10,4,11,10,11,3,9,8,9,7,5,6,5,10,14,7,13,16,6,14,7,3,5,4,13,7,3,8,1,10,2,16,9,7,9,16,9,13,5,13,5,8,11,10,7,11,11,3,14,8,11,9,14,4,0,0,6,10,5,11,7,18,5,14,4,5,12,0,4,5,0,0,3,5,0,0,0,0,10,7,4,3,11,10,11,13,9,7,4,10,0,0,0,0,7,2,3,3,15,8,3,5,13,9,8,5,9,19,11,7,9,9,13,11,8,5,7,9
3,254,165,149,99,119,95,110,76,72,48,58,43,69,45,50,25,49,28,33,29,27,34,27,44,20,45,28,37,33,45,23,27,20,36,21,17,16,15,14,33,15,23,23,23,23,27,22,32,24,28,27,27,0,16,13,8,0,17,16,21,13,17,17,22,19,13,12,9,6,9,19,10,14,8,16,11,8,21,9,11,13,11,9,9,11,11,7,16,21,20,20,14,17,12,13,0,18,7,19,13,16,10,4,0,13,0,0,13,10,10,20,8,7,0,0,16,11,24,12,14,5,7,7,11,9,16,13,4,13,4,6,19,6,8,7,7,6,5,3,12,4,8,8,10,8,4,7,8,8,5,4,7,2,9,12,8,9,4,5,7,8,15,8,6,3,1,2,2,14,4,11,6,18,5,11,6,7,13,4,5,8,6,17,4,3,16,3,11,11,8,4,0,0,4,7,3,8,8,14,3,7,5,9,11,0,3,10,0,0,2,6,0,0,0,0,6,13,10,3,9,11,10,9,6,7,7,10,0,0,0,0,13,6,5,0,2,4,9,10,4,5,6,7,8,11,14,14,10,16,11,7,6,8,9,8
4,255,154,131,91,98,113,132,71,67,60,65,62,68,60,64,36,52,54,30,30,40,26,32,45,16,44,31,40,34,45,17,26,31,32,28,31,12,19,20,19,14,17,17,25,25,23,20,12,42,27,20,18,0,16,14,21,0,23,26,26,19,19,11,15,13,24,10,15,17,17,12,18,7,9,15,15,16,16,16,19,12,10,11,13,14,6,13,13,15,22,15,16,21,11,14,0,17,8,16,7,23,10,3,0,12,0,0,11,11,6,18,9,10,0,0,9,9,16,16,15,5,4,12,14,7,17,13,1,8,8,4,6,3,10,11,13,7,4,5,5,5,6,7,10,5,1,4,10,3,5,11,8,2,13,11,6,10,9,3,1,2,12,4,10,8,1,6,9,6,8,12,8,19,12,9,8,5,12,11,11,13,4,15,4,6,16,4,4,9,12,3,0,0,9,17,9,9,11,9,6,7,2,11,7,0,6,14,0,0,6,4,0,0,0,0,8,8,5,4,2,9,7,15,10,10,10,9,0,0,0,0,11,4,4,5,8,8,5,8,7,9,2,1,12,16,9,14,11,10,8,12,13,6,10,8
5,239,153,146,90,107,124,110,70,72,50,49,49,84,57,53,41,53,45,47,33,33,35,37,44,23,41,31,43,42,56,14,25,17,29,20,27,17,24,15,22,17,29,5,26,29,19,19,36,41,41,16,26,0,21,13,16,0,22,13,22,16,25,20,22,21,19,12,11,13,11,20,13,13,7,18,10,14,18,12,8,15,9,14,17,14,14,15,14,30,20,13,19,15,13,12,0,11,6,15,12,17,15,8,0,14,0,0,15,10,14,12,9,16,0,0,4,6,13,13,12,5,8,7,18,9,21,16,4,9,7,4,10,4,9,7,7,9,10,8,6,8,10,7,12,8,2,1,9,10,11,4,13,7,10,16,8,12,10,5,5,8,8,14,6,7,2,4,2,12,5,7,9,17,10,2,7,7,12,10,8,3,7,12,6,2,12,1,12,14,8,8,0,0,9,8,2,14,6,18,4,10,3,12,14,0,14,17,0,0,6,2,0,0,0,0,8,15,9,3,4,14,6,18,8,9,8,12,0,0,0,0,12,4,8,3,6,5,4,9,2,9,12,10,4,11,14,9,4,7,7,10,8,8,10,10
6,233,167,169,77,83,105,89,63,69,56,52,64,69,41,64,32,66,45,34,23,24,25,35,44,20,26,46,41,43,45,28,26,30,31,33,24,11,15,16,18,13,21,7,25,22,29,26,25,33,26,23,27,0,18,23,16,0,22,19,23,17,16,15,23,21,19,16,11,10,6,18,14,16,4,16,9,23,27,16,9,11,16,13,12,9,11,10,11,20,16,15,17,23,14,17,0,16,6,15,15,25,13,5,0,13,0,0,12,13,13,13,13,10,0,0,10,6,14,17,15,3,6,12,24,9,11,14,2,10,9,5,16,1,12,7,10,11,4,13,9,7,11,8,17,4,6,6,9,5,2,11,8,2,9,10,14,7,12,1,6,6,10,12,13,8,6,7,6,14,10,7,14,17,5,8,8,6,13,9,4,6,4,13,5,4,18,5,12,8,7,6,0,0,13,12,7,8,7,9,3,5,3,10,11,0,11,15,0,0,13,4,0,0,0,0,7,13,8,6,8,9,17,14,6,14,8,14,0,0,0,0,10,3,5,3,4,5,9,12,6,8,5,12,7,15,10,10,8,23,13,4,11,8,10,7
7,235,151,144,74,113,104,114,62,66,72,49,60,71,57,53,27,46,55,33,39,35,29,33,53,25,41,34,30,42,52,17,13,28,28,28,17,12,19,18,15,16,27,18,29,20,35,28,21,21,30,19,15,0,24,16,18,0,31,17,26,8,9,21,20,18,13,15,9,11,8,14,15,7,7,11,9,16,18,11,7,12,13,17,4,15,22,7,18,25,17,9,17,17,13,14,0,17,10,9,8,22,10,12,0,10,0,0,16,14,8,12,10,7,0,0,13,8,14,11,8,5,5,7,12,8,20,14,4,9,8,6,10,3,7,12,11,5,10,8,7,4,6,6,6,8,7,5,8,2,8,10,10,4,11,12,9,6,12,5,6,6,16,11,6,4,1,6,2,15,6,9,5,19,8,9,7,11,16,14,8,2,2,9,7,8,9,0,9,12,4,11,0,0,14,13,8,9,14,8,3,5,4,10,18,0,14,6,0,0,7,5,0,0,0,0,9,16,9,3,5,11,8,10,4,8,10,7,0,0,0,0,13,2,2,1,10,6,4,3,8,7,6,6,7,14,10,7,11,15,8,8,13,9,15,8
8,250,165,138,95,106,98,98,63,71,59,61,59,65,44,57,21,56,52,36,26,28,25,34,28,18,29,33,43,42,55,21,23,18,34,16,26,16,21,15,23,18,33,10,17,18,19,26,21,28,28,27,25,0,19,17,17,0,25,13,28,17,18,22,21,16,14,19,14,9,13,16,21,9,12,15,12,18,26,17,11,15,10,18,13,9,16,8,18,20,13,18,7,25,17,14,0,15,3,14,9,21,11,12,0,10,0,0,19,14,8,7,12,9,0,0,10,8,30,19,13,2,6,6,21,11,20,10,3,6,12,8,3,4,8,10,3,6,4,9,8,6,7,4,5,7,5,9,9,5,7,5,6,7,7,10,6,14,8,3,3,6,18,13,7,4,2,11,6,5,11,5,10,16,7,9,6,7,20,6,6,4,5,17,4,3,15,4,11,13,6,12,0,0,18,11,6,13,4,12,8,3,4,8,9,0,11,6,0,0,8,5,0,0,0,0,10,13,7,3,8,10,14,11,2,7,7,12,0,0,0,0,9,3,4,2,8,4,7,8,9,9,7,8,13,13,10,12,7,16,3,9,9,9,8,8
9,283,170,143,84,109,105,105,65,55,72,54,48,65,43,56,33,58,47,32,28,29,31,32,34,21,37,28,42,34,59,28,24,15,29,19,25,22,22,20,18,17,31,13,25,22,19,21,24,31,34,22,22,0,28,14,17,0,25,22,17,15,19,20,17,14,21,9,5,6,12,15,16,14,11,15,12,14,28,20,11,8,7,14,11,15,16,8,12,25,11,18,18,23,9,9,0,17,9,18,12,25,12,9,0,6,0,0,13,15,9,12,11,8,0,0,13,6,12,19,18,6,7,13,12,9,23,19,2,8,6,6,9,4,13,8,10,8,8,6,7,3,11,13,7,10,9,10,12,7,4,7,13,4,14,10,5,8,6,6,7,5,13,10,8,8,5,9,3,17,5,7,11,12,8,5,5,10,7,14,10,3,4,11,9,3,24,2,6,15,9,9,0,0,7,5,6,6,5,10,3,6,8,9,4,0,12,9,0,0,8,7,0,0,0,0,7,14,7,6,4,14,11,7,6,9,10,9,0,0,0,0,8,4,10,2,7,5,7,12,4,13,6,3,8,21,8,9,5,12,11,9,13,2,7,12
