,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,252,172,127,96,96,90,86,79,70,46,70,61,56,50,58,19,46,42,36,23,39,34,25,39,27,45,43,41,34,43,16,27,18,29,15,18,11,13,17,22,14,32,21,31,30,23,22,11,35,32,27,15,0,17,19,0,30,38,13,25,13,14,20,25,18,20,13,9,9,19,15,14,13,7,12,8,14,21,12,16,17,18,10,10,8,13,7,14,19,20,11,20,31,8,13,0,14,8,15,10,20,7,11,8,0,0,0,18,10,6,11,0,0,15,12,10,4,20,11,19,6,2,10,12,16,19,16,7,8,2,8,15,5,9,7,13,5,5,8,5,9,8,11,6,12,7,3,6,2,5,14,9,8,13,9,7,4,10,6,6,2,14,5,14,10,0,7,5,16,8,10,5,21,10,6,5,9,19,13,7,4,4,13,4,3,11,4,9,10,8,8,0,0,19,9,7,13,6,6,5,11,8,9,0,13,13,10,5,4,0,0,0,0,0,0,9,7,10,5,6,9,11,11,0,0,0,0,5,1,1,8,12,6,4,1,4,4,6,9,9,7,9,4,9,22,14,14,7,15,18,9,5,4,9,9
1,230,170,145,82,89,106,121,60,55,65,67,55,57,42,60,31,49,42,31,17,25,38,27,57,29,38,45,34,40,51,17,22,29,44,20,18,13,18,10,23,15,20,18,16,20,26,25,18,27,25,16,24,0,23,15,0,23,30,19,26,19,15,18,13,17,19,10,16,10,11,23,20,15,11,19,8,16,17,14,14,16,14,14,12,15,18,10,18,22,14,19,13,19,8,9,0,23,9,14,9,17,14,9,10,0,0,0,11,19,6,14,0,0,11,8,8,6,15,16,16,7,6,7,6,7,17,13,3,10,8,4,15,7,10,9,10,3,13,9,10,7,9,8,5,10,7,9,12,2,6,13,9,5,10,12,8,13,8,3,3,10,14,10,9,8,4,7,6,13,6,14,4,23,4,5,7,9,15,8,5,3,6,10,3,3,14,3,6,9,5,2,0,0,10,12,4,14,7,7,10,10,4,13,0,7,11,15,5,8,0,0,0,0,0,0,9,12,8,6,9,11,12,10,0,0,0,0,11,9,3,17,9,5,3,2,6,6,5,6,9,10,7,4,8,14,7,6,6,17,9,5,18,3,17,13
2,240,160,171,84,108,102,124,73,64,56,67,46,61,54,62,37,42,51,43,24,31,28,39,35,19,35,39,45,45,60,16,21,24,34,20,25,9,8,7,25,14,17,19,18,16,25,28,18,27,21,27,14,0,24,15,0,40,27,19,28,8,14,25,6,18,20,12,9,11,10,12,8,13,16,7,8,20,17,22,7,12,18,15,12,21,13,11,10,31,10,12,14,14,17,15,0,9,6,23,6,21,8,17,6,0,0,0,8,13,7,11,0,0,11,8,7,6,16,14,19,6,6,8,11,12,18,15,3,15,6,3,11,3,12,7,8,7,8,8,9,7,12,4,8,12,6,5,10,10,3,9,5,1,7,12,7,7,8,1,6,8,19,11,13,8,5,8,4,14,13,6,9,18,11,7,3,5,14,6,7,5,3,9,4,3,10,6,11,5,11,6,0,0,15,9,11,8,16,9,5,8,1,7,0,6,8,13,13,7,0,0,0,0,0,0,7,12,9,5,6,13,10,12,0,0,0,0,10,6,6,8,12,5,7,3,7,6,6,5,3,6,10,10,5,16,4,9,5,13,11,7,10,5,11,15
3,235,181,145,84,97,98,103,70,71,76,42,58,55,54,66,29,51,42,38,32,41,38,35,40,18,39,43,39,42,61,30,26,19,39,23,22,15,23,14,27,21,25,16,22,16,25,33,14,38,22,12,20,0,14,24,0,29,21,12,25,14,10,16,18,17,15,19,11,15,7,12,16,10,15,12,15,14,16,12,11,14,8,7,9,9,10,7,21,23,19,20,13,14,14,15,0,9,8,11,7,18,10,7,6,0,0,0,8,14,21,11,0,0,8,11,11,11,15,16,11,7,7,10,8,15,9,11,6,12,6,3,7,3,7,8,9,13,8,13,12,4,7,6,5,9,4,10,3,5,4,6,10,5,8,14,10,9,7,4,7,9,11,9,8,7,4,6,5,9,14,15,11,23,5,9,4,9,15,13,6,0,5,14,7,3,10,7,6,15,8,6,0,0,11,11,10,13,7,7,3,4,3,9,0,11,7,11,6,10,0,0,0,0,0,0,9,6,4,1,5,14,7,10,0,0,0,0,7,6,8,10,12,4,6,1,6,2,8,5,9,11,9,4,8,24,14,10,5,18,12,10,7,7,4,10
4,268,177,161,84,102,90,111,70,50,74,65,49,52,41,59,32,55,63,35,29,35,29,33,47,18,30,34,35,38,48,14,20,35,25,25,24,7,24,21,26,19,30,10,26,16,20,28,15,25,46,17,21,0,15,15,0,37,23,17,24,17,15,26,16,16,17,20,9,16,11,13,17,13,9,10,10,14,25,7,6,19,14,5,18,16,11,18,12,24,18,12,13,16,12,11,0,16,4,16,13,21,10,11,7,0,0,0,10,9,11,13,0,0,11,8,13,7,15,22,15,4,7,6,9,10,23,8,6,10,3,3,10,2,8,2,13,6,5,5,9,12,4,4,10,10,3,3,7,5,8,9,17,4,9,19,5,10,12,4,4,6,14,7,8,9,3,3,5,13,8,12,6,18,7,10,8,5,12,8,4,8,3,14,7,4,24,5,7,9,9,8,0,0,6,5,9,9,5,13,10,12,5,4,0,15,8,11,5,10,0,0,0,0,0,0,7,10,7,3,8,11,12,14,0,0,0,0,14,2,4,14,6,5,11,2,8,4,5,5,2,8,10,7,13,21,9,9,6,10,9,8,8,7,6,7
5,242,169,147,82,112,103,89,56,65,44,69,60,60,54,68,19,61,45,45,27,37,40,31,37,18,38,40,40,44,41,21,14,16,26,21,16,13,15,10,18,17,24,13,25,23,19,17,24,39,33,16,20,0,19,25,0,32,29,19,27,12,16,18,15,14,23,11,10,13,9,25,23,10,8,14,10,16,20,23,6,12,14,8,5,15,10,6,17,25,11,19,17,14,9,16,0,12,5,13,4,23,18,8,11,0,0,0,9,13,10,12,0,0,5,12,9,7,18,14,13,7,2,10,12,12,18,8,4,11,3,4,11,4,10,8,8,10,8,10,12,10,7,5,3,10,10,7,7,5,4,14,5,5,11,13,7,11,8,7,7,9,19,13,11,7,5,10,9,5,5,7,8,20,7,8,7,11,14,6,9,5,5,11,4,4,19,2,13,7,7,6,0,0,12,5,5,8,14,8,4,10,4,15,0,14,5,10,2,6,0,0,0,0,0,0,4,7,7,2,4,10,12,10,0,0,0,0,8,5,4,8,11,3,7,3,11,6,7,7,2,5,9,2,10,15,9,13,8,13,8,8,11,5,3,9
6,265,154,156,72,111,103,95,65,66,60,56,60,74,59,45,21,46,63,26,27,33,29,40,33,19,28,35,36,32,48,24,22,24,33,22,23,13,20,14,21,15,31,17,25,25,26,20,29,38,37,13,17,0,19,13,0,33,26,22,27,21,16,16,12,23,24,13,12,10,12,10,13,11,5,11,9,15,12,11,9,10,7,10,7,16,10,8,16,17,13,13,9,22,13,18,0,15,5,11,16,19,14,18,15,0,0,0,12,7,5,10,0,0,12,18,13,7,18,19,15,8,1,7,6,19,27,16,5,10,6,11,8,5,6,6,9,15,8,8,11,8,6,14,4,2,3,15,3,5,7,9,15,7,13,6,10,7,14,3,4,5,11,6,5,10,3,8,8,6,7,10,3,13,8,6,3,8,13,8,4,2,6,15,5,3,16,4,10,9,14,6,0,0,12,13,9,9,5,13,5,12,2,12,0,12,11,11,10,7,0,0,0,0,0,0,0,6,6,6,6,9,4,7,0,0,0,0,12,2,5,20,7,3,6,4,8,6,7,8,10,5,8,6,10,17,5,12,7,15,16,6,8,5,6,6
7,264,169,137,107,119,104,142,53,59,66,62,61,71,55,59,23,60,51,35,31,38,34,46,46,24,33,38,40,46,36,25,25,25,32,20,22,16,21,22,25,11,18,19,13,24,15,20,21,34,33,20,27,0,21,23,0,29,25,18,33,14,19,26,16,19,15,16,10,8,13,17,13,13,10,18,12,11,19,7,9,9,18,13,11,9,18,10,10,22,12,18,13,20,17,14,0,16,8,16,12,19,12,9,13,0,0,0,22,20,7,4,0,0,11,13,14,7,15,22,14,3,4,10,7,17,9,8,3,7,4,3,6,1,7,6,8,7,11,14,8,7,6,8,6,7,4,9,4,4,4,4,8,3,12,15,10,10,9,3,5,6,11,8,10,17,1,5,3,10,10,12,4,18,6,7,6,8,19,9,8,4,4,15,4,6,16,3,12,7,11,9,0,0,11,15,9,13,10,11,4,5,2,3,0,8,12,8,5,3,0,0,0,0,0,0,6,22,6,3,11,8,14,8,0,0,0,0,13,7,2,8,12,8,11,1,3,3,3,2,6,10,6,6,5,11,12,6,7,5,16,5,9,5,7,16
8,231,186,153,88,93,97,104,48,52,55,55,67,48,55,42,46,52,49,38,30,28,25,32,42,31,47,39,27,38,47,19,14,28,33,14,21,10,21,13,24,14,21,13,31,26,30,16,31,30,30,17,29,0,15,12,0,32,23,24,26,20,16,25,15,20,23,13,8,12,3,16,9,20,4,14,9,16,26,17,10,16,16,10,13,12,14,10,18,18,14,13,10,13,11,13,0,18,6,4,9,29,9,10,7,0,0,0,7,17,16,10,0,0,13,13,19,6,15,11,9,3,11,8,7,19,21,6,8,11,2,2,10,4,8,5,13,3,8,6,10,4,11,8,2,8,6,4,10,3,6,7,3,5,8,9,8,7,10,3,10,5,19,12,3,10,2,10,5,14,7,5,9,15,10,9,4,13,15,8,4,9,5,13,7,5,16,3,6,12,13,10,0,0,14,8,10,14,7,12,7,9,3,10,0,9,9,9,8,6,0,0,0,0,0,0,10,5,3,0,3,8,9,20,0,0,0,0,13,4,8,15,6,4,5,6,5,3,4,3,4,11,8,7,8,17,7,12,8,9,9,9,6,3,9,6
9,265,164,144,90,101,117,115,58,69,55,70,54,69,44,53,26,50,50,37,41,36,35,38,36,32,30,39,33,28,46,25,21,20,30,16,31,9,23,20,21,9,22,8,28,17,25,27,20,25,23,16,14,0,17,16,0,35,33,24,30,21,17,21,21,18,18,11,8,12,9,12,11,12,10,10,9,16,27,15,10,10,17,6,8,21,13,6,25,16,13,13,11,17,7,16,0,13,8,19,7,22,9,11,12,0,0,0,18,17,8,9,0,0,11,11,6,8,13,15,17,10,8,8,11,14,18,17,8,11,3,4,14,4,9,10,14,10,6,6,11,8,9,10,6,6,7,6,8,7,2,5,8,4,6,14,9,6,11,3,6,3,10,10,6,7,6,7,4,11,5,7,3,23,7,3,3,4,12,12,8,4,7,16,7,5,15,5,10,7,6,4,0,0,8,15,5,12,2,9,7,10,5,8,0,10,13,9,5,8,0,0,0,0,0,0,6,9,9,1,6,8,5,6,0,0,0,0,17,6,2,9,11,3,6,2,7,4,4,5,4,11,7,4,3,11,9,7,4,17,13,7,8,2,13,10
