,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254
0,250,158,162,90,105,132,108,66,72,43,62,59,58,63,57,39,41,39,44,32,39,37,43,44,19,42,39,30,51,58,20,16,18,31,19,25,8,14,16,19,16,24,20,23,25,23,21,44,23,41,18,18,0,20,26,0,24,31,25,34,26,24,22,11,27,10,12,13,8,11,15,18,5,11,14,17,17,22,10,8,10,16,16,6,9,21,12,8,20,13,13,9,16,8,15,21,0,10,17,11,25,20,11,0,16,0,0,9,9,9,14,0,0,10,16,17,8,15,12,14,7,7,7,11,11,13,12,5,8,6,4,11,2,10,6,7,2,11,4,7,7,2,11,8,12,3,3,10,5,6,8,8,3,11,20,8,13,12,4,12,7,13,6,8,7,0,6,6,15,7,7,6,21,7,13,8,9,10,13,7,6,7,18,6,3,13,3,11,15,13,7,4,15,0,0,6,12,10,6,6,11,4,11,0,9,4,7,0,0,5,4,0,0,0,0,4,7,11,1,4,9,5,11,0,0,0,0,11,4,3,15,7,7,4,3,5,9,9,1,6,10,12,9,6,9,5,6,10,19,11,6,10,5,9,7
1,220,173,150,86,93,102,96,67,67,61,78,46,53,46,50,38,62,60,35,31,34,40,39,53,24,32,38,46,32,46,17,26,16,39,24,33,14,14,9,23,10,25,22,24,28,33,28,21,34,39,26,28,0,20,12,0,47,29,19,19,19,30,11,24,21,26,10,11,12,15,14,8,14,7,16,9,18,15,15,10,18,15,15,13,12,16,12,18,18,11,21,9,23,10,17,12,0,7,12,13,17,9,11,0,11,0,0,12,18,10,14,0,0,9,11,13,13,15,13,8,6,8,13,17,14,15,14,3,10,6,9,18,6,9,15,16,1,7,5,11,6,6,10,7,7,10,4,10,6,7,14,5,3,9,15,12,5,11,4,9,9,11,15,8,11,7,11,5,14,6,11,4,17,4,5,8,9,15,12,5,4,4,12,3,2,23,4,10,18,14,9,11,12,0,0,4,14,9,11,8,15,5,6,0,11,13,10,0,0,18,7,0,0,0,0,7,11,7,2,2,11,8,7,0,0,0,0,16,5,8,16,10,2,5,6,8,9,10,9,9,9,10,9,9,8,8,14,8,13,7,8,11,7,13,11
2,263,151,144,75,97,104,104,60,61,46,57,51,65,53,58,28,54,40,43,26,30,24,33,44,27,36,49,48,32,45,23,27,19,35,21,20,14,15,16,21,15,19,12,27,29,30,27,26,22,26,16,21,0,20,17,0,42,21,22,28,12,16,18,12,18,21,7,14,10,12,16,8,7,14,19,16,19,12,16,12,20,11,18,8,12,14,12,12,15,23,17,13,20,6,19,23,0,8,13,9,16,5,11,0,15,0,0,10,10,5,9,0,0,12,10,7,9,20,14,10,5,4,10,14,15,15,13,5,7,5,4,11,5,2,5,14,3,12,7,11,4,7,7,8,4,3,11,6,5,8,12,5,2,6,9,13,9,12,4,5,9,14,14,7,11,0,4,4,12,3,8,5,20,8,15,6,8,16,9,16,7,8,7,2,1,13,4,14,8,10,8,5,15,0,0,10,8,6,5,4,11,5,8,0,8,5,8,0,0,10,2,0,0,0,0,12,10,9,2,11,13,7,7,0,0,0,0,8,9,2,13,13,1,5,2,6,7,4,9,9,10,6,9,10,15,10,4,9,19,13,8,13,3,9,11
3,216,149,128,101,109,89,113,61,64,66,58,50,68,44,61,29,77,47,46,34,33,28,23,43,30,35,31,38,38,31,19,25,25,27,23,32,12,24,11,20,12,12,15,15,21,30,18,25,27,27,12,24,0,18,10,0,33,24,18,17,22,21,12,15,17,10,6,10,13,14,14,8,12,7,17,9,15,16,16,12,22,10,14,16,12,14,6,12,21,11,16,16,21,15,23,11,0,15,11,16,31,12,9,0,7,0,0,16,17,7,13,0,0,9,20,13,8,21,25,15,4,6,11,17,8,13,19,4,14,5,6,9,5,8,8,7,5,9,8,8,9,9,9,3,5,4,8,5,6,6,14,7,6,5,10,14,7,6,1,7,13,14,14,9,10,4,13,7,4,9,12,8,20,8,6,7,9,14,11,7,5,4,10,2,4,11,4,11,9,9,6,9,10,0,0,9,5,10,12,5,7,5,8,0,24,8,9,0,0,10,7,0,0,0,0,8,14,11,6,6,6,6,9,0,0,0,0,10,3,5,15,9,6,5,3,5,10,7,5,10,4,5,7,14,17,13,12,7,16,7,5,7,2,3,4
4,259,189,142,78,77,114,105,65,82,52,65,68,59,52,65,33,59,50,25,38,36,32,26,39,21,40,37,38,31,60,12,27,19,25,23,23,8,19,16,27,17,21,7,24,22,28,23,25,29,31,25,27,0,22,20,0,40,43,17,31,11,17,22,13,14,24,17,8,9,14,12,10,15,11,12,11,19,16,14,9,9,15,13,14,12,11,9,16,20,12,19,8,20,12,11,18,0,8,11,13,20,9,10,0,12,0,0,11,7,10,9,0,0,7,10,12,12,13,8,10,6,9,13,13,10,23,14,2,5,5,6,6,10,6,7,11,8,3,10,5,2,4,9,4,7,6,7,14,3,5,7,11,2,11,10,8,12,4,8,5,2,23,11,9,9,3,8,4,18,6,9,9,12,6,8,4,4,12,7,7,2,2,12,11,4,17,7,10,7,9,5,9,10,0,0,5,8,13,16,4,6,2,15,0,14,5,12,0,0,10,4,0,0,0,0,11,14,11,2,4,5,11,13,0,0,0,0,15,8,4,10,9,1,10,4,4,1,10,6,5,6,10,7,2,18,15,7,7,18,5,6,15,3,17,10
5,236,143,136,98,86,112,107,50,56,68,58,51,73,53,59,33,53,40,37,27,29,32,42,35,20,32,38,40,31,41,16,32,25,36,10,23,9,11,16,21,13,23,18,18,26,23,31,15,33,22,23,22,0,20,16,0,27,19,28,32,14,19,20,19,9,17,12,12,13,20,13,10,20,12,16,12,8,18,15,12,11,8,8,4,16,15,9,19,19,10,23,16,19,14,9,10,0,7,9,11,22,14,12,0,11,0,0,11,7,17,11,0,0,11,16,9,8,18,17,15,3,5,7,7,14,21,7,4,4,6,6,7,5,9,11,14,6,6,15,4,8,8,10,5,4,4,7,6,4,3,15,11,5,11,12,10,10,12,4,6,6,10,13,15,8,2,6,5,15,10,6,9,17,5,8,10,5,14,15,5,6,3,6,5,5,21,4,10,12,6,5,11,11,0,0,8,11,5,6,5,6,6,7,0,18,9,16,0,0,7,12,0,0,0,0,11,10,9,2,7,10,6,5,0,0,0,0,16,4,8,7,11,9,1,3,5,4,8,8,7,6,9,5,7,10,9,10,7,10,7,7,4,5,6,8
6,273,170,125,72,90,115,107,82,56,49,63,63,69,54,44,30,52,56,44,32,31,32,39,34,27,35,30,28,33,40,18,27,23,17,24,21,7,24,15,21,17,17,16,21,25,37,31,21,32,36,21,25,0,22,22,0,26,26,17,22,16,16,16,13,18,21,19,7,13,15,23,10,16,10,11,9,16,23,10,9,15,16,11,10,15,10,6,24,16,11,14,16,19,12,17,16,0,8,12,11,15,13,12,0,12,0,0,14,18,13,7,0,0,16,12,10,7,17,14,15,3,3,10,17,18,24,12,2,8,3,3,8,4,6,4,11,10,12,8,14,7,6,6,3,8,4,9,8,3,6,7,9,3,6,14,9,13,9,3,4,8,17,7,7,5,6,11,8,11,11,12,9,16,13,5,4,5,9,11,8,8,5,13,3,7,16,0,9,11,11,8,9,5,0,0,4,7,17,13,2,11,1,15,0,12,7,14,0,0,4,4,0,0,0,0,3,6,3,5,8,11,11,18,0,0,0,0,6,10,3,11,9,5,3,2,9,4,9,10,5,5,8,8,13,14,13,8,8,14,16,9,6,3,6,5
7,252,174,138,102,95,89,116,65,83,59,63,51,62,37,59,26,54,50,37,31,36,31,42,43,18,40,33,33,35,57,18,26,16,24,25,16,9,18,10,21,14,22,15,23,26,30,26,26,25,31,24,21,0,22,18,0,36,20,20,24,15,25,22,22,20,15,18,10,10,13,13,17,6,12,14,16,17,20,14,7,8,12,11,6,3,8,4,20,19,13,12,10,15,7,12,18,0,6,15,16,19,15,7,0,15,0,0,12,19,9,13,0,0,10,8,10,3,15,17,13,4,11,2,12,10,19,16,9,8,5,3,7,6,6,2,15,6,6,8,9,10,7,6,8,8,6,5,10,3,4,10,6,11,11,15,9,5,2,3,4,6,15,14,4,6,1,10,5,5,10,12,11,22,8,4,9,7,9,12,7,4,2,10,8,4,17,1,7,12,9,7,7,11,0,0,6,4,10,11,4,8,2,11,0,6,6,10,0,0,7,4,0,0,0,0,5,12,11,4,11,11,5,11,0,0,0,0,15,9,7,20,7,6,3,5,10,5,7,9,9,5,3,2,4,16,10,5,6,8,10,6,9,6,17,10
8,249,172,132,84,89,109,130,58,68,60,65,52,69,66,44,17,49,43,53,25,31,31,37,44,12,42,41,37,32,63,23,22,25,27,29,12,8,18,12,27,21,22,12,22,24,27,23,21,24,33,17,23,0,22,20,0,33,26,25,19,20,22,17,22,22,16,12,11,10,8,13,14,13,11,21,8,13,25,21,17,13,13,13,5,22,12,6,18,26,16,19,12,22,13,20,15,0,4,17,16,22,12,7,0,11,0,0,20,12,14,19,0,0,8,12,10,5,19,14,13,2,8,18,13,11,14,15,3,8,4,7,15,4,10,10,6,12,6,3,11,12,9,11,14,7,6,5,15,6,13,8,7,5,11,14,6,6,7,3,7,12,10,20,6,7,1,5,8,13,10,12,11,12,10,9,4,7,11,9,8,1,2,12,7,5,17,2,8,11,4,8,9,8,0,0,5,14,7,13,6,7,3,4,0,12,9,6,0,0,8,4,0,0,0,0,11,14,7,6,2,5,10,11,0,0,0,0,4,11,2,9,11,2,4,3,5,7,4,4,4,7,10,9,8,11,8,7,12,11,12,10,12,6,6,12
9,264,169,150,101,100,99,118,59,55,67,54,64,56,56,49,21,55,48,38,31,42,20,28,35,23,55,31,39,45,38,9,29,22,32,18,25,12,11,13,18,14,21,16,21,32,31,25,23,35,42,23,20,0,18,17,0,21,30,11,25,18,24,17,19,18,15,15,5,15,13,14,13,11,9,20,9,12,17,15,12,14,8,7,17,12,9,7,12,13,19,19,15,24,11,13,14,0,4,9,11,22,15,13,0,10,0,0,11,20,14,18,0,0,7,14,9,6,11,12,17,4,8,11,13,12,9,20,7,10,3,3,10,5,5,2,9,13,9,5,6,11,9,6,10,4,2,1,8,3,6,8,7,4,11,9,9,16,6,5,3,7,10,12,13,7,3,4,5,18,4,8,7,27,5,7,4,7,5,8,6,5,5,7,4,3,22,3,9,7,8,6,7,14,0,0,6,11,10,6,4,9,5,11,0,10,9,10,0,0,8,5,0,0,0,0,5,10,7,2,3,12,7,7,0,0,0,0,7,6,8,9,10,5,6,3,6,3,6,5,11,9,11,7,8,14,10,6,7,18,12,5,12,7,7,8
