,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,226,129,104,39,53,0,38,23,18,0,16,0,0,24,0,11,2,4,12,0,0,10,7,0,0,0,0,7,9,0,0
1,257,127,107,41,39,0,36,20,19,0,14,0,0,13,0,5,7,14,7,0,0,3,7,0,0,0,0,6,16,0,0
2,198,101,106,39,42,0,48,19,19,0,21,0,0,25,0,8,6,9,13,0,0,6,7,0,0,0,0,7,5,0,0
3,262,79,93,34,51,0,38,22,24,0,18,0,0,17,0,8,7,1,10,0,0,7,6,0,0,0,0,8,4,0,0
4,295,129,88,49,34,0,50,33,15,0,17,0,0,15,0,5,8,5,5,0,0,6,10,0,0,0,0,11,13,0,0
5,279,84,111,35,53,0,57,15,18,0,20,0,0,23,0,8,5,5,3,0,0,6,5,0,0,0,0,13,5,0,0
6,249,113,111,54,42,0,56,20,20,0,17,0,0,21,0,5,5,7,10,0,0,8,5,0,0,0,0,5,5,0,0
7,277,109,118,34,45,0,57,17,17,0,21,0,0,23,0,5,8,9,11,0,0,6,13,0,0,0,0,10,9,0,0
8,239,114,123,46,35,0,40,27,17,0,18,0,0,17,0,9,6,9,5,0,0,5,7,0,0,0,0,7,8,0,0
9,339,85,105,51,51,0,46,16,18,0,21,0,0,25,0,11,12,10,5,0,0,11,10,0,0,0,0,8,4,0,0
10,254,105,101,46,47,0,52,16,15,0,18,0,0,15,0,11,1,9,16,0,0,8,8,0,0,0,0,6,12,0,0
11,280,110,111,52,33,0,46,26,21,0,17,0,0,16,0,7,7,13,5,0,0,4,4,0,0,0,0,15,4,0,0
12,310,125,129,39,51,0,47,15,23,0,22,0,0,15,0,6,8,7,6,0,0,9,4,0,0,0,0,8,6,0,0
13,216,102,122,43,51,0,40,18,21,0,29,0,0,16,0,11,16,3,10,0,0,11,9,0,0,0,0,6,7,0,0
14,287,98,100,48,52,0,42,16,12,0,14,0,0,16,0,6,4,5,12,0,0,7,7,0,0,0,0,6,17,0,0
15,256,118,118,50,39,0,52,25,13,0,15,0,0,23,0,12,4,8,3,0,0,14,8,0,0,0,0,5,8,0,0
16,280,108,93,60,54,0,26,23,15,0,17,0,0,20,0,9,11,9,11,0,0,10,9,0,0,0,0,6,11,0,0
17,277,98,113,40,40,0,47,27,19,0,18,0,0,22,0,4,4,8,10,0,0,5,3,0,0,0,0,8,11,0,0
18,272,90,121,49,43,0,44,17,15,0,23,0,0,16,0,5,11,6,7,0,0,7,5,0,0,0,0,9,9,0,0
19,239,117,117,43,46,0,43,21,15,0,20,0,0,16,0,9,11,6,11,0,0,13,6,0,0,0,0,11,11,0,0
20,256,105,82,59,32,0,53,18,23,0,20,0,0,20,0,10,11,6,5,0,0,10,12,0,0,0,0,13,7,0,0
21,245,125,116,45,32,0,43,19,19,0,16,0,0,27,0,9,8,5,9,0,0,8,8,0,0,0,0,16,6,0,0
22,300,99,127,40,40,0,49,19,18,0,21,0,0,16,0,6,13,11,10,0,0,10,10,0,0,0,0,3,2,0,0
23,246,125,92,48,45,0,19,16,20,0,17,0,0,14,0,6,4,7,7,0,0,10,6,0,0,0,0,7,6,0,0
24,300,88,109,49,48,0,42,16,28,0,21,0,0,12,0,11,13,12,5,0,0,11,8,0,0,0,0,7,5,0,0
25,252,105,126,38,45,0,56,20,17,0,19,0,0,19,0,16,5,7,15,0,0,5,3,0,0,0,0,7,11,0,0
26,250,111,133,51,48,0,54,19,23,0,12,0,0,25,0,10,8,5,9,0,0,7,10,0,0,0,0,5,7,0,0
27,299,117,90,50,50,0,45,24,23,0,17,0,0,14,0,7,5,10,7,0,0,8,6,0,0,0,0,8,10,0,0
28,263,88,116,41,58,0,44,28,18,0,17,0,0,14,0,7,7,9,11,0,0,7,8,0,0,0,0,5,12,0,0
29,260,109,102,39,59,0,48,17,15,0,13,0,0,22,0,6,10,7,10,0,0,6,8,0,0,0,0,9,6,0,0
30,253,131,91,49,45,0,60,22,20,0,16,0,0,18,0,6,6,11,10,0,0,8,8,0,0,0,0,6,13,0,0
31,269,114,100,43,30,0,27,17,25,0,17,0,0,15,0,11,7,14,5,0,0,11,9,0,0,0,0,10,5,0,0
32,241,94,104,46,56,0,39,11,21,0,13,0,0,18,0,11,4,4,4,0,0,12,8,0,0,0,0,9,7,0,0
