,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,299,134,94,34,25,0,50,27,25,12,0,0,0,0,17,9,5,6,6,6,1,0,0,0,0,0,0,0,0,0,8
1,222,127,119,40,34,0,44,29,13,23,0,0,0,0,21,4,9,6,10,9,7,0,0,0,0,0,0,0,0,0,8
2,373,73,82,33,35,0,26,22,27,18,0,0,0,0,26,17,13,13,7,6,7,0,0,0,0,0,0,0,0,0,5
3,311,102,144,44,27,0,37,9,25,18,0,0,0,0,15,3,10,5,8,9,10,0,0,0,0,0,0,0,0,0,9
4,180,67,202,66,50,0,55,20,12,19,0,0,0,0,26,10,3,5,6,8,7,0,0,0,0,0,0,0,0,0,8
5,264,92,98,59,33,0,52,19,18,22,0,0,0,0,14,3,6,8,11,5,10,0,0,0,0,0,0,0,0,0,9
6,270,73,119,42,64,0,54,25,13,15,0,0,0,0,31,8,5,6,6,4,8,0,0,0,0,0,0,0,0,0,7
7,185,76,86,46,44,0,50,28,14,26,0,0,0,0,18,7,7,7,5,12,4,0,0,0,0,0,0,0,0,0,7
8,164,81,125,36,53,0,62,19,17,25,0,0,0,0,22,4,11,6,5,7,3,0,0,0,0,0,0,0,0,0,6
9,216,102,99,45,43,0,47,26,19,24,0,0,0,0,17,9,5,6,9,5,7,0,0,0,0,0,0,0,0,0,5
10,198,82,131,63,43,0,47,26,25,19,0,0,0,0,19,9,4,8,14,11,13,0,0,0,0,0,0,0,0,0,6
11,282,123,95,26,49,0,43,19,23,31,0,0,0,0,14,10,4,7,7,4,7,0,0,0,0,0,0,0,0,0,13
12,245,146,143,63,42,0,53,19,9,16,0,0,0,0,20,12,10,9,9,11,13,0,0,0,0,0,0,0,0,0,3
13,242,121,84,22,26,0,48,17,22,12,0,0,0,0,19,7,6,4,8,6,4,0,0,0,0,0,0,0,0,0,8
14,418,100,176,43,51,0,46,22,11,30,0,0,0,0,18,4,13,6,6,6,15,0,0,0,0,0,0,0,0,0,5
15,281,113,112,53,27,0,38,11,17,30,0,0,0,0,25,5,10,8,6,3,10,0,0,0,0,0,0,0,0,0,5
16,246,122,110,31,40,0,29,14,26,20,0,0,0,0,10,14,4,7,5,4,1,0,0,0,0,0,0,0,0,0,10
17,279,78,121,53,52,0,27,37,22,15,0,0,0,0,20,6,8,3,5,6,3,0,0,0,0,0,0,0,0,0,4
18,291,112,159,27,32,0,23,19,13,16,0,0,0,0,21,9,8,10,11,9,6,0,0,0,0,0,0,0,0,0,7
19,269,175,91,47,43,0,34,21,13,20,0,0,0,0,14,6,13,9,5,16,4,0,0,0,0,0,0,0,0,0,5
20,238,116,83,34,35,0,42,17,22,17,0,0,0,0,25,8,7,11,10,7,12,0,0,0,0,0,0,0,0,0,12
21,168,113,163,26,31,0,41,15,27,20,0,0,0,0,18,10,4,7,5,12,6,0,0,0,0,0,0,0,0,0,3
22,254,111,177,23,39,0,45,22,21,11,0,0,0,0,17,10,9,3,7,15,6,0,0,0,0,0,0,0,0,0,7
