,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,254,112,127,0,41,54,41,0,0,13,14,17,17,0,16,0,0,0,0,6,6,18,12,7,0,6,2,0,0,0,12
1,243,116,120,0,35,57,46,0,0,19,17,13,27,0,14,0,0,0,0,4,5,7,4,7,0,7,1,0,0,0,9
2,243,113,123,0,37,60,52,0,0,12,18,14,12,0,21,0,0,0,0,3,5,8,3,8,0,5,1,0,0,0,8
3,267,102,135,0,33,53,50,0,0,23,10,15,23,0,20,0,0,0,0,4,8,11,5,7,0,8,2,0,0,0,5
4,217,122,115,0,37,59,28,0,0,15,16,7,11,0,15,0,0,0,0,4,7,10,7,4,0,10,3,0,0,0,5
5,240,123,100,0,35,46,40,0,0,17,15,16,21,0,26,0,0,0,0,3,8,11,4,10,0,7,0,0,0,0,9
6,246,111,135,0,44,49,47,0,0,14,13,20,19,0,19,0,0,0,0,1,10,14,6,7,0,8,3,0,0,0,7
7,251,111,130,0,41,47,53,0,0,14,13,22,16,0,26,0,0,0,0,4,7,12,8,7,0,4,1,0,0,0,3
8,214,98,128,0,37,38,47,0,0,8,26,16,8,0,14,0,0,0,0,6,3,8,7,5,0,9,5,0,0,0,4
9,238,118,109,0,45,60,43,0,0,16,18,11,12,0,17,0,0,0,0,6,8,5,10,6,0,8,1,0,0,0,10
10,230,90,137,0,27,58,40,0,0,12,11,17,22,0,17,0,0,0,0,1,7,6,2,4,0,8,6,0,0,0,7
11,229,100,112,0,36,48,41,0,0,21,15,18,21,0,20,0,0,0,0,8,6,8,6,9,0,6,3,0,0,0,5
12,246,116,108,0,42,59,41,0,0,15,21,13,23,0,20,0,0,0,0,4,3,7,4,5,0,3,5,0,0,0,9
13,228,107,130,0,35,48,49,0,0,16,15,20,18,0,23,0,0,0,0,7,5,4,5,5,0,7,2,0,0,0,2
14,260,127,105,0,52,52,41,0,0,20,20,21,33,0,22,0,0,0,0,4,2,8,6,6,0,4,3,0,0,0,13
15,228,120,111,0,44,50,36,0,0,16,19,15,19,0,13,0,0,0,0,7,5,7,7,8,0,9,3,0,0,0,8
16,240,97,118,0,40,36,44,0,0,11,10,15,16,0,24,0,0,0,0,2,6,12,6,10,0,11,7,0,0,0,12
17,239,87,118,0,35,50,35,0,0,17,20,11,27,0,23,0,0,0,0,2,6,7,5,10,0,6,1,0,0,0,7
18,230,106,125,0,37,54,59,0,0,17,21,13,20,0,18,0,0,0,0,5,4,7,2,4,0,10,3,0,0,0,6
19,241,130,140,0,30,46,37,0,0,8,22,12,16,0,17,0,0,0,0,4,7,10,0,7,0,7,1,0,0,0,11
20,242,99,136,0,44,47,54,0,0,12,17,21,22,0,14,0,0,0,0,2,5,12,3,8,0,12,5,0,0,0,10
21,251,97,102,0,38,46,37,0,0,20,15,18,20,0,19,0,0,0,0,2,5,12,10,6,0,4,3,0,0,0,7
22,215,116,136,0,36,57,36,0,0,12,13,18,13,0,27,0,0,0,0,3,10,10,4,7,0,13,3,0,0,0,10
23,240,101,125,0,44,57,34,0,0,19,18,14,13,0,23,0,0,0,0,4,6,13,10,6,0,7,2,0,0,0,10
24,228,122,106,0,32,48,45,0,0,16,24,11,23,0,23,0,0,0,0,4,4,5,7,6,0,6,1,0,0,0,3
25,242,114,104,0,52,44,42,0,0,11,16,14,15,0,23,0,0,0,0,5,3,9,8,8,0,8,4,0,0,0,11
26,220,109,117,0,32,51,46,0,0,13,15,19,9,0,18,0,0,0,0,5,4,6,6,5,0,10,3,0,0,0,5
27,207,117,101,0,37,65,52,0,0,11,16,15,24,0,25,0,0,0,0,4,8,9,14,8,0,3,3,0,0,0,11
28,236,141,116,0,40,50,41,0,0,16,27,12,13,0,19,0,0,0,0,3,3,6,7,9,0,2,3,0,0,0,4
29,221,113,124,0,43,48,42,0,0,16,19,17,16,0,17,0,0,0,0,1,7,13,12,7,0,11,5,0,0,0,8
30,233,94,112,0,26,48,52,0,0,21,21,15,15,0,22,0,0,0,0,6,2,10,3,6,0,8,1,0,0,0,8
31,219,111,129,0,42,40,35,0,0,10,14,10,13,0,21,0,0,0,0,6,2,7,9,9,0,6,3,0,0,0,10
32,254,112,109,0,41,35,50,0,0,17,20,15,24,0,17,0,0,0,0,3,7,10,7,7,0,14,4,0,0,0,13
33,259,105,131,0,27,54,38,0,0,22,15,15,18,0,17,0,0,0,0,2,5,13,5,6,0,7,0,0,0,0,9
34,233,115,130,0,45,47,37,0,0,22,19,16,24,0,17,0,0,0,0,4,8,10,7,11,0,3,4,0,0,0,8
35,253,103,135,0,34,52,45,0,0,12,16,18,18,0,23,0,0,0,0,5,8,4,5,6,0,6,6,0,0,0,7
36,232,103,123,0,42,49,47,0,0,21,15,17,23,0,23,0,0,0,0,1,8,15,8,13,0,7,3,0,0,0,9
37,222,120,110,0,44,46,45,0,0,22,16,19,19,0,15,0,0,0,0,2,4,6,17,10,0,3,2,0,0,0,5
38,245,103,114,0,36,53,56,0,0,17,18,9,26,0,20,0,0,0,0,2,5,11,9,7,0,9,2,0,0,0,8
39,217,101,108,0,34,63,39,0,0,23,16,12,15,0,18,0,0,0,0,6,7,14,10,6,0,9,3,0,0,0,10
40,264,121,123,0,43,45,52,0,0,7,21,18,20,0,21,0,0,0,0,3,6,9,11,8,0,5,3,0,0,0,4
41,232,103,140,0,44,64,45,0,0,21,13,5,10,0,23,0,0,0,0,6,9,6,6,5,0,5,3,0,0,0,3
42,283,116,126,0,40,50,60,0,0,12,14,15,27,0,23,0,0,0,0,3,6,12,8,4,0,2,4,0,0,0,8
43,255,101,122,0,35,52,47,0,0,14,18,14,18,0,21,0,0,0,0,3,7,9,6,11,0,10,4,0,0,0,9
44,240,92,128,0,40,60,50,0,0,21,20,13,18,0,26,0,0,0,0,1,5,7,10,3,0,5,3,0,0,0,13
45,270,107,135,0,57,52,39,0,0,15,11,15,26,0,17,0,0,0,0,4,9,15,6,7,0,6,3,0,0,0,7
46,254,118,133,0,23,54,35,0,0,19,19,15,18,0,20,0,0,0,0,4,6,3,5,8,0,5,4,0,0,0,7
47,256,108,99,0,42,46,43,0,0,16,18,15,16,0,22,0,0,0,0,2,5,4,6,4,0,6,2,0,0,0,4
48,225,116,113,0,48,55,43,0,0,20,20,14,23,0,16,0,0,0,0,5,9,9,11,7,0,7,3,0,0,0,8
49,243,119,114,0,38,52,47,0,0,11,22,7,27,0,19,0,0,0,0,3,8,11,5,5,0,7,6,0,0,0,10
50,218,136,126,0,36,54,40,0,0,24,20,17,19,0,15,0,0,0,0,3,6,12,7,5,0,6,1,0,0,0,9
51,219,93,110,0,45,53,42,0,0,18,17,13,20,0,17,0,0,0,0,7,9,7,7,7,0,7,3,0,0,0,11
52,275,115,130,0,43,60,31,0,0,7,23,14,23,0,10,0,0,0,0,0,5,13,7,7,0,4,2,0,0,0,7
53,231,112,150,0,42,40,40,0,0,15,14,13,14,0,18,0,0,0,0,2,5,4,6,9,0,8,3,0,0,0,3
54,238,120,119,0,41,55,49,0,0,25,30,18,18,0,10,0,0,0,0,4,5,8,11,8,0,8,3,0,0,0,6
55,270,105,134,0,39,58,48,0,0,16,23,9,23,0,20,0,0,0,0,4,8,8,5,7,0,7,2,0,0,0,6
56,243,117,136,0,44,40,48,0,0,26,15,7,26,0,14,0,0,0,0,3,5,11,4,8,0,8,3,0,0,0,12
57,236,114,125,0,46,43,39,0,0,14,24,15,18,0,15,0,0,0,0,7,6,6,4,9,0,7,5,0,0,0,8
58,223,123,113,0,40,66,33,0,0,17,13,19,19,0,21,0,0,0,0,6,6,10,6,7,0,11,2,0,0,0,8
59,231,99,132,0,29,51,55,0,0,21,15,25,23,0,16,0,0,0,0,5,9,9,9,6,0,6,1,0,0,0,6
60,229,117,102,0,45,43,53,0,0,18,23,20,19,0,15,0,0,0,0,4,4,7,6,6,0,5,6,0,0,0,8
61,230,115,111,0,46,65,40,0,0,19,33,13,8,0,14,0,0,0,0,3,3,4,5,9,0,6,1,0,0,0,11
62,256,110,139,0,34,61,44,0,0,17,24,22,22,0,20,0,0,0,0,1,3,8,4,6,0,7,3,0,0,0,4
63,260,111,119,0,36,55,42,0,0,11,21,16,21,0,22,0,0,0,0,2,5,5,7,6,0,6,3,0,0,0,10
64,240,122,123,0,39,45,53,0,0,18,15,13,17,0,19,0,0,0,0,4,10,7,8,4,0,6,3,0,0,0,6
65,233,93,118,0,43,59,42,0,0,7,19,10,21,0,26,0,0,0,0,4,8,12,9,6,0,5,2,0,0,0,10
66,204,105,113,0,39,54,40,0,0,12,15,11,28,0,15,0,0,0,0,2,6,6,5,8,0,13,6,0,0,0,5
67,232,98,126,0,35,44,45,0,0,19,22,19,13,0,17,0,0,0,0,3,4,10,12,9,0,6,1,0,0,0,9
68,250,132,105,0,44,61,42,0,0,23,21,12,27,0,21,0,0,0,0,3,5,11,5,10,0,11,3,0,0,0,8
69,235,126,125,0,48,59,53,0,0,23,8,16,21,0,15,0,0,0,0,3,5,10,9,10,0,8,2,0,0,0,15
70,228,111,128,0,40,54,48,0,0,19,17,21,21,0,17,0,0,0,0,2,3,12,3,7,0,8,2,0,0,0,8
71,245,110,143,0,26,48,33,0,0,23,18,22,25,0,19,0,0,0,0,5,10,11,9,6,0,10,1,0,0,0,10
72,223,111,118,0,36,57,50,0,0,15,24,13,19,0,28,0,0,0,0,7,5,3,9,4,0,5,2,0,0,0,5
73,246,107,107,0,36,50,48,0,0,14,16,15,18,0,13,0,0,0,0,1,11,5,7,2,0,6,4,0,0,0,8
74,214,123,132,0,41,55,41,0,0,18,16,15,22,0,18,0,0,0,0,1,4,10,7,6,0,0,3,0,0,0,15
75,232,104,133,0,49,46,43,0,0,13,15,17,18,0,26,0,0,0,0,6,4,5,6,6,0,5,3,0,0,0,10
