,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,184,118,111,54,0,56,42,28,0,0,0,23,22,0,20,0,8,0,0,0,0,0,0,0,9,3,8,0,0,0,6
1,203,120,88,72,0,42,28,25,0,0,0,14,11,0,26,0,6,0,0,0,0,0,0,0,10,4,1,0,0,0,7
2,203,126,87,59,0,29,44,21,0,0,0,17,8,0,21,0,7,0,0,0,0,0,0,0,6,6,4,0,0,0,7
3,251,85,85,35,0,37,25,14,0,0,0,11,16,0,26,0,15,0,0,0,0,0,0,0,8,4,9,0,0,0,2
4,249,106,66,66,0,39,34,10,0,0,0,10,11,0,31,0,8,0,0,0,0,0,0,0,9,1,9,0,0,0,7
5,249,113,106,40,0,34,48,18,0,0,0,14,13,0,26,0,8,0,0,0,0,0,0,0,3,2,7,0,0,0,5
6,243,116,81,51,0,52,38,28,0,0,0,20,20,0,15,0,6,0,0,0,0,0,0,0,7,4,7,0,0,0,8
7,252,112,86,33,0,38,34,14,0,0,0,8,21,0,19,0,5,0,0,0,0,0,0,0,5,10,4,0,0,0,8
8,247,119,73,39,0,28,35,19,0,0,0,13,12,0,12,0,5,0,0,0,0,0,0,0,11,4,4,0,0,0,3
9,287,128,86,35,0,35,58,24,0,0,0,12,18,0,26,0,10,0,0,0,0,0,0,0,10,2,7,0,0,0,2
10,226,113,96,52,0,43,36,23,0,0,0,9,23,0,17,0,3,0,0,0,0,0,0,0,5,5,3,0,0,0,8
11,316,94,114,39,0,40,46,15,0,0,0,14,19,0,20,0,2,0,0,0,0,0,0,0,8,3,5,0,0,0,4
12,289,107,97,52,0,43,48,27,0,0,0,14,18,0,23,0,10,0,0,0,0,0,0,0,4,3,11,0,0,0,10
13,278,90,114,32,0,32,36,26,0,0,0,11,15,0,29,0,14,0,0,0,0,0,0,0,8,1,7,0,0,0,5
14,247,101,76,55,0,43,26,16,0,0,0,22,13,0,19,0,8,0,0,0,0,0,0,0,7,2,5,0,0,0,9
15,196,100,120,52,0,33,41,15,0,0,0,12,8,0,17,0,4,0,0,0,0,0,0,0,9,3,5,0,0,0,8
16,223,145,116,57,0,29,50,17,0,0,0,8,15,0,21,0,6,0,0,0,0,0,0,0,8,1,7,0,0,0,6
17,225,130,99,44,0,39,47,20,0,0,0,14,11,0,19,0,9,0,0,0,0,0,0,0,8,2,7,0,0,0,5
18,287,124,101,52,0,42,42,9,0,0,0,13,26,0,17,0,8,0,0,0,0,0,0,0,11,8,7,0,0,0,6
19,291,99,116,57,0,44,32,29,0,0,0,17,12,0,27,0,11,0,0,0,0,0,0,0,7,2,7,0,0,0,7
